K,scheme,within,group,bk,n,rate_lo,rate_mid,rate_hi,winrate,med_dSharpe,ties
5,width,False,QROLL,0,348,0.031011692933401117,0.0956991668543121,0.1612249493357352,0.9597701149425287,0.037589954813140536,0
5,width,False,QROLL,1,84,0.16725978647686832,0.19069610272583915,0.22212209957197568,0.9761904761904762,0.05350789420598806,0
5,width,False,POOLED,0,516,0.0,0.0826131164209456,0.1612249493357352,0.8372093023255814,0.0251990773285585,18
5,width,False,POOLED,1,108,0.16707948660211663,0.19069610272583915,0.24428063040162684,0.8703703703703703,0.04010088141444618,0
5,width,False,POOLED,2,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
5,width,False,POOLED,4,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
5,width,True,ABS,0,72,0.061725613876999326,0.1173409786817719,0.1729340238684981,0.6111111111111112,0.006607204019125956,0
5,width,True,ABS,1,12,0.242755465175394,0.24351804778851044,0.24428063040162684,0.3333333333333333,-0.012564304245105268,0
5,width,True,ABS,2,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
5,width,True,ABS,4,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
5,width,True,QEXP,0,36,0.0,0.00012709710218607016,0.002251745102454402,0.0,-0.0018550591630060453,18
5,width,True,QEXP,1,12,0.019064565327910524,0.019445856634468732,0.019827147941026944,0.5,-0.00048775562449412946,0
5,width,True,QEXP,2,12,0.024780355936021625,0.024780355936021625,0.024780355936021625,1.0,0.01460773307333696,0
5,width,True,QEXP,3,12,0.03219995496509795,0.032312542220220675,0.032425129475343394,1.0,0.03587473074015324,0
5,width,True,QEXP,4,36,0.04640684838927686,0.0498220640569395,0.05201531186669669,0.8888888888888888,0.013136661257018234,0
5,width,True,QROLL,0,102,0.031011692933401117,0.051093035078800204,0.06888662938485003,0.9411764705882353,0.02231307620986589,0
5,width,True,QROLL,1,114,0.07006082451002478,0.09439062851993692,0.10628236883584778,0.9824561403508771,0.04046630419049568,0
5,width,True,QROLL,2,96,0.11101103355100203,0.12229730350099949,0.1416347669443819,0.9791666666666666,0.050637948037558445,0
5,width,True,QROLL,3,72,0.15003379139445822,0.16424236790630176,0.17676199054267058,0.9444444444444444,0.05180651340470821,0
5,width,True,QROLL,4,48,0.18923180896598332,0.2063757584471636,0.22212209957197568,0.9583333333333334,0.044800013427552465,0
6,count,False,ABS,1,12,0.061725613876999326,0.06352782158143726,0.0653300292858752,0.16666666666666666,-0.01904590130935957,0
6,count,False,ABS,2,12,0.07002927268633191,0.07183066876829544,0.07363206485025896,1.0,0.029815126787407165,0
6,count,False,ABS,3,18,0.10903356611849516,0.11128632574904258,0.12339563161450123,0.6666666666666666,0.006189648390819147,0
6,count,False,ABS,4,30,0.12384598063499212,0.1531876548772246,0.1729340238684981,0.6,0.014423440171860036,0
6,count,False,ABS,5,36,0.242755465175394,0.49135739705134723,0.8248601931875953,0.2222222222222222,-0.03116716542362266,0
6,count,False,QEXP,0,72,0.0,0.010658155215182463,0.032425129475343394,0.4166666666666667,0.0,18
6,count,False,QEXP,1,36,0.04640684838927686,0.0498220640569395,0.05201531186669669,0.8888888888888888,0.013136661257018234,0
6,count,False,QROLL,0,36,0.031011692933401117,0.04166656732745756,0.0448097275388426,0.9444444444444444,0.016252740542441857,0
6,count,False,QROLL,1,60,0.04829689883070666,0.05934687522050135,0.0677775275838775,0.9666666666666667,0.028122031268985437,0
6,count,False,QROLL,2,96,0.06888662938485003,0.090942484111002,0.10047307952241495,0.9583333333333334,0.04206786703679599,0
6,count,False,QROLL,3,90,0.10250056318990763,0.11947127605490594,0.12379257752923234,0.9777777777777777,0.04650164963219239,0
6,count,False,QROLL,4,78,0.12592926334760082,0.15296237891416986,0.17405989641972527,0.9487179487179487,0.05175666911080501,0
6,count,False,QROLL,5,72,0.17513980681240468,0.19436887196498215,0.22212209957197568,0.9722222222222222,0.04732340838257865,0
6,count,False,POOLED,0,108,0.0,0.024780355936021625,0.0448097275388426,0.5925925925925926,0.004972013333315012,18
6,count,False,POOLED,1,108,0.04640684838927686,0.05333353290335343,0.0677775275838775,0.8518518518518519,0.018585493521560775,0
6,count,False,POOLED,2,108,0.06888662938485003,0.0885866802236909,0.10047307952241495,0.9629629629629629,0.040835650133028034,0
6,count,False,POOLED,3,108,0.10250056318990763,0.11934417895271987,0.12379257752923234,0.9259259259259259,0.039096746079386846,0
6,count,False,POOLED,4,108,0.12384598063499212,0.15307501689569725,0.17405989641972527,0.8518518518518519,0.028394573212287055,0
6,count,False,POOLED,5,108,0.17513980681240468,0.21568378240976105,0.8248601931875953,0.7222222222222222,0.024632781407320614,0
6,count,True,ABS,0,18,0.061725613876999326,0.0653300292858752,0.07002927268633191,0.4444444444444444,-0.004103650912144929,0
6,count,True,ABS,1,18,0.07363206485025896,0.10903356611849516,0.11128632574904258,0.6666666666666666,0.007097897114822338,0
6,count,True,ABS,2,18,0.12339563161450123,0.12384598063499212,0.15183599909889614,0.7777777777777778,0.017338689142206376,0
6,count,True,ABS,3,18,0.1531876548772246,0.16707948660211663,0.1729340238684981,0.5555555555555556,0.0013338070264905522,0
6,count,True,ABS,4,18,0.242755465175394,0.24428063040162684,0.49059481443823083,0.4444444444444444,-0.0054263258167560335,0
6,count,True,ABS,5,18,0.49211997966446364,0.8246059989832232,0.8248601931875953,0.0,-0.11232323196788103,0
6,count,True,QEXP,0,18,0.0,0.0,0.0,0.0,0.0,18
6,count,True,QEXP,1,18,0.0002541942043721403,0.002251745102454402,0.002251745102454402,0.0,-0.015353478062012316,0
6,count,True,QEXP,2,18,0.019064565327910524,0.019827147941026944,0.024780355936021625,0.6666666666666666,0.0021838186291077144,0
6,count,True,QEXP,3,18,0.024780355936021625,0.03219995496509795,0.032425129475343394,1.0,0.03533626648427213,0
6,count,True,QEXP,4,18,0.04640684838927686,0.047082676278441093,0.04829689883070666,0.7777777777777778,0.009432854977778349,0
6,count,True,QEXP,5,18,0.05134722928317234,0.05179013735645125,0.05201531186669669,1.0,0.029983402763754552,0
6,count,True,QROLL,0,72,0.031011692933401117,0.04655331318477463,0.059472854246451906,0.9444444444444444,0.01794839673901022,0
6,count,True,QROLL,1,72,0.059671245215041656,0.07028610047307952,0.09023894255210982,0.9722222222222222,0.03685173745384218,0
6,count,True,QROLL,2,72,0.09164602566989417,0.09637469038504841,0.10628236883584778,0.9722222222222222,0.04091033915829578,0
6,count,True,QROLL,3,72,0.11101103355100203,0.1213111061049786,0.12592926334760082,0.9722222222222222,0.050637948037558445,0
6,count,True,QROLL,4,72,0.126842907981698,0.1537562275862156,0.17405989641972527,0.9444444444444444,0.05217738310285169,0
6,count,True,QROLL,5,72,0.17513980681240468,0.19436887196498215,0.22212209957197568,0.9722222222222222,0.04732340838257865,0
6,width,False,ABS,0,48,0.061725613876999326,0.09133281548437705,0.12384598063499212,0.625,0.006607204019125956,0
6,width,False,ABS,1,36,0.15183599909889614,0.17000675523530737,0.24428063040162684,0.5,-0.0020249124932800733,0
6,width,False,ABS,3,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
6,width,False,ABS,5,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
6,width,False,QEXP,0,108,0.0,0.024780355936021625,0.05201531186669669,0.5740740740740741,0.006171381104256635,18
6,width,False,QROLL,0,300,0.031011692933401117,0.09211722324269658,0.13116420945602442,0.9666666666666667,0.034716390613344084,0
6,width,False,QROLL,1,132,0.14073406890340012,0.17531489101602438,0.22212209957197568,0.9545454545454546,0.05226326074905174,0
6,width,False,POOLED,0,456,0.0,0.07004504859817834,0.13116420945602442,0.8377192982456141,0.02478410718367252,18
6,width,False,POOLED,1,168,0.14073406890340012,0.17459985161606498,0.24428063040162684,0.8571428571428571,0.04072940918561088,0
6,width,False,POOLED,3,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
6,width,False,POOLED,5,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
6,width,True,ABS,0,72,0.061725613876999326,0.1173409786817719,0.1729340238684981,0.6111111111111112,0.006607204019125956,0
6,width,True,ABS,1,12,0.242755465175394,0.24351804778851044,0.24428063040162684,0.3333333333333333,-0.012564304245105268,0
6,width,True,ABS,3,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
6,width,True,ABS,5,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
6,width,True,QEXP,0,36,0.0,0.00012709710218607016,0.002251745102454402,0.0,-0.0018550591630060453,18
6,width,True,QEXP,2,24,0.019064565327910524,0.022303751938524283,0.024780355936021625,0.75,0.0040860616487181645,0
6,width,True,QEXP,3,12,0.03219995496509795,0.032312542220220675,0.032425129475343394,1.0,0.03587473074015324,0
6,width,True,QEXP,5,36,0.04640684838927686,0.0498220640569395,0.05201531186669669,0.8888888888888888,0.013136661257018234,0
6,width,True,QROLL,0,84,0.031011692933401117,0.04944077275038129,0.05969813020950664,0.9523809523809523,0.018608714879305294,0
6,width,True,QROLL,1,78,0.06687682954289574,0.08057956278596848,0.09439062851993692,0.9487179487179487,0.03197838556894017,0
6,width,True,QROLL,2,126,0.09506645640910115,0.11573969826615627,0.12592926334760082,0.9841269841269841,0.050390779609078395,0
6,width,True,QROLL,3,54,0.126842907981698,0.15003379139445822,0.1573969826615627,0.9259259259259259,0.04436581051583882,0
6,width,True,QROLL,4,48,0.1612249493357352,0.17531489101602438,0.18923180896598332,1.0,0.05700148270714589,0
6,width,True,QROLL,5,42,0.19216039648569497,0.2150482968988307,0.22212209957197568,0.9523809523809523,0.047939612720748315,0
8,count,False,ABS,2,18,0.061725613876999326,0.0653300292858752,0.07002927268633191,0.4444444444444444,-0.004103650912144929,0
8,count,False,ABS,3,6,0.07363206485025896,0.07363206485025896,0.07363206485025896,1.0,0.04142712399902926,0
8,count,False,ABS,4,12,0.10903356611849516,0.11015994593376888,0.11128632574904258,0.5,0.0029440917373151354,0
8,count,False,ABS,5,18,0.12339563161450123,0.12384598063499212,0.15183599909889614,0.7777777777777778,0.017338689142206376,0
8,count,False,ABS,6,18,0.1531876548772246,0.16707948660211663,0.1729340238684981,0.5555555555555556,0.0013338070264905522,0
8,count,False,ABS,7,36,0.242755465175394,0.49135739705134723,0.8248601931875953,0.2222222222222222,-0.03116716542362266,0
8,count,False,QEXP,0,72,0.0,0.010658155215182463,0.032425129475343394,0.4166666666666667,0.0,18
8,count,False,QEXP,1,36,0.04640684838927686,0.0498220640569395,0.05201531186669669,0.8888888888888888,0.013136661257018234,0
8,count,False,QROLL,0,9,0.031011692933401117,0.031011692933401117,0.0340620233858668,0.8888888888888888,0.014053961904695822,0
8,count,False,QROLL,1,45,0.0340620233858668,0.0448097275388426,0.051093035078800204,0.9777777777777777,0.01699731492731016,0
8,count,False,QROLL,2,63,0.05465175394001017,0.06687682954289574,0.07092018301982715,0.9365079365079365,0.03722413841345307,0
8,count,False,QROLL,3,75,0.07092018301982715,0.09258842081549899,0.10047307952241495,0.9733333333333334,0.04258151668940946,0
8,count,False,QROLL,4,69,0.10250056318990763,0.11573969826615627,0.12226975906327403,0.9710144927536232,0.04483501250551397,0
8,count,False,QROLL,5,63,0.12226975906327403,0.126842907981698,0.15296237891416986,0.9682539682539683,0.04566148635407741,0
8,count,False,QROLL,6,63,0.1545500762582613,0.17405989641972527,0.18923180896598332,0.9682539682539683,0.051997461443084925,0
8,count,False,QROLL,7,45,0.18923180896598332,0.2150482968988307,0.22212209957197568,0.9555555555555556,0.047832801817926596,0
8,count,False,POOLED,0,81,0.0,0.019064565327910524,0.0340620233858668,0.4691358024691358,0.0,18
8,count,False,POOLED,1,81,0.0340620233858668,0.04829689883070666,0.05201531186669669,0.9382716049382716,0.016408471520973855,0
8,count,False,POOLED,2,81,0.05465175394001017,0.0653300292858752,0.07092018301982715,0.8271604938271605,0.032031905587309284,0
8,count,False,POOLED,3,81,0.07092018301982715,0.09258842081549899,0.10047307952241495,0.9753086419753086,0.041554217384182524,0
8,count,False,POOLED,4,81,0.10250056318990763,0.11128632574904258,0.12226975906327403,0.9012345679012346,0.03888556841904611,0
8,count,False,POOLED,5,81,0.12226975906327403,0.126842907981698,0.15296237891416986,0.9259259259259259,0.03582412802331958,0
8,count,False,POOLED,6,81,0.1531876548772246,0.16725978647686832,0.18923180896598332,0.8765432098765432,0.04099170413923514,0
8,count,False,POOLED,7,81,0.18923180896598332,0.22212209957197568,0.8248601931875953,0.6296296296296297,0.011051110456042457,0
8,count,True,ABS,0,14,0.061725613876999326,0.0653300292858752,0.07002927268633191,0.2857142857142857,-0.009225077841460538,0
8,count,True,ABS,1,13,0.07002927268633191,0.07363206485025896,0.10903356611849516,0.8461538461538461,0.025725856570170125,0
8,count,True,ABS,2,14,0.10903356611849516,0.11128632574904258,0.12339563161450123,0.7142857142857143,0.006779312992347797,0
8,count,True,ABS,3,13,0.12339563161450123,0.12384598063499212,0.15183599909889614,0.6923076923076923,0.014445446885838154,0
8,count,True,ABS,4,13,0.1531876548772246,0.16707948660211663,0.1729340238684981,0.5384615384615384,0.0012740674307334388,0
8,count,True,ABS,5,14,0.1729340238684981,0.242755465175394,0.24428063040162684,0.5,0.0010652449723599633,0
8,count,True,ABS,6,13,0.24428063040162684,0.49059481443823083,0.49211997966446364,0.3076923076923077,-0.005371631915913111,0
