K,scheme,within,group,bk,n,rate_lo,rate_mid,rate_hi,winrate,med_dSharpe,ties
3,count,False,ABS,0,12,0.061725613876999326,0.06352782158143726,0.0653300292858752,0.16666666666666666,-0.01904590130935957,0
3,count,False,ABS,1,30,0.07002927268633191,0.10903356611849516,0.12339563161450123,0.8,0.021233854104608874,0
3,count,False,ABS,2,66,0.12384598063499212,0.242755465175394,0.8248601931875953,0.3939393939393939,-0.019776451547760504,0
3,count,False,QEXP,0,108,0.0,0.024780355936021625,0.05201531186669669,0.5740740740740741,0.006171381104256635,18
3,count,False,QROLL,0,96,0.031011692933401117,0.05083884087442807,0.0677775275838775,0.9583333333333334,0.02245956143885297,0
3,count,False,QROLL,1,186,0.06888662938485003,0.10047307952241495,0.12379257752923234,0.967741935483871,0.04337361967040965,0
3,count,False,QROLL,2,150,0.12592926334760082,0.17405989641972527,0.22212209957197568,0.96,0.047939612720748315,0
3,count,False,POOLED,0,216,0.0,0.04560828796405973,0.0677775275838775,0.7222222222222222,0.013290998308260832,18
3,count,False,POOLED,1,216,0.06888662938485003,0.1014868213561613,0.12379257752923234,0.9444444444444444,0.039938829896216305,0
3,count,False,POOLED,2,216,0.12384598063499212,0.17459985161606498,0.8248601931875953,0.7870370370370371,0.024916600570169534,0
3,count,True,ABS,0,36,0.061725613876999326,0.07183066876829544,0.11128632574904258,0.5555555555555556,0.0036827356202485673,0
3,count,True,ABS,1,36,0.12339563161450123,0.15251182698806037,0.1729340238684981,0.6666666666666666,0.015870259350903693,0
3,count,True,ABS,2,36,0.242755465175394,0.49135739705134723,0.8248601931875953,0.2222222222222222,-0.03116716542362266,0
3,count,True,QEXP,0,36,0.0,0.00012709710218607016,0.002251745102454402,0.0,-0.0018550591630060453,18
3,count,True,QEXP,1,36,0.019064565327910524,0.024780355936021625,0.032425129475343394,0.8333333333333334,0.01460773307333696,0
3,count,True,QEXP,2,36,0.04640684838927686,0.0498220640569395,0.05201531186669669,0.8888888888888888,0.013136661257018234,0
3,count,True,QROLL,0,144,0.031011692933401117,0.059572049730746784,0.09023894255210982,0.9583333333333334,0.02354007929465049,0
3,count,True,QROLL,1,144,0.09164602566989417,0.1086467011934249,0.12592926334760082,0.9722222222222222,0.04614008197640018,0
3,count,True,QROLL,2,144,0.126842907981698,0.17459985161606498,0.22212209957197568,0.9583333333333334,0.049867027847247614,0
3,width,False,ABS,0,84,0.061725613876999326,0.12362080612474668,0.24428063040162684,0.5714285714285714,0.004166809990450049,0
3,width,False,ABS,1,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
3,width,False,ABS,2,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
3,width,False,QEXP,0,108,0.0,0.024780355936021625,0.05201531186669669,0.5740740740740741,0.006171381104256635,18
3,width,False,QROLL,0,432,0.031011692933401117,0.1086467011934249,0.22212209957197568,0.9629629629629629,0.03957649823640019,0
3,width,False,POOLED,0,624,0.0,0.09637469038504841,0.24428063040162684,0.842948717948718,0.026129451789112523,18
3,width,False,POOLED,1,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
3,width,False,POOLED,2,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
3,width,True,ABS,0,84,0.061725613876999326,0.12362080612474668,0.24428063040162684,0.5714285714285714,0.004166809990450049,0
3,width,True,ABS,1,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
3,width,True,ABS,2,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
3,width,True,QEXP,0,36,0.0,0.00012709710218607016,0.002251745102454402,0.0,-0.0018550591630060453,18
3,width,True,QEXP,1,36,0.019064565327910524,0.024780355936021625,0.032425129475343394,0.8333333333333334,0.01460773307333696,0
3,width,True,QEXP,2,36,0.04640684838927686,0.0498220640569395,0.05201531186669669,0.8888888888888888,0.013136661257018234,0
3,width,True,QROLL,0,162,0.031011692933401117,0.05969813020950664,0.09439062851993692,0.9506172839506173,0.024630468763104207,0
3,width,True,QROLL,1,180,0.09506645640910115,0.1213111061049786,0.1573969826615627,0.9666666666666667,0.04835629509984474,0
3,width,True,QROLL,2,90,0.1612249493357352,0.18923180896598332,0.22212209957197568,0.9777777777777777,0.0567617267463727,0
4,count,False,ABS,1,24,0.061725613876999326,0.06767965098610355,0.07363206485025896,0.5833333333333334,0.01120442926090115,0
4,count,False,ABS,2,30,0.10903356611849516,0.12339563161450123,0.15183599909889614,0.6666666666666666,0.007097897114822338,0
4,count,False,ABS,3,54,0.1531876548772246,0.24428063040162684,0.8248601931875953,0.3333333333333333,-0.02300270335373708,0
4,count,False,QEXP,0,108,0.0,0.024780355936021625,0.05201531186669669,0.5740740740740741,0.006171381104256635,18
4,count,False,QROLL,0,54,0.031011692933401117,0.043027708943455735,0.051093035078800204,0.9629629629629629,0.016927058302021236,0
4,count,False,QROLL,1,138,0.05465175394001017,0.08057956278596848,0.10047307952241495,0.9565217391304348,0.03965219070729939,0
4,count,False,QROLL,2,132,0.10250056318990763,0.12207202753794474,0.15296237891416986,0.9696969696969697,0.045374523318490845,0
4,count,False,QROLL,3,108,0.1545500762582613,0.17657653480726682,0.22212209957197568,0.9629629629629629,0.05180651340470821,0
4,count,False,POOLED,0,162,0.0,0.0340620233858668,0.05201531186669669,0.7037037037037037,0.010817714936127626,18
4,count,False,POOLED,1,162,0.05465175394001017,0.07092018301982715,0.10047307952241495,0.9012345679012346,0.034820877621944746,0
4,count,False,POOLED,2,162,0.10250056318990763,0.12226975906327403,0.15296237891416986,0.9135802469135802,0.03869487184790388,0
4,count,False,POOLED,3,162,0.1531876548772246,0.18923180896598332,0.8248601931875953,0.7530864197530864,0.024721976778398158,0
4,count,True,ABS,0,27,0.061725613876999326,0.07002927268633191,0.10903356611849516,0.5555555555555556,0.0012747943555102559,0
4,count,True,ABS,1,27,0.10903356611849516,0.12339563161450123,0.15183599909889614,0.7037037037037037,0.009350841949605337,0
4,count,True,ABS,2,27,0.1531876548772246,0.1729340238684981,0.24428063040162684,0.5185185185185185,0.0012740674307334388,0
4,count,True,ABS,3,27,0.24428063040162684,0.49211997966446364,0.8248601931875953,0.14814814814814814,-0.04209697177044974,0
4,count,True,QEXP,0,27,0.0,0.0,0.002251745102454402,0.0,0.0,18
4,count,True,QEXP,1,27,0.002251745102454402,0.019064565327910524,0.024780355936021625,0.4444444444444444,-0.0014111871842406587,0
4,count,True,QEXP,2,27,0.024780355936021625,0.032425129475343394,0.047082676278441093,0.8888888888888888,0.0202135024386485,0
4,count,True,QEXP,3,27,0.047082676278441093,0.05134722928317234,0.05201531186669669,0.9629629629629629,0.018826498376680323,0
4,count,True,QROLL,0,108,0.031011692933401117,0.05287239450940519,0.07006082451002478,0.9444444444444444,0.02245956143885297,0
4,count,True,QROLL,1,108,0.07051137643613427,0.09472854246451903,0.10628236883584778,0.9814814814814815,0.039982616980361624,0
4,count,True,QROLL,2,108,0.11101103355100203,0.12286023977661309,0.15296237891416986,0.9629629629629629,0.04916236493848822,0
4,count,True,QROLL,3,108,0.1545500762582613,0.17657653480726682,0.22212209957197568,0.9629629629629629,0.05180651340470821,0
4,width,False,ABS,0,72,0.061725613876999326,0.1173409786817719,0.1729340238684981,0.6111111111111112,0.006607204019125956,0
4,width,False,ABS,1,12,0.242755465175394,0.24351804778851044,0.24428063040162684,0.3333333333333333,-0.012564304245105268,0
4,width,False,ABS,2,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
4,width,False,ABS,3,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
4,width,False,QEXP,0,108,0.0,0.024780355936021625,0.05201531186669669,0.5740740740740741,0.006171381104256635,18
4,width,False,QROLL,0,408,0.031011692933401117,0.10585591195194749,0.1977032199954965,0.9656862745098039,0.039938829896216305,0
4,width,False,QROLL,1,24,0.2150482968988307,0.21730583806036824,0.22212209957197568,0.9166666666666666,0.026226271124157347,0
4,width,False,POOLED,0,588,0.0,0.09472854246451903,0.1977032199954965,0.8503401360544217,0.02655121683349637,18
4,width,False,POOLED,1,36,0.2150482968988307,0.22020725388601037,0.24428063040162684,0.7222222222222222,0.013666592148773388,0
4,width,False,POOLED,2,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
4,width,False,POOLED,3,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
4,width,True,ABS,0,84,0.061725613876999326,0.12362080612474668,0.24428063040162684,0.5714285714285714,0.004166809990450049,0
4,width,True,ABS,2,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
4,width,True,ABS,3,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
4,width,True,QEXP,0,36,0.0,0.00012709710218607016,0.002251745102454402,0.0,-0.0018550591630060453,18
4,width,True,QEXP,1,24,0.019064565327910524,0.022303751938524283,0.024780355936021625,0.75,0.0040860616487181645,0
4,width,True,QEXP,2,12,0.03219995496509795,0.032312542220220675,0.032425129475343394,1.0,0.03587473074015324,0
4,width,True,QEXP,3,36,0.04640684838927686,0.0498220640569395,0.05201531186669669,0.8888888888888888,0.013136661257018234,0
4,width,True,QROLL,0,120,0.031011692933401117,0.056936325067280476,0.07092018301982715,0.95,0.02245956143885297,0
4,width,True,QROLL,1,168,0.08057956278596848,0.10585591195194749,0.12592926334760082,0.9761904761904762,0.04532527764409716,0
4,width,True,QROLL,2,72,0.126842907981698,0.1537562275862156,0.17405989641972527,0.9444444444444444,0.05217738310285169,0
4,width,True,QROLL,3,72,0.17513980681240468,0.19436887196498215,0.22212209957197568,0.9722222222222222,0.04732340838257865,0
5,count,False,ABS,1,24,0.061725613876999326,0.06767965098610355,0.07363206485025896,0.5833333333333334,0.01120442926090115,0
5,count,False,ABS,2,12,0.10903356611849516,0.11015994593376888,0.11128632574904258,0.5,0.0029440917373151354,0
5,count,False,ABS,3,26,0.12339563161450123,0.15183599909889614,0.16707948660211663,0.6923076923076923,0.014423440171860036,0
5,count,False,ABS,4,46,0.16707948660211663,0.49059481443823083,0.8248601931875953,0.30434782608695654,-0.023238327335062314,0
5,count,False,QEXP,0,90,0.0,0.019827147941026944,0.04829689883070666,0.4888888888888889,0.0,18
5,count,False,QEXP,1,18,0.05134722928317234,0.05179013735645125,0.05201531186669669,1.0,0.029983402763754552,0
5,count,False,QROLL,0,40,0.031011692933401117,0.04210763341589732,0.04829689883070666,0.95,0.016252740542441857,0
5,count,False,QROLL,1,87,0.04829689883070666,0.05969813020950664,0.08464667005592272,0.9540229885057471,0.03375893211457215,0
5,count,False,QROLL,2,118,0.08464667005592272,0.09853647220885439,0.12023385866802237,0.9830508474576272,0.04270723773933072,0
5,count,False,QROLL,3,103,0.12023385866802237,0.13116420945602442,0.1612249493357352,0.941747572815534,0.04566148635407741,0
5,count,False,QROLL,4,84,0.16725978647686832,0.19069610272583915,0.22212209957197568,0.9761904761904762,0.05350789420598806,0
5,count,False,POOLED,0,130,0.0,0.031011692933401117,0.04829689883070666,0.6307692307692307,0.007637280392897294,18
5,count,False,POOLED,1,129,0.04829689883070666,0.061725613876999326,0.08464667005592272,0.8914728682170543,0.029930002285132096,0
5,count,False,POOLED,2,130,0.08464667005592272,0.1014868213561613,0.12023385866802237,0.9384615384615385,0.039348146274368556,0
5,count,False,POOLED,3,129,0.12023385866802237,0.13116420945602442,0.16707948660211663,0.8914728682170543,0.03776342283449785,0
5,count,False,POOLED,4,130,0.16707948660211663,0.1977032199954965,0.8248601931875953,0.7384615384615385,0.024721976778398158,0
5,count,True,ABS,0,22,0.061725613876999326,0.0653300292858752,0.07363206485025896,0.5454545454545454,0.0012486761296904847,0
5,count,True,ABS,1,21,0.07363206485025896,0.11128632574904258,0.12384598063499212,0.7142857142857143,0.006925788141600497,0
5,count,True,ABS,2,22,0.12384598063499212,0.15251182698806037,0.16707948660211663,0.5909090909090909,0.007897490040064792,0
5,count,True,ABS,3,21,0.16707948660211663,0.242755465175394,0.49059481443823083,0.47619047619047616,-0.005323892417293585,0
5,count,True,ABS,4,22,0.49059481443823083,0.8246059989832232,0.8248601931875953,0.09090909090909091,-0.04650881753521924,0
5,count,True,QEXP,0,22,0.0,0.0,0.0002541942043721403,0.0,0.0,18
5,count,True,QEXP,1,21,0.0002541942043721403,0.002251745102454402,0.019827147941026944,0.14285714285714285,-0.010610190303648404,0
5,count,True,QEXP,2,22,0.019827147941026944,0.024780355936021625,0.03219995496509795,0.9090909090909091,0.01460773307333696,0
5,count,True,QEXP,3,21,0.03219995496509795,0.04640684838927686,0.04829689883070666,0.8095238095238095,0.011040698449355846,0
5,count,True,QEXP,4,22,0.04829689883070666,0.05179013735645125,0.05201531186669669,1.0,0.02763573180456036,0
5,count,True,QROLL,0,87,0.031011692933401117,0.050584646670055924,0.06687682954289574,0.9540229885057471,0.01921208538438207,0
5,count,True,QROLL,1,86,0.06687682954289574,0.08464667005592272,0.0952488178338212,0.9534883720930233,0.039938829896216305,0
5,count,True,QROLL,2,86,0.0952488178338212,0.1086467011934249,0.12226975906327403,0.9767441860465116,0.04825218612136262,0
5,count,True,QROLL,3,86,0.12226975906327403,0.14073406890340012,0.1612249493357352,0.9534883720930233,0.04551379212356732,0
5,count,True,QROLL,4,87,0.1612249493357352,0.18923180896598332,0.22212209957197568,0.9770114942528736,0.05524697440986309,0
5,width,False,ABS,0,60,0.061725613876999326,0.11015994593376888,0.1531876548772246,0.6,0.004166809990450049,0
5,width,False,ABS,1,24,0.16707948660211663,0.20784474452194607,0.24428063040162684,0.5,0.0011676783718224115,0
5,width,False,ABS,2,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
5,width,False,ABS,4,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
5,width,False,QEXP,0,108,0.0,0.024780355936021625,0.05201531186669669,0.5740740740740741,0.006171381104256635,18
