panel,signal,brake,pick_look,pick_slope,pick_IS,pick_OOS,donothing_OOS,delta,pick_OOS_CAGR,pick_OOS_MaxDD,nothing_OOS_CAGR,nothing_OOS_MaxDD,cellmean_OOS,worst_OOS,best_OOS,rank_IS_OOS,spy_OOS,live_OOS,pick_keep4a,pick_keep4b,nothing_keep4b
U56,COMPOSITE3,CORR,126,1.0,1.321195515522184,0.9476360058774342,1.1831862943616596,-0.23555028848422532,0.11625666157522274,-0.19127563591226437,0.17284600189211563,-0.19127563591226437,1.1348366516255899,0.9476360058774342,1.1969061988018177,-0.6515151515151515,0.8747033226162612,1.2780694840193234,False,True,True
U56,COMPOSITE3,VOL,252,0.5,1.1514959147085866,1.1098342468121523,1.1831862943616596,-0.0733520475495073,0.1286047625288531,-0.1726731587214284,0.17284600189211563,-0.19127563591226437,1.112463866985826,0.7959137859220048,1.23274445874263,0.20454545454545456,0.8747033226162612,1.2780694840193234,False,True,True
U56,M12_1,CORR,126,1.0,1.4565285543220834,0.9707213706440864,1.1626426792240492,-0.1919213085799628,0.12420374148310698,-0.19793886950523154,0.17459418482389144,-0.20581279840258238,1.0725038946038388,0.883168472380042,1.1626426792240492,-0.9212121212121211,0.8747033226162612,1.2780694840193234,False,True,False
U56,M12_1,VOL,252,0.5,1.2702891568738481,1.0940774824087407,1.1626426792240492,-0.06856519681530848,0.12796696795865037,-0.17817109745462656,0.17459418482389144,-0.20581279840258238,1.0951416858144238,0.8148083066935973,1.2087061376123795,0.5257575757575758,0.8747033226162612,1.2780694840193234,False,True,False
B135,COMPOSITE3,CORR,20,0.5,1.1971774275743843,0.9875896870599742,1.024015074035567,-0.03642538697559272,0.135682885681929,-0.17800409376197013,0.1628665539757932,-0.20740302267849475,0.9660888194070096,0.8757710773570316,1.024015074035567,0.5742424242424242,0.8769078511614361,1.1061149281164175,False,True,False
B135,COMPOSITE3,VOL,20,0.5,1.2005797930190973,1.005057589783763,1.024015074035567,-0.01895748425180388,0.11873565812161702,-0.14876030335581025,0.1628665539757932,-0.20740302267849475,0.9718952877639856,0.8181419898277699,1.0331643542352706,0.4878787878787879,0.8769078511614361,1.1061149281164175,False,True,False
B135,M12_1,CORR,20,0.75,1.2293243083361933,0.8354687937675226,1.000404204794137,-0.16493541102661446,0.10358982310477916,-0.17876701797203443,0.1649679563769757,-0.21731684213270808,0.9244447441596686,0.7184538954244749,1.000404204794137,-0.06969696969696969,0.8769078511614361,1.1061149281164175,False,False,False
B135,M12_1,VOL,20,0.5,1.143118844640102,0.9858881501098251,1.000404204794137,-0.014516054684311941,0.11768113566104677,-0.15285524710820608,0.1649679563769757,-0.21731684213270808,0.9716611192561088,0.7924669297203928,1.03520131378262,0.4636363636363637,0.8769078511614361,1.1061149281164175,False,True,False
SMALL663,COMPOSITE3,CORR,126,1.0,0.6678815951828941,0.17302458093625392,0.4534302580652866,-0.28040567712903264,0.01422880728285647,-0.3091386224866256,0.07086077006544778,-0.3581405418032817,0.3485211692417883,0.07687471698930151,0.4534302580652866,-0.9090909090909091,0.8768941923019906,0.6517830906127121,False,False,False
SMALL663,COMPOSITE3,VOL,60,1.0,0.7296280991472535,0.12887216255439837,0.4534302580652866,-0.3245580955108882,0.008190691140878004,-0.23360836228804693,0.07086077006544778,-0.3581405418032817,0.3128124757243436,-0.029650201998339298,0.4534302580652866,-0.06060606060606061,0.8768941923019906,0.6517830906127121,False,False,False
SMALL663,M12_1,CORR,252,1.0,0.6731940903930482,0.2258895040525032,0.48753241394473085,-0.26164290989222766,0.02205759247866257,-0.2878439761753271,0.07858050620696311,-0.350917246399574,0.3858574528539144,0.210096076161964,0.48753241394473085,-0.12575757575757576,0.8768941923019906,0.6517830906127121,False,False,False
SMALL663,M12_1,VOL,60,1.0,0.748082722158923,0.17242600782708667,0.48753241394473085,-0.3151064061176442,0.013024208529379022,-0.248989481532764,0.07858050620696311,-0.350917246399574,0.3483581722610273,0.08378237133265885,0.48753241394473085,-0.2545454545454546,0.8768941923019906,0.6517830906127121,False,False,False
