panel,conv,p,cost_bps,chooser,pick_book,pick_gross,full4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_CAGR
U56,RAW,0.0,0.0,C_ISSHARPE,CAP2,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,RAW,0.0,0.0,C_ISCALMAR,CAND,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,RAW,0.0,10.0,C_ISSHARPE,CAP2,0.75,True,0.12773946456006335,1.3318413815124672,-0.14809080759214632,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,RAW,0.0,10.0,C_ISCALMAR,CAND,0.75,True,0.13852464950781207,1.2397071765466101,-0.17392304314971785,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,RAW,0.0,25.0,C_ISSHARPE,CAP2,0.75,True,0.12183969460699817,1.275468963789105,-0.14875179387181792,1.2471042446353333,0.09219507341635946,0.8831406547160487,0.15454794790057602
U56,RAW,0.0,25.0,C_ISCALMAR,CAND,0.75,True,0.13104300062203,1.1786655678511138,-0.1756836938565105,1.2471042446353333,0.09219507341635946,0.8831406547160487,0.15454794790057602
U56,RAW,0.0,50.0,C_ISSHARPE,CAP2,0.75,False,0.1120723488705766,1.181260845927782,-0.14985301432639275,1.1856242391281901,0.08732952292477725,0.8831406547160487,0.15454794790057602
U56,RAW,0.0,50.0,C_ISCALMAR,CAND,0.75,False,0.11867736655768191,1.0767540132346374,-0.17861367175230713,1.1856242391281901,0.08732952292477725,0.8831406547160487,0.15454794790057602
U56,RAW,0.5,0.0,C_ISSHARPE,CAP2,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,RAW,0.5,0.0,C_ISCALMAR,CAND,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,RAW,0.5,10.0,C_ISSHARPE,CAP2,0.75,True,0.12760902820270492,1.330707850651173,-0.14811763574493175,1.2837403240873257,0.09510809660749198,0.8831406547160487,0.15454794790057602
U56,RAW,0.5,10.0,C_ISCALMAR,CAND,0.75,True,0.13834951666342987,1.238326002317718,-0.17384644669044413,1.2837403240873257,0.09510809660749198,0.8831406547160487,0.15454794790057602
U56,RAW,0.5,25.0,C_ISSHARPE,CAP2,0.75,True,0.12151548111913857,1.2726426597322038,-0.14881884248317945,1.2466170742086145,0.09215416780296115,0.8831406547160487,0.15454794790057602
U56,RAW,0.5,25.0,C_ISCALMAR,CAP2,0.75,True,0.12151548111913857,1.2726426597322038,-0.14881884248317945,1.2466170742086145,0.09215416780296115,0.8831406547160487,0.15454794790057602
U56,RAW,0.5,50.0,C_ISSHARPE,CAP2,0.75,False,0.1114301349240907,1.1756268507192495,-0.1499870389932153,1.1846524149484947,0.08724810200549271,0.8831406547160487,0.15454794790057602
U56,RAW,0.5,50.0,C_ISCALMAR,CAP2,0.75,False,0.1114301349240907,1.1756268507192495,-0.1499870389932153,1.1846524149484947,0.08724810200549271,0.8831406547160487,0.15454794790057602
U56,RAW,1.0,0.0,C_ISSHARPE,CAP2,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,RAW,1.0,0.0,C_ISCALMAR,CAND,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,RAW,1.0,10.0,C_ISSHARPE,CAP2,0.75,True,0.12757033285095787,1.3303742646335233,-0.1480815220790016,1.2835029686089048,0.09508866828989548,0.8831406547160487,0.15454794790057602
U56,RAW,1.0,10.0,C_ISCALMAR,CAND,0.75,True,0.13823962962601466,1.2374816474809138,-0.1737241615994557,1.2835029686089048,0.09508866828989548,0.8831406547160487,0.15454794790057602
U56,RAW,1.0,25.0,C_ISSHARPE,CAP2,0.75,True,0.12141930901706477,1.2718102882858036,-0.14872858452861437,1.2460233674767942,0.09210572889359603,0.8831406547160487,0.15454794790057602
U56,RAW,1.0,25.0,C_ISCALMAR,CAP2,0.75,True,0.12141930901706477,1.2718102882858036,-0.14872858452861437,1.2460233674767942,0.09210572889359603,0.8831406547160487,0.15454794790057602
U56,RAW,1.0,50.0,C_ISSHARPE,CAP2,0.75,False,0.11123966437975885,1.1739654813020726,-0.14980661045265975,1.1834639944420777,0.08715166227041693,0.8831406547160487,0.15454794790057602
U56,RAW,1.0,50.0,C_ISCALMAR,CAP2,0.75,False,0.11123966437975885,1.1739654813020726,-0.14980661045265975,1.1834639944420777,0.08715166227041693,0.8831406547160487,0.15454794790057602
U56,RAW,1.5,0.0,C_ISSHARPE,CAP2,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,RAW,1.5,0.0,C_ISCALMAR,CAND,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,RAW,1.5,10.0,C_ISSHARPE,CAP2,0.75,True,0.1275471982204337,1.3301644498746938,-0.14803321566662653,1.2833108108363398,0.09507306891572243,0.8831406547160487,0.15454794790057602
U56,RAW,1.5,10.0,C_ISCALMAR,CAND,0.75,True,0.1381610545835943,1.2368945189614275,-0.1735841529776776,1.2833108108363398,0.09507306891572243,0.8831406547160487,0.15454794790057602
U56,RAW,1.5,25.0,C_ISSHARPE,CAP2,0.75,True,0.12136177083887523,1.2712824385604098,-0.14860784900865898,1.2455401903479888,0.09206682496495522,0.8831406547160487,0.15454794790057602
U56,RAW,1.5,25.0,C_ISCALMAR,CAND,0.75,True,0.13014030047131087,1.1716335351722003,-0.17483721783026973,1.2455401903479888,0.09206682496495522,0.8831406547160487,0.15454794790057602
U56,RAW,1.5,50.0,C_ISSHARPE,CAP2,0.75,False,0.11112557611315799,1.172899862192582,-0.14956524111292402,1.182489125068952,0.08707416845666427,0.8831406547160487,0.15454794790057602
U56,RAW,1.5,50.0,C_ISCALMAR,CAND,0.75,False,0.11689274029542096,1.062688600566936,-0.17692321660000399,1.182489125068952,0.08707416845666427,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.0,0.0,C_ISSHARPE,CAP2,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.0,0.0,C_ISCALMAR,CAND,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.0,10.0,C_ISSHARPE,CAP2,0.75,True,0.12773946456006335,1.3318413815124672,-0.14809080759214632,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.0,10.0,C_ISCALMAR,CAND,0.75,True,0.13852464950781207,1.2397071765466101,-0.17392304314971785,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.0,25.0,C_ISSHARPE,CAP2,0.75,True,0.12183969460699817,1.275468963789105,-0.14875179387181792,1.2471042446353333,0.09219507341635946,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.0,25.0,C_ISCALMAR,CAND,0.75,True,0.13104300062203,1.1786655678511138,-0.1756836938565105,1.2471042446353333,0.09219507341635946,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.0,50.0,C_ISSHARPE,CAP2,0.75,False,0.1120723488705766,1.181260845927782,-0.14985301432639275,1.1856242391281901,0.08732952292477725,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.0,50.0,C_ISCALMAR,CAND,0.75,False,0.11867736655768191,1.0767540132346374,-0.17861367175230713,1.1856242391281901,0.08732952292477725,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.5,0.0,C_ISSHARPE,CAP2,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.5,0.0,C_ISCALMAR,CAND,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.5,10.0,C_ISSHARPE,CAP2,0.75,True,0.12765778840562048,1.3311437365847925,-0.14810008267239272,1.283727935764681,0.09510715266559311,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.5,10.0,C_ISCALMAR,CAND,0.75,True,0.13836594473994124,1.2384611836479456,-0.17384209562920105,1.283727935764681,0.09510715266559311,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.5,25.0,C_ISSHARPE,CAP2,0.75,True,0.12163671415314892,1.27373346050461,-0.14877497436015918,1.246586089204938,0.09215181402049333,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.5,25.0,C_ISCALMAR,CAND,0.75,True,0.1306488999856159,1.175550835206222,-0.17548151275568036,1.246586089204938,0.09215181402049333,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.5,50.0,C_ISSHARPE,CAP2,0.75,False,0.11167039160118564,1.1778123754033194,-0.14989935126953546,1.1845904185197798,0.08724341461412188,0.8831406547160487,0.15454794790057602
U56,CLIP5,0.5,50.0,C_ISCALMAR,CAND,0.75,False,0.11789796120528906,1.0705267011923643,-0.1782099349171531,1.1845904185197798,0.08724341461412188,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.0,0.0,C_ISSHARPE,CAP2,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.0,0.0,C_ISCALMAR,CAND,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.0,10.0,C_ISSHARPE,CAP2,0.75,True,0.1275874185276793,1.3305186448893205,-0.14807388493459905,1.2834366038892582,0.09508345837189802,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.0,10.0,C_ISCALMAR,CAND,0.75,True,0.138241934165529,1.2374990536574724,-0.17372568053035575,1.2834366038892582,0.09508345837189802,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.0,25.0,C_ISSHARPE,CAP2,0.75,True,0.12146178302905297,1.2721722402808688,-0.1487094996059367,1.2458573325017375,0.09209273851096444,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.0,25.0,C_ISCALMAR,CAND,0.75,True,0.13034103771373307,1.1731461298404309,-0.1751907444913965,1.2458573325017375,0.09209273851096444,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.0,50.0,C_ISSHARPE,CAP2,0.75,False,0.111323817550663,1.1746930322470073,-0.14976846706316804,1.1831315981093304,0.08712579582136826,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.0,50.0,C_ISCALMAR,CAND,0.75,False,0.1172893869061642,1.0657191676760327,-0.17762929623604073,1.1831315981093304,0.08712579582136826,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.5,0.0,C_ISSHARPE,CAP2,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.5,0.0,C_ISCALMAR,CAND,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.3084634507178121,0.09708168179295829,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.5,10.0,C_ISSHARPE,CAP2,0.75,True,0.12752264547796388,1.3299221387770097,-0.14803373715462742,1.2830843598729385,0.09505519464564616,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.5,10.0,C_ISCALMAR,CAND,0.75,True,0.1381339240739179,1.2366690138956522,-0.17359302447951686,1.2830843598729385,0.09505519464564616,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.5,25.0,C_ISSHARPE,CAP2,0.75,True,0.1213007155898349,1.2706765878732196,-0.14860915756621984,1.2449739327268277,0.09202226049009443,0.8831406547160487,0.15454794790057602
U56,CLIP5,1.5,25.0,C_ISCALMAR,CAND,0.75,True,0.1300729209582765,1.1710686704517101,-0.1748593843126448,1.2449739327268277,0.09202226049009443,0.8831406547160487,0.15454794790057602
