panel,book,gross,cadence,T_is,T_oos
U56,N10,0.5,W,9.251291075663008,9.268587170667
U56,N10,0.5,M,3.906259853370065,4.2387984048338145
U56,N10,0.5,Q,2.143940520387416,2.2446748324900936
U56,N10,0.75,W,13.83487626715479,13.85532916041803
U56,N10,0.75,M,5.834188719146733,6.3251323377785456
U56,N10,0.75,Q,3.1835193458968756,3.335080920083256
U56,N10,1.0,W,18.439029504490357,18.461401056556706
U56,N10,1.0,M,7.762834954006593,8.414429468036023
U56,N10,1.0,Q,4.212472424052705,4.41569553229506
U56,N20,0.5,W,6.492039519458081,6.398821453398129
U56,N20,0.5,M,2.8974568366410955,2.90328501801795
U56,N20,0.5,Q,1.5929765351497402,1.6632393102289358
U56,N20,0.75,W,9.701913934356973,9.558156765040033
U56,N20,0.75,M,4.325891549525256,4.328409516737767
U56,N20,0.75,Q,2.3689414488311837,2.468633060745494
U56,N20,1.0,W,12.929883082379888,12.733346292121809
U56,N20,1.0,M,5.756448942684091,5.756637577514876
U56,N20,1.0,Q,3.140640114256193,3.271021925597895
U56,N40,0.5,W,3.2142690245799597,3.47874668688213
U56,N40,0.5,M,1.4649697792176093,1.670200513997866
U56,N40,0.5,Q,0.7921503018061863,0.9559105103502327
U56,N40,0.75,W,4.798020421428618,5.1950186469749715
U56,N40,0.75,M,2.1860018341912153,2.493275349463887
U56,N40,0.75,Q,1.179631511330417,1.424218771421173
U56,N40,1.0,W,6.389148981981592,6.92087985651564
U56,N40,1.0,M,2.9107907349274758,3.3215209482934593
U56,N40,1.0,Q,1.5696576938475262,1.8957660010564885
U56,B03R,0.5,W,2.920840737389308,2.910981587915349
U56,B03R,0.5,M,1.875212765988924,1.8922204732681602
U56,B03R,0.5,Q,1.1890138844426525,1.1594464091971064
U56,B03R,0.75,W,4.323472298143349,4.302118632462946
U56,B03R,0.75,M,2.783857357093302,2.799816539915796
U56,B03R,0.75,Q,1.7595648662599055,1.7121006157755478
U56,B03R,1.0,W,5.7030460001177445,5.664594365495926
U56,B03R,1.0,M,3.6775122080301146,3.6878539500397083
U56,B03R,1.0,Q,2.317443822807286,2.2518562454715787
U56,B12R,0.5,W,1.2134513454053726,1.4121178542870154
U56,B12R,0.5,M,0.9174567143703234,1.0187397660222932
U56,B12R,0.5,Q,0.686899982254126,0.7722002583151156
U56,B12R,0.75,W,1.7687004573411373,2.0682267587769516
U56,B12R,0.75,M,1.3479876630677246,1.497171034054494
U56,B12R,0.75,Q,1.007711885968326,1.1311106889561426
U56,B12R,1.0,W,2.320278631191574,2.7176710465764113
U56,B12R,1.0,M,1.7693245126834414,1.9660693007237964
U56,B12R,1.0,Q,1.3202138987454615,1.4781491046931088
U56,V2DG,0.5,W,1.1853606239190466,1.2020792680322567
U56,V2DG,0.5,M,0.8183818490939879,0.8377701400205977
U56,V2DG,0.5,Q,0.5497217612951033,0.5701621839432921
U56,V2DG,0.75,W,1.758153346447019,1.7854170613155638
U56,V2DG,0.75,M,1.2195501252960577,1.2484232460855238
U56,V2DG,0.75,Q,0.8207519549685905,0.85026665121022
U56,V2DG,1.0,W,2.3298521216481625,2.369053083234493
U56,V2DG,1.0,M,1.6216704790767122,1.659974703436522
U56,V2DG,1.0,Q,1.0928665893148877,1.1317462640160199
U56,EWALL,0.5,W,0.5554657740715246,0.593400455059616
U56,EWALL,0.5,M,0.2702466491255631,0.2900854849266599
U56,EWALL,0.5,Q,0.16329313345921867,0.18307706730702752
U56,EWALL,0.75,W,0.7946434827997827,0.8555297194271022
U56,EWALL,0.75,M,0.38945988473572957,0.4178214059427646
U56,EWALL,0.75,Q,0.23403501572413823,0.26122704838751526
U56,EWALL,1.0,W,1.0426374844986797,1.1290128390726097
U56,EWALL,1.0,M,0.5142458511633103,0.5532811359004198
U56,EWALL,1.0,Q,0.3079904173803934,0.34415163493068573
B136,N10,0.5,W,11.293034707990326,12.054758797724935
B136,N10,0.5,M,4.839440105666753,5.522574428513286
B136,N10,0.5,Q,2.449833266702841,3.0382987721850334
B136,N10,0.75,W,16.887496930862305,18.026687495299065
B136,N10,0.75,M,7.224511529927322,8.247616508972081
B136,N10,0.75,Q,3.6276014186901717,4.519328676991519
B136,N10,1.0,W,22.499351739709507,24.017465516390917
B136,N10,1.0,M,9.605116879488195,10.969025234451117
B136,N10,1.0,Q,4.782431710509242,5.9818518310937785
B136,N20,0.5,W,8.875789912213344,9.477362669050214
B136,N20,0.5,M,4.014807513188086,4.385022255288185
B136,N20,0.5,Q,2.1818963406605745,2.4720363405197174
B136,N20,0.75,W,13.266663360351787,14.170609304778072
B136,N20,0.75,M,5.991595709999623,6.5474476333288925
B136,N20,0.75,Q,3.2360203486650025,3.678725927393361
B136,N20,1.0,W,17.67169248947833,18.881527542429307
B136,N20,1.0,M,7.9625276767305015,8.707678271747135
B136,N20,1.0,Q,4.272508152008085,4.873345986549069
B136,N40,0.5,W,6.948344310678675,6.859629883110411
B136,N40,0.5,M,3.223392562204824,3.3000894117625315
B136,N40,0.5,Q,1.8613129672704805,1.9232695212245332
B136,N40,0.75,W,10.38253147636645,10.25069366950607
B136,N40,0.75,M,4.811557726021179,4.923884478159386
B136,N40,0.75,Q,2.7664541314784374,2.8590181356830717
B136,N40,1.0,W,13.8291019971719,13.655405192311406
B136,N40,1.0,M,6.398859980260983,6.54718769891288
B136,N40,1.0,Q,3.6621391230524543,3.786095832694539
B136,B03R,0.5,W,3.2033567380539782,3.285424053507673
B136,B03R,0.5,M,1.9923263436962946,2.126357627039347
B136,B03R,0.5,Q,1.2031808785968008,1.2631419028466522
B136,B03R,0.75,W,4.732378915594229,4.856377877581729
B136,B03R,0.75,M,2.9551273991241227,3.149577706173292
B136,B03R,0.75,Q,1.7788450378865297,1.8678549434909966
B136,B03R,1.0,W,6.22550451207879,6.391520799522449
B136,B03R,1.0,M,3.900178004863138,4.151100380076098
B136,B03R,1.0,Q,2.3414265761361817,2.459760340720144
B136,B12R,0.5,W,1.3151641582727238,1.4931175943744073
B136,B12R,0.5,M,1.0025474109330974,1.09436830374301
B136,B12R,0.5,Q,0.7422140292245502,0.8473397812765623
B136,B12R,0.75,W,1.912728501146535,2.186576164585673
B136,B12R,0.75,M,1.4728564907991448,1.6093802316860688
B136,B12R,0.75,Q,1.0904949334961835,1.2443091925034677
B136,B12R,1.0,W,2.498535818727818,2.86775533449736
B136,B12R,1.0,M,1.9320695533015175,2.1120256000757855
B136,B12R,1.0,Q,1.4296886767142758,1.6301282128281258
B136,V2DG,0.5,W,1.2828025083268764,1.411507610908535
B136,V2DG,0.5,M,0.8825006275048747,0.9752617233375324
B136,V2DG,0.5,Q,0.5748727580668155,0.6270882368701709
B136,V2DG,0.75,W,1.90106236298653,2.0988027601177923
B136,V2DG,0.75,M,1.314924070885104,1.45457201301656
B136,V2DG,0.75,Q,0.8567068665821321,0.9355597895798657
B136,V2DG,1.0,W,2.517464589554253,2.7849788199593943
B136,V2DG,1.0,M,1.7473834993189168,1.9335653461085651
B136,V2DG,1.0,Q,1.13885956307735,1.2446527131626357
B136,EWALL,0.5,W,0.5738471198938365,0.6298604129412625
B136,EWALL,0.5,M,0.2816699901892843,0.3070308735005475
B136,EWALL,0.5,Q,0.16700607270922202,0.1886765862664606
B136,EWALL,0.75,W,0.8167657283906061,0.90440415606774
B136,EWALL,0.75,M,0.40305944868608945,0.44128881312869106
B136,EWALL,0.75,Q,0.2360595096199006,0.2688247912197939
B136,EWALL,1.0,W,1.0725716396551204,1.190669921654504
B136,EWALL,1.0,M,0.5296140957263269,0.5809935660949536
B136,EWALL,1.0,Q,0.3076198024808818,0.35274215368402095
B80held,N10,0.5,W,9.435486894371223,10.397023592626503
B80held,N10,0.5,M,4.184984967835864,4.523444006013053
B80held,N10,0.5,Q,2.266967671613869,2.6237788238381716
B80held,N10,0.75,W,14.099278821253597,15.549161595555042
B80held,N10,0.75,M,6.24633876002293,6.7565303768278575
B80held,N10,0.75,Q,3.362252153739042,3.9090278080537826
B80held,N10,1.0,W,18.778122288298412,20.721527345233074
B80held,N10,1.0,M,8.301161096103664,8.99024941526897
B80held,N10,1.0,Q,4.438631119931986,5.186111420901273
B80held,N20,0.5,W,7.670573236559574,7.922781855076787
B80held,N20,0.5,M,3.518907162221278,3.8642582041983085
B80held,N20,0.5,Q,1.986450219646321,2.1263272351484717
B80held,N20,0.75,W,11.461321747814866,11.846633718497511
B80held,N20,0.75,M,5.252518362737281,5.772025376212211
B80held,N20,0.75,Q,2.952154070263321,3.1689166452769926
B80held,N20,1.0,W,15.264912379066908,15.78645912677008
B80held,N20,1.0,M,6.983397743446546,7.680333790000565
B80held,N20,1.0,Q,3.906884683151105,4.205074269779336
B80held,N40,0.5,W,5.157866620223452,5.1422650630714
B80held,N40,0.5,M,2.357042200502938,2.3421673507229164
B80held,N40,0.5,Q,1.3423437414925095,1.421096251443983
B80held,N40,0.75,W,7.7025299245146055,7.683420761809813
B80held,N40,0.75,M,3.5183356679755033,3.4955836653613823
B80held,N40,0.75,Q,1.9946954360155602,2.1145559954497686
B80held,N40,1.0,W,10.260142420662694,10.235885562736238
B80held,N40,1.0,M,4.681833379100241,4.6507293435953345
B80held,N40,1.0,Q,2.642626699690339,2.80422296491643
B80held,B03R,0.5,W,3.6418739917427465,3.738603627434761
B80held,B03R,0.5,M,2.2135305656712494,2.3429920642607893
B80held,B03R,0.5,Q,1.251280221930573,1.351351244129807
B80held,B03R,0.75,W,5.38497946038448,5.538105871960209
B80held,B03R,0.75,M,3.2864812424035654,3.4736539565892093
B80held,B03R,0.75,Q,1.8487469796356422,2.001484365666824
B80held,B03R,1.0,W,7.089313883899868,7.301895185480551
B80held,B03R,1.0,M,4.341211723043735,4.581578522507205
B80held,B03R,1.0,Q,2.43098621781017,2.640058185043186
B80held,B12R,0.5,W,1.5171914029534765,1.619729462447813
B80held,B12R,0.5,M,1.1185387617645783,1.1743116129412954
B80held,B12R,0.5,Q,0.8295119191362283,0.8959410107146956
B80held,B12R,0.75,W,2.2080802014285057,2.3754142306225288
B80held,B12R,0.75,M,1.6429621492858393,1.7284907146947612
B80held,B12R,0.75,Q,1.2206116757900571,1.3183435195672217
B80held,B12R,1.0,W,2.888536828448792,3.1189482141672875
B80held,B12R,1.0,M,2.1553843669738932,2.2707142528334887
B80held,B12R,1.0,Q,1.605240520104554,1.7304192735300103
B80held,V2DG,0.5,W,1.3470431241946141,1.5563598186255378
B80held,V2DG,0.5,M,0.9279765021975918,1.0715023759215743
B80held,V2DG,0.5,Q,0.5928615994312348,0.6673872034618515
B80held,V2DG,0.75,W,1.9950198176432665,2.3146242940253114
B80held,V2DG,0.75,M,1.3824276149429426,1.5987983714819136
B80held,V2DG,0.75,Q,0.8825880391800145,0.9963134513048605
B80held,V2DG,1.0,W,2.641662509067928,3.071627725806591
B80held,V2DG,1.0,M,1.8367973212242448,2.125499422755862
B80held,V2DG,1.0,Q,1.1722423596733982,1.3258222981695846
B80held,EWALL,0.5,W,0.583595362156654,0.650426252395308
B80held,EWALL,0.5,M,0.2882694513670788,0.3164460748118987
B80held,EWALL,0.5,Q,0.16847307435521408,0.1917071247226917
B80held,EWALL,0.75,W,0.8293183758460029,0.9307612732677951
B80held,EWALL,0.75,M,0.41063442307313713,0.45334012784843114
B80held,EWALL,0.75,Q,0.23597149398668152,0.27261979250268803
B80held,EWALL,1.0,W,1.0938589824406897,1.2254596913859077
B80held,EWALL,1.0,M,0.5390578426828043,0.5947688925266669
B80held,EWALL,1.0,Q,0.30683342654207063,0.3567402226197113
SMALL439,N10,0.5,W,14.947492514099926,16.75011875470536
SMALL439,N10,0.5,M,6.904444832838924,7.639807328190701
SMALL439,N10,0.5,Q,3.01042365343629,3.4236384892812413
SMALL439,N10,0.75,W,22.391950527272122,25.097104569866644
SMALL439,N10,0.75,M,10.335446627211464,11.443253092922703
SMALL439,N10,0.75,Q,4.495038484695861,5.131508188138838
SMALL439,N10,1.0,W,29.871652677670106,33.47443574398591
SMALL439,N10,1.0,M,13.767419046134442,15.256163433808489
SMALL439,N10,1.0,Q,5.970110192837464,6.848932994068213
SMALL439,N20,0.5,W,11.946578898179535,14.420792638809893
SMALL439,N20,0.5,M,5.802364022400155,6.738760719920924
SMALL439,N20,0.5,Q,2.77001298660058,3.154800532496975
SMALL439,N20,0.75,W,17.889088760592543,21.605120695967297
SMALL439,N20,0.75,M,8.689516932074238,10.095775812055027
SMALL439,N20,0.75,Q,4.138568516709121,4.725675572399824
SMALL439,N20,1.0,W,23.856726762020934,28.812839726588837
SMALL439,N20,1.0,M,11.578505928460077,13.458219317744195
SMALL439,N20,1.0,Q,5.50086848248395,6.300962096409868
SMALL439,N40,0.5,W,10.393793729229344,11.982464216277238
SMALL439,N40,0.5,M,4.8801698345162015,5.833821126309948
SMALL439,N40,0.5,Q,2.3983559075495537,2.80871330829427
SMALL439,N40,0.75,W,15.562654909714453,17.947008418496605
SMALL439,N40,0.75,M,7.3069704733551974,8.739714280672102
SMALL439,N40,0.75,Q,3.582381233389306,4.202679279253766
SMALL439,N40,1.0,W,20.74772284424016,23.93173505656503
SMALL439,N40,1.0,M,9.735282532864884,11.651925076412262
SMALL439,N40,1.0,Q,4.761364339822154,5.598755398227987
SMALL439,B03R,0.5,W,4.674209133390233,5.571984831682948
SMALL439,B03R,0.5,M,2.637470321165566,3.150040916103788
SMALL439,B03R,0.5,Q,1.483817885937726,1.7197303996264524
SMALL439,B03R,0.75,W,6.910011957992114,8.24023472186446
SMALL439,B03R,0.75,M,3.913681623099503,4.666928035903545
SMALL439,B03R,0.75,Q,2.2018134781321086,2.5428199500996564
SMALL439,B03R,1.0,W,9.086265776256289,10.842242280396395
SMALL439,B03R,1.0,M,5.165371358385856,6.15084984090288
SMALL439,B03R,1.0,Q,2.9077916429108455,3.3495700580510994
SMALL439,B12R,0.5,W,2.2080114425845703,3.0547978649385334
SMALL439,B12R,0.5,M,1.5970291645426644,2.1199229451261035
SMALL439,B12R,0.5,Q,1.140469132757082,1.4486950868437982
SMALL439,B12R,0.75,W,3.246107870410758,4.497117432303029
SMALL439,B12R,0.75,M,2.3618451125628286,3.128176566584564
SMALL439,B12R,0.75,Q,1.6847689231836243,2.1387007097818427
SMALL439,B12R,1.0,W,4.25993552343405,5.906059618806753
SMALL439,B12R,1.0,M,3.1089981814548167,4.110583643477233
SMALL439,B12R,1.0,Q,2.2156492280813924,2.814603031200524
SMALL439,V2DG,0.5,W,1.7874465999707605,1.9250032028641093
SMALL439,V2DG,0.5,M,1.0891677971363458,1.1574711129294273
SMALL439,V2DG,0.5,Q,0.6483991806360976,0.6710699200772369
