panel,arm,seed,cost,mode,pick_cadence,pick_gross,n_eligible,fallback,is_Sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,full_CAGR,full_Sharpe,full_MaxDD,h1,h2,keep4a,keep4b,fail4a,fail4b,spy_oos_Sharpe,spy_oos_CAGR,spy_oos_MaxDD,spy_full_Sharpe,live_oos_Sharpe
U56,RANK,-1,0.0,FREE,W,0.6,4,False,1.1380102965478653,0.14047257371157085,1.2034463670955726,-0.15469511783473733,0.12852430966751216,1.1732443577745864,-0.15469511783473722,1.2349886660185412,1.1328793769028573,False,True,"H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
U56,RANK,-1,0.0,FROZEN_W,W,0.6,1,False,1.1380102965478653,0.14047257371157085,1.2034463670955726,-0.15469511783473733,0.12852430966751216,1.1732443577745864,-0.15469511783473722,1.2349886660185412,1.1328793769028573,False,True,"H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
U56,RANK,-1,10.0,FREE,W,0.6,2,False,1.115490424647164,0.13775891877085966,1.1825724390649999,-0.15513469778683764,0.12591068407521866,1.1517373610135737,-0.15513469778683742,1.2123353579763128,1.1121427410281963,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
U56,RANK,-1,10.0,FROZEN_W,W,0.6,1,False,1.115490424647164,0.13775891877085966,1.1825724390649999,-0.15513469778683764,0.12591068407521866,1.1517373610135737,-0.15513469778683742,1.2123353579763128,1.1121427410281963,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
U56,RANK,-1,25.0,FREE,W,0.6,1,False,1.0816481183156539,0.13369988369314245,1.1512224424887765,-0.15592436194343973,0.12200094618653012,1.119429022969265,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
U56,RANK,-1,25.0,FROZEN_W,W,0.6,1,False,1.0816481183156539,0.13369988369314245,1.1512224424887765,-0.15592436194343973,0.12200094618653012,1.119429022969265,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
U56,RANK,-1,50.0,FREE,Q,1.0,0,True,1.057416872365473,0.22169128201832033,1.1389487180345255,-0.26280236997006845,0.19651689705589526,1.1008428023725423,-0.2628023699700679,1.174841520358097,1.058926595184931,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
U56,RANK,-1,50.0,FROZEN_W,W,1.0,0,True,1.026713713239729,0.2124913410638689,1.1016787689988676,-0.2517558426487424,0.19278505640016919,1.0677526789887697,-0.2517558426487423,1.1231508796024816,1.0318977661645083,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
U56,SPYONLY,-1,0.0,FREE,Q,0.6,0,True,0.899370971698509,0.09322727790367269,0.8853450364031568,-0.20632347103460946,0.09197319088572775,0.8912449110006769,-0.20632347103460946,0.9615429388910381,0.833178902496712,False,False,"H1,H2,DD","DD,CAGR",0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
U56,SPYONLY,-1,0.0,FROZEN_W,W,1.0,0,True,0.8988613338604721,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,False,False,"H1,H2,DD","H1,H2,OOS,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,0.8849225790643692,1.2780694840193234
