panel,family,state,side,prior,level,w,depth,cadence,gross,dSharpe_BLOCK,dSharpe_RAND,dIS_BLOCK,dIS_RAND,dOOS_BLOCK,dOOS_RAND,REAL,REAL_IS,REAL_OOS,on_share,excess_vs_RAND,excess_vs_BLOCK,excess_IS,excess_OOS
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,0.25,D,0.75,-0.0318927552205596,-0.10415679714880204,-0.031691957256778716,-0.0888871767312118,-0.0320444035413156,-0.116824374206599,-0.01446513563946028,-0.013824369177423579,-0.014688010986970146,0.13301823092505063,0.08969166150934176,0.01742761958109932,0.017867588079355137,0.017356392554345457
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,0.25,D,1.0,-0.023054435218844982,-0.11523534347897295,-0.027330844720760417,-0.11183673657267094,-0.019263943431949294,-0.11800460501238459,-0.014583973371299352,-0.013919289592505324,-0.014781568157195113,0.13301823092505063,0.1006513701076736,0.00847046184754563,0.013411555128255093,0.0044823752747541815
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,0.25,W,0.75,-0.019896627988264692,-0.12651566817673482,-0.019850966243237823,-0.12415413790152843,-0.019815968773619696,-0.12849949769775137,-0.00491497215053549,-0.014857897529511721,0.003416449169557856,0.1345937429664641,0.12160069602619933,0.014981655837729202,0.004993068713726102,0.02323241794317755
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,0.25,W,1.0,-0.0033121476757009493,-0.11994509304012224,-0.002169647935972108,-0.11790337156495516,-0.0041000823268867335,-0.12156032631662954,-0.0050923941568772335,-0.01506908699339471,0.0032917115815447318,0.1345937429664641,0.11485269888324501,-0.0017802464811762842,-0.012899439057422602,0.007391793908431465
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,0.5,D,0.75,-0.08181442611893328,-0.21532327049646677,-0.07110421514578333,-0.22297390943460632,-0.09058545583042713,-0.20871040716654748,-0.03557038267592749,-0.03854033163592996,-0.032496347369355805,0.13301823092505063,0.17975288782053928,0.04624404344300578,0.03256388350985337,0.05808910846107132
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,0.5,D,1.0,-0.05777681321177251,-0.2331854518068443,-0.04076668485259892,-0.24516654679226307,-0.07237920136910002,-0.22308276428710822,-0.03578220066154281,-0.03871932092256225,-0.03266421354448956,0.13301823092505063,0.1974032511453015,0.021994612550229706,0.002047363930036669,0.039714987824610457
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,0.5,W,0.75,-0.022818921429518323,-0.26836593207383713,0.002997752769823703,-0.24126002699620203,-0.04281034094487779,-0.29064644680253565,-0.01632829271906333,-0.04021796303841052,0.0033593352901546414,0.1345937429664641,0.2520376393547738,0.006490628710454992,-0.043215715808234224,0.04616967623503243
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,0.5,W,1.0,-0.04041311734454687,-0.22220178663234513,-0.05314616390630948,-0.21144077103888154,-0.02910348786172575,-0.23095426246600778,-0.0166714178013998,-0.04065308225932096,0.0031243462310335257,0.1345937429664641,0.20553036883094533,0.023741699543147067,0.012493081646988521,0.032227834092759276
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,1.0,D,0.75,-0.14737411244969847,-0.5701122678502037,-0.14335677561246754,-0.5542922928515653,-0.14691069556826367,-0.5830933181415826,-0.09818308908644069,-0.1234150502010255,-0.07728703917555446,0.13301823092505063,0.47192917876376306,0.049191023363257785,0.01994172541144204,0.0696236563927092
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,1.0,D,1.0,-0.17588830301754443,-0.5504839209976756,-0.14518453587988178,-0.6162976763346515,-0.20150660548952287,-0.4960699888874324,-0.09848552360455198,-0.12369531956059121,-0.07754375278948922,0.13301823092505063,0.45199839739312364,0.07740277941299245,0.02148921631929057,0.12396285270003365
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,1.0,W,0.75,-0.1373674822787944,-0.5284653389327855,-0.14711177770365363,-0.5437585124791118,-0.12898311936611567,-0.5158267093558971,-0.0599308769071516,-0.12477443587902803,-0.007819291903498948,0.1345937429664641,0.46853446202563387,0.07743660537164279,0.0223373418246256,0.12116382746261672
B136,BREADTH-HI,BREADTH,HI,False,0.07,252,1.0,W,1.0,-0.11949867902255465,-0.5459839316390529,-0.12373133649849333,-0.4932016487354839,-0.11566953657296086,-0.5897507681894522,-0.06054917896310308,-0.1256619589676261,-0.008224184802921641,0.1345937429664641,0.4854347526759498,0.05894950005945157,-0.0019306224691327811,0.10744535177003922
B136,BREADTH-HI,BREADTH,HI,False,0.07,504,0.25,D,0.75,-0.018191536117150277,-0.07312792502303299,-0.008079937841094776,-0.06246611550782013,-0.026522921947579724,-0.08194345960709809,-0.013387718396886683,0.015535754036895666,-0.03750773835774068,0.07877560207067297,0.059740206626146306,0.004803817720263594,0.023615691877990442,-0.010984816410160959
B136,BREADTH-HI,BREADTH,HI,False,0.07,504,0.25,D,1.0,-0.015805829450550556,-0.06871445377466956,-0.006795424435371488,-0.06953400723172291,-0.02330362980566203,-0.06799987392041376,-0.013423413536429507,0.015498653709925314,-0.03750467806031632,0.07877560207067297,0.05529104023824005,0.0023824159141210485,0.022294078145296804,-0.014201048254654292
B136,BREADTH-HI,BREADTH,HI,False,0.07,504,0.25,W,0.75,-0.006626917043333158,-0.06272559033857492,-0.005843389629727358,-0.060170985193447435,-0.007210255060173487,-0.06486045614061088,-0.01415232981027481,0.008808544292915998,-0.03334193276532238,0.07539950483907269,0.048573260528300105,-0.007525412766941653,0.014651933922643356,-0.026131677705148893
