panel,window,fin,gross,marg_CAGR,marg_MaxDD,marg_Sharpe,spread_CAGR,spread_MaxDD,spread_Sharpe,resolved,offsets_passing
U56,FULL,FLAT0,1.0,0.00934775072276417,0.043193661166875896,0.2711361202069845,0.00535213062883555,0.023984116624902185,0.05075118776096699,True,5
U56,OOS,FLAT0,1.0,0.019692723990341193,0.04319366116687556,0.35673068663352303,0.005782786679273899,0.023984116624902185,0.05480715247543966,True,5
U56,FULL,FLAT0,1.25,0.03861161416437575,0.005445985473587822,0.27151627834227476,0.007039096802277323,0.0299637559435163,0.052092157866831856,False,4
U56,OOS,FLAT0,1.25,0.05207407472260442,0.005445985473587711,0.3574632701198569,0.007864530049089602,0.029963755943515857,0.0578833133767267,False,4
U56,FULL,FLAT2,1.0,0.00934775072276417,0.043193661166875896,0.2711361202069845,0.00535213062883555,0.023984116624902185,0.05075118776096699,True,5
U56,OOS,FLAT2,1.0,0.019692723990341193,0.04319366116687556,0.35673068663352303,0.005782786679273899,0.023984116624902185,0.05480715247543966,True,5
U56,FULL,FLAT2,1.25,0.0378608873756745,0.005392501506827518,0.2654930996163539,0.007039161899887958,0.029947334740578646,0.05212848644053891,False,4
U56,OOS,FLAT2,1.25,0.05131050541434071,0.005392501506827629,0.3524102969593367,0.007866921048240272,0.029947334740578646,0.05793941508205469,False,4
U56,FULL,FLAT4,1.0,0.00934775072276417,0.043193661166875896,0.2711361202069845,0.00535213062883555,0.023984116624902185,0.05075118776096699,True,5
U56,OOS,FLAT4,1.0,0.019692723990341193,0.04319366116687556,0.35673068663352303,0.005782786679273899,0.023984116624902185,0.05480715247543966,True,5
U56,FULL,FLAT4,1.25,0.03711064653878271,0.005339020591997701,0.25946974592211813,0.007039223944893758,0.0299309155107641,0.05216478273721892,False,4
U56,OOS,FLAT4,1.25,0.05054743267746101,0.005339020591997701,0.34735704240416443,0.007869305636672097,0.029930915510763656,0.05799539980057711,False,4
U56,FULL,FLAT6,1.0,0.00934775072276417,0.043193661166875896,0.2711361202069845,0.00535213062883555,0.023984116624902185,0.05075118776096699,True,5
U56,OOS,FLAT6,1.0,0.019692723990341193,0.04319366116687556,0.35673068663352303,0.005782786679273899,0.023984116624902185,0.05480715247543966,True,5
U56,FULL,FLAT6,1.25,0.03636089134329401,0.005285542728953929,0.2534462228439417,0.0070392829411556335,0.02991449825391168,0.05220104665809244,False,4
U56,OOS,FLAT6,1.25,0.04978485619320275,0.005285542728953929,0.3423035110249152,0.007871683821573994,0.029914498253911903,0.058051267424822584,False,4
U56,FULL,FLAT8,1.0,0.00934775072276417,0.043193661166875896,0.2711361202069845,0.00535213062883555,0.023984116624902185,0.05075118776096699,True,5
U56,OOS,FLAT8,1.0,0.019692723990341193,0.04319366116687556,0.35673068663352303,0.005782786679273899,0.023984116624902185,0.05480715247543966,True,5
U56,FULL,FLAT8,1.25,0.03561162147899766,0.005232067917550098,0.24742253596609742,0.00703933889252828,0.02989808296986074,0.052237278104512175,False,4
U56,OOS,FLAT8,1.25,0.049022775643004085,0.005232067917549876,0.3372497073927684,0.00787405561012422,0.029898082969861406,0.058107017847836895,False,4
U56,FULL,TV_SHY,1.0,0.00934775072276417,0.043193661166875896,0.2711361202069845,0.00535213062883555,0.023984116624902185,0.05075118776096699,True,5
U56,OOS,TV_SHY,1.0,0.019692723990341193,0.04319366116687556,0.35673068663352303,0.005782786679273899,0.023984116624902185,0.05480715247543966,True,5
U56,FULL,TV_SHY,1.25,0.03724963617227939,0.005302945689065586,0.26352936194463117,0.00703862713513459,0.029913857958388412,0.052151609015063105,False,4
U56,OOS,TV_SHY,1.25,0.05042658007473114,0.005302945689065586,0.3428434662002112,0.007882663925629085,0.029913857958388634,0.05809264216030896,False,4
B136,FULL,FLAT0,1.0,0.0004126430322134028,0.04071480040155351,0.14093044221184303,0.0062531143485808904,0.022794398914837144,0.05005619986455234,False,4
B136,FULL,FLAT0,1.25,0.027102026686870298,0.0023619716070960584,0.13971664764053626,0.008048976076198144,0.028583756094659907,0.05044209492835283,False,4
B136,OOS,FLAT0,1.25,0.024164538018063397,0.002361971607095864,0.1323410669362166,0.008847698271858606,0.02858375609466013,0.05387744455640431,False,4
B136,FULL,FLAT2,1.0,0.0004126430322134028,0.04071480040155351,0.14093044221184303,0.0062531143485808904,0.022794398914837144,0.05005619986455234,False,4
B136,FULL,FLAT2,1.25,0.026315635353602776,0.002305622772387883,0.13549707424969437,0.008045432696390575,0.028585027526471962,0.05050676997559855,False,4
B136,OOS,FLAT2,1.25,0.023502824204780226,0.0023056227723877998,0.12964926516577258,0.008839561018611164,0.028585027526471962,0.05391863577318046,False,4
B136,FULL,FLAT4,1.0,0.0004126430322134028,0.04071480040155351,0.14093044221184303,0.0062531143485808904,0.022794398914837144,0.05005619986455234,False,4
B136,FULL,FLAT4,1.25,0.025529782712268093,0.0022492773382684073,0.131277291098144,0.008041890352441072,0.028586298778874197,0.05057142932166592,False,4
B136,OOS,FLAT4,1.25,0.022841492114648365,0.002249277338268102,0.1269573408302057,0.008831430229558457,0.02858629877887442,0.053959774455350384,False,4
B136,FULL,FLAT6,1.0,0.0004126430322134028,0.04071480040155351,0.14093044221184303,0.0062531143485808904,0.022794398914837144,0.05005619986455234,False,4
B136,FULL,FLAT6,1.25,0.024744468398729083,0.0021929353045662126,0.1270573010110001,0.008038349044583004,0.028587569851878603,0.050636072774773666,False,4
B136,OOS,FLAT6,1.25,0.022180541530588793,0.0021929353045662403,0.12426529512027695,0.008823305899981149,0.02858756985187838,0.0540008604428146,False,4
B136,FULL,FLAT8,1.0,0.0004126430322134028,0.04071480040155351,0.14093044221184303,0.0062531143485808904,0.022794398914837144,0.05005619986455234,False,4
B136,FULL,FLAT8,1.25,0.02395969204909283,0.002136596671111435,0.12283710681378013,0.00803480877305085,0.028588840745491617,0.050700700143186506,False,4
B136,OOS,FLAT8,1.25,0.021519972235644613,0.0021365966711114626,0.12157312922689922,0.0088151880251639,0.02858884074549195,0.05404189357567324,False,4
B136,FULL,TV_SHY,1.0,0.0004126430322134028,0.04071480040155351,0.14093044221184303,0.0062531143485808904,0.022794398914837144,0.05005619986455234,False,4
B136,FULL,TV_SHY,1.25,0.025871043824350418,0.0022112580810899063,0.13134890889181783,0.008046938134069093,0.02858622227838503,0.05056951445163005,False,4
B136,OOS,TV_SHY,1.25,0.02300439804549914,0.002211258081090045,0.12451678777764585,0.008842351760188993,0.028586222278385365,0.05401414916026681,False,4
