badness,window,n_good,n_bad,d_good,d_bad,signed
ret<0,IS,22,0,-0.009832567600651298,,
ret<0,OOS,24,6,0.0021003467833831065,0.025205094043989296,False
dd<=-10,IS,12,10,-0.0014618032197523667,-0.019877484857730016,False
dd<=-10,OOS,18,12,-0.0065508405248262645,0.02662950137600026,True
dd<=-15,IS,15,7,0.0006619848267628727,-0.03232089423082452,False
dd<=-15,OOS,18,12,-0.0065508405248262645,0.02662950137600026,True
dd<=-20,IS,20,2,-0.002386230343717014,-0.08429594016999414,False
dd<=-20,OOS,24,6,-0.0035177330122965777,0.047677413226708036,True
