panel,bps,family,arm,name,CAGR,Sharpe,MaxDD,Vol,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross_mean,gross_mean_IS,gross_mean_OOS,gross_sd,turnover,f4a,f4b,g,draw
u56,0,LIVE,RULES v2 (live),RULES v2 (live),0.08852950361247114,1.2306462622986376,-0.12029812615148339,0.07099217817752237,1.2511233124662855,1.2157854547481275,0.07798689870063158,1.129947080577894,-0.0774191642673806,0.097307362439361,1.3095985770043688,-0.12029812615148383,0.532752804375372,0.5277824591318412,0.5368545654377757,0.15048315471007334,1.7745075061261604,"H1,H2",CAGR,,
u56,0,LIVE,RULES v1 (previous),RULES v1 (previous),0.0899230928204462,0.8948880940589614,-0.13594394240496122,0.10206878834166895,0.8773917061188327,0.9148968978097718,0.07260657232215895,0.7847264314088308,-0.11375884481440823,0.10442384778230118,0.9780477105237235,-0.135943942404961,0.7495210220604044,0.7501658422826472,0.7489888862931176,0.012402862858545574,23.58532168462946,"H1,H2,DD","H1,CAGR",,
u56,0,BENCH,SPY,SPY,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.17716648423405157,0.9566200326036914,0.834015937642442,0.149587948062176,0.8986374811215905,-0.22061944945147505,0.15450717694493266,0.8820107671822842,-0.33717235283398284,1.0,1.0,1.0,0.0,0.0,"H1,H2,DD",-,,
u56,0,CG,CG,CG g=0.20,0.03529914099040088,1.1301894667760106,-0.06391603477666619,0.031125109109369678,1.1941942298016368,1.0796023154261498,0.03355938572553274,1.113754935823156,-0.0347250808524453,0.036737073630435324,1.1436884439485244,-0.06391603477666685,0.20021180064330177,0.20017265219922073,0.20024410776800183,0.0021271000916282946,0.24951768911387603,"H1,H2",CAGR,0.2,
u56,0,CG,CG,CG g=0.25,0.04416947757716061,1.130287509901785,-0.07944376606171055,0.038912969617727264,1.1944826077578796,1.0795641890165075,0.041989811503208685,1.1140575251783271,-0.04326222589742401,0.045971673349719744,1.1436319585011236,-0.07944376606171066,0.2502465305818309,0.2502007665897256,0.25028429716577627,0.002493322950536491,0.30729388558817294,"H1,H2",CAGR,0.25,
u56,0,CG,CG,CG g=0.30,0.053056338333332675,1.1303832280479593,-0.09479333300157022,0.046703706169742565,1.1947704654072644,1.0795229520904974,0.050435054435201465,1.1143598023370163,-0.05174225724663173,0.05522446998446262,1.1435717777105059,-0.09479333300156945,0.30027423943214576,0.3002231118914326,0.30031643226693666,0.002793283105128081,0.36355236164879956,"H1,H2",CAGR,0.3,
u56,0,CG,CG,CG g=0.35,0.061958852721752056,1.1304766378583038,-0.10996590435548603,0.0544974430427805,1.1950578143590709,1.0794786419975082,0.05889439173178879,1.1146617795840983,-0.0601654417559202,0.0644944672478589,1.143507928439096,-0.10996590435548648,0.35029506078957023,0.3502398130711704,0.35034065378744383,0.003026945553349472,0.41843882867879933,"H1,H2",CAGR,0.35,
u56,0,CG,CG,CG g=0.40,0.07087613740940868,1.1305677549146855,-0.12496264628882836,0.06229430633397011,1.1953446661050091,1.0794312948742235,0.06736709180670797,1.1149634690963395,-0.06853204552273406,0.0737806524836464,1.1434404359969472,-0.12496264628882792,0.40030912833332233,0.4002509949821685,0.4003571026901339,0.0031942670859763955,0.4720848706966237,"H1,H2,DD",CAGR,0.4,
u56,0,CG,CG,CG g=0.45,0.07980729625596772,1.1306565937344653,-0.13978472237690265,0.07009442406714765,1.1956310320211214,1.0793809456639263,0.07585241431733958,1.115264882944368,-0.07684233388706696,0.0830819966092895,1.1433693241473983,-0.13978472237690276,0.45031657584538193,0.4502567823717947,0.4503659202127708,0.0032951961705153412,0.5246905376972071,"H1,H2,DD",CAGR,0.45,
u56,0,CG,CG,CG g=0.50,0.08875142030383998,1.1307431677654833,-0.1544332936087477,0.07789792630417156,1.1959169233696516,1.079327628132899,0.08434961020703802,1.1155660330946087,-0.08509657143241567,0.092397454060406,1.1432946151091719,-0.1544332936087477,0.5003175372296268,0.5002572998892573,0.5003672478966175,0.0033296728237998084,0.5764036176090475,"H1,H2,DD",CAGR,0.5,
u56,0,CG,CG,CG g=0.55,0.09770758776977972,1.1308274893785464,-0.1689095183909165,0.0857049452609292,1.1962023513008744,1.0792713748838378,0.09285792174958196,1.1158669314111826,-0.09329502198674078,0.10172596273638734,1.1432163295547995,-0.16890951839091695,0.5503121465312613,0.5502526720932728,0.5503612276155716,0.0032976284728526042,0.6274033741558686,"H1,H2,DD",CAGR,0.55,
u56,0,CG,CG,CG g=0.60,0.10667486403799797,1.1309095698572977,-0.18321455255124774,0.09351561542837686,1.1964873268548841,1.0792122173661927,0.10137658259579507,1.1161675896577705,-0.10143794862341549,0.11106644394719933,1.1431344866052369,-0.1832145525512474,0.6003005379565632,0.600243023459702,0.6003480016059056,0.003198985803544275,0.6778993923434782,"H1,H2,DD",-,0.6,
u56,0,CG,CG,CG g=0.65,0.11565230165478302,1.1309894193853747,-0.1973495493426174,0.10133007369897612,1.196771860963355,1.0791501858833148,0.10990481782232298,1.1164680194994412,-0.10952561366218827,0.12041780236133426,1.1430491038205233,-0.19734954934261728,0.6502828458929774,0.650228478389157,0.6503277124966648,0.0030336585965343374,0.7280825846229345,"H1,H2,DD",-,0.65,
