share,cells,sh_BAND,sh_BAND+,sh_CADENCE,sh_GROSS,sh_N,sh_SLEEVE,sh_SLEEVE+,sh_corpusB,mean_nbooks,mean_share_sd
0.625,63,0.15873015873015872,0.19047619047619047,0.20634920634920634,0.015873015873015872,0.1111111111111111,0.015873015873015872,0.30158730158730157,0.7619047619047619,20.92063492063492,0.10680386265504857
0.65,59,0.2033898305084746,0.11864406779661017,0.23728813559322035,0.0,0.1016949152542373,0.05084745762711865,0.288135593220339,0.7457627118644068,25.423728813559322,0.10427403362676746
0.675,74,0.2702702702702703,0.06756756756756757,0.25675675675675674,0.0,0.08108108108108109,0.05405405405405406,0.2702702702702703,0.6891891891891891,25.783783783783782,0.10354578564304906
0.7,72,0.3055555555555556,0.06944444444444445,0.25,0.0,0.08333333333333333,0.05555555555555555,0.2361111111111111,0.6805555555555556,26.569444444444443,0.10395627984825483
0.725,53,0.41509433962264153,0.0,0.22641509433962265,0.0,0.07547169811320754,0.09433962264150944,0.18867924528301888,0.6415094339622641,31.264150943396228,0.0956435992011925
0.75,80,0.425,0.0,0.2,0.0625,0.0625,0.0875,0.1625,0.6375,26.6,0.09537056195300572
0.775,75,0.4,0.0,0.24,0.13333333333333333,0.013333333333333334,0.09333333333333334,0.12,0.6533333333333333,35.70666666666666,0.08244477722002506
0.8,101,0.3465346534653465,0.0,0.3069306930693069,0.10891089108910891,0.009900990099009901,0.12871287128712872,0.09900990099009901,0.6435643564356436,33.31683168316832,0.07914973298985625
0.825,108,0.3333333333333333,0.0,0.3055555555555556,0.10185185185185185,0.009259259259259259,0.1574074074074074,0.09259259259259259,0.6574074074074074,37.99074074074074,0.07582462960588818
0.85,92,0.32608695652173914,0.0,0.30434782608695654,0.11956521739130435,0.010869565217391304,0.1956521739130435,0.043478260869565216,0.6956521739130435,42.48913043478261,0.06797824937966299
0.875,132,0.25,0.0,0.2803030303030303,0.2803030303030303,0.007575757575757576,0.15151515151515152,0.030303030303030304,0.6515151515151515,35.984848484848484,0.0643211160242487
0.9,123,0.16260162601626016,0.0,0.3008130081300813,0.34146341463414637,0.0,0.18699186991869918,0.008130081300813009,0.6666666666666666,40.61788617886179,0.05232972361790218
0.925,209,0.11961722488038277,0.0,0.23444976076555024,0.28708133971291866,0.004784688995215311,0.3253588516746411,0.028708133971291867,0.645933014354067,29.033492822966508,0.02750078621942618
0.95,200,0.12,0.0,0.205,0.3,0.005,0.34,0.03,0.655,27.435,0.026620291284780554
0.975,169,0.09467455621301775,0.0,0.1893491124260355,0.34911242603550297,0.005917159763313609,0.33136094674556216,0.029585798816568046,0.6390532544378699,24.45562130177515,0.019611203246888666
1.0,163,0.07975460122699386,0.0,0.19631901840490798,0.3619631901840491,0.006134969325153374,0.32515337423312884,0.03067484662576687,0.6319018404907976,23.570552147239265,0.018754309426578752
