share,cells,sh_BAND,sh_BAND+,sh_CADENCE,sh_GROSS,sh_N,sh_SLEEVE,sh_SLEEVE+,sh_corpusB,mean_nbooks,mean_share_sd
0.2,26,0.0,0.07692307692307693,0.0,0.0,0.8461538461538461,0.0,0.07692307692307693,0.6153846153846154,69.6923076923077,0.039040165965509015
0.225,34,0.0,0.11764705882352941,0.0,0.0,0.7352941176470589,0.0,0.14705882352941177,0.6470588235294118,73.02941176470588,0.039221619924640475
0.25,47,0.0,0.19148936170212766,0.0,0.02127659574468085,0.6382978723404256,0.0,0.14893617021276595,0.6808510638297872,63.212765957446805,0.04534483591202502
0.275,69,0.0,0.3333333333333333,0.0,0.043478260869565216,0.4782608695652174,0.0,0.14492753623188406,0.6811594202898551,51.55072463768116,0.05368212417119754
0.3,89,0.0,0.3707865168539326,0.0,0.033707865168539325,0.4157303370786517,0.0,0.1797752808988764,0.6966292134831461,43.06741573033708,0.060906337378871495
0.325,105,0.009523809523809525,0.4,0.0,0.0380952380952381,0.3333333333333333,0.0,0.21904761904761905,0.7142857142857143,36.65714285714286,0.06686063425138573
0.35,119,0.04201680672268908,0.3949579831932773,0.0,0.04201680672268908,0.29411764705882354,0.0,0.226890756302521,0.7142857142857143,31.050420168067227,0.0715928156898268
0.375,124,0.04838709677419355,0.3951612903225806,0.0,0.04032258064516129,0.2903225806451613,0.0,0.22580645161290322,0.717741935483871,26.620967741935484,0.07609251477427785
0.4,125,0.072,0.376,0.0,0.032,0.304,0.0,0.216,0.72,24.68,0.07968310456989852
0.425,122,0.11475409836065574,0.30327868852459017,0.0,0.01639344262295082,0.29508196721311475,0.01639344262295082,0.2540983606557377,0.7295081967213115,24.418032786885245,0.08188644498135075
0.45,111,0.13513513513513514,0.2972972972972973,0.0,0.018018018018018018,0.25225225225225223,0.036036036036036036,0.26126126126126126,0.7477477477477478,23.28828828828829,0.08639843298608191
0.475,92,0.16304347826086957,0.2826086956521739,0.0,0.05434782608695652,0.20652173913043478,0.043478260869565216,0.25,0.7717391304347826,22.597826086956523,0.09068650165563191
0.5,77,0.12987012987012986,0.3116883116883117,0.0,0.06493506493506493,0.19480519480519481,0.05194805194805195,0.24675324675324675,0.7792207792207793,21.675324675324674,0.09426293605170821
0.525,71,0.1267605633802817,0.30985915492957744,0.014084507042253521,0.07042253521126761,0.15492957746478872,0.07042253521126761,0.2535211267605634,0.7887323943661971,21.633802816901408,0.09381807030548024
0.55,72,0.09722222222222222,0.2916666666666667,0.09722222222222222,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.3055555555555556,0.7916666666666666,21.333333333333332,0.09733342341156637
0.575,70,0.02857142857142857,0.32857142857142857,0.14285714285714285,0.07142857142857142,0.08571428571428572,0.04285714285714286,0.3,0.8,20.114285714285714,0.10249142592036813
0.6,54,0.037037037037037035,0.25925925925925924,0.18518518518518517,0.09259259259259259,0.07407407407407407,0.05555555555555555,0.2962962962962963,0.7777777777777778,21.685185185185187,0.10218098912643461
