sample,key,y,n_rows,b_overlap,t_overlap,R2,mean_y
"literal, all m",POOLED,absdS,504,-0.3112726013244912,-18.595536354412786,0.40787500690385425,0.09900169891963123
"literal, all m",POOLED,absdC,504,-0.07839211097469585,-22.911109991821704,0.5111590894347485,0.02212073102429121
"literal, all m",VOL,absdS,84,-0.3618683011146133,-9.329731923140049,0.5149188992461866,0.11416297611487293
"literal, all m",VOL,absdC,84,-0.10072131071151877,-9.852309780101235,0.5420734227490243,0.02825521212285133
"literal, all m",VOLR,absdS,84,-0.5766216301079291,-9.232402991344411,0.5096786592231404,0.1726616085473206
"literal, all m",VOLR,absdC,84,-0.12247061240191585,-10.870314632521122,0.5903353928440325,0.037250835938519786
"literal, all m",MOM,absdS,84,-0.28029935052544985,-10.787531588287024,0.5866327887580877,0.08516352550223825
"literal, all m",MOM,absdC,84,-0.0744450062085661,-16.391176619617358,0.7661623660402122,0.019237338088921457
"literal, all m",R6,absdS,84,-0.3683458423811326,-11.685290943884963,0.6247929917329746,0.0753972450165714
"literal, all m",R6,absdC,84,-0.08614124847990923,-14.797468434599772,0.7275431350382171,0.015298833428554148
"literal, all m",R3,absdS,84,-0.19103196550719057,-9.564658686162893,0.5273303793787705,0.07235540202961087
"literal, all m",R3,absdC,84,-0.04948403284323483,-11.038079190827183,0.5977221107199865,0.014376779516415437
"literal, all m",RAND,absdS,84,-0.1481803348430519,-4.7897668878616235,0.21861500591581728,0.07426943630717336
"literal, all m",RAND,absdC,84,-0.05035971882760636,-6.545183918131128,0.3431562580561812,0.018305387050485074
"literal, m<=0.53",POOLED,absdS,360,-0.33535208360345775,-13.549411730973954,0.33897916308487896,0.12792771092379468
"literal, m<=0.53",POOLED,absdC,360,-0.08533937456425075,-16.920376537488746,0.444357478431471,0.029297237568843688
"literal, m<=0.53",VOL,absdS,60,-0.4279054545347209,-6.6042110139424,0.429221514993097,0.14915566854512258
"literal, m<=0.53",VOL,absdC,60,-0.12349384395025949,-7.313782216362696,0.47978055134854514,0.03755716476594063
"literal, m<=0.53",VOLR,absdS,60,-0.7275653848676796,-7.155499682085006,0.4688701872663926,0.22737152128742127
"literal, m<=0.53",VOLR,absdC,60,-0.1487921445628459,-8.111176478074288,0.5314690578748062,0.04963461183137871
"literal, m<=0.53",MOM,absdS,60,-0.29837441158772543,-8.428112826146856,0.5505028835372723,0.10688721612913386
"literal, m<=0.53",MOM,absdC,60,-0.07898332927042477,-12.817414260606744,0.7390750126660395,0.025240160888477046
"literal, m<=0.53",R6,absdS,60,-0.3858557017256391,-8.912142809852842,0.5779555700255878,0.09807702905249381
"literal, m<=0.53",R6,absdC,60,-0.09145159014274902,-11.539532253270368,0.6965905217128554,0.020385775495828807
"literal, m<=0.53",R3,absdS,60,-0.19032705040229905,-6.9478533296997185,0.45423407313901554,0.09048071859056152
"literal, m<=0.53",R3,absdC,60,-0.05083734468015789,-8.218885851857493,0.5380329677705955,0.018727195974622697
"literal, m<=0.53",RAND,absdS,60,-0.13410828483514212,-2.08559967377624,0.06976335388077748,0.09559411193803508
"literal, m<=0.53",RAND,absdC,60,-0.0657106851271982,-4.140237629460181,0.22812363608341646,0.024238516456814258
"gross-normalised, m<=0.53",POOLED,absdS,180,-0.23844400960546377,-9.436082526423831,0.3334323284824816,0.10052223138317239
"gross-normalised, m<=0.53",POOLED,absdC,180,-0.07964144159927149,-11.392414512336227,0.4216781823214314,0.027162890090968464
"gross-normalised, m<=0.53",VOL,absdS,30,-0.2918688270947029,-5.132427655266488,0.48474299758795125,0.11961940103577495
"gross-normalised, m<=0.53",VOL,absdC,30,-0.1167072850877761,-4.914223090756391,0.4630830125539015,0.03590125962387659
"gross-normalised, m<=0.53",VOLR,absdS,30,-0.46884835643427636,-4.9988414563103385,0.47158261817022573,0.17316405761022235
"gross-normalised, m<=0.53",VOLR,absdC,30,-0.14168306410385584,-5.378774741640965,0.5081784454872653,0.04763887170202311
"gross-normalised, m<=0.53",MOM,absdS,30,-0.22615400273483408,-4.524940519073025,0.4223837045899207,0.08349271042001084
"gross-normalised, m<=0.53",MOM,absdC,30,-0.07163045492455956,-8.13230278351398,0.7025527830435303,0.022902233489165744
"gross-normalised, m<=0.53",R6,absdS,30,-0.27988797134585375,-4.552191143345769,0.4253161873022935,0.07507815433486534
"gross-normalised, m<=0.53",R6,absdC,30,-0.07671225928748879,-6.788268899237553,0.6220332715617389,0.017420363358028386
"gross-normalised, m<=0.53",R3,absdS,30,-0.12558883465689022,-4.665438853891219,0.4373704913458002,0.06986017203633171
"gross-normalised, m<=0.53",R3,absdC,30,-0.04209991930311898,-5.83152141420426,0.5484354724765137,0.01591713412971314
"gross-normalised, m<=0.53",RAND,absdS,30,-0.11546874719640443,-1.3852886942879599,0.06414061893719636,0.08191889286182921
"gross-normalised, m<=0.53",RAND,absdC,30,-0.06665035870111621,-2.993959124328512,0.24250194414307025,0.023197478243003816
