vintage,panel,ladder,rung,ratio_pub,exc_coarse,exc_fine
PINNED,U56,CADENCE,D,1.1601208904920006,0.5446229649303962,0.6822584625815097
UNPINNED,U56,CADENCE,D,1.1601208904920015,0.5446229649303882,0.6822584625815108
PINNED,U56,CADENCE,W,1.284484373971047,0.44278980813344393,0.5445266046132373
UNPINNED,U56,CADENCE,W,1.2844843739710414,0.4427898081334516,0.5445266046132291
PINNED,U56,CADENCE,M,1.9386639410900428,0.031148134900482856,1.0016287152993202
UNPINNED,U56,CADENCE,M,1.9386639410900912,0.031148134900450354,1.0016287152993457
PINNED,U56,CADENCE,Q,1.0167571784540808,0.6765288545838869,0.344504237567046
UNPINNED,U56,CADENCE,Q,1.0167571784540976,0.6765288545838865,0.3445042375670626
PINNED,U56,GROSS,0.3,1.3314399681989357,0.4068861411483065,0.5985799413844405
UNPINNED,U56,GROSS,0.3,1.3314399681988902,0.4068861411483896,0.5985799413843875
PINNED,U56,GROSS,0.35,1.326449828582297,0.41064110908268353,0.5925722795501276
UNPINNED,U56,GROSS,0.35,1.3264498285822683,0.4106411090826211,0.5925722795501077
PINNED,U56,GROSS,0.4,1.3214928977717582,0.41438509988085437,0.586550622640617
UNPINNED,U56,GROSS,0.4,1.3214928977718112,0.41438509988082134,0.5865506226406655
PINNED,U56,GROSS,0.45,1.3165709966613963,0.41811655371842354,0.5805171366908822
UNPINNED,U56,GROSS,0.45,1.316570996661396,0.4181165537183896,0.5805171366908864
PINNED,U56,GROSS,0.5,1.3116915674447274,0.42182960346410536,0.5744794531727789
UNPINNED,U56,GROSS,0.5,1.311691567444697,0.42182960346414017,0.5744794531727523
PINNED,U56,GROSS,0.55,1.3068419896448036,0.4255336486778255,0.5684337311755444
UNPINNED,U56,GROSS,0.55,1.3068419896448118,0.4255336486778409,0.5684337311755516
PINNED,U56,GROSS,0.6,1.3020074580053653,0.429239908675275,0.5623567512955553
UNPINNED,U56,GROSS,0.6,1.3020074580053442,0.42923990867526474,0.5623567512955395
PINNED,U56,GROSS,0.65,1.2963195684604347,0.43361803242365965,0.5563861195959161
UNPINNED,U56,GROSS,0.65,1.2963195684604154,0.43361803242370395,0.556386119595896
PINNED,U56,GROSS,0.7,1.2903843087260447,0.43820709281272197,0.5504597997414992
UNPINNED,U56,GROSS,0.7,1.2903843087260631,0.4382070928127221,0.5504597997415084
PINNED,U56,GROSS,0.75,1.284484373971047,0.44278980813344393,0.5445266046132373
UNPINNED,U56,GROSS,0.75,1.2844843739710414,0.4427898081334516,0.5445266046132291
PINNED,U56,H,21,1.4677672073838555,0.30940484101884697,0.6557305712675381
UNPINNED,U56,H,21,1.4677672073838683,0.30940484101884536,0.6557305712675459
PINNED,U56,H,63,1.2448514400035973,0.4741309830614231,0.7779790090321089
UNPINNED,U56,H,63,1.2448514400035964,0.4741309830614219,0.7779790090321083
PINNED,U56,H,126,1.284484373971047,0.44278980813344393,0.5445266046132373
UNPINNED,U56,H,126,1.2844843739710414,0.4427898081334516,0.5445266046132291
PINNED,U56,H,252,0.8665406681108369,0.8363934177187673,0.0797661268828456
UNPINNED,U56,H,252,0.8665406681108505,0.8363934177187891,0.07976612688286135
PINNED,U56,N,5,1.7616862623169987,0.12687572660899424,1.0304099937571418
UNPINNED,U56,N,5,1.7616862623169933,0.12687572660898191,1.0304099937571387
PINNED,U56,N,8,2.4781725068799902,0.21437421559119585,1.1415183535198077
UNPINNED,U56,N,8,2.478172506879874,0.21437421559111097,1.1415183535197608
PINNED,U56,N,10,1.0081428076431445,0.6850373466964547,0.29338269092406727
UNPINNED,U56,N,10,1.008142807643139,0.6850373466964601,0.2933826909240618
PINNED,U56,N,12,3.283397915724669,0.49573165552632587,1.3756429675481878
UNPINNED,U56,N,12,3.2833979157246533,0.4957316555263315,1.3756429675481856
PINNED,U56,N,15,3.183200919635824,0.46474008847351445,1.5000018074039028
UNPINNED,U56,N,15,3.1832009196358833,0.4647400884735155,1.5000018074039214
PINNED,U56,N,20,1.284484373971047,0.44278980813344393,0.5445266046132373
UNPINNED,U56,N,20,1.2844843739710414,0.4427898081334516,0.5445266046132291
PINNED,U56,N,25,1.019049811883425,0.6742765444096439,0.3308090805868561
UNPINNED,U56,N,25,1.0190498118834599,0.674276544409626,0.33080908058688496
PINNED,U56,N,30,0.840770393829329,0.8665838525054173,0.19895128717645158
UNPINNED,U56,N,30,0.8407703938293285,0.8665838525054305,0.1989512871764509
PINNED,U56,N,40,1.498967731624467,0.28837048827260436,0.8070656040988902
UNPINNED,U56,N,40,1.498967731624472,0.2883704882726135,0.8070656040988929
PINNED,B136,CADENCE,D,1.424297604605802,0.33946839740748885,0.8197454851447908
UNPINNED,B136,CADENCE,D,1.424297604605802,0.33946839740748885,0.8197454851447908
PINNED,B136,CADENCE,W,1.5965725297638018,0.22528801793761372,0.8877122571101994
UNPINNED,B136,CADENCE,W,1.5965725297638018,0.22528801793761372,0.8877122571101994
PINNED,B136,CADENCE,M,0.8870121439941755,0.813043786239216,0.4781264810673984
UNPINNED,B136,CADENCE,M,0.8870121439941755,0.813043786239216,0.4781264810673984
PINNED,B136,CADENCE,Q,0.9872485197327234,0.7059806587608831,0.48725605364039787
UNPINNED,B136,CADENCE,Q,0.9872485197327234,0.7059806587608831,0.48725605364039787
PINNED,B136,GROSS,0.3,1.6777626666941967,0.17568602072196124,0.9517305046842243
UNPINNED,B136,GROSS,0.3,1.6777626666941967,0.17568602072196124,0.9517305046842243
PINNED,B136,GROSS,0.35,1.6683767130139329,0.18129605499235224,0.9445708234290076
UNPINNED,B136,GROSS,0.35,1.6683767130139329,0.18129605499235224,0.9445708234290076
PINNED,B136,GROSS,0.4,1.6590899882681849,0.18687792834640005,0.9374267517814973
UNPINNED,B136,GROSS,0.4,1.6590899882681849,0.18687792834640005,0.9374267517814973
PINNED,B136,GROSS,0.45,1.6498967908487154,0.19243444560465808,0.9302949316485007
UNPINNED,B136,GROSS,0.45,1.6498967908487154,0.19243444560465808,0.9302949316485007
PINNED,B136,GROSS,0.5,1.640792678280126,0.19796771508048464,0.9231738514415807
UNPINNED,B136,GROSS,0.5,1.640792678280126,0.19796771508048464,0.9231738514415807
PINNED,B136,GROSS,0.55,1.631778693949142,0.20347653741094066,0.9160628112131552
UNPINNED,B136,GROSS,0.55,1.631778693949142,0.20347653741094066,0.9160628112131552
PINNED,B136,GROSS,0.6,1.6228482856667736,0.20896437411290325,0.9089591606512742
UNPINNED,B136,GROSS,0.6,1.6228482856667736,0.20896437411290325,0.9089591606512742
PINNED,B136,GROSS,0.65,1.614000909659564,0.21443104710665614,0.9018640853343344
UNPINNED,B136,GROSS,0.65,1.614000909659564,0.21443104710665614,0.9018640853343344
PINNED,B136,GROSS,0.7,1.6052466346435614,0.21986976933886956,0.8947843187128884
UNPINNED,B136,GROSS,0.7,1.6052466346435614,0.21986976933886956,0.8947843187128884
PINNED,B136,GROSS,0.75,1.5965725297638018,0.22528801793761372,0.8877122571101994
UNPINNED,B136,GROSS,0.75,1.5965725297638018,0.22528801793761372,0.8877122571101994
PINNED,B136,H,21,1.0998233965328876,0.5979975622513953,0.6794320672130457
UNPINNED,B136,H,21,1.0998233965328876,0.5979975622513953,0.6794320672130457
PINNED,B136,H,63,0.9691519793320026,0.724481018533754,0.6136772542155224
UNPINNED,B136,H,63,0.9691519793320026,0.724481018533754,0.6136772542155224
PINNED,B136,H,126,1.5965725297638018,0.22528801793761372,0.8877122571101994
UNPINNED,B136,H,126,1.5965725297638018,0.22528801793761372,0.8877122571101994
PINNED,B136,H,252,0.9096240950696441,0.7878710277142503,0.3613626690969353
UNPINNED,B136,H,252,0.9096240950696441,0.7878710277142503,0.3613626690969353
PINNED,B136,N,5,1.502388531173336,0.2860909847877903,0.526300892347744
UNPINNED,B136,N,5,1.502388531173336,0.2860909847877903,0.526300892347744
PINNED,B136,N,8,1.0101156822178434,0.6830823194162704,0.0814010902314229
UNPINNED,B136,N,8,1.0101156822178434,0.6830823194162704,0.0814010902314229
PINNED,B136,N,10,1.371232627934941,0.3774371168133352,0.17696536332950066
UNPINNED,B136,N,10,1.371232627934941,0.3774371168133352,0.17696536332950066
PINNED,B136,N,12,0.9309732495264731,0.7646719157321041,0.08729171621566767
UNPINNED,B136,N,12,0.9309732495264731,0.7646719157321041,0.08729171621566767
PINNED,B136,N,15,1.2544041193296318,0.4664865260469816,0.28938828793009574
UNPINNED,B136,N,15,1.2544041193296318,0.4664865260469816,0.28938828793009574
PINNED,B136,N,20,1.5965725297638018,0.22528801793761372,0.8877122571101994
UNPINNED,B136,N,20,1.5965725297638018,0.22528801793761372,0.8877122571101994
PINNED,B136,N,25,1.5683812259537895,0.24310315938569116,0.9266398405188614
UNPINNED,B136,N,25,1.5683812259537895,0.24310315938569116,0.9266398405188614
PINNED,B136,N,30,1.2804940945185461,0.4459011657690131,0.7471313410025602
UNPINNED,B136,N,30,1.2804940945185461,0.4459011657690131,0.7471313410025602
PINNED,B136,N,40,1.2079853094601176,0.5041932421642187,0.7563032718116617
UNPINNED,B136,N,40,1.2079853094601176,0.5041932421642187,0.7563032718116617
PINNED,SMALL,CADENCE,D,6.732005147727935,1.4452111004360806,2.4322299916190557
UNPINNED,SMALL,CADENCE,D,6.732005147727935,1.4452111004360806,2.4322299916190557
PINNED,SMALL,CADENCE,W,0.8967883315689911,0.8020825990541095,0.5464542016310066
UNPINNED,SMALL,CADENCE,W,0.8967883315689911,0.8020825990541095,0.5464542016310066
PINNED,SMALL,CADENCE,M,3.8519075233918265,0.6554213056609194,1.8977702649007935
UNPINNED,SMALL,CADENCE,M,3.8519075233918265,0.6554213056609194,1.8977702649007935
PINNED,SMALL,CADENCE,Q,0.7491007837118909,0.639181749662672,0.298472638231947
UNPINNED,SMALL,CADENCE,Q,0.7491007837118909,0.639181749662672,0.298472638231947
PINNED,SMALL,GROSS,0.3,0.9044220516461785,0.7936063368103595,0.5591855458136988
UNPINNED,SMALL,GROSS,0.3,0.9044220516461785,0.7936063368103595,0.5591855458136988
PINNED,SMALL,GROSS,0.35,0.9035694921117078,0.7945494381214412,0.5578460658013323
UNPINNED,SMALL,GROSS,0.35,0.9035694921117078,0.7945494381214412,0.5578460658013323
PINNED,SMALL,GROSS,0.4,0.9027162328955889,0.7954942047968017,0.5564891284226978
UNPINNED,SMALL,GROSS,0.4,0.9027162328955889,0.7954942047968017,0.5564891284226978
PINNED,SMALL,GROSS,0.45,0.9018668094236449,0.7964356117753334,0.5551149610578103
UNPINNED,SMALL,GROSS,0.45,0.9018668094236449,0.7964356117753334,0.5551149610578103
PINNED,SMALL,GROSS,0.5,0.9010205882702473,0.7973743517283864,0.5537224248394259
UNPINNED,SMALL,GROSS,0.5,0.9010205882702473,0.7973743517283864,0.5537224248394259
PINNED,SMALL,GROSS,0.55,0.9001748660411352,0.7983134194894556,0.5523110395704786
UNPINNED,SMALL,GROSS,0.55,0.9001748660411352,0.7983134194894556,0.5523110395704786
PINNED,SMALL,GROSS,0.6,0.8993275317386301,0.7992551624581579,0.5508785000254726
UNPINNED,SMALL,GROSS,0.6,0.8993275317386301,0.7992551624581579,0.5508785000254726
PINNED,SMALL,GROSS,0.65,0.8984796844849834,0.8001983640526806,0.5494246980159063
UNPINNED,SMALL,GROSS,0.65,0.8984796844849834,0.8001983640526806,0.5494246980159063
PINNED,SMALL,GROSS,0.7,0.897633667897534,0.8011404166785915,0.5479502581518797
UNPINNED,SMALL,GROSS,0.7,0.897633667897534,0.8011404166785915,0.5479502581518797
PINNED,SMALL,GROSS,0.75,0.8967883315689911,0.8020825990541095,0.5464542016310066
UNPINNED,SMALL,GROSS,0.75,0.8967883315689911,0.8020825990541095,0.5464542016310066
PINNED,SMALL,H,21,1.3194015911237733,0.4159688868090843,0.961846440112674
UNPINNED,SMALL,H,21,1.3194015911237733,0.4159688868090843,0.961846440112674
PINNED,SMALL,H,63,9.096926725439046,1.5147894534425392,2.850766043762576
UNPINNED,SMALL,H,63,9.096926725439046,1.5147894534425392,2.850766043762576
PINNED,SMALL,H,126,0.8967883315689911,0.8020825990541095,0.5464542016310066
UNPINNED,SMALL,H,126,0.8967883315689911,0.8020825990541095,0.5464542016310066
PINNED,SMALL,H,252,0.8852163200992901,0.815070414911446,0.3819603692144048
UNPINNED,SMALL,H,252,0.8852163200992901,0.815070414911446,0.3819603692144048
PINNED,SMALL,N,5,0.610679978034581,0.14306805393359898,0.31116024075452736
UNPINNED,SMALL,N,5,0.610679978034581,0.14306805393359898,0.31116024075452736
PINNED,SMALL,N,8,0.9156072134418907,0.4370343213410969,0.6109438598445903
UNPINNED,SMALL,N,8,0.9156072134418907,0.4370343213410969,0.6109438598445903
PINNED,SMALL,N,10,0.9828738392956062,0.7104216901588795,0.6670966197160757
UNPINNED,SMALL,N,10,0.9828738392956062,0.7104216901588795,0.6670966197160757
PINNED,SMALL,N,12,1.3092284054983006,0.42370922031397995,0.8813899678005208
UNPINNED,SMALL,N,12,1.3092284054983006,0.42370922031397995,0.8813899678005208
PINNED,SMALL,N,15,1.0303744264073655,0.35116583823923214,0.6944661762181112
UNPINNED,SMALL,N,15,1.0303744264073655,0.35116583823923214,0.6944661762181112
PINNED,SMALL,N,20,0.8967883315689911,0.8020825990541095,0.5464542016310066
UNPINNED,SMALL,N,20,0.8967883315689911,0.8020825990541095,0.5464542016310066
PINNED,SMALL,N,25,0.8688397980913825,0.8337437032953389,0.4243100251820191
UNPINNED,SMALL,N,25,0.8688397980913825,0.8337437032953389,0.4243100251820191
PINNED,SMALL,N,30,0.9516365138870649,0.7427193108037586,0.5424197819881849
UNPINNED,SMALL,N,30,0.9516365138870649,0.7427193108037586,0.5424197819881849
PINNED,SMALL,N,40,1.2881105320095307,0.43997073978224666,0.8319056467156164
UNPINNED,SMALL,N,40,1.2881105320095307,0.43997073978224666,0.8319056467156164
