file,panels,n_panels,explains,explains_tight,publishes_n_elig,publishes_k,known_panels,Ebar_gap,k_gap,separable
2026-09-05_defensive-class-census_B.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_defensive-overlays-are-rule-8-invisible_B.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.result.md,U56;B136;BSTK100;SMALL439,4,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.result.md,U56;B136;SMALL439,3,True,True,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.result.md,U56;B136;BSTK100,3,False,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud.result.md,U56;B136;SMALL439,3,True,True,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_does-book-share-price-a-tilt_C.result.md,U56;B136;SMALL439,3,True,False,True,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_does-share-price-any-key-or-only-vol_B.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud.result.md,U56;ETF36;SMALL439,3,True,True,False,False,U56;SMALL439,105.38441200700237,384.0,False
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud.result.md,U56;B136;BSTK100;ETF36;SMALL439,5,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_execution-lag-sensitivity-of-the-price-list_C.result.md,U56;B136,2,True,True,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-05_extend-the-three-degenerate-ladders-past-their-endpoints_C.result.md,U56;B136;BSTK100,3,False,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_fixed-gross-S4-blend_cloud.result.md,U56;B136,2,False,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.result.md,U56;B136;SMALL439,3,True,True,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_gross-as-the-missing-third-bar_B.result.md,U56;B136,2,True,True,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_gross-dispersion-not-gross-level_cloud.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_gross-interval-as-a-keep-bar_B.result.md,U56;B136;SMALL439,3,False,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_how-many-draws-does-clause-11b-need_cloud.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-075-the-argmax-on-every-corpus_cloud.result.md,U56;B136;SMALL439,3,False,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-Calmar-immunity-general_C.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B.result.md,U56;B136;SMALL439,3,True,True,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.result.md,U56;B136;SMALL439,3,True,True,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-the-defensive-class-one-book_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.result.md,U56;SMALL439,2,False,False,False,False,U56;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_is-the-ladder-even-a-candidate_C.result.md,U56;B136,2,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-05_is-the-value-cost-parallelism-general_cloud.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_one-year-dependence-as-a-KEEP-bar_cloud.result.md,U56;B136,2,False,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_pin-m-or-let-the-screen-choose_cloud.result.md,U56;B136;SMALL439,3,True,True,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_post-trigger-short-term-reversal_cloud.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_price-denominator-sign-test_C.result.md,U56;B136,2,False,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_price-list-tier-bar_B.result.md,U56;B136;SMALL439,3,True,True,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_price-the-broad-POS-near-miss_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_publish-the-failing-bar-not-the-required-gross_cloud.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_quote-the-lift-not-the-rate_cloud.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_relative-priceability-floor_C.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_required-gross-as-a-leaderboard-column_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_scale-free-as-a-corpus-eligibility-rule_C.result.md,U56;B136,2,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-05_selectivity-as-the-book-parameter_B.result.md,U56;B136;SMALL439,3,True,True,True,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_shallow-window-prices-are-not-prices_C.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_sleeve-G-is-2013_cloud.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_sleeve-f-that-clears-the-floor_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_sleeve-with-a-real-diversifier_B.result.md,U56;B136,2,False,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_sleeve-with-a-real-diversifier_cloud.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_stop-as-negative-insurance_cloud.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_the-gross-ladder-is-not-a-rescaling_C.result.md,U56;B136;BSTK100;ETF36,4,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-05_the-margin-column-instead-of-two_cloud.result.md,U56;SMALL439,2,True,False,False,False,U56;SMALL439,105.38441200700237,384.0,False
2026-09-05_the-on-share-column_cloud.result.md,U56;SMALL439,2,True,False,False,True,U56;SMALL439,105.38441200700237,384.0,False
2026-09-05_the-screen-is-a-book-size-rule_cloud.result.md,U56;B136;SMALL439,3,False,False,True,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_the-share-at-which-ranking-stops-paying_B.result.md,U56;B136;SMALL439,3,True,False,True,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.result.md,U56;B136;SMALL439,3,True,False,True,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_the-sharpe-vs-4b-margin-sign-flip_C.result.md,U56;B136;BSTK100;ETF36,4,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-05_the-sign-is-the-parameter-not-the-share_B.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_threshold-plateaus-are-the-general-case_cloud.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_v1u-small-negative-price_B.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_vol-threshold-sweep-on-ewall_B.result.md,U56;B136,2,False,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_vol20-as-the-hidden-ranking-key_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_weak-dominance-bands-as-the-calibration-output_C.result.md,U56;B136,2,True,True,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-05_where-does-the-POS-tilt-stop-transferring_C.result.md,U56;B136;SMALL439,3,True,True,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_which-asset-carries-S4_C.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-05_why-ddctl-is-cheap-on-small_cloud.result.md,U56;B136;SMALL439,3,True,True,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-05_why-the-small-panel-wants-M-and-the-large-caps-6W_cloud.result.md,U56;ETF36;SMALL439,3,True,True,False,False,U56;SMALL439,105.38441200700237,384.0,False
2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.result.md,U56;B136;BSTK100,3,True,True,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_a-phase-averaged-cadence-as-the-honest-estimator_C.result.md,U56;ETF36;SMALL439,3,True,True,False,True,U56;SMALL439,105.38441200700237,384.0,False
2026-09-06_abs-gate-bear-shape_B.result.md,U56;B136,2,True,True,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.result.md,U56;B136,2,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_audit-gross-normalisation-across-the-book_cloud.result.md,U56;B136;BSTK100;ETF36;SMALL439,5,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.result.md,U56;B136;BSTK100;ETF36,4,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_back-fill-the-phase-spread-over-every-cadence-claim_cloud.result.md,U56;B136;ETF36;SMALL439,4,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_band-gate-execution-lag_B.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-06_band-gate-on-small-panel_B.result.md,U56;SMALL439,2,True,True,False,False,U56;SMALL439,105.38441200700237,384.0,False
2026-09-06_band-width-and-rebalance-frequency_cloud.result.md,U56;B136,2,False,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-06_can-a-panel-property-choose-the-cadence_cloud.result.md,U56;ETF36;SMALL439,3,True,True,False,False,U56;SMALL439,105.38441200700237,384.0,False
2026-09-06_dispersion-as-a-survivorship-detector_B.result.md,U56;B136;SMALL439,3,True,True,True,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_dispersion-as-a-survivorship-detector_cloud.result.md,B136;SMALL439,2,True,False,False,False,B136;SMALL439,52.168217254042915,304.0,False
2026-09-06_do-the-18-majority-reversing-files-have-reversing-HEADLINES_cloud.result.md,U56;B136;BSTK100;SMALL439,4,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_does-any-dial-argmax-move-with-cost_C.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.result.md,U56;B136;BSTK100;ETF36;SMALL439,5,True,True,True,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_does-every-regime-conditional-dial-lose-its-own-regime_C.result.md,U56;B136;SMALL439,3,False,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_does-reach-belong-beside-every-instrument-price_C.result.md,U56;B136,2,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_does-the-CORR-ordering-hold-off-q-0.5_cloud.result.md,U56;BSTK100;SMALL439,3,True,True,False,True,U56;SMALL439,105.38441200700237,384.0,False
2026-09-06_does-the-EXPOSURE-vs-TIMING-split-price-the-live-de-gross-clause-correctly_C.result.md,U56;B136,2,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.result.md,U56;B136,2,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_does-the-sharpe-cagr-reversal-sit-under-every-EWall-claim_C.result.md,U56;B136;BSTK100;SMALL439,4,False,False,True,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-06_drawdown-instrument-exchange-rate_cloud.result.md,U56;B136,2,True,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_ew-all-broad-as-the-simple-book_B.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud.result.md,U56;B136;SMALL439,3,True,True,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_gate-instrument-speed-curve_cloud.result.md,U56;B136;SMALL439,3,True,True,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_holding-period-as-the-hidden-variable_cloud.result.md,U56;B136;ETF36;SMALL439,4,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_how-many-published-gate-claims-are-flat-in-gross_cloud.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-6W-a-grid-edge-or-a-real-optimum_B.result.md,U56;ETF36;SMALL439,3,False,False,False,True,U56;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.result.md,U56;B136;BSTK100;ETF36;SMALL439,5,True,True,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-RAND-beating-FWD-persistence-or-pick_C.result.md,U56;B136;BSTK100,3,False,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-06_is-RULES-v2-only-a-de-grossing-effect_C.result.md,U56;B136,2,False,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-06_is-breadth-a-small-cap-dummy-everywhere-in-the-record_cloud.result.md,U56;B136;BSTK100;ETF36;SMALL439,5,True,True,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-cadence-the-only-cost-chooser-on-other-books_cloud.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-n20-a-constant-or-a-grid-edge_C.result.md,U56;B136;BSTK100;ETF36,4,False,False,True,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud.result.md,U56;ETF36;SMALL439,3,True,True,False,True,U56;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.result.md,U56;B136;BSTK100,3,True,True,True,False,U56;B136,53.21619475295946,80.0,False
2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-the-gate-a-drawdown-instrument-on-every-panel_cloud.result.md,U56;B136;SMALL439,3,True,True,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud.result.md,U56;B136;SMALL439,3,True,True,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-the-m999-u56-buffer-book-a-4b-candidate_cloud.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-the-negative-exposure-timing-residual-a-general-property-of-gates_B.result.md,U56;B136;SMALL439,3,True,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud.result.md,U56;B136;SMALL439,3,True,True,True,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-the-reversal-share-a-function-of-n-over-n_elig_C.result.md,U56;B136;BSTK100;ETF36;SMALL439,5,True,True,True,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-the-sharpe-cagr-reversal-a-PANEL-property_C.result.md,U56;B136;BSTK100;ETF36;SMALL439,5,True,True,True,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.result.md,U56;B136,2,False,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_is-the-vol20-half-the-whole-small-panel-inversion_cloud.result.md,U56;SMALL439,2,False,False,False,True,U56;SMALL439,105.38441200700237,384.0,False
2026-09-06_is-within-stratum-CORR-a-SECTOR-concentration-proxy_C.result.md,BSTK100;SMALL439,2,True,False,False,True,SMALL439,,,
2026-09-06_keep-candidate-universe-robustness_cloud.result.md,U56;B136,2,False,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_locate-the-band-width-ceiling_cloud.result.md,U56;B136,2,False,False,False,True,U56;B136,53.21619475295946,80.0,False
2026-09-06_monthly-drawdown-cost_cloud.result.md,U56;B136,2,True,False,False,False,U56;B136,53.21619475295946,80.0,False
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.result.md,U56;B136;SMALL439,3,False,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_cloud.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_persistence-vs-cost-as-a-required-column_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B.result.md,U56;B136;SMALL439,3,True,False,False,True,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_price-the-post-crash-re-entry-lag_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.result.md,U56;B136;SMALL439,3,False,False,False,False,U56;B136;SMALL439,105.38441200700237,384.0,False
