panel,gate,freq,m,bps,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn_yr,gross,v4a,v4b,keep4a,keep4b
u56,none,W,0,10,0.13729224836932907,1.122754339101653,-0.1854560764142037,1.1539695990677792,1.1008892219358728,1.0709884933107376,0.14916901913527392,1.1636372761187481,-0.1854560764142037,9.529442052824294,0.7451073076879634,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,0,25,0.12115535710798908,1.0045974391718675,-0.18641601402042973,1.0283377833930927,0.988676548498481,0.9455512030583582,0.13291726175470253,1.0506987558934098,-0.18641601402042973,9.529442052824294,0.7451073076879634,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,2,10,0.13954227260292495,1.137183287859285,-0.18465917926985076,1.1771640201918827,1.1079625881064181,1.096391517661218,0.15049054566265263,1.1699141478567674,-0.18465917926985076,6.833655731614206,0.7456766779238729,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,2,25,0.12792488549415615,1.0526461128535163,-0.18544593658240993,1.086541286531539,1.0282833932402322,1.0051779630481956,0.13893531085404898,1.0901909651554433,-0.1854459365824097,6.833655731614206,0.7456766779238729,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,5,10,0.1398239318799448,1.1346031784841881,-0.18699876468021392,1.156372903947241,1.1214635070336376,1.0617534358866074,0.15452925585541832,1.1912633485955422,-0.18699876468021392,5.16377614591044,0.7462604913360833,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,5,25,0.1310340764688831,1.0711273943862736,-0.1876971149268486,1.0908664602393463,1.0594577078646292,0.9951265875157769,0.1455653020191523,1.1299895803974207,-0.1876971149268487,5.16377614591044,0.7462604913360833,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,10,10,0.13688052290313668,1.1025319370173354,-0.18923213338780176,1.14161146095224,1.074122745979241,1.0382318792970087,0.15040459569381803,1.1527546283086016,-0.18923213338780187,3.833384613240507,0.7469524791525797,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,10,25,0.1303640709241276,1.0558345471583908,-0.18975329437978206,1.094389938151642,1.027667548932623,0.9904665313888722,0.14362811553591137,1.1067552857286755,-0.18975329437978206,3.833384613240507,0.7469524791525797,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,15,10,0.13392831227112367,1.0754971613786297,-0.19033958861031586,1.1141046789810962,1.0470793102280247,1.0105261328736395,0.14706836773148213,1.1261837148227096,-0.19033958861031597,3.0496363282699455,0.747309481361276,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,15,25,0.1287545981999647,1.0385819019217393,-0.19086269412896062,1.0776937893046081,1.009555666144393,0.9740309237230105,0.1415560143706962,1.088884164343871,-0.19086269412896073,3.0496363282699455,0.747309481361276,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,20,10,0.1361182154344618,1.1016969813612576,-0.18793611926614595,1.1247224662002833,1.0856436273713972,1.0003714172917477,0.15210343102894242,1.1804848582760095,-0.18793611926614606,2.4363447269384158,0.7479664562112683,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,20,25,0.1319750837448559,1.07187767763604,-0.1883689800458348,1.0968717315494627,1.0539865286826848,0.9719723873741001,0.1476022198686333,1.1495414783427067,-0.1883689800458348,2.4363447269384158,0.7479664562112683,"KILL 4a(H1,H2,DD)",KEEP 4b,0,1
u56,none,W,30,10,0.12603112785262383,1.1881505277085367,-0.16686566567062233,1.4312680479882713,1.0616473028222186,1.3043162559439778,0.13750480456874103,1.145519433980876,-0.16686566567062244,1.5202087925118017,0.7481753729131578,"KILL 4a(H2,DD)",KEEP 4b,0,1
u56,none,W,30,25,0.12346507142464436,1.1661121295231414,-0.16713921910369367,1.4110640487203194,1.0377417364169148,1.2844882982421304,0.13433369836290288,1.1217380974956739,-0.16713921910369356,1.5202087925118017,0.7481753729131578,"KILL 4a(H2,DD)",KEEP 4b,0,1
