panel,family,mode,pick_theta,pick_gross,n_tied_IS,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD,beats_SPY_OOS,beats_V2_OOS,full_4a,full_4b,fail4b,p4b_0,p4b_10,p4b_25,p4a_10
U56,TREND,ROW,0.0,1.0,1,1.1047435774949808,0.12681530813545194,1.2764827179455562,-0.15910995440549058,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,True,-,True,True,True,False
U56,TREND,AGG,0.2,1.0,1,1.1450565244185655,0.1640629088130401,1.074993590582454,-0.29178987659422984,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,DDCAP,False,False,False,False
U56,TREND,HYB,0.3,1.0,1,1.119326668182932,0.1263835948463372,1.282964331636323,-0.15910995440549058,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,True,False,True,-,True,True,True,False
U56,VOL,ROW,0.0,1.0,1,1.0699291204621433,0.16129197741319,1.1760612803647095,-0.22163424097881612,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,DDCAP,False,False,False,False
U56,VOL,AGG,0.0,1.0,7,1.1115846897770838,0.183147726691123,1.127687895924075,-0.29178987659422995,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,DDCAP,False,False,False,False
U56,VOL,HYB,0.0,1.0,7,1.0699291204621433,0.16129197741319,1.1760612803647095,-0.22163424097881612,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,DDCAP,False,False,False,False
U56,MOM,ROW,0.0,1.0,1,0.9880393662564602,0.13500087802266947,1.07731401049443,-0.2559855745737133,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,DDCAP,False,False,False,False
U56,MOM,AGG,0.0,1.0,2,1.1115846897770838,0.183147726691123,1.127687895924075,-0.29178987659422995,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,DDCAP,False,False,False,False
U56,MOM,HYB,0.0,1.0,2,0.9880393662564602,0.13500087802266947,1.07731401049443,-0.2559855745737133,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,DDCAP,False,False,False,False
U56,DISP,ROW,0.0,1.0,1,0.9173633478385322,0.07964070654017141,0.8851378309064171,-0.19721225192260106,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,H2+CAGRFLOOR,False,False,False,False
