panel,family,mode,pick_theta,pick_gross,n_tied_IS,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD,beats_SPY_OOS,beats_V2_OOS,full_4a,full_4b,fail4b,p4b_0,p4b_10,p4b_25,p4a_10
U56,DISP,AGG,0.5,1.0,1,1.1279553847069388,0.1826648137076614,1.125747038063349,-0.29178987659422984,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,DDCAP,False,False,False,False
U56,DISP,HYB,0.5,1.0,1,0.9274349397395536,0.0794657400068639,0.8835571648197955,-0.19721225192260128,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,H2+CAGRFLOOR,False,False,False,False
B136,TREND,ROW,0.0,1.0,1,1.0927413254606886,0.1052418687479828,1.1048029424254944,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,True,-,True,True,False,False
B136,TREND,AGG,0.2,1.0,1,1.2031101048196027,0.1584990073152861,1.0584300924356385,-0.25585925708014334,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,DDCAP,False,False,False,False
B136,TREND,HYB,0.2,1.0,1,1.1023141987336946,0.10324747711536753,1.0888690367723977,-0.16157983013208954,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,CAGRFLOOR,True,False,False,False
B136,VOL,ROW,0.0,1.0,1,1.1575407931120674,0.15868538727426373,1.1101794438428567,-0.24512187484756198,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,True,False,False,DDCAP,False,False,False,False
B136,VOL,AGG,0.9,1.0,1,1.2351941580588275,0.14483080115248814,0.9915275123361598,-0.25585925708014334,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,DDCAP,False,False,False,False
B136,VOL,HYB,0.9,1.0,1,1.2160440127276355,0.13845550749219648,1.0001402127201116,-0.24512187484756198,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,DDCAP,False,False,False,False
B136,MOM,ROW,0.0,1.0,1,0.9814040994886527,0.12921754799571072,1.019734230795113,-0.2904058723230244,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,DDCAP,False,False,False,False
B136,MOM,AGG,0.1,1.0,1,1.1672071543533598,0.18387692910888553,1.090675723899892,-0.32721807417003745,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,DDCAP,False,False,False,False
B136,MOM,HYB,0.0,1.0,1,0.9814040994886527,0.12921754799571072,1.019734230795113,-0.2904058723230244,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,DDCAP,False,False,False,False
B136,DISP,ROW,0.0,1.0,1,1.052247413295181,0.08397583101821127,0.8949887299614666,-0.21649563779044456,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,H2+DDCAP+CAGRFLOOR,False,False,False,False
B136,DISP,AGG,0.0,1.0,6,1.1480533223119427,0.18387692910888553,1.090675723899892,-0.32721807417003745,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,DDCAP,False,False,False,False
B136,DISP,HYB,0.0,1.0,6,1.052247413295181,0.08397583101821127,0.8949887299614666,-0.21649563779044456,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,H2+DDCAP+CAGRFLOOR,False,False,False,False
SMALL663,TREND,ROW,0.0,1.0,1,0.8616474439860888,0.04917529473802751,0.5597606960643294,-0.18190591005629708,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H1+H2+OOS+CAGRFLOOR,False,False,False,False
SMALL663,TREND,AGG,0.5,1.0,1,1.1501901010109354,0.019530247697301606,0.2144490424857832,-0.342150292709836,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H2+OOS+DDCAP+CAGRFLOOR,False,False,False,False
SMALL663,TREND,HYB,0.5,1.0,1,0.9963029653076084,0.01868174379500509,0.26498925303421866,-0.1837042034004197,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H1+H2+OOS+CAGRFLOOR,False,False,False,False
SMALL663,VOL,ROW,0.0,1.0,1,0.9190729792791204,0.04489167042827158,0.3725591894115729,-0.2790697074309011,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H1+H2+OOS+DDCAP+CAGRFLOOR,False,False,False,False
SMALL663,VOL,AGG,0.5,0.5,1,1.0354989499902785,0.04966486494693667,0.5474790592494889,-0.18682375626607972,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H2+OOS+CAGRFLOOR,False,False,False,False
SMALL663,VOL,HYB,0.5,1.0,1,0.9360854442874373,0.04340267746111515,0.3640550814552024,-0.2790697074309011,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H1+H2+OOS+DDCAP+CAGRFLOOR,False,False,False,False
SMALL663,MOM,ROW,0.0,1.0,1,0.8805760396154615,0.0463923990805577,0.4718858445979492,-0.2816577590948375,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H1+H2+OOS+DDCAP+CAGRFLOOR,False,False,False,False
SMALL663,MOM,AGG,0.0,1.0,3,0.9741855198090669,0.11820633124301994,0.6075504408718139,-0.44156908327467614,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,True,False,False,H2+OOS+DDCAP,False,False,False,False
SMALL663,MOM,HYB,0.0,1.0,3,0.8805760396154615,0.0463923990805577,0.4718858445979492,-0.2816577590948375,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H1+H2+OOS+DDCAP+CAGRFLOOR,False,False,False,False
SMALL663,DISP,ROW,0.0,1.0,1,1.0000237963257068,0.04920158656551843,0.43781323965139923,-0.2802863579977054,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H2+OOS+DDCAP+CAGRFLOOR,False,False,False,False
SMALL663,DISP,AGG,0.0,1.0,6,0.9741855198090669,0.11820633124301994,0.6075504408718139,-0.44156908327467614,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,True,False,False,H2+OOS+DDCAP,False,False,False,False
SMALL663,DISP,HYB,0.0,1.0,6,1.0000237963257068,0.04920158656551843,0.43781323965139923,-0.2802863579977054,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263568,-0.13891550803383257,False,False,False,False,H2+OOS+DDCAP+CAGRFLOOR,False,False,False,False
