panel,anchor,ladder,chooser,seed,O_PICK,O_REACH,O_MARGIN,O_LEVEL,O_GAPRATIO,B_PPICK,B_PMAX,B_MODALRUNG,B_MODALMATCH,B_Q95,B_Q05,B_NULLMED,B_RECRANGE,B_SD,B_PCTRANK,B_BOOT95,B_GAPEXCEEDS,B_RESOLVED
U56,A,N,CH_ISSHARPE,0,8.0,0.0,0.010075850289503752,1.1761934023688503,0.06639360738822844,0.417,0.417,8.0,1.0,1.6528912602208938,0.6883005965364701,1.1681188954611765,0.9645906636844235,0.2953719573404588,0.514,0.17441109474209776,0.0,0.0
U56,A,N,CH_ISSHARPE,1,8.0,0.0,0.010075850289503752,1.1761934023688503,0.06639360738822844,0.437,0.437,8.0,1.0,1.7325775256806988,0.7239910120592503,1.1971796050814218,1.0085865136214487,0.30487750786051887,0.467,0.17037276916714952,0.0,0.0
U56,A,N,CH_ISSHARPE,2,8.0,0.0,0.010075850289503752,1.1761934023688503,0.06639360738822844,0.437,0.437,8.0,1.0,1.6993898591410102,0.7267187913370915,1.2014158177470753,0.9726710678039185,0.2979171112019176,0.467,0.16746875155226632,0.0,0.0
U56,A,N,CH_ISSHARPE,3,8.0,0.0,0.010075850289503752,1.1761934023688503,0.06639360738822844,0.401,0.401,8.0,1.0,1.6901140139937987,0.7286460436950989,1.1682668255150377,0.9614679702986997,0.2981219788254127,0.507,0.17308883492623653,0.0,0.0
U56,A,N,CH_ISSHARPE,4,8.0,0.0,0.010075850289503752,1.1761934023688503,0.06639360738822844,0.436,0.436,8.0,1.0,1.6844331209866221,0.7165562757355587,1.1901323541156112,0.9678768452510633,0.29060103453527025,0.473,0.17949874049163264,0.0,0.0
U56,A,N,CH_ISSHARPE,5,8.0,0.0,0.010075850289503752,1.1761934023688503,0.06639360738822844,0.419,0.419,8.0,1.0,1.659090762574766,0.6979116278942684,1.188378629103264,0.9611791346804975,0.29259614347066837,0.482,0.17338358799478057,0.0,0.0
U56,A,N,CH_ISSHARPE,6,8.0,0.0,0.010075850289503752,1.1761934023688503,0.06639360738822844,0.407,0.407,8.0,1.0,1.6603279115186456,0.7094264949470492,1.1729886887521597,0.9509014165715963,0.2932603088649855,0.505,0.17123659004712133,0.0,0.0
U56,A,N,CH_ISSHARPE,7,8.0,0.0,0.010075850289503752,1.1761934023688503,0.06639360738822844,0.424,0.424,8.0,1.0,1.6774264359719697,0.7124924672595636,1.1722380763087303,0.9649339687124059,0.29381205046319253,0.507,0.16255834632839827,0.0,0.0
U56,A,N,CH_ISCAGR,0,0.0,0.0,0.02352043405872628,0.18764666887742631,0.356246340061545,0.816,0.816,0.0,1.0,0.2966422685826431,0.09377785112681865,0.19254203785194224,0.20286441745582445,0.06132050326093232,0.47,0.06462833186945385,0.0,0.0
U56,A,N,CH_ISCAGR,1,0.0,0.0,0.02352043405872628,0.18764666887742631,0.356246340061545,0.812,0.812,0.0,1.0,0.29788939484204857,0.09147161734568957,0.1922130496847776,0.20641777749635898,0.06355996526126802,0.473,0.06654491196938665,0.0,0.0
U56,A,N,CH_ISCAGR,2,0.0,0.0,0.02352043405872628,0.18764666887742631,0.356246340061545,0.829,0.829,0.0,1.0,0.3008681543421689,0.08574451226294341,0.19517539781514504,0.2151236420792255,0.06389873415763049,0.456,0.06648338390264948,0.0,0.0
U56,A,N,CH_ISCAGR,3,0.0,0.0,0.02352043405872628,0.18764666887742631,0.356246340061545,0.781,0.781,0.0,1.0,0.29010940988421735,0.08756511378214514,0.18936516324078212,0.2025442961020722,0.06088465953901679,0.484,0.06347971749760681,0.0,0.0
U56,A,N,CH_ISCAGR,4,0.0,0.0,0.02352043405872628,0.18764666887742631,0.356246340061545,0.807,0.807,0.0,1.0,0.2951959774766965,0.08986895744205965,0.1932730118512942,0.20532702003463685,0.062060169188946405,0.468,0.06407096602825679,0.0,0.0
U56,A,N,CH_ISCAGR,5,0.0,0.0,0.02352043405872628,0.18764666887742631,0.356246340061545,0.815,0.815,0.0,1.0,0.29128743545526053,0.09317858586682119,0.18924986207930095,0.19810884958843938,0.060264381717368476,0.484,0.06452078689699849,0.0,0.0
U56,A,N,CH_ISCAGR,6,0.0,0.0,0.02352043405872628,0.18764666887742631,0.356246340061545,0.799,0.799,0.0,1.0,0.2886114838643481,0.08788752693773078,0.1883805237693621,0.2007239569266173,0.06212804211962608,0.497,0.06671174907700006,0.0,0.0
U56,A,N,CH_ISCAGR,7,0.0,0.0,0.02352043405872628,0.18764666887742631,0.356246340061545,0.791,0.791,0.0,1.0,0.29492893053603975,0.08627186322699348,0.1906281321376968,0.20865706730904626,0.0628002309778489,0.482,0.0651788567303904,0.0,0.0
U56,A,N,CH_ISDD,0,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.924,0.924,8.0,1.0,-0.0863161881774892,-0.18963601266621918,-0.12673717177291405,0.10331982448872998,0.031175071581549495,0.515,0.03322970084638473,0.0,1.0
U56,A,N,CH_ISDD,1,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.936,0.936,8.0,1.0,-0.0915807209761275,-0.18947071244787878,-0.12730211434901623,0.09788999147175129,0.03009909110534132,0.52,0.03319870208689247,0.0,1.0
U56,A,N,CH_ISDD,2,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.929,0.929,8.0,1.0,-0.09433268950513737,-0.18910686972711432,-0.1241485197038012,0.09477418022197695,0.03293029742361952,0.477,0.034400155102843215,0.0,1.0
U56,A,N,CH_ISDD,3,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.925,0.925,8.0,1.0,-0.09437132337791097,-0.18786821556052455,-0.12337574011137009,0.09349689218261356,0.030663390683860536,0.464,0.03583174982549604,0.0,1.0
U56,A,N,CH_ISDD,4,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.937,0.937,8.0,1.0,-0.09831392130405871,-0.1887013686725823,-0.12734650210611098,0.09038744736852361,0.030082158112955223,0.518,0.03449577897661731,0.0,1.0
U56,A,N,CH_ISDD,5,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.927,0.927,8.0,1.0,-0.09577158959633993,-0.18332851444774012,-0.12411118756166628,0.0875569248514002,0.02951525241687459,0.483,0.03344333790852483,0.0,1.0
U56,A,N,CH_ISDD,6,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.934,0.934,8.0,1.0,-0.09133176188897256,-0.17994884054758417,-0.12316403432625,0.08861707865861161,0.027763103584734963,0.467,0.032490839367564965,0.0,1.0
U56,A,N,CH_ISDD,7,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.921,0.921,8.0,1.0,-0.09529774103204246,-0.1884599370553403,-0.12570020573635582,0.09316219602329785,0.030283930166132515,0.499,0.03251969432807176,0.0,1.0
U56,A,H,CH_ISSHARPE,0,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.423,0.423,3.0,1.0,1.622444180877715,0.6650854096368713,1.147984553704579,0.9573587712408437,0.28923808185097666,0.479,0.15746559078253064,0.0,0.0
U56,A,H,CH_ISSHARPE,1,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.453,0.453,3.0,1.0,1.6863142112557301,0.6867059070347074,1.1508340400481676,0.9996083042210226,0.3057876701367244,0.472,0.16566571671418934,0.0,0.0
U56,A,H,CH_ISSHARPE,2,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.431,0.431,3.0,1.0,1.6617693107596236,0.6632124054237405,1.1444314986950173,0.9985569053358829,0.3073368885620485,0.485,0.15100343377202494,0.0,0.0
U56,A,H,CH_ISSHARPE,3,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.44,0.44,3.0,1.0,1.650376239671137,0.6552944182952309,1.1348862029875515,0.9950818213759061,0.3064192057413959,0.494,0.1519700013108851,0.0,0.0
U56,A,H,CH_ISSHARPE,4,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.43,0.43,3.0,1.0,1.6702186581906995,0.6977343722878351,1.1409598888310655,0.9724842859028642,0.2958775382615766,0.487,0.16572650535699815,0.0,0.0
U56,A,H,CH_ISSHARPE,5,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.449,0.449,3.0,1.0,1.649910431423964,0.6855351290220936,1.1671115704807544,0.9643753024018706,0.2954443608068831,0.455,0.16183438388941276,0.0,0.0
U56,A,H,CH_ISSHARPE,6,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.437,0.437,3.0,1.0,1.6739182758925009,0.669376986936902,1.15060879914513,1.004541288955599,0.3032889077827984,0.477,0.15321284336407148,0.0,0.0
U56,A,H,CH_ISSHARPE,7,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.437,0.437,3.0,1.0,1.6999094130114372,0.6650677416903438,1.1543889501747744,1.0348416713210935,0.31267102557853477,0.476,0.16141451056470388,0.0,0.0
U56,A,H,CH_ISCAGR,0,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.482,0.482,3.0,1.0,0.20023829783220629,0.08605853698991899,0.14405020983701622,0.11417976084228729,0.034711392114310624,0.48,0.018142586499568156,0.0,0.0
U56,A,H,CH_ISCAGR,1,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.523,0.523,3.0,1.0,0.19976492017088554,0.08492051630672698,0.14344659614998112,0.11484440386415856,0.03568710030808392,0.487,0.020060446104409588,0.0,0.0
U56,A,H,CH_ISCAGR,2,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.53,0.53,3.0,1.0,0.2044402446262783,0.08472127994165125,0.1440491649408594,0.11971896468462705,0.03729213852156706,0.465,0.020614634019334614,0.0,0.0
U56,A,H,CH_ISCAGR,3,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.526,0.526,3.0,1.0,0.20669103993938814,0.08552420609167996,0.14522732537187022,0.12116683384770818,0.03598209415732649,0.467,0.020183683712245003,0.0,0.0
U56,A,H,CH_ISCAGR,4,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.5,0.5,3.0,1.0,0.20243338304397485,0.08305401676669837,0.14642743127208524,0.11937936627727647,0.036106655779889064,0.462,0.018977588230240403,0.0,0.0
U56,A,H,CH_ISCAGR,5,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.523,0.523,3.0,1.0,0.20499939658859465,0.07969478211344586,0.142291530002718,0.1253046144751488,0.03731416913585716,0.491,0.018278267843372296,0.0,0.0
U56,A,H,CH_ISCAGR,6,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.501,0.501,3.0,1.0,0.2022289258272697,0.08156782121766085,0.144302220061716,0.12066110460960885,0.036799226546777024,0.469,0.02069870059643429,0.0,0.0
U56,A,H,CH_ISCAGR,7,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.519,0.519,3.0,1.0,0.20262129630562262,0.08642736086839202,0.14627706781828187,0.11619393543723061,0.0349274059575015,0.452,0.019433592095333803,0.0,0.0
U56,A,H,CH_ISDD,0,0.0,0.0,0.009795445394983004,-0.11825916304387041,0.2305712256274721,0.521,0.521,0.0,1.0,-0.10393147242454137,-0.20991778959224885,-0.13797540127829855,0.10598631716770748,0.032791481607499715,0.798,0.032966719431542786,0.0,0.0
U56,A,H,CH_ISDD,1,0.0,0.0,0.009795445394983004,-0.11825916304387041,0.2305712256274721,0.545,0.545,0.0,1.0,-0.10254810262421242,-0.2042351094494352,-0.13980643345242533,0.10168700682522278,0.03203851197427854,0.78,0.03046133761660787,0.0,0.0
U56,A,H,CH_ISDD,2,0.0,0.0,0.009795445394983004,-0.11825916304387041,0.2305712256274721,0.511,0.511,0.0,1.0,-0.1026401715315497,-0.20238741178850878,-0.13870883285357194,0.0997472402569591,0.03122069702141162,0.786,0.03174679487311972,0.0,0.0
U56,A,H,CH_ISDD,3,0.0,0.0,0.009795445394983004,-0.11825916304387041,0.2305712256274721,0.538,0.538,0.0,1.0,-0.10274181689082222,-0.20943954446654633,-0.13792653246358288,0.10669772757572411,0.03363266323915806,0.798,0.034967694580363744,0.0,0.0
U56,A,H,CH_ISDD,4,0.0,0.0,0.009795445394983004,-0.11825916304387041,0.2305712256274721,0.516,0.516,0.0,1.0,-0.10020395192158227,-0.20605725912097533,-0.13746063732833602,0.10585330719939307,0.035118991152322566,0.748,0.03319137848541088,0.0,0.0
U56,A,H,CH_ISDD,5,0.0,0.0,0.009795445394983004,-0.11825916304387041,0.2305712256274721,0.524,0.524,0.0,1.0,-0.10336150543515221,-0.19999062301948267,-0.13634395155383305,0.09662911758433045,0.031621308869943646,0.774,0.03018911163236615,0.0,0.0
U56,A,H,CH_ISDD,6,0.0,0.0,0.009795445394983004,-0.11825916304387041,0.2305712256274721,0.545,0.545,0.0,1.0,-0.10392227210872147,-0.203680224864339,-0.1396794247077085,0.09975795275561754,0.032233672992952295,0.775,0.03185915784630773,0.0,0.0
U56,A,H,CH_ISDD,7,0.0,0.0,0.009795445394983004,-0.11825916304387041,0.2305712256274721,0.533,0.533,0.0,1.0,-0.10393147242454115,-0.2067659618328336,-0.138723927727747,0.10283448940829246,0.03222546547341159,0.768,0.03350409498043275,0.0,0.0
U56,A,GROSS,CH_ISSHARPE,0,9.0,1.0,0.00010871105610932297,1.1118991984993762,0.07795950761834587,0.726,0.726,9.0,1.0,1.613881624761227,0.6435281350946288,1.126347151434484,0.9703534896665983,0.3016655694630444,0.489,0.0004448745461762992,0.0,0.0
U56,A,GROSS,CH_ISSHARPE,1,9.0,1.0,0.00010871105610932297,1.1118991984993762,0.07795950761834587,0.751,0.751,9.0,1.0,1.599418674190927,0.6434529637679021,1.142222782563965,0.9559657104230249,0.3005664937167852,0.45,0.00044118632925271845,0.0,0.0
U56,A,GROSS,CH_ISSHARPE,2,9.0,1.0,0.00010871105610932297,1.1118991984993762,0.07795950761834587,0.746,0.746,9.0,1.0,1.629754896988496,0.6208887345561231,1.1029521701561407,1.0088661624323731,0.30303736847431156,0.511,0.00043196864945119467,0.0,0.0
U56,A,GROSS,CH_ISSHARPE,3,9.0,1.0,0.00010871105610932297,1.1118991984993762,0.07795950761834587,0.755,0.755,9.0,1.0,1.62320774247364,0.6616700935430712,1.1202632679690332,0.9615376489305687,0.2912398746350463,0.488,0.00047450952204634573,0.0,0.0
U56,A,GROSS,CH_ISSHARPE,4,9.0,1.0,0.00010871105610932297,1.1118991984993762,0.07795950761834587,0.735,0.735,9.0,1.0,1.6189513915780598,0.6278816292744503,1.1341549341854393,0.9910697623036095,0.3090079390063173,0.47,0.00045554539254755703,0.0,0.0
U56,A,GROSS,CH_ISSHARPE,5,9.0,1.0,0.00010871105610932297,1.1118991984993762,0.07795950761834587,0.753,0.753,9.0,1.0,1.6311995383720457,0.6112917426852073,1.1180270268310188,1.0199077956868385,0.30856641461722145,0.487,0.0004873154048269157,0.0,0.0
U56,A,GROSS,CH_ISSHARPE,6,9.0,1.0,0.00010871105610932297,1.1118991984993762,0.07795950761834587,0.751,0.751,9.0,1.0,1.578979739293169,0.5889270242048354,1.08045970577329,0.9900527150883336,0.30433630845457077,0.547,0.00048754708958569364,0.0,0.0
U56,A,GROSS,CH_ISSHARPE,7,9.0,1.0,0.00010871105610932297,1.1118991984993762,0.07795950761834587,0.741,0.741,9.0,1.0,1.6555221560727993,0.6037481743518184,1.1289230199300384,1.0517739817209808,0.31637091961048047,0.474,0.0004512722363911314,0.0,0.0
U56,A,GROSS,CH_ISCAGR,0,9.0,1.0,0.009332333869261245,0.1391140719342452,0.11136984134566874,1.0,1.0,9.0,1.0,0.2022889640356486,0.07479005035249955,0.13951099728111283,0.12749891368314903,0.03787273601839489,0.491,0.014117877186718275,0.0,1.0
U56,A,GROSS,CH_ISCAGR,1,9.0,1.0,0.009332333869261245,0.1391140719342452,0.11136984134566874,1.0,1.0,9.0,1.0,0.19887963951350185,0.07814536689764942,0.14111612852359867,0.12073427261585241,0.03710503053823383,0.481,0.013948830513298892,0.0,1.0
U56,A,GROSS,CH_ISCAGR,2,9.0,1.0,0.009332333869261245,0.1391140719342452,0.11136984134566874,1.0,1.0,9.0,1.0,0.20242836405546066,0.07928864586608567,0.14042869224741306,0.123139718189375,0.0377374528094226,0.485,0.014218691184376818,0.0,1.0
U56,A,GROSS,CH_ISCAGR,3,9.0,1.0,0.009332333869261245,0.1391140719342452,0.11136984134566874,0.999,0.999,9.0,1.0,0.20203090729379686,0.08050766712762061,0.1400616525920786,0.12152324016617626,0.037386580190005854,0.491,0.014145603920133086,0.0,1.0
U56,A,GROSS,CH_ISCAGR,4,9.0,1.0,0.009332333869261245,0.1391140719342452,0.11136984134566874,1.0,1.0,9.0,1.0,0.20033726841826752,0.08394969353515602,0.13854370030799312,0.11638757488311151,0.03596678620058418,0.503,0.014024378865608075,0.0,1.0
U56,A,GROSS,CH_ISCAGR,5,9.0,1.0,0.009332333869261245,0.1391140719342452,0.11136984134566874,0.999,0.999,9.0,1.0,0.20147173942900903,0.07584380692241124,0.13989740362495806,0.1256279325065978,0.03780303252229492,0.483,0.01415665608014429,0.0,1.0
U56,A,GROSS,CH_ISCAGR,6,9.0,1.0,0.009332333869261245,0.1391140719342452,0.11136984134566874,0.999,0.999,9.0,1.0,0.19907505181634397,0.07768213592108911,0.13784840252369612,0.12139291589525486,0.03750614993152587,0.508,0.01395302517168909,0.0,1.0
U56,A,GROSS,CH_ISCAGR,7,9.0,1.0,0.009332333869261245,0.1391140719342452,0.11136984134566874,1.0,1.0,9.0,1.0,0.2041015133627968,0.07318877608082446,0.14143580294919056,0.13091273728197236,0.03847205066958719,0.477,0.014362836058795537,0.0,1.0
U56,A,GROSS,CH_ISDD,0,0.0,0.0,0.009343484377417388,-0.056833405210360066,0.1129953920708287,1.0,1.0,0.0,1.0,-0.04391907561824112,-0.09579720170825605,-0.06275561074576952,0.05187812609001493,0.01669178903097624,0.652,0.015505506879903905,0.0,1.0
U56,A,GROSS,CH_ISDD,1,0.0,0.0,0.009343484377417388,-0.056833405210360066,0.1129953920708287,1.0,1.0,0.0,1.0,-0.047010984036722825,-0.09825668061032816,-0.06207044794118427,0.05124569657360535,0.016751453483588696,0.648,0.015792351114163487,0.0,1.0
U56,A,GROSS,CH_ISDD,2,0.0,0.0,0.009343484377417388,-0.056833405210360066,0.1129953920708287,1.0,1.0,0.0,1.0,-0.04438626066981863,-0.09694481168233589,-0.06199417107463734,0.05255855101251726,0.01640159119309364,0.631,0.015574489745167976,0.0,1.0
U56,A,GROSS,CH_ISDD,3,0.0,0.0,0.009343484377417388,-0.056833405210360066,0.1129953920708287,1.0,1.0,0.0,1.0,-0.043828828100828464,-0.09374479362642615,-0.06180159735266999,0.04991596552559768,0.015703746066028465,0.629,0.015064660105395054,0.0,1.0
U56,A,GROSS,CH_ISDD,4,0.0,0.0,0.009343484377417388,-0.056833405210360066,0.1129953920708287,1.0,1.0,0.0,1.0,-0.045110106851265576,-0.09741610092425927,-0.06260548072377026,0.0523059940729937,0.01693122664395405,0.648,0.015687169497843788,0.0,1.0
U56,A,GROSS,CH_ISDD,5,0.0,0.0,0.009343484377417388,-0.056833405210360066,0.1129953920708287,1.0,1.0,0.0,1.0,-0.043597019715383434,-0.09379050046873247,-0.06181846784152201,0.050193480753349035,0.015801692812405406,0.631,0.015143141924630154,0.0,1.0
U56,A,GROSS,CH_ISDD,6,0.0,0.0,0.009343484377417388,-0.056833405210360066,0.1129953920708287,1.0,1.0,0.0,1.0,-0.04583882332150249,-0.09770996485382896,-0.06324304039845052,0.051871141532326484,0.0162377395382675,0.66,0.015633070414883498,0.0,1.0
U56,A,GROSS,CH_ISDD,7,0.0,0.0,0.009343484377417388,-0.056833405210360066,0.1129953920708287,1.0,1.0,0.0,1.0,-0.0449320476718671,-0.09756553152936197,-0.061608950857810096,0.05263348385749486,0.016424091355376196,0.642,0.015566642205641702,0.0,1.0
U56,A,CADENCE,CH_ISSHARPE,0,1.0,1.0,0.007844393578117836,1.1118991984993762,0.2162853271373104,0.303,0.303,1.0,1.0,1.5972904992829682,0.639269042219269,1.115375431547084,0.9580214570636993,0.2970819720850007,0.495,0.14849013108411352,0.0,0.0
U56,A,CADENCE,CH_ISSHARPE,1,1.0,1.0,0.007844393578117836,1.1118991984993762,0.2162853271373104,0.275,0.307,3.0,0.0,1.6471763623146485,0.6609621865545171,1.1113072997818647,0.9862141757601314,0.30163453173274885,0.501,0.15687104528863316,0.0,0.0
U56,A,CADENCE,CH_ISSHARPE,2,1.0,1.0,0.007844393578117836,1.1118991984993762,0.2162853271373104,0.288,0.31,2.0,0.0,1.6311645213678045,0.6393248854021041,1.0953402713669482,0.9918396359657004,0.30137134589917836,0.523,0.1500821122725162,0.0,0.0
U56,A,CADENCE,CH_ISSHARPE,3,1.0,1.0,0.007844393578117836,1.1118991984993762,0.2162853271373104,0.267,0.321,2.0,0.0,1.6254059162891723,0.5956915932942518,1.092225569613971,1.0297143229949204,0.31058888331827234,0.523,0.1526316023565061,0.0,0.0
U56,A,CADENCE,CH_ISSHARPE,4,1.0,1.0,0.007844393578117836,1.1118991984993762,0.2162853271373104,0.296,0.317,2.0,0.0,1.643212813660229,0.610841069636644,1.1207438144060804,1.032371744023585,0.3141733541793753,0.489,0.14723401667995198,0.0,0.0
U56,A,CADENCE,CH_ISSHARPE,5,1.0,1.0,0.007844393578117836,1.1118991984993762,0.2162853271373104,0.282,0.303,2.0,0.0,1.5741173273323197,0.6293943850299426,1.0974742000416622,0.9447229423023771,0.28907634679388267,0.526,0.15217116612768208,0.0,0.0
U56,A,CADENCE,CH_ISSHARPE,6,1.0,1.0,0.007844393578117836,1.1118991984993762,0.2162853271373104,0.274,0.313,3.0,0.0,1.6751382986574208,0.6620118735100866,1.1387380584263598,1.0131264251473342,0.30636406133410743,0.469,0.15220596415312895,0.0,0.0
