vs,seed,dSharpe,dSharpe_se,dSharpe_lo,dSharpe_hi,dMaxDD_pp,dMaxDD_se_pp,dMaxDD_lo_pp,dMaxDD_hi_pp
ALPHA,0,-0.01659603052601802,0.027279264166714372,-0.07080767916051711,0.03625326031826845,-0.7585053485610843,0.7000500031596449,-2.1569571314795324,0.542940886907548
RAND,0,0.01346495420404447,0.04069974631640664,-0.06604539606926248,0.09113946321239562,-0.4282942028465719,0.7713027898343685,-2.2772975029887346,0.935262034226916
RAND,1,0.03398961142380458,0.03927772044571572,-0.04368885535597401,0.11081787740662653,-0.521101629458405,0.7643632488599741,-2.1350303752316546,1.0743982065026485
RAND,2,0.04361772304048015,0.03706217696776675,-0.03166490924849416,0.1138578913587909,-0.18013588865410277,0.84555554326328,-2.031971042162148,1.6404874101333546
RAND,3,0.059449358623093355,0.03711498611271436,-0.015601680161115041,0.12892923030282316,-0.46056868600239753,0.7946183252130602,-2.365168825036005,1.0137746518831627
RAND,4,0.03015027459784896,0.035732017246555586,-0.041770163923347675,0.09943634619071279,-0.19557331353236873,0.7904043068848846,-2.2246974153473653,1.265433967012704
RANDSTATIC,0,0.011958470325635863,0.03752548378693317,-0.06060409808535951,0.08332401633057591,-0.8132329103235291,0.8505181348486724,-2.7447784518374574,0.7671894648860677
RANDSTATIC,1,0.06745076287856477,0.03920732754348645,-0.014046733634236558,0.143184475145646,-0.7817826765216692,0.9243481562703068,-2.8424743521950586,0.9381691091399077
RANDSTATIC,2,0.036368271898790556,0.02926906995753659,-0.021418584631685327,0.09584883578598427,-0.44415174327702456,0.603193902107886,-1.599580190198719,0.8179646824313271
RANDSTATIC,3,0.05279434277230321,0.03687977724965724,-0.023127187320139703,0.12264650035297762,-0.07294348084412819,0.9500138976519114,-1.7656074941155362,2.1265032306743064
RANDSTATIC,4,0.0011071081246436002,0.029625676530605688,-0.057784365792251664,0.05656578885049956,-0.46870814851722326,0.6355422479872167,-1.8057875357123803,0.8246648171949031
REVMADIST,0,0.11197980178485509,0.0684308740202251,-0.02983843479211369,0.24376813596028354,-1.232024650367935,1.3833932892249108,-4.258822685030735,1.4117000617826863
