uni,book,n,ladder,cost,pick,n_elig,ctl_OOS_CAGR,ctl_OOS_Sharpe,ctl_OOS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_rate,OOS_rate,OOS_dMaxDD,spearman_IS_OOS,n_both,spy_OOS_Sharpe,v2_OOS_Sharpe,v1_OOS_Sharpe,spy_OOS_CAGR,v2_OOS_CAGR
universe.json(56),TOP10,10,True,10.0,band3-dg,8,0.1774159608732273,1.0442432489520044,-0.2409174494743055,0.16929271945877544,1.0195514135946309,-0.23141692183774099,0.13880541330794482,0.8550305546386809,0.9500527636564504,-0.6121212121212121,10,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOP10,10,True,25.0,band3-dg,6,0.15483044412488955,0.9305864184715728,-0.24207777084199955,0.14729544978649245,0.9059656535665211,-0.23268069913406653,0.11614509389272071,0.801844933463267,0.9397071707933025,-0.4666666666666666,9,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOP20,20,True,10.0,ddctl-8/.5/recover,2,0.16638958865609776,1.1676752607259366,-0.22210408719864583,0.11916531684602782,1.0513995671478398,-0.16561879723114092,2.114821497577796,0.8360454879002536,5.648528996750491,-0.5,7,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOP20,20,True,25.0,ddctl-8/.5/recover,2,0.15087237124064035,1.0721876011978528,-0.22340270136729112,0.10248478192926624,0.9253098353893306,-0.16679038072120722,1.8334742867399463,0.8547183503370704,5.66123206460839,-0.11666666666666665,9,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOP3,3,True,10.0,g200-dg,10,0.25344365795822466,0.9662120706673085,-0.34495020802748455,0.2543239155317154,0.9689990292870246,-0.3449502080274848,-0.2578482276059539,,-2.220446049250313e-14,-0.9047619047619048,8,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOP3,3,True,25.0,g200-dg,8,0.22071444555710085,0.8692990293047361,-0.35401304533986,0.22167506916898305,0.8723928484076753,-0.3601526504437097,-0.2785701653298875,,-0.6139605103849699,-0.7857142857142859,7,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOP40,40,True,10.0,ebud-0.10,12,0.1420936822507437,1.1503321563698075,-0.21562651640970665,0.1420874254078841,1.150778488093924,-0.21586375771585053,-0.07122017142038368,,-0.023724130614388717,0.5104895104895105,12,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOP40,40,True,25.0,ebud-0.10,12,0.13418662012755034,1.0934765013560466,-0.21649504883309345,0.13419211790799923,1.0939615215637053,-0.21670119019973277,-0.06798661960520568,,-0.020614136663932303,0.5454545454545455,12,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOP5,5,True,10.0,stop15,5,0.2367487417576113,1.0611445199173895,-0.28454186458370456,0.20976078870181958,0.9973649269492633,-0.3155662909811493,0.49700360758433904,,-3.1024426397444738,-0.3714285714285715,6,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOP5,5,True,25.0,stop15,5,0.20843415839027846,0.9578019231473406,-0.2847131759570156,0.17719054809132362,0.8698585126997255,-0.31880950228563276,0.6208560490966432,,-3.4096326328617144,0.08571428571428573,6,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOPall,56,True,10.0,band3-rw,9,0.1381731378987332,1.1357379992068701,-0.2252589051154077,0.13410612540663402,1.2025269424250273,-0.17714790237343914,0.6659226105746371,0.08453393735964286,4.811100274196855,0.41958041958041964,12,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),TOPall,56,True,25.0,band3-rw,7,0.13671134762230652,1.1250416500196643,-0.22547617750089244,0.12679061450189266,1.1426969456337832,-0.1789056935800939,1.1456671816075013,0.21302619782276355,4.657048392079854,0.46363636363636374,11,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),V1u,5,False,10.0,ebud-0.10,3,0.07167644913632909,0.7135835570891119,-0.15672092223908363,0.02547677147011851,0.5179719749810424,-0.09312654363785,0.36097338504385806,0.7264742369117887,6.3594378601233625,0.7999999999999999,4,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe.json(56),V1u,5,False,25.0,ebud-0.10,3,0.032674555494910607,0.3592038657013107,-0.19948029385500987,0.009515797736436848,0.21069454724710715,-0.11081637294244429,0.0730301344052739,0.26119708580575146,8.866392091256559,0.0,4,0.8820107671822842,1.285072363206482,0.747063834691694,0.15450717694493266,0.09534722887472857
universe_broad.json,TOP10,10,True,10.0,ddctl-8/.5/recover,2,0.1628288660061299,0.8534425957437469,-0.26014890056084927,0.12288274354147832,0.8302435499125264,-0.16895241130906746,2.2529870370710956,0.43802259047895414,9.119648925178181,1.0,3,0.8820239235972316,1.1185082795688426,0.5762505378038233,0.1545044425578177,0.07983337481604336
universe_broad.json,TOP10,10,True,25.0,ddctl-8/.5/recover,3,0.13518549597567442,0.7334538148772907,-0.2611332714434833,0.09327865372010447,0.6664626321104747,-0.18548657983398853,1.6804661643604422,0.5539811638016172,7.564669160949478,0.5,3,0.8820239235972316,1.1185082795688426,0.5762505378038233,0.1545044425578177,0.07983337481604336
universe_broad.json,TOP20,20,True,10.0,ebud-0.10,3,0.14862653950160798,0.9301240819488711,-0.2596966291762923,0.12228211061770566,0.8535342288080167,-0.2288828170330488,0.15696584518815193,0.8549551987087972,3.0813812143243524,-1.0,3,0.8820239235972316,1.1185082795688426,0.5762505378038233,0.1545044425578177,0.07983337481604336
