panel,axis,window,bucket,n,share,d_pp_yr,t,V2_Sharpe_cond,CG_Sharpe_cond,V2_gross,SPY_pp_yr
u56,state200,IS,below200,356,0.17737917289486796,-6.429367715300355,-0.7139384050270189,-2.2201350563218663,-0.4533499976064827,0.2745213967399453,-18.437533040749347
u56,state200,IS,above200,1651,0.8226208271051321,-0.549327865661282,-0.6631018553952288,1.694351781845457,1.9330254355876422,0.5823923550806691,22.716495914215535
u56,state200,OOS,below200,401,0.16488486842105263,-0.18245057035302348,-0.020483889327454256,-1.773423253717951,-0.7909046041076531,0.25639735683129244,-30.727710345812653
u56,state200,OOS,above200,2031,0.8351151315789473,-0.7287253663916722,-0.9272111038241321,1.8861171233255292,2.210670240720348,0.5922279483285684,25.257342767618795
u56,state200,FULL,below200,757,0.17053390403243973,-3.1202345909623364,-0.49238204004272795,-1.9459993450210222,-0.6422629392869249,0.26492068339335373,-24.947917584118414
u56,state200,FULL,above200,3682,0.8294660959675603,-0.6482839558251663,-1.135698049638983,1.8014102138966857,2.0869387749143242,0.5878176918233317,24.118033111190552
u56,voltercile_IS,IS,volHI,664,0.330842052815147,-6.672218239393386,-1.33483230684322,1.0975915728661363,1.266781502218009,0.39516031202669744,25.052473020028877
u56,voltercile_IS,IS,volMID,671,0.33432984554060785,0.8935448521713522,0.722320210916559,1.1121021721429323,1.1019446661945878,0.5750231460050121,12.623355313603572
u56,voltercile_IS,IS,volLO,672,0.33482810164424515,0.9449242593698334,0.9838100557409449,1.136042965527166,1.1169564579384597,0.6116553829204093,8.684612337999871
u56,voltercile_IS,OOS,volHI,783,0.32195723684210525,-3.9875381454675054,-0.8364767504412723,0.8182264912595606,0.8353556384452031,0.3947148947441443,19.831486780867948
u56,voltercile_IS,OOS,volMID,735,0.3022203947368421,-0.3211313922816641,-0.26564713605223045,1.0046097905901155,1.2085311742964706,0.5863273674068313,7.110105302177792
u56,voltercile_IS,OOS,volLO,914,0.37582236842105265,1.9749125201039726,2.423665913079179,2.3662213852912917,2.447371887201276,0.6188379929058915,19.936400181447056
u56,voltercile_IS,FULL,volHI,1447,0.32597431854021175,-5.2194853343871905,-1.5125228224801541,0.9342294641902463,1.0187775485601231,0.39491928802376786,22.2272952555071
u56,voltercile_IS,FULL,volMID,1406,0.3167380040549673,0.258561182418175,0.29903520990471744,1.0536508934625863,1.1582882627174924,0.5809325362826345,9.741250933519682
u56,voltercile_IS,FULL,volLO,1586,0.3572876774048209,1.53849883081435,2.476142440427124,1.82777190044096,1.8430551559765644,0.6157946676156997,15.168933957741817
u56,voltercile_FULL,IS,volHI,614,0.3059292476332835,-7.818723391524611,-1.4527712264034127,0.9983465385075606,1.2645267897537134,0.3822392011138357,26.40299478454112
u56,voltercile_FULL,IS,volMID,731,0.36422521175884404,1.1974588066480822,0.9866688244950954,1.2061128951245101,1.1586335830081353,0.573951593010249,12.658175974105001
u56,voltercile_FULL,IS,volLO,662,0.32984554060787247,1.1020522082819617,1.143194319131396,1.1199783439560755,1.0643360110149758,0.6117914071045591,8.272821083208571
u56,voltercile_FULL,OOS,volHI,738,0.3034539473684211,-4.5976733835591865,-0.9118400119946354,0.8263992472344724,0.8659064317165308,0.38524563405679524,19.633774756520054
u56,voltercile_FULL,OOS,volMID,796,0.32730263157894735,0.14227082932135102,0.12050202625652459,0.9674258635709942,1.098272144443115,0.584763064028136,7.124723966182916
u56,voltercile_FULL,OOS,volLO,898,0.3692434210526316,1.9227522038684128,2.3397217866843407,2.407785184704793,2.5096492598586186,0.6189839935906006,20.951943502193195
u56,voltercile_FULL,FULL,volHI,1352,0.30457310205001126,-6.060487514395554,-1.6469486416032135,0.8957493316420526,1.0336888737136054,0.3838802865516346,22.707961958594712
u56,voltercile_FULL,FULL,volMID,1527,0.3439963955845911,0.6474066586768458,0.7650805936874625,1.0774624215784203,1.1267907168663467,0.5795874351387611,9.773678398266114
u56,voltercile_FULL,FULL,volLO,1560,0.35143050236539763,1.5744807954849314,2.5180048857945025,1.8441036540871631,1.853056511719871,0.615931754966396,15.571444116701002
u56,ddbucket,IS,dd20+,302,0.1504733432984554,-5.074658386220803,-0.5937845318642918,0.545872133451717,0.780219561816975,0.4350908546698401,9.736586317376574
u56,ddbucket,IS,dd10-20,251,0.12506228201295466,3.898126404730133,0.5901284853988175,0.9571148305465744,0.3391891938305418,0.4783071854888998,4.879088388825387
u56,ddbucket,IS,dd5-10,211,0.10513203786746388,-11.058988559567187,-1.931680483900289,-1.4610966067435223,0.17945804967152637,0.4404167786082825,9.328869938248898
u56,ddbucket,IS,dd0-5,1243,0.6193323368211261,-0.24797387106484903,-0.27374219109333836,1.7969462005652646,1.9558816105652603,0.5751238242343139,19.957909236886294
u56,ddbucket,OOS,dd20+,56,0.023026315789473683,17.622340333693874,0.4292959261206058,-1.4416098399452626,-1.250024075329844,0.13579756666630513,-60.47832329602727
u56,ddbucket,OOS,dd10-20,333,0.13692434210526316,-6.775632073666056,-0.8459643186002267,-1.3893092030813066,-0.2569947511935883,0.3131637825877926,-15.208574709192005
u56,ddbucket,OOS,dd5-10,357,0.14679276315789475,-3.8904711249961954,-1.1791814016346793,-0.33180821065265687,0.09723103230218301,0.47008645454738684,-6.576333408736558
u56,ddbucket,OOS,dd0-5,1686,0.6932565789473685,0.655473734053697,0.8820703282226827,2.4932050161670034,2.8020785589384976,0.6084942085030876,29.522445920533986
u56,ddbucket,FULL,dd20+,358,0.08064879477359765,-1.5242898713738129,-0.15827637221822927,0.17459416411807993,0.1984996106332369,0.3882740274961028,-1.2467514992452569
u56,ddbucket,FULL,dd10-20,584,0.13156116242396937,-2.1881091659992014,-0.40688331802475386,-0.3414781009715539,-0.033619514220643694,0.3841415122593301,-6.575007179050968
u56,ddbucket,FULL,dd5-10,568,0.1279567470150935,-6.553423904387884,-2.2058594193746934,-0.6609164991364864,0.12742935604963748,0.45906479676014916,-0.6678863907542848
u56,ddbucket,FULL,dd0-5,2929,0.6598332957873395,0.2720714216049593,0.47310733272469185,2.2080164462562193,2.4379501291716403,0.59433258759285,25.463477297190156
broad,state200,IS,below200,356,0.17737917289486796,-6.584874885837075,-0.6600590694604564,-2.0015528747362232,-0.4090669791027245,0.2621311519674766,-18.442886076184774
broad,state200,IS,above200,1651,0.8226208271051321,-1.477635111205301,-1.996877082941686,1.6746425079147749,2.042775909969796,0.5958086213934324,22.718777464769893
broad,state200,OOS,below200,401,0.16488486842105263,-5.504279183757777,-0.5711840859871767,-2.266345648808121,-0.6592497291569229,0.28406163060241285,-30.733323115372762
broad,state200,OOS,above200,2031,0.8351151315789473,-1.5529957613949283,-2.088439636552267,1.8331531954244682,2.19047110020402,0.5766225757746979,25.25801987580534
broad,state200,FULL,below200,757,0.17053390403243973,-6.012458932688067,-0.8677680139607904,-2.1455825658995242,-0.5462576103000357,0.2737482218916634,-24.953408206586865
broad,state200,FULL,above200,3682,0.8294660959675603,-1.5192042259622622,-2.8799538515927017,1.758018580103898,2.121804415661185,0.5852255527753852,24.1194296475002
broad,voltercile_IS,IS,volHI,664,0.330842052815147,-7.421291952217729,-1.3535973860253594,1.131521670726638,1.2648499668725801,0.39630572109083745,26.158191465427254
broad,voltercile_IS,IS,volMID,671,0.33432984554060785,0.24414969224990402,0.22569577296946236,1.0973987167123298,1.191543758844866,0.5908490966304504,11.966461410125595
broad,voltercile_IS,IS,volLO,672,0.33482810164424515,-0.029579784501582943,-0.03670993506181825,1.0717433358094306,1.2403778505803684,0.6211190199071878,8.25074317258236
broad,voltercile_IS,OOS,volHI,783,0.32195723684210525,-7.346923408865981,-1.435513789047579,0.5697423274279961,0.8740548903703833,0.40328215186027494,19.8280781582765
broad,voltercile_IS,OOS,volMID,738,0.3034539473684211,-0.8085108116450165,-0.7324117321491583,0.7545705368163295,0.9554821000334948,0.5621935830899253,6.027245563036522
broad,voltercile_IS,OOS,volLO,911,0.3745888157894737,1.0844913985248286,1.4766582722147428,2.4722425666428687,2.6694911141708246,0.6085185247453557,20.857830268984312
broad,voltercile_IS,FULL,volHI,1447,0.32597431854021175,-7.381049678932023,-1.9733903420934797,0.8162497011639985,1.0459273841045853,0.40008080422315917,22.73284335243552
broad,voltercile_IS,FULL,volMID,1409,0.3174138319441316,-0.30720832895268735,-0.3967770648669811,0.9255625520249633,1.0720752242779366,0.5758400341798419,8.855644309237208
broad,voltercile_IS,FULL,volLO,1583,0.35661184951565666,0.6115565690910013,1.1247341446274624,1.825338129124051,1.9978514045141165,0.6138675662796269,15.505990389778933
broad,voltercile_FULL,IS,volHI,614,0.3059292476332835,-8.566898179653137,-1.4501577714773297,1.0321503031779422,1.2543895498373447,0.38180501763410174,26.390948943211832
broad,voltercile_FULL,IS,volMID,731,0.36422521175884404,0.5529129633220485,0.5127733706861318,1.1659991483957737,1.2190316676766042,0.5900041383088128,12.673894429919482
broad,voltercile_FULL,IS,volLO,662,0.32984554060787247,0.10892005764449864,0.1344075688870839,1.1003089761012936,1.2444188343840212,0.6212649820089092,8.269448144728258
broad,voltercile_FULL,OOS,volHI,738,0.3034539473684211,-7.765583602343326,-1.4336993171509798,0.5621836413676617,0.8789471727817828,0.394499974662405,19.63099849214566
broad,voltercile_FULL,OOS,volMID,796,0.32730263157894735,-0.6741893631776557,-0.6204230191860401,0.8005708687588944,0.9895269171630147,0.5616694803871515,7.504157752562833
broad,voltercile_FULL,OOS,volLO,898,0.3692434210526316,1.0092484271033635,1.362292515725054,2.421487913179464,2.6284881502793245,0.6089078814932646,20.616914632798046
broad,voltercile_FULL,FULL,volHI,1352,0.30457310205001126,-8.129494216594969,-2.0369782140697805,0.7659619176178677,1.0426745061171319,0.38873466133742113,22.70097598989317
