uni,cost,theta,conv,turn,gross,nheld,dCAGR,dMaxDD,price,priceable_abs,priceable_rel,dSharpe,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,m_H1,m_H2,m_OOS,m_DD,m_CAGR,pass4b,fail4b,pass4a,dmu_ann,t_vs_ctl,lev_CAGR,edge_vs_lever
universe.json,10.0,,control,0.8284430410038339,0.7499999999999996,54.1139896373057,0.0,0.0,,False,False,0.0,0.13269504597354542,1.1240306130524902,-0.2252589051154078,1.1901347982102557,1.0719486149777597,0.12609224011202858,1.1099714775734477,-0.12568116248617456,0.1381731378987332,1.1357379992068701,-0.2252589051154077,0.23351476560656426,0.23793267733531775,0.2537272320245859,-0.022955493415018235,0.026098731067579206,False,DD,False,,,,
universe.json,10.0,0.4,dg,2.0450503351384097,0.654195692851456,47.20995719756702,3.9079185583398957,8.795073556254785,0.44433040080269764,True,True,0.0060090903878387,0.09361586039014647,1.130039703440329,-0.13730816955285996,1.1336499504738182,1.1268422398528968,0.08461829223255268,1.0169534314627688,-0.0920318037284471,0.10109726136744657,1.2256188844461993,-0.13730816955285963,0.17702991787012679,0.2928263022104548,0.34360811726391505,0.06499524214752961,-0.01298045451581975,False,CAGR,True,-3.8593845524961035,-2.889492801545321,7.768849950059649,1.5927360889549975
universe.json,10.0,0.4,rw,3.49482227360587,0.7499999999999999,47.20995719756702,2.5102737751278914,5.218202636006975,0.4810609993959108,True,True,-0.02346139591203511,0.10759230822226651,1.100569217140455,-0.17307687875533806,1.0996515734208807,1.102819572857711,0.09644706844867201,0.9987903860440435,-0.11323618164418936,0.11687515339607679,1.1839575117475776,-0.17307687875533817,0.14303154081718927,0.26880363521526907,0.30194674456529336,0.02922653294505151,0.000995993316300292,True,-,False,-2.454406267186049,-2.2930767432489585,9.95226129512516,0.8069695271014918
universe.json,10.0,0.5,dg,1.653236647659975,0.6962729330986255,50.23631448524443,2.485717659889497,6.398965677617285,0.3884561638741399,True,True,0.014026469296803068,0.10783786937465045,1.1380570823492933,-0.16126924833923495,1.1652646975004717,1.1135196114769876,0.10000763547566782,1.0590971951191164,-0.10302891983624707,0.1143417054882343,1.2034128751728863,-0.16126924833923473,0.20864466489678024,0.27950367383454566,0.3214021079906021,0.04103416336115462,0.0012415544686842361,True,-,False,-2.4637881706984186,-2.356446795576658,9.223500312299704,1.5602866251653413
universe.json,10.0,0.5,rw,2.4048242893898135,0.7499999999999998,50.23631448524443,1.533624904631048,4.288976678898138,0.3575736170766601,True,True,-0.0007805299191567805,0.11735879692723494,1.1232500831333334,-0.18236913832642643,1.1444656674169091,1.1046660069632757,0.10897379762685433,1.0485599866246005,-0.12287501643651977,0.12432621758049556,1.1848913871112647,-0.18236913832642643,0.1878456348132177,0.2706500693208337,0.3028806199289805,0.01993427337396314,0.010762482021268727,True,-,False,-1.5115451715924493,-1.814401962092653,10.531503176346328,1.204376516377165
universe.json,10.0,0.6,dg,1.3889392825022588,0.7195869727805572,51.9168731696328,1.6823560073360833,5.641939616469882,0.2981875244508059,True,True,0.009282538363799997,0.11587148590018459,1.1333131514162902,-0.16883950895070898,1.1560773031960707,1.1132141292890845,0.10896293341195906,1.0696803035373745,-0.11952347254182905,0.12160514836284286,1.1858230418129767,-0.16883950895070898,0.19945727059237928,0.2791981916466425,0.3038122746306925,0.033463902749680585,0.009275170994218374,True,-,False,-1.668606980894694,-1.9008577430800186,9.690438494894458,1.896710095124
universe.json,10.0,0.6,rw,1.8575949311993638,0.7499999999999998,51.9168731696328,1.0629162381033286,4.14213293161384,0.2566108465498232,True,True,0.0013545800919962936,0.12206588359251214,1.1253851931444865,-0.1838375757992694,1.1409399977389243,1.1125121920932997,0.11394169856155933,1.0593503288121544,-0.1219515985968973,0.12881494606197363,1.1794861189314223,-0.18383757579926951,0.18431996513523285,0.2784962544508577,0.2974753517491381,0.018465835901120164,0.01546956868654592,True,-,False,-1.0497983297256395,-1.5286470191640937,10.623341108065231,1.5832472511859823
universe.json,10.0,0.8,dg,1.063224188842345,0.7390127119857437,53.319216039648566,1.1719664143237551,3.6510304675479888,0.3209960652864234,True,True,-0.020872059504837726,0.12097538183030787,1.1031585535476525,-0.18874860043992792,1.1801377357086846,1.0351566990253347,0.11878317028733054,1.0944641789120837,-0.11643295636608664,0.12278773197553816,1.1100615135611591,-0.1887486004399278,0.2235177031049932,0.20114076138289272,0.2280507463788749,0.013554811260461652,0.014379066924341655,True,-,False,-1.1314036197147055,-1.8992119911523326,10.9324957121277,1.1650424709030869
universe.json,10.0,0.8,rw,1.2681919439381424,0.7499999999999997,53.319216039648566,0.7681953263260155,1.6080237160647992,0.47772636600532525,True,False,-0.018478606798637554,0.12501309271028527,1.1055520062538526,-0.2091786679547598,1.1728864629657911,1.048322565595122,0.12066083623371693,1.0891499819018133,-0.12075943438486492,0.1286175052254157,1.1187008387220378,-0.2091786679547596,0.2162664303620997,0.21430662795268007,0.23669007153975363,-0.006875256254370243,0.01841677780431905,False,DD,False,-0.7341439524095795,-1.697470497200102,12.230883041634117,0.27042622939440975
universe.json,10.0,1.0,dg,0.9312736486153483,0.745537217037647,53.79071863032215,0.5376914061653526,1.5964926665074208,0.33679541249734474,True,False,-0.006404702852643496,0.1273181319118919,1.1176259101998467,-0.2092939784503336,1.1930012111437025,1.0540138761873845,0.12350820507330784,1.1097333664361493,-0.11950367793024963,0.13047199002091237,1.1240652600731367,-0.2092939784503337,0.23638117854001106,0.21999793854494254,0.24205449289085246,-0.006990566749944027,0.02072181700592568,False,DD,False,-0.5218386161828296,-1.6575487849126265,12.238284662748244,0.49352852844094564
