it,prem_total,prem_skill,prem_instr,sh_OOS,nl_OOS,rd_OOS,sh_OOS_CAGR,sh_OOS_MaxDD,regret,sh_4b,sh_4b_oos,sh_4a_v2,sh_4a_v1,beats_SPY_OOS,prem_total_xc,prem_skill_xc,cells_sh_gt_nl,cells_sh_gt_rd
0,0.05104063186134422,0.017226939915380286,0.03381369194596393,1.0443087414337429,0.9932681095723985,1.0270818015183625,0.1280580549919531,-0.189495899007846,-0.015414672460952072,20,22,0,18,39,0.0380379491549801,0.010327804116155923,28,33
1,0.05158764597394146,0.018545777103569496,0.033041868870371964,1.04485575554634,0.9932681095723985,1.0263099784427703,0.132086291033368,-0.19634139877010073,-0.012889352877954006,20,23,0,18,39,0.037829846163324,0.014708181780229191,27,33
2,0.054246710267752164,0.020314521531509342,0.033932188736242826,1.0475148198401507,0.9932681095723985,1.0272002983086412,0.13244337947806256,-0.19570889670434513,-0.010557860874069092,19,21,0,17,39,0.04006030768156774,0.01392375359443421,28,34
3,0.041625656720942206,0.037976809002824005,0.0036488477181182044,1.0348937662933406,0.9932681095723985,0.9969169572905167,0.13526820495980837,-0.20295612697634316,-0.007607709849133907,18,20,0,15,39,0.027128433490611482,0.03263511579322449,28,36
4,0.04229438474085749,0.016184849974259934,0.026109534766597556,1.035562494313256,0.9932681095723985,1.019377644338996,0.13403571924312685,-0.19972068233103027,-0.020351282090897163,22,22,0,17,39,0.029349291631158746,0.008284667223052641,27,32
5,0.054316823201483455,0.01827085441250229,0.03604596878898116,1.047584932773882,0.9932681095723985,1.02931407836138,0.13147332714949791,-0.1944473718671019,-0.01451921065927883,20,21,0,17,39,0.04013743190867215,0.013870412348078894,29,34
6,0.050413322480727094,0.027140164251088783,0.02327315822963832,1.0436814320531258,0.9932681095723985,1.0165412678020365,0.1302990331935803,-0.19346354061527607,-0.015193485679471552,17,18,0,18,39,0.03584358111584016,0.02219650359717631,23,34
7,0.04462853542393372,0.01794263310820423,0.026685902315729485,1.0378966449963325,0.9932681095723985,1.0199540118881278,0.12560933079094047,-0.18683324346586055,-0.015089785802138062,23,25,0,19,39,0.03806991054705501,0.01596061556343864,30,37
8,0.0521426032639021,0.026839066263772405,0.025303537000129692,1.0454107128363008,0.9932681095723985,1.0185716465725283,0.12530507506463426,-0.1852508446563401,-0.007285202835501093,24,25,0,20,39,0.0389669262471775,0.02287445763350695,30,39
9,0.043163687907573356,0.027391833687354247,0.01577185422021911,1.036431797479972,0.9932681095723985,1.0090399637926177,0.12689432362841746,-0.18912539081095267,-0.01317847768736598,25,27,0,18,39,0.028088117228568577,0.021464575189832875,31,33
10,0.04138373302823606,0.014772192870218191,0.026611540158017866,1.0346518426006346,0.9932681095723985,1.0198796497304163,0.12780541153108693,-0.19118389778483322,-0.022110449692414345,22,23,0,19,39,0.029040399044262498,0.010712056228883812,28,26
11,0.05343202068237493,0.019630288710002438,0.03380173197237248,1.0467001302547734,0.9932681095723985,1.027069841544771,0.12788339207745553,-0.1895881728423074,-0.014206194266459587,18,20,0,20,39,0.040668476858113874,0.013903223132565543,27,32
12,0.0530562628801347,0.022970267534962154,0.030085995345172548,1.0463243724525333,0.9932681095723985,1.0233541049175712,0.1309604115078908,-0.19395872432902372,-0.014110231168602504,20,22,0,17,39,0.039201363025844524,0.018020512757552516,29,34
13,0.03787554089425411,0.0146215020473996,0.023254038846854508,1.0311436504666527,0.9932681095723985,1.016522148419253,0.13366075169542768,-0.2005465274323837,-0.026427595084805352,15,17,0,16,39,0.02274653057566791,0.010290241895214594,25,28
14,0.0500291496737077,0.03759224030203195,0.012436909371675749,1.043297259246106,0.9932681095723985,1.0057050189440742,0.13254594412369983,-0.19667721830551674,-0.006961340928060914,21,22,0,17,39,0.03587153849877482,0.03372112939582363,29,35
15,0.049662577230466784,0.02218531447711788,0.027477262753348906,1.0429306868028654,0.9932681095723985,1.0207453723257474,0.13226587760271205,-0.19673983122011965,-0.007738674633838205,22,24,0,17,39,0.03596904605108851,0.018136469804037943,27,34
16,0.05200267121477881,0.034864918368613766,0.017137752846165047,1.0452707807871773,0.9932681095723985,1.0104058624185637,0.12789926833960005,-0.18857151784177184,-0.014822313029516272,20,21,0,19,39,0.037810998866494576,0.028238506631223993,31,35
17,0.05107431005358321,0.03961382758063329,0.011460482472949934,1.0443424196259818,0.9932681095723985,1.0047285920453484,0.13149814152252923,-0.19631292021661387,-0.009795416311639476,21,22,0,17,39,0.0365706674459819,0.034499048070247326,27,31
18,0.05052336183725475,0.01954803429612703,0.030975327541127716,1.0437914714096532,0.9932681095723985,1.0242434371135263,0.12653453203302942,-0.1883208775233464,-0.012213800261797076,20,21,0,20,39,0.03665913361296861,0.014595348158726481,30,31
19,0.04501758623893229,0.030018834039713185,0.014998752199219107,1.0382856958113307,0.9932681095723985,1.0082668617716175,0.12512592718409346,-0.18659718501283687,-0.009296877737872966,23,23,0,20,39,0.036419431032635306,0.027136774476395925,27,33
20,0.05081664405015512,0.027844384025200765,0.02297226002495435,1.0440847536225535,0.9932681095723985,1.0162403695973525,0.13147191428659144,-0.19483510303641657,-0.015828996410953797,20,20,0,18,39,0.03872377687138613,0.022565894435091667,28,33
21,0.05114655345175248,0.031036894887829555,0.020109658563922918,1.044414663024151,0.9932681095723985,1.0133777681363216,0.1315527652238594,-0.19577461427260837,-0.011993715687838217,23,23,0,17,39,0.03845126040300997,0.027772933045175564,28,35
22,0.05284637539928101,0.026185424071511355,0.026660951327769657,1.0461144849716797,0.9932681095723985,1.019929060900168,0.12765820739427555,-0.18920178671927976,-0.013656205109707465,19,19,0,19,39,0.04063171913676049,0.022324553147427137,27,34
23,0.05290173792852921,0.03311501753871716,0.019786720389812048,1.0461698475009278,0.9932681095723985,1.0130548299622104,0.1270272720048193,-0.18706148507806403,-0.012523599434121246,20,21,0,19,39,0.040085165828883586,0.03037259563953869,28,38
24,0.053935926454235866,0.021402335618927557,0.03253359083530831,1.0472040360266344,0.9932681095723985,1.025801700407707,0.12469367264959388,-0.18453575215509266,-0.0081737376348351,22,23,0,21,39,0.04122277320716091,0.014560876120840055,28,34
25,0.04961672287608696,0.020055978634690913,0.029560744241396052,1.0428848324484856,0.9932681095723985,1.0228288538137946,0.1224280712756359,-0.18143079622628644,-0.01786082474126883,23,24,0,21,39,0.03541786902139201,0.01316398123583932,22,36
26,0.04741297743120556,0.02117752470007549,0.02623545273113007,1.040681087003604,0.9932681095723985,1.0195035623035285,0.1281619468390833,-0.19073252670716023,-0.011699515415479922,22,25,0,18,39,0.03723801228041611,0.015095818835750513,28,36
27,0.05258362425862618,0.043496420101138675,0.009087204157487504,1.0458517338310247,0.9932681095723985,1.002355313729886,0.12209229561076125,-0.18183632277225092,-0.013057580283202785,24,23,0,22,39,0.038681460542185145,0.03575730744463697,22,36
28,0.04657707782836189,0.016355077389355464,0.030222000439006417,1.0398451874007604,0.9932681095723985,1.0234901100114049,0.13062734622899477,-0.19358791548547807,-0.019903079607876215,19,21,0,17,39,0.03231822120318646,0.008739635364367008,26,33
29,0.048619703776928036,0.019807436714305807,0.028812267062622233,1.0418878133493266,0.9932681095723985,1.022080376635021,0.12839810148315325,-0.19051116610470845,-0.013770302512151156,22,21,0,19,39,0.03736851173235414,0.01625068185201796,29,34
30,0.04399481653176794,0.014578051300826768,0.029416765230941177,1.0372629261041664,0.9932681095723985,1.0226848748033395,0.12497337485361668,-0.18632535496171512,-0.014148625489610323,21,24,0,19,39,0.037934352131387884,0.011999771590281687,28,36
31,0.05001516739707917,0.03788577635104355,0.012129391046035607,1.0432832769694775,0.9932681095723985,1.005397500618434,0.12687066833289073,-0.18743512639482943,-0.00803283628714994,20,23,0,20,39,0.03610011972877547,0.03436730871932826,32,34
32,0.04987905036525033,0.014559478642265117,0.035319571722985214,1.043147159937649,0.9932681095723985,1.0285876812953836,0.12771728632755985,-0.18943831293684313,-0.01386129180853441,22,25,0,18,39,0.03953630636568638,0.011422042662481494,28,35
33,0.04423758481007629,0.013125250172128239,0.031112334637948044,1.0375056943824748,0.9932681095723985,1.0243804442103466,0.13076624336902934,-0.1958761049398653,-0.016489945411772743,26,24,0,16,39,0.035083153881706394,0.009467157928152697,26,30
34,0.05373144580401164,0.02102928290117115,0.03270216290284049,1.0469995553764102,0.9932681095723985,1.025970272475239,0.13154068028367136,-0.19476445386802502,-0.011617576789456859,19,22,0,17,39,0.03949351677145315,0.01433895467771194,27,33
35,0.05065863505035692,0.019144092650157356,0.03151454240019956,1.0439267446227556,0.9932681095723985,1.0247826519725982,0.12964813520652263,-0.193515847786538,-0.016794829693341427,21,20,0,19,39,0.038225204752944,0.01161524942012844,28,31
36,0.04536625435082064,0.014746819126979878,0.030619435223840762,1.0386343639232192,0.9932681095723985,1.023887544796239,0.1265025407613304,-0.18837715323796858,-0.016256586198038922,17,21,0,19,39,0.03541669541947469,0.011902722432912793,26,29
37,0.051472121327057856,0.020210807465397537,0.03126131386166032,1.0447402308994564,0.9932681095723985,1.024529423434059,0.12889974953151861,-0.1913165405935242,-0.013243836280582072,20,20,0,18,39,0.03700825984680399,0.016779410577345093,27,35
38,0.04391498302832285,0.02108103521325798,0.02283394781506487,1.0371830926007215,0.9932681095723985,1.0161020573874633,0.13379852001686107,-0.19992472737209657,-0.018685906949561668,23,23,0,16,39,0.03019973543865659,0.01563942737757544,27,35
39,0.037340996158544054,0.026060997032594905,0.011279999125949153,1.0306091057309426,0.9932681095723985,1.0045481086983477,0.13401742307010628,-0.20189954918136596,-0.013540746224572353,17,19,0,16,39,0.023265147380480713,0.019936314815030953,28,33
40,0.052114532020099455,0.036344937307547384,0.015769594712552064,1.045382641592498,0.9932681095723985,1.0090377042849505,0.12929061693434768,-0.1913175652466161,-0.011441801802205748,19,21,0,18,39,0.038666196319684445,0.031500502791569615,29,36
41,0.052448720665129685,0.027222577532489686,0.025226143132639992,1.0457168302375281,0.9932681095723985,1.0184942527050385,0.13158565069818906,-0.1949605206715335,-0.017264254446822787,20,21,0,18,39,0.038777028323631044,0.018945144155552394,30,29
42,0.04670878674493535,0.023189553595119386,0.023519233149815962,1.039976896317334,0.9932681095723985,1.0167873427222143,0.1304673254937079,-0.19325791020502311,-0.015366197562319321,21,22,0,18,39,0.03454424970467153,0.015453268567193226,29,31
43,0.05102753505093878,0.019475421610182866,0.03155211344075592,1.0442956446233376,0.9932681095723985,1.0248202230131545,0.13108077741202875,-0.1947385993913544,-0.01359764630549553,22,24,0,17,39,0.038320340162114906,0.01533186369352428,27,34
44,0.05246800134075133,0.011543874947194227,0.0409241263935571,1.04573611091315,0.9932681095723985,1.0341922359659554,0.12902911404980466,-0.19186412003110034,-0.015481421382769483,19,20,0,19,39,0.038554275332522814,0.006280956915907449,26,31
45,0.05405117118949547,0.040236178003444215,0.013814993186051245,1.047319280761894,0.9932681095723985,1.00708310275845,0.1294792789465347,-0.19080414717665864,-0.011425754421345967,17,19,0,19,39,0.03984521469548537,0.03368353678600376,26,31
46,0.05065338310115932,0.017215584103814754,0.03343779899734456,1.0439214926735578,0.9932681095723985,1.0267059085697428,0.1346967442346099,-0.19991545864122415,-0.017147499338220858,20,23,0,17,39,0.0361076477983156,0.010353879398577936,29,33
47,0.042911060495091996,0.016041206015115942,0.026869854479976054,1.0361791700674905,0.9932681095723985,1.0201379640523742,0.1315755307644116,-0.19647436799536203,-0.016105100589209352,24,26,0,17,39,0.03410225271441099,0.012880269941306735,28,30
48,0.048455591770959504,0.023776069861356962,0.024679521909602552,1.041723701343358,0.9932681095723985,1.0179476314820008,0.12631071978749292,-0.18751916719742356,-0.01502995211270718,24,25,0,19,39,0.036465735233298095,0.016595868484688383,31,34
49,0.050411692827563616,0.019166911353753303,0.031244781473810313,1.0436798023999623,0.9932681095723985,1.0245128910462087,0.1275421191155708,-0.18889821805188103,-0.012185233718710765,21,23,0,19,39,0.036060922640557866,0.010775290614286647,30,35
50,0.03234605328851223,0.026615052224026284,0.005731001064485943,1.0256141628609108,0.9932681095723985,0.9989991106368844,0.13871624807828098,-0.20996536605017593,-0.023493046076168964,15,17,0,14,39,0.015969585004403805,0.01983914905162588,21,35
51,0.050441471404848164,0.026981080067760333,0.023460391337087837,1.0437095809772468,0.9932681095723985,1.0167285009094862,0.13451379848433453,-0.19931044418182856,-0.0097664580544271,19,22,0,16,39,0.035667407243610595,0.01917755057256301,31,33
52,0.04953822042028051,0.023449162510684785,0.026089057909595727,1.042806329992679,0.9932681095723985,1.0193571674819941,0.13352744487078885,-0.19734726788836052,-0.01850977479756993,17,19,0,17,39,0.03467383116058617,0.014408898679608678,27,30
53,0.048934745371956384,0.03571480887283507,0.013219936499121308,1.042202854944355,0.9932681095723985,1.00648804607152,0.12428270626448251,-0.18358676814632313,-0.014506427550112767,22,23,0,21,39,0.036018271515234256,0.03016447119215986,28,35
54,0.05233367083997537,0.021958188676531907,0.030375482163443466,1.045601780412374,0.9932681095723985,1.0236435917358417,0.13229238572939148,-0.19513362167142922,-0.011437055404183955,20,20,0,19,39,0.037955964311013266,0.015277244943873078,27,32
55,0.04693538665838792,0.026853116740944184,0.020082269917443732,1.0402034962307865,0.9932681095723985,1.0133503794898422,0.12336117609751218,-0.18284716626710917,-0.011027913279183526,25,27,0,20,39,0.03381897693030896,0.020364251301865612,29,34
56,0.04224768992540032,0.03526560841922426,0.00698208150617606,1.0355157994977988,0.9932681095723985,1.0002501910785744,0.1253440951960524,-0.18792071105293023,-0.021827123228005955,19,20,0,20,39,0.03155619602403035,0.032924625336598325,23,32
57,0.04291924349896088,0.028698394645416816,0.014220848853544075,1.0361873530713595,0.9932681095723985,1.0074889584259425,0.1328136586881198,-0.19864506347745847,-0.01877384063895682,24,24,0,16,39,0.031098005426590275,0.02347629841465104,27,33
58,0.045153568579100384,0.027882146244907667,0.01727142233419272,1.038421678151499,0.9932681095723985,1.0105395319065913,0.1334257864813314,-0.19895068975756383,-0.010896922366777579,23,25,0,17,39,0.03283350972225306,0.02316799967137608,27,32
59,0.04671316462982362,0.017998359030742633,0.028714805599080986,1.0399812742022223,0.9932681095723985,1.0219829151714792,0.12874687225083947,-0.19201509562756414,-0.01451286337858028,23,23,0,17,39,0.03734425876995707,0.010810038173604195,26,33
60,0.04543456284559275,0.03013820313723131,0.015296359708361445,1.0387026724179913,0.9932681095723985,1.0085644692807598,0.1347287505228596,-0.20177056681351752,-0.017114280754422617,20,22,0,15,39,0.03131823022772708,0.02513760200906351,26,37
61,0.03821781077149888,0.011309442145137837,0.026908368626361034,1.0314859203438973,0.9932681095723985,1.0201764781987597,0.13154379837288024,-0.1984245390699947,-0.021699921176343825,19,21,0,17,39,0.028939678018458547,0.005275522425859583,20,28
62,0.047211153579842555,0.019441296681264878,0.027769856898577673,1.040479263152241,0.9932681095723985,1.021037966470976,0.1273877295965728,-0.18868701303650204,-0.01878378481573177,23,22,0,18,39,0.03545056165102965,0.010973599227207217,27,31
63,0.03823955321661983,0.012777771457387212,0.025461781759232617,1.0315076627890185,0.9932681095723985,1.018729891331631,0.12981836716807343,-0.19452143688296458,-0.015046703228621465,23,25,0,17,39,0.03601147330345393,0.01069684238139133,28,30
64,0.049515846805739235,0.02526665371990945,0.02424919308582978,1.0427839563781378,0.9932681095723985,1.0175173026582283,0.13322893205534797,-0.19782399700716768,-0.017748579383855486,19,21,0,16,39,0.03485635787335351,0.01872267883926371,27,31
65,0.05571609061775415,0.03990624706249263,0.015809843555261525,1.0489842001901528,0.9932681095723985,1.0090779531276601,0.12964780506827683,-0.1912823185435177,-0.010825373712993724,19,19,0,19,39,0.04212717353722592,0.033058950463576244,28,37
66,0.04045114517328601,0.0141772864877577,0.02627385868552832,1.0337192547456846,0.9932681095723985,1.0195419682579268,0.12832037072063457,-0.19240046777769865,-0.01711132320195524,19,25,0,17,39,0.03347478127134253,0.010129504980035254,26,34
67,0.052711135628742904,0.022086435688880378,0.03062469993986253,1.0459792452011416,0.9932681095723985,1.0238928095122608,0.13213570075234926,-0.19618567112720148,-0.01355634517912664,21,21,0,17,39,0.03882172304931355,0.014947749040459873,28,33
