panel,book,cost,sel,cls,rho_IS_H1,rho_IS_H2,rho_IS_MaxDD,rho_IS_CAGR,rho_min,rho_mean
u56,V1u,25.0,K_Sortino,RA,0.8564231738035264,0.4005037783375315,0.04785894206549118,0.795969773299748,0.04785894206549118,0.5251889168765743
broad,EWall,10.0,K_MinHalf,RA,0.9999999999999998,0.6083743842364532,-0.5369458128078817,0.7438423645320196,-0.5369458128078817,0.4538177339901477
broad,EWall,25.0,K_MinHalf,RA,0.9999999999999998,0.7931034482758619,-0.5960591133004924,0.7487684729064038,-0.5960591133004924,0.4864532019704433
broad,TOP20,10.0,K_MinHalf,RA,1.0,0.5637254901960785,-0.28009912555931,0.6127450980392157,-0.28009912555931,0.4740928656689961
broad,TOP20,25.0,K_MinHalf,RA,1.0,0.6127450980392157,-0.3458001876202644,0.7426470588235294,-0.3458001876202644,0.5023979923106202
broad,V1u,10.0,K_MinHalf,RA,-0.2049544515326148,1.0,-0.11023159101242297,0.8275035980629324,-0.2049544515326148,0.3780793888794737
broad,V1u,25.0,K_MinHalf,RA,-0.32558002523639124,1.0,-0.10389133009972087,0.7024324953918991,-0.32558002523639124,0.31824028501394674
small,EWall,10.0,K_MinHalf,RA,0.6083743842364532,0.9999999999999998,-0.5812807881773399,0.8522167487684726,-0.5812807881773399,0.4698275862068964
small,EWall,25.0,K_MinHalf,RA,0.8226600985221674,0.9999999999999998,-0.45841043821515226,0.9581280788177338,-0.45841043821515226,0.5805944347811871
small,TOP20,10.0,K_MinHalf,RA,0.09944768245401336,1.0,-0.5255433376081434,0.7083333333333334,-0.5255433376081434,0.3205594195448008
small,TOP20,25.0,K_MinHalf,RA,0.19643986657582888,1.0,-0.29901960784313725,0.9215686274509804,-0.29901960784313725,0.454747221545918
small,V1u,10.0,K_MinHalf,RA,0.17596156282738,1.0,0.25278985082243327,0.44114307300385414,0.17596156282738,0.4674736216634169
small,V1u,25.0,K_MinHalf,RA,0.23930789515557943,0.9999999999999998,0.6038494556516434,0.5753308981978696,0.23930789515557943,0.604622062251273
u56,EWall,10.0,K_MinHalf,RA,0.9999999999999998,0.21674876847290636,-0.7364532019704433,0.8669950738916254,-0.7364532019704433,0.3368226600985221
u56,EWall,25.0,K_MinHalf,RA,0.9999999999999998,0.42857142857142855,-0.6379310344827586,0.8472906403940885,-0.6379310344827586,0.4094827586206896
u56,TOP20,10.0,K_MinHalf,RA,1.0,0.5392156862745099,-0.6470588235294119,0.8529411764705884,-0.6470588235294119,0.4362745098039216
u56,TOP20,25.0,K_MinHalf,RA,1.0,0.5882352941176471,-0.46323529411764713,0.8602941176470589,-0.46323529411764713,0.4963235294117647
u56,V1u,10.0,K_MinHalf,RA,0.04785894206549118,1.0,-0.13602015113350124,0.7178841309823678,-0.13602015113350124,0.4074307304785894
u56,V1u,25.0,K_MinHalf,RA,0.12846347607052896,1.0,-0.13602015113350124,0.654911838790932,-0.13602015113350124,0.41183879093198994
broad,EWall,10.0,K_H2Sharpe,RA,0.6083743842364532,0.9999999999999998,-0.43842364532019695,0.7389162561576353,-0.43842364532019695,0.47721674876847275
broad,EWall,25.0,K_H2Sharpe,RA,0.7931034482758619,0.9999999999999998,-0.5886699507389161,0.7906403940886698,-0.5886699507389161,0.4987684729064038
broad,TOP20,10.0,K_H2Sharpe,RA,0.5637254901960785,1.0,0.02457009873327281,0.8014705882352942,0.02457009873327281,0.5974415442911614
broad,TOP20,25.0,K_H2Sharpe,RA,0.6127450980392157,1.0,0.06866954080402414,0.8602941176470589,0.06866954080402414,0.6354271891225747
broad,V1u,10.0,K_H2Sharpe,RA,-0.2049544515326148,1.0,-0.11023159101242297,0.8275035980629324,-0.2049544515326148,0.3780793888794737
broad,V1u,25.0,K_H2Sharpe,RA,-0.32558002523639124,1.0,-0.10389133009972087,0.7024324953918991,-0.32558002523639124,0.31824028501394674
small,EWall,10.0,K_H2Sharpe,RA,0.6083743842364532,0.9999999999999998,-0.5812807881773399,0.8522167487684726,-0.5812807881773399,0.4698275862068964
small,EWall,25.0,K_H2Sharpe,RA,0.8226600985221674,0.9999999999999998,-0.45841043821515226,0.9581280788177338,-0.45841043821515226,0.5805944347811871
small,TOP20,10.0,K_H2Sharpe,RA,0.09944768245401336,1.0,-0.5255433376081434,0.7083333333333334,-0.5255433376081434,0.3205594195448008
small,TOP20,25.0,K_H2Sharpe,RA,0.19643986657582888,1.0,-0.29901960784313725,0.9215686274509804,-0.29901960784313725,0.454747221545918
small,V1u,10.0,K_H2Sharpe,RA,0.17596156282738,1.0,0.25278985082243327,0.44114307300385414,0.17596156282738,0.4674736216634169
small,V1u,25.0,K_H2Sharpe,RA,0.23930789515557943,0.9999999999999998,0.6038494556516434,0.5753308981978696,0.23930789515557943,0.604622062251273
u56,EWall,10.0,K_H2Sharpe,RA,0.21674876847290636,0.9999999999999998,0.12315270935960589,0.19950738916256153,0.12315270935960589,0.3848522167487684
u56,EWall,25.0,K_H2Sharpe,RA,0.42857142857142855,0.9999999999999998,-0.022167487684729058,0.4261083743842363,-0.022167487684729058,0.4581280788177339
u56,TOP20,10.0,K_H2Sharpe,RA,0.5392156862745099,1.0,-0.3602941176470589,0.8602941176470589,-0.3602941176470589,0.5098039215686274
u56,TOP20,25.0,K_H2Sharpe,RA,0.5882352941176471,1.0,-0.3995098039215687,0.875,-0.3995098039215687,0.5159313725490196
u56,V1u,10.0,K_H2Sharpe,RA,0.04785894206549118,1.0,-0.13602015113350124,0.7178841309823678,-0.13602015113350124,0.4074307304785894
u56,V1u,25.0,K_H2Sharpe,RA,0.12846347607052896,1.0,-0.13602015113350124,0.654911838790932,-0.13602015113350124,0.41183879093198994
broad,EWall,10.0,K_CAGR,NRA,0.7438423645320196,0.7389162561576353,-0.8423645320197043,0.9999999999999998,-0.8423645320197043,0.41009852216748754
broad,EWall,25.0,K_CAGR,NRA,0.7487684729064038,0.7906403940886698,-0.8349753694581279,0.9999999999999998,-0.8349753694581279,0.4261083743842364
broad,TOP20,10.0,K_CAGR,NRA,0.6127450980392157,0.8014705882352942,-0.14742059239963684,1.0,-0.14742059239963684,0.5666987734687183
broad,TOP20,25.0,K_CAGR,NRA,0.7426470588235294,0.8602941176470589,-0.1692213684099166,1.0,-0.1692213684099166,0.6084299520151679
broad,V1u,10.0,K_CAGR,NRA,0.12437810945273631,0.8275035980629323,-0.2850031665684771,1.0,-0.2850031665684771,0.4167196352367979
broad,V1u,25.0,K_CAGR,NRA,0.15422885572139303,0.7024324953918991,-0.29122594313110756,1.0,-0.29122594313110756,0.39135885199554615
small,EWall,10.0,K_CAGR,NRA,0.6847290640394088,0.8522167487684726,-0.8054187192118225,0.9999999999999998,-0.8054187192118225,0.4328817733990147
small,EWall,25.0,K_CAGR,NRA,0.7906403940886698,0.9581280788177338,-0.6383242123533572,0.9999999999999998,-0.6383242123533572,0.5276110651382615
small,TOP20,10.0,K_CAGR,NRA,0.6089635863850694,0.7083333333333334,-0.13292431021470608,1.0,-0.13292431021470608,0.5460931523759242
small,TOP20,25.0,K_CAGR,NRA,0.4910996664395722,0.9215686274509804,-0.012254901960784315,1.0,-0.012254901960784315,0.600103347982442
small,V1u,10.0,K_CAGR,NRA,0.4740740740740741,0.44114307300385414,-0.2962962962962963,0.9999999999999998,-0.2962962962962963,0.40473021269540793
small,V1u,25.0,K_CAGR,NRA,0.5382716049382715,0.5753308981978696,0.09135802469135802,0.9999999999999998,0.09135802469135802,0.5512401319568747
u56,EWall,10.0,K_CAGR,NRA,0.8669950738916254,0.19950738916256153,-0.9113300492610836,0.9999999999999998,-0.9113300492610836,0.2887931034482758
u56,EWall,25.0,K_CAGR,NRA,0.8472906403940885,0.4261083743842363,-0.8423645320197043,0.9999999999999998,-0.8423645320197043,0.357758620689655
u56,TOP20,10.0,K_CAGR,NRA,0.8529411764705884,0.8602941176470589,-0.5980392156862745,1.0,-0.5980392156862745,0.5287990196078431
u56,TOP20,25.0,K_CAGR,NRA,0.8602941176470589,0.875,-0.5049019607843138,1.0,-0.5049019607843138,0.5575980392156863
u56,V1u,10.0,K_CAGR,NRA,0.45843828715365237,0.7178841309823678,-0.2594458438287154,1.0,-0.2594458438287154,0.47921914357682616
u56,V1u,25.0,K_CAGR,NRA,0.596977329974811,0.654911838790932,-0.3073047858942065,1.0,-0.3073047858942065,0.48614609571788414
broad,EWall,10.0,K_MaxDD,NRA,-0.5369458128078817,-0.43842364532019695,0.9999999999999998,-0.8423645320197043,-0.8423645320197043,-0.20443349753694579
broad,EWall,25.0,K_MaxDD,NRA,-0.5960591133004924,-0.5886699507389161,0.9999999999999998,-0.8349753694581279,-0.8349753694581279,-0.2549261083743842
broad,TOP20,10.0,K_MaxDD,NRA,-0.28009912555931,0.02457009873327281,0.9999999999999998,-0.14742059239963687,-0.28009912555931,0.14926259519358143
broad,TOP20,25.0,K_MaxDD,NRA,-0.3458001876202644,0.06866954080402414,1.0,-0.1692213684099166,-0.3458001876202644,0.13841199619346078
broad,V1u,10.0,K_MaxDD,NRA,-0.3136279387565774,-0.11023159101242297,0.9999999999999998,-0.2850031665684771,-0.3136279387565774,0.07278432591563057
broad,V1u,25.0,K_MaxDD,NRA,-0.20535162656680658,-0.10389133009972089,0.9999999999999998,-0.29122594313110756,-0.29122594313110756,0.09988277505059119
small,EWall,10.0,K_MaxDD,NRA,-0.2068965517241379,-0.5812807881773399,0.9999999999999998,-0.8054187192118225,-0.8054187192118225,-0.14839901477832512
small,EWall,25.0,K_MaxDD,NRA,-0.14664204878387935,-0.45841043821515226,1.0,-0.6383242123533572,-0.6383242123533572,-0.060844174838097204
small,TOP20,10.0,K_MaxDD,NRA,0.5437747731199092,-0.5255433376081434,1.0,-0.13292431021470605,-0.5255433376081434,0.22132678132426495
small,TOP20,25.0,K_MaxDD,NRA,0.6445683122019386,-0.29901960784313725,1.0,-0.012254901960784315,-0.29901960784313725,0.33332345059950425
small,V1u,10.0,K_MaxDD,NRA,0.04938271604938271,0.25278985082243327,0.9999999999999998,-0.2962962962962963,-0.2962962962962963,0.2514690676438799
small,V1u,25.0,K_MaxDD,NRA,-0.02962962962962963,0.6038494556516434,0.9999999999999998,0.09135802469135802,-0.02962962962962963,0.4163944626783429
u56,EWall,10.0,K_MaxDD,NRA,-0.7364532019704433,0.12315270935960589,0.9999999999999998,-0.9113300492610836,-0.9113300492610836,-0.13115763546798032
u56,EWall,25.0,K_MaxDD,NRA,-0.6379310344827586,-0.022167487684729058,0.9999999999999998,-0.8423645320197043,-0.8423645320197043,-0.12561576354679804
u56,TOP20,10.0,K_MaxDD,NRA,-0.6470588235294119,-0.3602941176470589,1.0,-0.5980392156862745,-0.6470588235294119,-0.15134803921568632
u56,TOP20,25.0,K_MaxDD,NRA,-0.46323529411764713,-0.3995098039215687,1.0,-0.5049019607843138,-0.5049019607843138,-0.09191176470588241
u56,V1u,10.0,K_MaxDD,NRA,0.27455919395465994,-0.13602015113350124,1.0,-0.2594458438287154,-0.2594458438287154,0.21977329974811086
u56,V1u,25.0,K_MaxDD,NRA,0.25440806045340053,-0.13602015113350124,1.0,-0.3073047858942065,-0.3073047858942065,0.20277078085642317
broad,EWall,10.0,K_NegVol,NRA,-0.7142857142857142,-0.6477832512315269,0.8916256157635467,-0.9827586206896551,-0.9827586206896551,-0.3633004926108374
broad,EWall,25.0,K_NegVol,NRA,-0.7019704433497537,-0.7044334975369457,0.8768472906403939,-0.9802955665024629,-0.9802955665024629,-0.37746305418719206
broad,TOP20,10.0,K_NegVol,NRA,-0.19607843137254904,-0.24509803921568632,0.3267823131525283,-0.6911764705882353,-0.6911764705882353,-0.20139265700598558
broad,TOP20,25.0,K_NegVol,NRA,-0.22303921568627455,-0.24509803921568632,0.3997548268234262,-0.5955882352941178,-0.5955882352941178,-0.1659926658431631
broad,V1u,10.0,K_NegVol,NRA,0.11691542288557212,-0.7993223609771978,0.34723093219478207,-0.8308457711442786,-0.8308457711442786,-0.2915054442602806
broad,V1u,25.0,K_NegVol,NRA,0.21641791044776115,-0.6396237503659812,0.39701314469582616,-0.7910447761194029,-0.7910447761194029,-0.2043093678354492
small,EWall,10.0,K_NegVol,NRA,-0.3226600985221674,-0.7635467980295566,0.9359605911330047,-0.8990147783251231,-0.8990147783251231,-0.26231527093596063
small,EWall,25.0,K_NegVol,NRA,-0.32758620689655166,-0.6921182266009851,0.9254468792999444,-0.8128078817733988,-0.8128078817733988,-0.22676635899274777
small,TOP20,10.0,K_NegVol,NRA,-0.24677758238588504,-0.7401960784313727,0.40246527259452664,-0.8333333333333335,-0.8333333333333335,-0.35446043038901615
small,TOP20,25.0,K_NegVol,NRA,-0.013505240827088235,-0.877450980392157,0.4191176470588236,-0.8088235294117647,-0.877450980392157,-0.3201655258930466
small,V1u,10.0,K_NegVol,NRA,-0.328395061728395,-0.30731315198021303,0.4296296296296296,-0.691358024691358,-0.691358024691358,-0.22435915219258412
small,V1u,25.0,K_NegVol,NRA,-0.19259259259259257,-0.07563617411653029,0.491358024691358,-0.3061728395061728,-0.3061728395061728,-0.020760895380984426
u56,EWall,10.0,K_NegVol,NRA,-0.8694581280788176,-0.027093596059113295,0.9334975369458127,-0.9778325123152707,-0.9778325123152707,-0.23522167487684723
u56,EWall,25.0,K_NegVol,NRA,-0.8275862068965516,-0.2660098522167487,0.8719211822660098,-0.9753694581280787,-0.9753694581280787,-0.2992610837438423
u56,TOP20,10.0,K_NegVol,NRA,-0.928921568627451,-0.6519607843137255,0.6029411764705883,-0.9191176470588237,-0.928921568627451,-0.47426470588235303
u56,TOP20,25.0,K_NegVol,NRA,-0.9093137254901962,-0.6715686274509804,0.47058823529411764,-0.8970588235294119,-0.9093137254901962,-0.5018382352941178
u56,V1u,10.0,K_NegVol,NRA,0.12090680100755666,-0.5491183879093199,0.5314861460957179,-0.4962216624685139,-0.5491183879093199,-0.09823677581863981
u56,V1u,25.0,K_NegVol,NRA,0.17632241813602015,-0.49874055415617125,0.6372795969773299,-0.42317380352644834,-0.49874055415617125,-0.02707808564231738
