panel,book,cost,sel,cls,rho_IS_H1,rho_IS_H2,rho_IS_MaxDD,rho_IS_CAGR,rho_min,rho_mean
broad,EWall,10.0,K_Sharpe,RA,0.963054187192118,0.6970443349753693,-0.564039408866995,0.8128078817733988,-0.564039408866995,0.4772167487684728
broad,EWall,25.0,K_Sharpe,RA,0.9384236453201968,0.8842364532019703,-0.5517241379310344,0.7733990147783251,-0.5517241379310344,0.5110837438423645
broad,TOP20,10.0,K_Sharpe,RA,0.7549019607843138,0.9362745098039217,-0.056511227086527456,0.8676470588235294,-0.056511227086527456,0.6255780755813094
broad,TOP20,25.0,K_Sharpe,RA,0.7769607843137256,0.9460784313725492,-0.05272839740308996,0.9338235294117647,-0.05272839740308996,0.6510335869237374
broad,V1u,10.0,K_Sharpe,RA,0.6343283582089552,0.21776410475340324,0.13814563969039717,0.5124378109452736,0.13814563969039717,0.3756689783995073
broad,V1u,25.0,K_Sharpe,RA,0.6492537313432836,0.06409055614889592,0.20908529250438493,0.5049751243781094,0.06409055614889592,0.35685117609366845
small,EWall,10.0,K_Sharpe,RA,0.9359605911330047,0.817733990147783,-0.4137931034482758,0.8448275862068965,-0.4137931034482758,0.5461822660098521
small,EWall,25.0,K_Sharpe,RA,0.9532019704433496,0.9334975369458127,-0.285890380822353,0.8965517241379308,-0.285890380822353,0.624340212676185
small,TOP20,10.0,K_Sharpe,RA,0.6949060280119946,0.6691176470588236,-0.03200029690354035,0.982843137254902,-0.03200029690354035,0.578716628855545
small,TOP20,25.0,K_Sharpe,RA,0.7170055130017754,0.7279411764705883,0.25000000000000006,0.875,0.25000000000000006,0.6424866723680909
small,V1u,10.0,K_Sharpe,RA,0.671604938271605,0.2874864970137477,0.6172839506172839,0.3185185185185185,0.2874864970137477,0.47372347610528875
small,V1u,25.0,K_Sharpe,RA,0.6641975308641975,0.5654113999530789,0.548148148148148,0.7037037037037037,0.548148148148148,0.620365195667282
u56,EWall,10.0,K_Sharpe,RA,0.7684729064039407,0.6256157635467979,-0.5320197044334974,0.7512315270935959,-0.5320197044334974,0.4033251231527093
u56,EWall,25.0,K_Sharpe,RA,0.9088669950738915,0.7389162561576353,-0.47044334975369456,0.7881773399014778,-0.47044334975369456,0.49137931034482746
u56,TOP20,10.0,K_Sharpe,RA,0.8186274509803922,0.8897058823529412,-0.5220588235294118,0.9779411764705883,-0.5220588235294118,0.5410539215686275
u56,TOP20,25.0,K_Sharpe,RA,0.8284313725490197,0.8921568627450982,-0.5392156862745099,0.9901960784313727,-0.5392156862745099,0.5428921568627452
u56,V1u,10.0,K_Sharpe,RA,0.7304785894206549,0.5566750629722922,0.04534005037783375,0.8564231738035264,0.04534005037783375,0.5472292191435768
u56,V1u,25.0,K_Sharpe,RA,0.8790931989924433,0.380352644836272,0.06297229219143577,0.7858942065491183,0.06297229219143577,0.5270780856423174
broad,EWall,10.0,K_Calmar,RA,0.39655172413793094,0.2389162561576354,0.2635467980295566,0.16502463054187191,0.16502463054187191,0.2660098522167487
broad,EWall,25.0,K_Calmar,RA,0.6921182266009851,0.6280788177339901,-0.16502463054187191,0.5788177339901477,-0.16502463054187191,0.4334975369458127
broad,TOP20,10.0,K_Calmar,RA,0.7230392156862746,0.8897058823529412,-0.009828039493309125,0.931372549019608,-0.009828039493309125,0.6335724018913786
broad,TOP20,25.0,K_Calmar,RA,0.7794117647058825,0.877450980392157,-0.06253833180366485,0.9730392156862747,-0.06253833180366485,0.6418409072451624
broad,V1u,10.0,K_Calmar,RA,0.13184079601990048,0.8275035980629323,-0.27006850281816386,0.9950248756218905,-0.27006850281816386,0.4210751917216399
broad,V1u,25.0,K_Calmar,RA,0.49253731343283574,0.2473895467347382,0.23771006469248523,0.644278606965174,0.23771006469248523,0.4054788829563083
small,EWall,10.0,K_Calmar,RA,0.8743842364532017,0.8472906403940885,-0.3743842364532019,0.8374384236453202,-0.3743842364532019,0.5461822660098521
small,EWall,25.0,K_Calmar,RA,0.9285714285714284,0.9334975369458127,-0.2427603664741532,0.8817733990147781,-0.2427603664741532,0.6252704995144666
small,TOP20,10.0,K_Calmar,RA,0.7170055130017754,0.6740196078431374,-0.004923122600544669,0.9803921568627453,-0.004923122600544669,0.5916235387767783
small,TOP20,25.0,K_Calmar,RA,0.6421128138697406,0.8186274509803922,0.21078431372549022,0.9436274509803922,0.21078431372549022,0.6537880073890039
small,V1u,10.0,K_Calmar,RA,0.17777777777777776,0.5477113434486054,0.6123456790123456,0.32345679012345674,0.17777777777777776,0.4153228975905464
small,V1u,25.0,K_Calmar,RA,0.48148148148148145,0.503414535923136,0.762962962962963,0.508641975308642,0.48148148148148145,0.5641252389190556
u56,EWall,10.0,K_Calmar,RA,0.7512315270935959,0.49753694581280783,-0.4827586206896551,0.7660098522167487,-0.4827586206896551,0.38300492610837433
u56,EWall,25.0,K_Calmar,RA,0.8719211822660098,0.6748768472906402,-0.4999999999999999,0.8719211822660098,-0.4999999999999999,0.4796798029556649
u56,TOP20,10.0,K_Calmar,RA,0.7549019607843138,0.8161764705882354,-0.286764705882353,0.911764705882353,-0.286764705882353,0.5490196078431373
u56,TOP20,25.0,K_Calmar,RA,0.8382352941176472,0.806372549019608,-0.25980392156862747,0.9436274509803922,-0.25980392156862747,0.582107843137255
u56,V1u,10.0,K_Calmar,RA,0.7052896725440806,0.4685138539042821,0.22670025188916879,0.6347607052896725,0.22670025188916879,0.508816120906801
u56,V1u,25.0,K_Calmar,RA,0.8186397984886649,0.4609571788413098,0.14357682619647355,0.7455919395465995,0.14357682619647355,0.542191435768262
broad,EWall,10.0,K_Sortino,RA,0.9458128078817732,0.6428571428571428,-0.5492610837438423,0.8004926108374383,-0.5492610837438423,0.459975369458128
broad,EWall,25.0,K_Sortino,RA,0.9532019704433496,0.8103448275862069,-0.5689655172413792,0.8078817733990147,-0.5689655172413792,0.500615763546798
broad,TOP20,10.0,K_Sortino,RA,0.7401960784313727,0.9191176470588237,-0.01965607898661825,0.911764705882353,-0.01965607898661825,0.6378555880964828
broad,TOP20,25.0,K_Sortino,RA,0.7990196078431374,0.928921568627451,-0.06744329900395228,0.9558823529411765,-0.06744329900395228,0.6540950576019532
broad,V1u,10.0,K_Sortino,RA,0.5472636815920398,0.5175099901198523,-0.09583075906450975,0.7985074626865671,-0.09583075906450975,0.44186259383348736
broad,V1u,25.0,K_Sortino,RA,0.6492537313432836,0.06409055614889592,0.20908529250438493,0.5049751243781094,0.06409055614889592,0.35685117609366845
small,EWall,10.0,K_Sortino,RA,0.9162561576354677,0.8201970443349752,-0.42118226600985215,0.859605911330049,-0.42118226600985215,0.54371921182266
small,EWall,25.0,K_Sortino,RA,0.9704433497536944,0.9187192118226599,-0.26617380283460457,0.8768472906403939,-0.26617380283460457,0.624959012345536
small,TOP20,10.0,K_Sortino,RA,0.6654400480256204,0.6936274509803922,-0.06646215510735304,0.9926470588235295,-0.06646215510735304,0.5713131006805473
small,TOP20,25.0,K_Sortino,RA,0.5721311114021016,0.8946078431372549,0.08088235294117649,0.9877450980392157,0.08088235294117649,0.6338416013799372
small,V1u,10.0,K_Sortino,RA,0.6814814814814815,0.6146263039604261,-0.06419753086419754,0.8617283950617283,-0.06419753086419754,0.5234096624098596
small,V1u,25.0,K_Sortino,RA,0.765432098765432,0.6559268214367954,0.32345679012345674,0.8567901234567901,0.32345679012345674,0.6504014584456186
u56,EWall,10.0,K_Sortino,RA,0.7586206896551723,0.5541871921182264,-0.5172413793103448,0.7463054187192117,-0.5172413793103448,0.3854679802955664
u56,EWall,25.0,K_Sortino,RA,0.9433497536945811,0.6083743842364532,-0.5763546798029556,0.8571428571428571,-0.5763546798029556,0.45812807881773393
u56,TOP20,10.0,K_Sortino,RA,0.8455882352941178,0.8676470588235294,-0.5637254901960785,0.9901960784313727,-0.5637254901960785,0.5349264705882353
u56,TOP20,25.0,K_Sortino,RA,0.8553921568627452,0.875,-0.536764705882353,0.9950980392156863,-0.536764705882353,0.5471813725490196
u56,V1u,10.0,K_Sortino,RA,0.6574307304785894,0.5743073047858942,-0.11838790931989923,0.9219143576826196,-0.11838790931989923,0.508816120906801
