incumbent,norm,q,cal_D,cal_t,cal_n,tau_test,OOS_D,OOS_t,OOS_p,OOS_n,OOS_abstain
med,raw,0.6,-0.014386778379822248,-6.742082670294299,1200,0.035016835336478036,-0.012461735232428292,-10.407378315184319,0.0,1200,0.5875
med,raw,0.7,-0.02076327751006703,-8.96501934017355,1200,0.0381236739944969,-0.014070638500763302,-11.417193831952103,0.0,1200,0.6883333333333334
med,raw,0.8,-0.028655009937492735,-11.234810086758099,1200,0.050991154336702094,-0.017776227589629347,-13.769403935456575,0.0,1200,0.7983333333333333
med,raw,0.9,-0.034289491395414984,-12.527445381330313,1200,0.054270970110401606,-0.01865670048888533,-14.39898476462778,0.0,1200,0.865
med,z,0.0,0.0,,1200,0.020658310025207172,0.0,,,1200,0.0
med,z,0.1,0.0015547835761585526,2.4309132290464754,1200,0.09376995658325675,-0.00358750213350132,-6.536837042820524,6.283329412326566e-11,1200,0.1
med,z,0.2,0.0005870521583082359,0.5370845622565174,1200,0.18030965896429754,-0.00629102593925068,-8.584960308488366,0.0,1200,0.2
med,z,0.3,-0.006106392786846682,-4.028723592654075,1200,0.26360801198361805,-0.00955364101411398,-11.60420689354644,0.0,1200,0.3
med,z,0.4,-0.017007765271925834,-8.663144824143993,1200,0.32761156172810985,-0.0132703009325444,-13.931388533245077,0.0,1200,0.4
med,z,0.5,-0.025794569593590704,-11.831900072063007,1200,0.4224746746406355,-0.016689979266007397,-15.718394290705955,0.0,1200,0.5
med,z,0.6,-0.03316506189415177,-13.695907527645385,1200,0.7166761440954024,-0.01907927242232565,-15.78500483520499,0.0,1200,0.6
med,z,0.7,-0.04432005208295876,-16.676454030376373,1200,1.229782460387449,-0.020210703182452067,-15.774869406807564,0.0,1200,0.7
med,z,0.8,-0.04495901323623495,-16.363780069089646,1200,1.449482810760993,-0.020756690201111008,-16.132766282359025,0.0,1200,0.8
med,z,0.9,-0.04409675415878948,-15.343967264281513,1200,1.6843336298939593,-0.02138543470885852,-16.43420733755451,0.0,1200,0.9
med,rng,0.0,0.0,,1200,0.008396731812325614,0.0,,,1200,0.0
med,rng,0.1,0.0015122439246534447,2.4729737525872864,1200,0.02899661809097526,-0.0035209237075054965,-6.446397040804064,1.1454037718294785e-10,1200,0.09666666666666666
med,rng,0.2,0.0017475678311742438,1.7431798683603172,1200,0.06369490759139039,-0.006243851084452219,-8.72677027687521,0.0,1200,0.1975
med,rng,0.3,-0.0049189389408475235,-3.3953045973382983,1200,0.09963683744688581,-0.00935056755357965,-11.65874491564591,0.0,1200,0.2941666666666667
med,rng,0.4,-0.015650100645755033,-8.311751375958988,1200,0.11896191693928729,-0.012812793355791507,-13.679841068099115,0.0,1200,0.3925
med,rng,0.5,-0.024667697711865624,-11.334598884939265,1200,0.15552563021303012,-0.016216932509382873,-15.148624068760721,0.0,1200,0.49916666666666665
med,rng,0.6,-0.03217901002980914,-13.49859333135416,1200,0.24552000230918294,-0.01892213228240789,-15.776997070592948,0.0,1200,0.5966666666666667
med,rng,0.7,-0.04245689748932923,-16.037540511519246,1200,0.35214260023874683,-0.020929864026597546,-16.66969097071927,0.0,1200,0.685
med,rng,0.8,-0.04452670410954791,-16.290494350484558,1200,0.3910774178489162,-0.021134852284380265,-16.607289499443453,0.0,1200,0.8
med,rng,0.9,-0.04395169876583795,-15.334665866660142,1200,0.4901737340125646,-0.021211732007801982,-16.424864357412865,0.0,1200,0.8991666666666667
mean,raw,0.0,0.0,,1200,0.0009133966158880735,0.0,,,1200,0.0
mean,raw,0.1,0.0003771496913500398,1.5873443185534928,1200,0.0034325720780703506,-0.0029325501914213895,-7.983226470173916,1.3322676295501878e-15,1200,0.09166666666666666
mean,raw,0.2,-7.290165706052564e-05,-0.22196914099194623,1200,0.013746107754145198,-0.00500792029755257,-8.486951388295758,0.0,1200,0.1975
mean,raw,0.3,-0.005438034671232311,-5.621414383429648,1200,0.018627048795337497,-0.005128456929209346,-7.082378803821796,1.4170886686315498e-12,1200,0.295
mean,raw,0.4,-0.013448947655768633,-10.084081427021767,1200,0.022119872302339028,-0.007155699395625611,-8.822510833471137,0.0,1200,0.3983333333333333
mean,raw,0.5,-0.019639504835504192,-12.626430230398439,1200,0.0319305741400111,-0.009145406332203404,-10.605038933006405,0.0,1200,0.4725
mean,raw,0.6,-0.024448721071814648,-14.252155986523352,1200,0.035016835336478036,-0.011046112914924345,-11.841544888142316,0.0,1200,0.5875
mean,raw,0.7,-0.032765465421664634,-16.894810001063423,1200,0.0381236739944969,-0.012310198524725173,-12.586819650527032,0.0,1200,0.6883333333333334
mean,raw,0.8,-0.043792746162627565,-20.33544726669463,1200,0.050991154336702094,-0.01597114519537991,-15.368183380335456,0.0,1200,0.7983333333333333
mean,raw,0.9,-0.05127464368371914,-22.986999137292678,1200,0.054270970110401606,-0.016876952374133985,-16.178098049854857,0.0,1200,0.865
mean,z,0.0,0.0,,1200,0.020658310025207172,0.0,,,1200,0.0
mean,z,0.1,-7.672301961754724e-05,-0.34212101990932947,1200,0.09376995658325675,-0.0033171526925896986,-8.639850348904657,0.0,1200,0.1
mean,z,0.2,-0.003133959484586695,-4.4011112245070985,1200,0.18030965896429754,-0.006274821727679386,-12.033329494056048,0.0,1200,0.2
mean,z,0.3,-0.013231921680101046,-10.433044661097131,1200,0.26360801198361805,-0.008994369953946578,-15.130183780334296,0.0,1200,0.3
mean,z,0.4,-0.027250531153220965,-15.294778122298753,1200,0.32761156172810985,-0.012861061006222118,-17.47258170126864,0.0,1200,0.4
mean,z,0.5,-0.03872347926730014,-19.043056624583933,1200,0.4224746746406355,-0.016088323176210787,-18.715237894537193,0.0,1200,0.5
mean,z,0.6,-0.04713967758052636,-21.627156665564566,1200,0.7166761440954024,-0.017698443878685258,-18.030299324811548,0.0,1200,0.6
mean,z,0.7,-0.05838835760095812,-25.066153388997748,1200,1.229782460387449,-0.01901176531268725,-18.566126389282513,0.0,1200,0.7
mean,z,0.8,-0.060569645672221374,-25.95575600650837,1200,1.449482810760993,-0.019203230875408924,-18.56023387085822,0.0,1200,0.8
mean,z,0.9,-0.061613940785460744,-26.216220549343294,1200,1.6843336298939593,-0.019588179797182678,-18.77968551279233,0.0,1200,0.9
mean,rng,0.0,0.0,,1200,0.008396731812325614,0.0,,,1200,0.0
mean,rng,0.1,-4.850725997771107e-06,-0.02212386277301957,1200,0.02899661809097526,-0.003219025166223694,-8.44735350740523,0.0,1200,0.09666666666666666
mean,rng,0.2,-0.0017163515130671522,-2.924413549147518,1200,0.06369490759139039,-0.006186187775891611,-11.90749661314873,0.0,1200,0.1975
mean,rng,0.3,-0.012074119625650605,-10.002854747126655,1200,0.09963683744688581,-0.008778106478740921,-15.359797899838723,0.0,1200,0.2941666666666667
mean,rng,0.4,-0.026122565262054143,-14.950832676503627,1200,0.11896191693928729,-0.012143141176202405,-16.671048719207317,0.0,1200,0.3925
mean,rng,0.5,-0.037479396701124414,-18.58367686290189,1200,0.15552563021303012,-0.01562855179657837,-17.959863425008688,0.0,1200,0.49916666666666665
mean,rng,0.6,-0.04594701781159159,-21.254778562793327,1200,0.24552000230918294,-0.017817885904281974,-18.323914042888255,0.0,1200,0.5966666666666667
mean,rng,0.7,-0.05633691455340712,-24.41521904095622,1200,0.35214260023874683,-0.019668990635836985,-19.71463217822952,0.0,1200,0.685
mean,rng,0.8,-0.06006761375556375,-25.787005451721026,1200,0.3910774178489162,-0.01958637163119852,-19.26747559009681,0.0,1200,0.8
mean,rng,0.9,-0.061375621073775644,-26.17794578573114,1200,0.4901737340125646,-0.019388793073918924,-18.666856772335983,0.0,1200,0.8991666666666667
