panel,family,form,dial,gross,SD,clause_CAGR,clause_Sharpe,clause_MaxDD,clause_H1,clause_H2,clause_oCAGR,clause_oSharpe,clause_oMaxDD,pass4a,pass4b
U56,MA,DG,150.0,1.0,0.20555101879681534,0.10638362637439602,1.1648379716011,-0.15016096442791338,1.2315217267660827,1.104458895663849,0.11050240392257327,1.1926623979887068,-0.15016096442791305,False,True
U56,MA,DG,200.0,1.0,0.20246711815797191,0.10929396318822193,1.1675660865097988,-0.15838545056930586,1.1866899572257352,1.1529470637369235,0.12125240388322789,1.2559877611633503,-0.15838545056930564,False,True
U56,MA,DG,250.0,1.0,0.1991861859947353,0.11256426851582257,1.1811251270948968,-0.1538266980895382,1.1923799671457493,1.1752629679215205,0.12690566686923654,1.2779931446872272,-0.1538266980895383,False,True
U56,VOL,DG,0.6,0.75,0.07397912392241718,0.11559538965183358,1.1310731607446691,-0.16883946639742675,1.159989613967988,1.1052354822099082,0.12109413295637306,1.1817044812454174,-0.16883946639742664,False,True
U56,VOL,DG,0.35,1.0,0.1524389256769402,0.11389911748393455,1.1505428237786435,-0.14537524102214017,1.1864140662503224,1.1146706088853366,0.11982447078418734,1.2342279992690162,-0.14537524102213872,False,True
U56,VOL,DG,0.45,1.0,0.11249781546736849,0.13498405195407126,1.128675471974616,-0.19963421771676582,1.1460806799034264,1.1127309848239921,0.1451076965462499,1.2115580257359766,-0.1996342177167656,False,True
U56,BAND,DG,0.0,1.0,0.20246711815797191,0.10929396318822193,1.1675660865097988,-0.15838545056930586,1.1866899572257352,1.1529470637369235,0.12125240388322789,1.2559877611633503,-0.15838545056930564,False,True
U56,BAND,DG,0.03,1.0,0.20049971106172607,0.11549306649149749,1.2019626465176945,-0.15910992176170935,1.2313933323690813,1.1790707777932452,0.12705574482766546,1.278130070073234,-0.15910992176170913,False,True
U56,BAND,DG,0.06,1.0,0.20373872381070401,0.11113274157526765,1.1393071557131944,-0.17760030875624067,1.1886856543859892,1.0998826465749407,0.12207192600991434,1.2042106052042139,-0.17760030875624078,False,True
U56,BAND,DG,0.1,1.0,0.19568480431495922,0.11744758931291677,1.1741834114031713,-0.1629532433361931,1.2513622982332724,1.1059459308743147,0.12191393842655707,1.196950390861802,-0.1629532433361931,False,True
U56,BREADTH,DG,0.1,0.75,0.2729315707352826,0.12200652392805211,1.1857754976388308,-0.17986588001994885,1.135852544694337,1.238487341636625,0.12978119798003518,1.32267248728131,-0.17986588001994874,False,True
U56,BREADTH,DG,0.2,0.75,0.3446970932130064,0.1192402523977174,1.2562764722984707,-0.12568094245354533,1.185560042484351,1.3555961079343666,0.12161960834825969,1.454658419681195,-0.10757307851332465,False,True
U56,BREADTH,DG,0.2,1.0,0.3446970932130064,0.1598905751604076,1.2565694466209882,-0.16479411280027878,1.1872946350833833,1.3541171223046433,0.1635075850600578,1.4532931083029246,-0.14163065288613275,False,True
U56,BREADTH,DG,0.35,1.0,0.4333696245768899,0.12346366456074542,1.067375578723838,-0.20211716708757121,1.0192112962698514,1.1602741952475886,0.12296119095770197,1.272564345149301,-0.15329109924303363,False,True
U56,SPYTR,DG,0.1,0.75,0.2743091373524845,0.11761227732727098,1.1845751658605028,-0.16488240652696917,1.142804231201052,1.2384746795688022,0.12023983085296175,1.3334345500647147,-0.16488240652696884,False,True
U56,SPYTR,DG,0.2,0.75,0.3658609776253256,0.10696455588740617,1.1802163658567753,-0.15032900242368252,1.1425051392180792,1.2365271618837606,0.10832810977569451,1.347300393484328,-0.08655391242534027,False,True
U56,SPYTR,DG,0.2,1.0,0.3658609776253256,0.14306818495567009,1.180125073524656,-0.19705539801803929,1.1436837493053609,1.2348610156556905,0.14525422982868674,1.3457497265452885,-0.11529360867558336,False,True
U56,SPYTR,DG,0.35,1.0,0.4391675403621804,0.10762151267387132,0.980125353638593,-0.1725572960108971,0.9724812970872153,0.9965600237773308,0.1092158272800352,1.1041398878545736,-0.17255729601089764,False,True
U56,DD,DG,0.1,0.75,0.29417823902814877,0.11796897546898588,1.201471614511419,-0.14935109880759,1.1851979115181848,1.2377511387338682,0.11395524953549274,1.3406870659084495,-0.14935109880759034,False,True
U56,DD,DG,0.1,1.0,0.2910584153048802,0.16368455662344705,1.2232576096182963,-0.19520811448786557,1.1865881831093443,1.2781779247379657,0.16327857077660002,1.373765409074297,-0.19520811448786513,False,True
U56,DD,DG,0.2,1.0,0.35234019148057666,0.13542081573405595,1.0958865964906193,-0.16479411280027878,1.1446820674669456,1.0583504806247641,0.12116413334022735,1.1862949922511272,-0.1640918927329249,False,True
U56,MA,RS,150.0,0.75,0.0015407989262977892,0.11506792627336693,1.0919894528872476,-0.18942476368178052,1.2865023031756735,0.936346097027677,0.11011740566619221,1.0069910572362262,-0.1894247636817804,False,True
U56,MA,RS,200.0,0.75,0.0015419543394278473,0.11510070128463767,1.0876461688444272,-0.1864743230888184,1.171140844332536,1.0270156313724499,0.12354113579850767,1.106047793979619,-0.18647432308881806,False,True
U56,MA,RS,250.0,0.75,0.001526423554591627,0.11451479481973026,1.0793611750360077,-0.1828040446991276,1.1782770414040455,1.0076580150733585,0.12229930805035205,1.0889568707136597,-0.18280404469912792,False,True
U56,VOL,RS,0.45,0.75,0.001014354040768873,0.11147335267280312,1.0985143214919995,-0.17742132823000878,1.1144605899629159,1.0847920874080532,0.11942652475474436,1.1706862378218807,-0.17742132823000845,False,True
U56,VOL,RS,0.6,0.75,0.0007505186598466323,0.12178110253732743,1.1232259534842512,-0.1838375079583563,1.1446398006372518,1.1049385246169336,0.12828670264622222,1.1755263070297197,-0.18383750795835607,False,True
U56,BAND,RS,0.0,0.75,0.0015419543394278473,0.11510070128463767,1.0876461688444272,-0.1864743230888184,1.171140844332536,1.0270156313724499,0.12354113579850767,1.106047793979619,-0.18647432308881806,False,True
U56,BAND,RS,0.03,0.75,0.0015652900369222396,0.12210497400253661,1.1577454010883803,-0.17714792247155398,1.2142818410769787,1.1194863407673712,0.13337255843262819,1.1969792263503722,-0.1771479224715543,False,True
U56,BAND,RS,0.06,0.75,0.001602754736531588,0.12657434999750405,1.1393278305856618,-0.19601302340554638,1.1654803839099277,1.1243680214977678,0.1400697829142874,1.1994730610352573,-0.19601302340554627,False,True
U56,BAND,RS,0.1,0.75,0.0015527792763049347,0.13496995898416442,1.2204071646516907,-0.18249771871024867,1.2656075225608725,1.1921214260365545,0.14656215327294464,1.255793992385893,-0.18249771871024834,False,True
B136,VOL,DG,0.35,0.5,0.1724543459893929,0.06141185779775249,1.17452212703931,-0.0728280378206132,1.3055198172584233,1.0400263020398044,0.059304968232255506,1.1827967319878245,-0.07282803782061242,True,False
B136,VOL,DG,0.45,0.5,0.1255488914711628,0.07380677379861877,1.163746668361267,-0.10490402081413175,1.282865744316233,1.0478528560116127,0.07212198067569253,1.160608341233245,-0.10490402081413142,True,False
B136,VOL,DG,0.35,0.75,0.172446770990804,0.09242229212488207,1.174206743305198,-0.108189139160071,1.306429642064694,1.0384598985930384,0.08916345464271958,1.1813059442962044,-0.10818913916007045,True,False
B136,VOL,DG,0.45,0.75,0.12552706588055165,0.11114741183624766,1.1635194092150383,-0.15512657154656517,1.2838633268568096,1.0465440435650606,0.10851619108025345,1.1592223769456411,-0.15512657154656506,False,True
