panel,family,form,dial,gross,SD,clause_CAGR,clause_Sharpe,clause_MaxDD,clause_H1,clause_H2,clause_oCAGR,clause_oSharpe,clause_oMaxDD,pass4a,pass4b
B136,VOL,DG,0.6,0.75,0.08531587033776841,0.12359420654058506,1.1381201336577498,-0.18696236312424164,1.255096978957759,1.0269842529994457,0.12011126700793451,1.1224553129457142,-0.18696236312424175,False,True
B136,VOL,DG,0.35,1.0,0.17244387907851727,0.12356611823518038,1.173712212824332,-0.142831643935584,1.307173214652867,1.0367018352846875,0.11908771830978915,1.1796199062851198,-0.14283164393558312,False,True
B136,BAND,DG,0.03,1.0,0.1971804143139707,0.10724582624809265,1.1056928857688249,-0.16157734777304533,1.230097256892346,0.9833022070744002,0.10658557013582604,1.117411511463011,-0.1615773477730451,False,True
B136,BAND,DG,0.06,1.0,0.20080206141514287,0.10886250772855433,1.0915479971732478,-0.18040271115669182,1.2211203240147026,0.9655622202375792,0.1083969822853581,1.1008979515718065,-0.1804027111566916,False,True
B136,BAND,DG,0.1,1.0,0.198957625212691,0.11641632973671312,1.1239351470816357,-0.1919570244082408,1.2738640445688396,0.9776140248367453,0.11223419185632322,1.1041825995268548,-0.1919570244082407,False,True
B136,BREADTH,DG,0.2,0.5,0.35798540842267823,0.07541910595787549,1.1349686410434585,-0.10432262208779441,1.2434196722321176,1.018710268497607,0.06274814770712744,1.1600414931097756,-0.07878668236463593,True,False
B136,BREADTH,DG,0.2,0.75,0.35798540842267823,0.1134922635820641,1.1353714954678604,-0.15327717788034978,1.2458095913361662,1.0163842011152047,0.0942594321158503,1.157787031684918,-0.11654717116390645,False,True
B136,BREADTH,DG,0.2,1.0,0.35798540842267823,0.1516813112490425,1.1355507636388193,-0.20018993141011487,1.2479618937511547,1.0138530801777554,0.12576746982589193,1.1553214220684245,-0.15324980738573468,False,True
B136,SPYTR,DG,0.1,0.75,0.2743654071875812,0.1239513164665691,1.176663095519389,-0.15327717788034978,1.1892964504637398,1.1788408037789937,0.11682340106120548,1.2960371994754614,-0.13434818061051645,False,True
B136,SPYTR,DG,0.2,0.75,0.3659277787388803,0.11056669651784667,1.153396978376218,-0.1564548120859286,1.176496083778171,1.149615099567472,0.10276677681190582,1.2876830383810414,-0.0975292867324764,False,True
B136,SPYTR,DG,0.1,1.0,0.2743654071875812,0.1658115652691794,1.1765008879856649,-0.20018993141011487,1.1908600676543013,1.1764535991065321,0.15646579468284072,1.2937490366854667,-0.1760123591436633,False,True
B136,DD,DG,0.1,0.75,0.2777671808483167,0.11645362774865675,1.1162994114387053,-0.1640672206614907,1.2092327976577302,1.0174851731791918,0.10005354962550572,1.1474858071285898,-0.1640672206614905,False,True
B136,DD,DG,0.2,1.0,0.3457063525846955,0.14105843563560372,1.06988593117919,-0.20018993141011487,1.1451942457460056,1.0059093371205425,0.1195912505452339,1.1567331307117443,-0.17367466056422498,False,True
B136,MA,RS,100.0,0.75,0.0014924201174705137,0.1093717256764335,1.0047789979662887,-0.18385328594682315,1.1693609818380195,0.8460387226238743,0.10057077181012652,0.9466994736666864,-0.1838532859468237,False,True
B136,MA,RS,150.0,0.75,0.0015264158993991625,0.11394487041638635,1.043752214400766,-0.19409874757394374,1.2038196871013787,0.8996284824117621,0.10916341856276235,0.9964003187591028,-0.19409874757394363,False,True
B136,MA,RS,200.0,0.75,0.001497188240420585,0.11637443421605997,1.056627234650641,-0.20122396720949698,1.1576062671159508,0.9695425892777702,0.11955179067759225,1.064516105449877,-0.2012239672094971,False,True
B136,VOL,RS,0.35,0.75,0.0015337403452457805,0.1100878812663062,1.1077701278945784,-0.16815030260946873,1.2579802058309097,0.962561534463265,0.10443130554047109,1.0737945803167117,-0.16815030260946862,False,True
B136,VOL,RS,0.45,0.75,0.001155478663045439,0.12167201695946961,1.1220121339915623,-0.18709648778120713,1.240127265077417,1.008921059279322,0.11792750475808433,1.1067896706288285,-0.18709648778120758,False,True
B136,BAND,RS,0.0,0.75,0.0014971828483889074,0.11636996319748616,1.0565950724320254,-0.20122396720949698,1.1576062671159508,0.9694804730156488,0.11954360675265407,1.0644583895573423,-0.2012239672094971,False,True
B136,BAND,RS,0.03,0.75,0.0015220066903254218,0.11734120862469877,1.06900647415774,-0.18528570357900875,1.1722149107973217,0.979145925804225,0.12014792469678293,1.0759636446032401,-0.18528570357900875,False,True
SMALL439,BAND,DG,0.06,0.5,0.17028860542138757,0.02831262261405043,0.6162148096328992,-0.10206756302499109,0.6402085623441115,0.5974679582111215,0.028563606297664856,0.6111099810849635,-0.10206756302499154,True,False
SMALL439,BAND,DG,0.1,0.5,0.17077606251857544,0.030338768128489235,0.646388100106938,-0.10585140249429636,0.6749562929206803,0.6231143228095315,0.030461625592294928,0.6391120455865954,-0.10585140249429781,True,False
