panel,book,cost,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,TO
U56,RULES v2,0.0,0.0833996628640643,1.1991302248149966,-0.12049431986990566,1.1921975686322153,1.2141222925626038,1.0541375569908988,0.09719370944259476,1.3078981894096613,-0.12049431986990589,1.7228431014904486
U56,SPY,0.0,0.15216020207098135,0.8884409779856407,-0.3371728920067383,0.9553519443171049,0.8340161745515712,0.8972928831406073,0.15450717694493354,0.8820109845896832,-0.33717289200673795,0.0
U56,RULES v2,10.0,0.08153606684283599,1.1740806224925795,-0.12074456306203296,1.1667884062421758,1.1891754666704166,1.0282069410700838,0.09523411224157896,1.2833764791477373,-0.12074456306203285,1.7228431014904486
U56,SPY,10.0,0.15216020207098135,0.8884409779856407,-0.3371728920067383,0.9553519443171049,0.8340161745515712,0.8972928831406073,0.15450717694493354,0.8820109845896832,-0.33717289200673795,0.0
U56,RULES v2,25.0,0.07874642977910962,1.1364567188414605,-0.12111987030403859,1.1286066565178186,1.1517185163326265,0.9892490439588142,0.09230106147748596,1.246554626269288,-0.1211198703040387,1.7228431014904486
U56,SPY,25.0,0.15216020207098135,0.8884409779856407,-0.3371728920067383,0.9553519443171049,0.8340161745515712,0.8972928831406073,0.15450717694493354,0.8820109845896832,-0.33717289200673795,0.0
B136,RULES v2,0.0,0.07795540509231347,1.1102374191517084,-0.12219448632065544,1.2175458800888863,1.0137102041962607,1.0636686121258017,0.08205864595508827,1.1474099706985015,-0.12219448632065599,1.9543049615430337
B136,SPY,0.0,0.15215968737275598,0.8884445806157644,-0.3371595330739303,0.9553347427722921,0.8340326918358352,0.8972820151579961,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.0
B136,RULES v2,10.0,0.0758524483293268,1.0822827493910379,-0.12248795901262755,1.1918067893656334,0.9836849691481819,1.0378038322029433,0.07978702314810082,1.1177872524291583,-0.12248795901262799,1.9543049615430337
B136,SPY,10.0,0.15215968737275598,0.8884445806157644,-0.3371595330739303,0.9553347427722921,0.8340326918358352,0.8972820151579961,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.0
B136,RULES v2,25.0,0.0727054291386704,1.0403001026069398,-0.12292809758101353,1.1531336267804564,0.9386072347668855,0.9989482649055533,0.07638827596578524,1.0733092551920227,-0.12292809758101375,1.9543049615430337
B136,SPY,25.0,0.15215968737275598,0.8884445806157644,-0.3371595330739303,0.9553347427722921,0.8340326918358352,0.8972820151579961,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.0
SMALL,RULES v2,0.0,0.045588471696564214,0.7112030452736058,-0.11698747114070585,0.7165027121312699,0.7197587393311402,0.7387565992868533,0.048506848692570825,0.703623188080288,-0.11698747114070573,2.6864021373766036
SMALL,SPY,0.0,0.14141806038132798,0.8621538218504008,-0.33717289200673806,0.8921418066873471,0.857706645157292,0.8333956464117149,0.15450717694493354,0.8820109845896832,-0.33717289200673795,0.0
SMALL,RULES v2,10.0,0.04278526685755013,0.6703555493644456,-0.12087781649545681,0.672922432366047,0.6802086842673039,0.6969003149449747,0.04548190064363755,0.6629120595908399,-0.12087781649545659,2.6864021373766036
SMALL,SPY,10.0,0.14141806038132798,0.8621538218504008,-0.33717289200673806,0.8921418066873471,0.857706645157292,0.8333956464117149,0.15450717694493354,0.8820109845896832,-0.33717289200673795,0.0
SMALL,RULES v2,25.0,0.038594227199016284,0.6090479451995993,-0.1266816682082763,0.6075456442920331,0.6208323461521789,0.6341012080157601,0.0409604900102194,0.6018008565899513,-0.12668166820827687,2.6864021373766036
SMALL,SPY,25.0,0.14141806038132798,0.8621538218504008,-0.33717289200673806,0.8921418066873471,0.857706645157292,0.8333956464117149,0.15450717694493354,0.8820109845896832,-0.33717289200673795,0.0
