panel,book,x,q_sh,w_sh,m_sh,d_w,d_m,q_oos,w_oos,d_w_oos
U56,R6-20,0.0,1.0875940557908406,1.0558198467104456,1.1557043215038336,0.031774209080394966,-0.06811026571299306,1.215984644125263,1.0795051680696708,0.1364794760555923
U56,R6-20,0.01,1.0747347941523169,1.0558198467104456,1.1557043215038336,0.018914947441871277,-0.08096952735151675,1.1891152500723787,1.0795051680696708,0.10961008200270794
U56,R6-20,0.03,1.0637383671512104,1.0558198467104456,1.1557043215038336,0.007918520440764798,-0.09196595435262322,1.1758955926420118,1.0795051680696708,0.09639042457234104
U56,R6-20,0.05,1.0418197605321178,1.0558198467104456,1.1557043215038336,-0.01400008617832782,-0.11388456097171584,1.151853616607166,1.0795051680696708,0.07234844853749522
U56,R6-20,0.1,1.060087757894099,1.0558198467104456,1.1557043215038336,0.004267911183653439,-0.09561656360973458,1.1629410809019312,1.0795051680696708,0.08343591283226037
U56,V2,0.0,1.1580767783822081,1.2037308291391255,1.1747684923493862,-0.04565405075691742,-0.016691713967178057,1.2282490750959623,1.2816876607860581,-0.05343858569009585
U56,V2,0.01,1.1580412897510302,1.2037308291391255,1.1747684923493862,-0.04568953938809539,-0.016727202598356028,1.2235555218366834,1.2816876607860581,-0.058132138949374745
U56,V2,0.03,1.1565525411853201,1.2037308291391255,1.1747684923493862,-0.04717828795380541,-0.018215951164066047,1.2186876702960614,1.2816876607860581,-0.06299999048999672
U56,V2,0.05,1.1005863643243488,1.2037308291391255,1.1747684923493862,-0.10314446481477679,-0.07418212802503743,1.1668055059451932,1.2816876607860581,-0.11488215484086495
U56,V2,0.1,1.103941420670613,1.2037308291391255,1.1747684923493862,-0.09978940846851247,-0.07082707167877311,1.1576314206023723,1.2816876607860581,-0.12405624018368577
B136,R6-20,0.0,1.0055267222506612,1.0282611459302327,1.1297880446033883,-0.02273442367957146,-0.12426132235272713,0.9921760627407529,0.9275528923937735,0.0646231703469794
B136,R6-20,0.01,1.0051114278814133,1.0282611459302327,1.1297880446033883,-0.02314971804881938,-0.12467661672197505,0.9790164809231943,0.9275528923937735,0.05146358852942079
B136,R6-20,0.03,0.9881515090431575,1.0282611459302327,1.1297880446033883,-0.04010963688707514,-0.14163653556023081,0.9720513118909992,0.9275528923937735,0.04449841949722577
B136,R6-20,0.05,0.9951048379543637,1.0282611459302327,1.1297880446033883,-0.03315630797586899,-0.13468320664902467,0.96582286426671,0.9275528923937735,0.03826997187293657
B136,R6-20,0.1,1.0118729812085272,1.0282611459302327,1.1297880446033883,-0.016388164721705456,-0.11791506339486113,0.997083209616513,0.9275528923937735,0.0695303172227395
B136,V2,0.0,1.0601794367231143,1.1057901818007876,1.0924290639959033,-0.045610745077673265,-0.032249627272789017,1.0983348618619433,1.1185082795688426,-0.020173417706899288
B136,V2,0.01,1.073758367696675,1.1057901818007876,1.0924290639959033,-0.03203181410411249,-0.01867069629922824,1.1001009041784104,1.1185082795688426,-0.018407375390432135
B136,V2,0.03,1.0721340724793254,1.1057901818007876,1.0924290639959033,-0.033656109321462235,-0.020294991516577987,1.0980854181001307,1.1185082795688426,-0.02042286146871186
B136,V2,0.05,1.0469665255918523,1.1057901818007876,1.0924290639959033,-0.05882365620893526,-0.04546253840405101,1.0634066271553355,1.1185082795688426,-0.05510165241350706
B136,V2,0.1,1.03969352257486,1.1057901818007876,1.0924290639959033,-0.06609665922592756,-0.05273554142104331,1.039967346126293,1.1185082795688426,-0.07854093344254953
SMALL439,R6-20,0.0,0.25250055239507274,0.3497828037015053,0.49341944604818644,-0.09728225130643253,-0.2409188936531137,0.24933598470525284,0.4568382288669519,-0.20750224416169907
SMALL439,R6-20,0.01,0.24387607330651917,0.3497828037015053,0.49341944604818644,-0.1059067303949861,-0.24954337274166727,0.23346488168865018,0.4568382288669519,-0.22337334717830173
SMALL439,R6-20,0.03,0.24249225116306425,0.3497828037015053,0.49341944604818644,-0.10729055253844103,-0.25092719488512216,0.22863430642487176,0.4568382288669519,-0.22820392244208015
SMALL439,R6-20,0.05,0.24764416708494624,0.3497828037015053,0.49341944604818644,-0.10213863661655903,-0.2457752789632402,0.2241919087512095,0.4568382288669519,-0.2326463201157424
SMALL439,R6-20,0.1,0.25916825070042926,0.3497828037015053,0.49341944604818644,-0.09061455300107601,-0.23425119534775718,0.19628861686093388,0.4568382288669519,-0.260549612006018
SMALL439,V2,0.0,0.5899887068388122,0.5724733772674039,0.6643481080172146,0.017515329571408333,-0.07435940117840234,0.5951089680220474,0.5680478271993786,0.02706114082266875
SMALL439,V2,0.01,0.5845874815076407,0.5724733772674039,0.6643481080172146,0.012114104240236845,-0.07976062650957383,0.5820275338491591,0.5680478271993786,0.013979706649780432
SMALL439,V2,0.03,0.5979382104841966,0.5724733772674039,0.6643481080172146,0.025464833216792715,-0.06640989753301796,0.6055789484486985,0.5680478271993786,0.0375311212493199
SMALL439,V2,0.05,0.610140641967781,0.5724733772674039,0.6643481080172146,0.03766726470037707,-0.054207466049433606,0.5997347700705705,0.5680478271993786,0.03168694287119189
SMALL439,V2,0.1,0.6245816990205731,0.5724733772674039,0.6643481080172146,0.05210832175316926,-0.03976640899664141,0.6148754139281027,0.5680478271993786,0.04682758672872411
