corpus,dial,book,parent,arm,point,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,fail4a,fail4b
A,GROSS,U56,U56,SEL-SHARPE,0.8,0.1372045591754698,1.1075821979491802,-0.1935264825671691,1.1098854833005565,1.1117770867248449,1.1775842807296992,0.1546726402581963,-0.1935264825671692,DD,-
A,GROSS,U56,U56,SINGLE-MODE,1.0,0.171675990483149,1.1076822412577438,-0.2385090249312876,1.1098474798763216,1.112034506817548,1.1778258965716302,0.1939801160758403,-0.2385090249312877,DD,DD
A,GROSS,U56,U56,S-MODE,1.0,0.171675990483149,1.1076822412577438,-0.2385090249312876,1.1098474798763216,1.112034506817548,1.1778258965716302,0.1939801160758403,-0.2385090249312877,DD,DD
A,GROSS,U56,U56,FULL-MODE,1.0,0.171675990483149,1.1076822412577438,-0.2385090249312876,1.1098474798763216,1.112034506817548,1.1778258965716302,0.1939801160758403,-0.2385090249312877,DD,DD
A,GROSS,B136,B136,SEL-SHARPE,1.0,0.1737131129474165,0.9588068335637157,-0.2619845704926282,1.1268715888596077,0.813046990198892,0.893678847107437,0.1650948614454379,-0.2619845704926281,DD,"H2,DD"
A,GROSS,B136,B136,SINGLE-MODE,1.0,0.1737131129474165,0.9588068335637157,-0.2619845704926282,1.1268715888596077,0.813046990198892,0.893678847107437,0.1650948614454379,-0.2619845704926281,DD,"H2,DD"
A,GROSS,B136,B136,S-MODE,1.0,0.1737131129474165,0.9588068335637157,-0.2619845704926282,1.1268715888596077,0.813046990198892,0.893678847107437,0.1650948614454379,-0.2619845704926281,DD,"H2,DD"
A,GROSS,B136,B136,FULL-MODE,1.0,0.1737131129474165,0.9588068335637157,-0.2619845704926282,1.1268715888596077,0.813046990198892,0.893678847107437,0.1650948614454379,-0.2619845704926281,DD,"H2,DD"
A,GROSS,BSTK100,B136,SEL-SHARPE,1.0,0.1827482812442631,0.9965772329343304,-0.2661339013644953,1.1851477124670873,0.8283403592935252,0.922040869442315,0.1706177035290483,-0.2661339013644953,DD,"H2,DD"
A,GROSS,BSTK100,B136,SINGLE-MODE,1.0,0.1827482812442631,0.9965772329343304,-0.2661339013644953,1.1851477124670873,0.8283403592935252,0.922040869442315,0.1706177035290483,-0.2661339013644953,DD,"H2,DD"
A,GROSS,BSTK100,B136,S-MODE,1.0,0.1827482812442631,0.9965772329343304,-0.2661339013644953,1.1851477124670873,0.8283403592935252,0.922040869442315,0.1706177035290483,-0.2661339013644953,DD,"H2,DD"
A,GROSS,BSTK100,B136,FULL-MODE,1.0,0.1827482812442631,0.9965772329343304,-0.2661339013644953,1.1851477124670873,0.8283403592935252,0.922040869442315,0.1706177035290483,-0.2661339013644953,DD,"H2,DD"
A,GROSS,ETF36,U56,SEL-SHARPE,1.0,0.0904394572845832,0.8165510866724913,-0.1995548624301024,0.7540705917359546,0.8753204941325646,0.9405260943236976,0.1071277957837366,-0.1995548624301024,DD,"H1,CAGR"
A,GROSS,ETF36,U56,SINGLE-MODE,1.0,0.0904394572845832,0.8165510866724913,-0.1995548624301024,0.7540705917359546,0.8753204941325646,0.9405260943236976,0.1071277957837366,-0.1995548624301024,DD,"H1,CAGR"
A,GROSS,ETF36,U56,S-MODE,1.0,0.0904394572845832,0.8165510866724913,-0.1995548624301024,0.7540705917359546,0.8753204941325646,0.9405260943236976,0.1071277957837366,-0.1995548624301024,DD,"H1,CAGR"
A,GROSS,ETF36,U56,FULL-MODE,1.0,0.0904394572845832,0.8165510866724913,-0.1995548624301024,0.7540705917359546,0.8753204941325646,0.9405260943236976,0.1071277957837366,-0.1995548624301024,DD,"H1,CAGR"
A,GROSS,SMALL484,SMALL,SEL-SHARPE,1.0,0.0930321425038769,0.5065499577137199,-0.3521802072161645,0.6673790310128743,0.3763468693339301,0.5232222257334281,0.1002602465359137,-0.3521802072161645,"H2,DD","H1,H2,OOS,DD,CAGR"
A,GROSS,SMALL484,SMALL,SINGLE-MODE,1.0,0.0930321425038769,0.5065499577137199,-0.3521802072161645,0.6673790310128743,0.3763468693339301,0.5232222257334281,0.1002602465359137,-0.3521802072161645,"H2,DD","H1,H2,OOS,DD,CAGR"
A,GROSS,SMALL484,SMALL,S-MODE,1.0,0.0930321425038769,0.5065499577137199,-0.3521802072161645,0.6673790310128743,0.3763468693339301,0.5232222257334281,0.1002602465359137,-0.3521802072161645,"H2,DD","H1,H2,OOS,DD,CAGR"
