rule,d_U56,d_B136,d_SMALL,pattern
M_NONE,0.03420000000000001,0.0233000000000001,-0.06009999999999993,++-
M_SUBSAMPLE,0.047599999999999865,0.04380000000000006,-0.14849999999999997,++-
M_PAIRWISE,0.047599999999999865,0.04380000000000006,-0.14849999999999997,++-
M_D2,0.039799999999999836,0.04370000000000007,-0.1419999999999999,++-
