panel,family,state,q,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,A_OOS_Sharpe,B_OOS_Sharpe,A_OOS_CAGR,B_OOS_CAGR,A_OOS_MaxDD,B_OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD,pt_oos,pt_full,C_4a,C_4b
U56,TREND,BREADTH,0.5,1.1254450148272606,0.11967235852701585,1.0917841107899962,-0.18859231660184217,1.133567952359865,1.1085669827160756,0.13785127067220793,0.1293461317479201,-0.22525886233200354,-0.1940846932423771,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,False,False,False,True
U56,VOLCAP,XVOL,0.1,1.120262799509049,0.12915387579144455,1.2009292354622205,-0.1722173870216258,1.1335773508019915,1.1837200239079086,0.13617172673117084,0.126775519877657,-0.222773749570354,-0.17591554556356281,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,True,False,True
U56,WIDEN,SPYTR,0.2,1.0217872686075264,0.1175110099513017,0.92801552557094,-0.23918757427364745,1.10116065233888,1.1336066789318011,0.12505889468060172,0.13043524440642762,-0.19349375028532823,-0.21424216845585242,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,False,False,False,False
U56,CONC,DD,0.35,0.9915001571763551,0.11499817667869117,1.074172658649224,-0.15365228898090144,1.10116065233888,0.871276708210056,0.12505889468060194,0.09195297809934799,-0.19349375028532834,-0.15233150112387395,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,False,False,False,False
U56,GROSS,XVOL,0.1,1.1209175644741132,0.15658214487991673,1.2136278586571807,-0.21591007608297674,1.1332544014660308,1.1332544014660308,0.1748990955407781,0.17489909554077832,-0.27865570410618734,-0.27865570410618756,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,True,False,False
U56,DEFEND,DD,0.35,1.1224050896351736,0.09522554623285817,0.9854183623013251,-0.19202747963140387,1.10116065233888,0.9181036461127868,0.12505889468060172,0.06058776443221636,-0.19349375028532823,-0.14095698459443617,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,False,False,False,False
B136,TREND,SPYTR,0.1,1.1382883216109863,0.11931646915486294,1.0621367653070213,-0.20274525460246196,1.1022031339130582,1.0644271483986454,0.13933574083806333,0.12481179406630138,-0.2537106610635026,-0.2094058632724639,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.07983337481604336,1.1185082795688426,-0.1224079386020801,False,False,False,False
B136,VOLCAP,XVOL,0.35,1.1685799397198262,0.12355747654404148,1.1437788287847868,-0.18696236312424164,1.1022860066074958,1.1222716784663382,0.13660655926296728,0.12414599572263096,-0.24924730770587766,-0.19287588023193458,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.07983337481604336,1.1185082795688426,-0.1224079386020801,True,True,False,True
B136,WIDEN,SPYTR,0.2,0.9992542695184842,0.08930241628461544,0.7093712315515204,-0.26199497236617264,0.774711967357406,1.1024267423477654,0.08446010490724665,0.13187034096716954,-0.19908419764935448,-0.24145836811840526,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.07983337481604336,1.1185082795688426,-0.1224079386020801,False,False,False,False
B136,CONC,XVOL,0.5,0.9633197440555585,0.06498397067715533,0.6396895857593791,-0.1728610929867599,0.7747119673574059,0.6327649141272346,0.08446010490724665,0.06458095660064744,-0.19908419764935448,-0.17286109298675978,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.07983337481604336,1.1185082795688426,-0.1224079386020801,False,False,False,False
