panel,ladder,rung,kind,X_EXP,X_CAGR,X_TURN,CAGR,Sharpe,MaxDD
U56,L_G,0.1,COARSE,0.10017213827778841,0.020749783832327173,0.40879235564887767,0.020749783832327173,1.1510013566798496,-0.027161990084026755
U56,L_G,0.2,COARSE,0.2003023137376421,0.041620752125342886,0.8065701000528523,0.041620752125342886,1.1515093763344428,-0.0537949277733617
U56,L_G,0.3,COARSE,0.3003919182387142,0.0626014615125925,1.1947005860827487,0.0626014615125925,1.1519864627631782,-0.07990334880587358
U56,L_G,0.4,COARSE,0.400442342534924,0.08367972584287675,1.574806061455938,0.08367972584287675,1.152429187196976,-0.10549270147939882
U56,L_G,0.5,COARSE,0.5004549768702966,0.10484265276869476,1.948709226341512,0.10484265276869476,1.152835225648363,-0.1305676939013397
U56,L_G,0.6,COARSE,0.6004312115871528,0.12607638603601723,2.318640466626771,0.12607638603601723,1.1531998522566123,-0.1551347294980241
U56,L_G,0.7,COARSE,0.7003724377496106,0.14736643346645972,2.686915003715214,0.14736643346645972,1.1535203934210208,-0.179337193028403
U56,L_G,0.75,COARSE,0.7503303576852957,0.1580277627432507,2.871270351412812,0.1580277627432507,1.1536628182453899,-0.19127562163086176
U56,L_G,0.8,COARSE,0.8002800477850806,0.168697110013859,3.0564028738508284,0.168697110013859,1.1537916908888661,-0.20310042174618248
U56,L_G,0.9,COARSE,0.9001554361467057,0.1900523670600156,3.4297835359211444,0.1900523670600156,1.154012073180602,-0.22641181404615707
U56,L_G,1.0,COARSE,1.0,0.21141430505726944,3.8108040186325898,0.21141430505726944,1.154175022239098,-0.24927641340478046
U56,L_H,1.0,COARSE,0.7502829327678412,0.12964178172927587,10.655289012646165,0.12964178172927587,1.078015328147388,-0.18176874158825296
U56,L_H,21.0,COARSE,0.7503090043678445,0.14187160852844594,6.076624886819647,0.14187160852844594,1.1089014795993266,-0.20192299610461584
U56,L_H,42.0,COARSE,0.7503115277505252,0.14141946541612005,4.687667523595565,0.14141946541612005,1.0650889751573285,-0.22828399269050292
U56,L_H,63.0,COARSE,0.7503248932304497,0.15263486758082334,3.851971409565403,0.15263486758082334,1.1207007422137005,-0.25533287030036256
U56,L_H,126.0,COARSE,0.7503303576852957,0.1580277627432507,2.871270351412812,0.1580277627432507,1.1536628182453899,-0.19127562163086176
U56,L_H,189.0,COARSE,0.7503225496514844,0.15583785946968942,2.3416838196707657,0.15583785946968942,1.1236187794339554,-0.21753413763378182
U56,L_H,252.0,COARSE,0.7503072586250026,0.15977121810503636,2.082497375720957,0.15977121810503636,1.1681408954198078,-0.21843526491907983
U56,L_H,504.0,COARSE,0.7502715229907799,0.15539320106871335,1.4902298145228603,0.15539320106871335,1.1499787408614746,-0.1861028238928527
B136,L_G,0.1,COARSE,0.10017328495442707,0.021237431717194166,0.4605677109928326,0.021237431717194166,1.0592902274618377,-0.029474615514227587
B136,L_G,0.2,COARSE,0.200303670035982,0.04255815839646804,0.9093420022636239,0.04255815839646804,1.0603251592696517,-0.05837982759191951
B136,L_G,0.3,COARSE,0.3003928028150567,0.06394706707772224,1.3479695462690842,0.06394706707772224,1.0613265413679756,-0.08672043338758628
B136,L_G,0.4,COARSE,0.4004423295584117,0.0853884704752943,1.7781100746477885,0.0853884704752943,1.0622942567916271,-0.11450128177376084
B136,L_G,0.5,COARSE,0.5004538960400289,0.10686586472154769,2.201658715123181,0.10686586472154769,1.0632262523902725,-0.14172761237675735
B136,L_G,0.6,COARSE,0.6004291483762831,0.12836164588855592,2.620980410532765,0.12836164588855592,1.0641181864176983,-0.16840451706624826
B136,L_G,0.7,COARSE,0.7003697338902739,0.14985727250928882,3.038731005858962,0.14985727250928882,1.0649663294356049,-0.19453765405229662
B136,L_G,0.75,COARSE,0.7503275419277662,0.16059882236574818,3.2480549590542847,0.16059882236574818,1.0653720113403455,-0.2074018763117902
B136,L_G,0.8,COARSE,0.8002773020107479,0.17133293992735865,3.4581138181701263,0.17133293992735865,1.0657654944154806,-0.22013184853851098
B136,L_G,0.9,COARSE,0.9001535052117509,0.19276903911276655,3.8816213811619833,0.19276903911276655,1.0665170444328809,-0.2451929944649145
B136,L_G,1.0,COARSE,1.0,0.21414465355589352,4.312336912713957,0.21414465355589352,1.0672188098433435,-0.26972769670534513
B136,L_H,1.0,COARSE,0.7502756027191698,0.12871693193111255,14.133641952709525,0.12871693193111255,0.9369459157477006,-0.2005239339604492
B136,L_H,21.0,COARSE,0.7503316780699477,0.15980239884326997,7.742454437739183,0.15980239884326997,1.066271773087172,-0.26372392677410805
B136,L_H,42.0,COARSE,0.750358925017066,0.1631009957654872,5.857719776822538,0.1631009957654872,1.0440444213056594,-0.2533825358707227
B136,L_H,63.0,COARSE,0.750362786257811,0.17100306141311017,4.669088425660866,0.17100306141311017,1.0904809289461044,-0.28694818362899377
B136,L_H,126.0,COARSE,0.7503275419277662,0.16059882236574818,3.2480549590542847,0.16059882236574818,1.0653720113403455,-0.2074018763117902
B136,L_H,189.0,COARSE,0.7503513491238621,0.16787112000849258,2.513404909307247,0.16787112000849258,1.0422724373145709,-0.2580717567979731
B136,L_H,252.0,COARSE,0.7502919367358157,0.16365399077779808,2.1605612190316092,0.16365399077779808,1.0718996869852955,-0.23491191425156233
B136,L_H,504.0,COARSE,0.7502376252238971,0.1472277089612135,1.5901385125473415,0.1472277089612135,0.996376459089463,-0.2298657848827662
SMALL,L_G,0.1,COARSE,0.10007049477514113,0.011834249676380582,0.5760329095525188,0.011834249676380582,0.5055272405986205,-0.0541339133506199
SMALL,L_G,0.2,COARSE,0.20011839598427492,0.02326462245230876,1.1409765377433305,0.02326462245230876,0.5061275468987101,-0.10662750896125117
SMALL,L_G,0.3,COARSE,0.3001462706521237,0.03427181310463889,1.696706357668755,0.03427181310463889,0.5067146422109156,-0.15745528056067082
SMALL,L_G,0.4,COARSE,0.40015669992732167,0.04483660320547456,2.245184216014032,0.04483660320547456,0.5072887060807606,-0.20659469966010835
SMALL,L_G,0.5,COARSE,0.5001522819006409,0.054939598970945136,2.7887344927465034,0.054939598970945136,0.5078473422405078,-0.25403013785403095
SMALL,L_G,0.6,COARSE,0.6001356346101182,0.06456163637049084,3.3296727474839343,0.06456163637049084,0.5083902479756214,-0.2997509504421533
SMALL,L_G,0.7,COARSE,0.7001093992667567,0.07368359145347791,3.870532312390848,0.07368359145347791,0.508916832838635,-0.34375059605867364
SMALL,L_G,0.75,COARSE,0.750093518641712,0.07805104993425882,4.1418081929077655,0.07805104993425882,0.5091735910765686,-0.36510516715275565
SMALL,L_G,0.8,COARSE,0.8000762437397158,0.08228628490893541,4.4141601155667285,0.08228628490893541,0.5094256137584752,-0.38603024788467
SMALL,L_G,0.9,COARSE,0.9000388663463097,0.09035142386222517,4.9629218973405544,0.09035142386222517,0.5099190067114568,-0.4265902279577909
SMALL,L_G,1.0,COARSE,1.0,0.09786162781307306,5.518728430746692,0.09786162781307306,0.5104011271197118,-0.46543459915663277
SMALL,L_H,1.0,COARSE,0.75018045621104,0.0777565886788596,21.308639778425093,0.0777565886788596,0.5388251808386039,-0.3280614534611852
SMALL,L_H,21.0,COARSE,0.7501832788496112,0.09011509152293073,10.871561939733636,0.09011509152293073,0.5804514529286806,-0.40664474877167023
SMALL,L_H,42.0,COARSE,0.7501405511211633,0.09536305972742642,8.01094198208768,0.09536305972742642,0.605243177742834,-0.4239026191518742
SMALL,L_H,63.0,COARSE,0.7501423557436743,0.09421822446134231,6.187558650932906,0.09421822446134231,0.597111685364235,-0.38609143102175203
SMALL,L_H,126.0,COARSE,0.750093518641712,0.07805104993425882,4.1418081929077655,0.07805104993425882,0.5091735910765686,-0.36510516715275565
SMALL,L_H,189.0,COARSE,0.7501141566778493,0.10193466833653297,3.3389147258437633,0.10193466833653297,0.6340504955995899,-0.3415022830440392
SMALL,L_H,252.0,COARSE,0.7502106069574633,0.12282119638704692,2.8327821828190567,0.12282119638704692,0.7483322708399771,-0.3537220030106044
SMALL,L_H,504.0,COARSE,0.75009030983232,0.07907519392432327,2.246885676387281,0.07907519392432327,0.49029744175101714,-0.4033574811026335
