panel,chooser,book,cad,gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b,fail4b,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD
U56,IS_SHARPE,TOP10,M,1.0,0.23170431823213122,1.1045497571998522,-0.2979275261211183,False,L4_DD,0.15210156343930548,0.8713084695230762,-0.3371725677562022
U56,IS_CAGR,TOP10,M,1.0,0.23170431823213122,1.1045497571998522,-0.2979275261211183,False,L4_DD,0.15210156343930548,0.8713084695230762,-0.3371725677562022
U56,IS_LEGS,TOP10,M,0.75,0.17309225688498553,1.1008702570185247,-0.23215158924479462,False,L4_DD,0.15210156343930548,0.8713084695230762,-0.3371725677562022
B136,IS_SHARPE,TOP20,M,1.0,0.20808598369273268,1.0051190817446478,-0.33675172386421537,False,L4_DD,0.15331427255204866,0.8769078511614361,-0.3371595330739301
B136,IS_CAGR,TOP10,M,1.0,0.2416258970339058,0.999223394958589,-0.35792666087771463,False,L4_DD,0.15331427255204866,0.8769078511614361,-0.3371595330739301
B136,IS_LEGS,TOP20,M,0.75,0.15548074428192016,1.000411926222563,-0.2610525610883291,False,L4_DD,0.15331427255204866,0.8769078511614361,-0.3371595330739301
