book,H,s,n,share,share_S2,leg_sharpe,leg_halves,leg_dd,leg_cagr,med_CAGR,med_Sharpe,worst_MaxDD,spy_neg
K8,756,63,59,0.4067796610169492,0.4067796610169492,0.847457627118644,0.4915254237288136,0.5932203389830508,0.9152542372881356,0.134838001275688,1.2953365869643743,-0.1479115582684295,0
K8,1260,21,152,0.5986842105263158,0.5986842105263158,0.9539473684210527,0.6644736842105263,0.6710526315789473,1.0,0.13966328660223437,1.2911686900768058,-0.1479115582684295,0
K8,1260,63,51,0.6078431372549019,0.6078431372549019,0.9607843137254902,0.6666666666666666,0.6862745098039216,1.0,0.1419429838350137,1.2873044305130226,-0.1479115582684295,0
LIVE,756,21,176,0.1875,0.1875,0.9147727272727273,0.5170454545454546,0.9545454545454546,0.24431818181818182,0.07981660706238913,1.1866509450212632,-0.12054943679771224,0
LIVE,756,63,59,0.1694915254237288,0.1694915254237288,0.9322033898305084,0.4915254237288136,0.9661016949152542,0.23728813559322035,0.08005435076417,1.1776671011912427,-0.12054943679771202,0
LIVE,1260,21,152,0.11842105263157894,0.11842105263157894,1.0,0.7828947368421053,1.0,0.125,0.08250585399599586,1.2132082632567756,-0.12054943679771224,0
LIVE,1260,63,51,0.1568627450980392,0.1568627450980392,1.0,0.8235294117647058,1.0,0.1568627450980392,0.08228937262062508,1.2138034552833756,-0.12054943679771202,0
R1,756,21,176,0.32954545454545453,0.32954545454545453,0.8522727272727273,0.5568181818181818,0.5795454545454546,0.6022727272727273,0.10745402076957267,1.16260870987509,-0.19050608576273242,0
R1,756,63,59,0.3220338983050847,0.3220338983050847,0.847457627118644,0.5423728813559322,0.5932203389830508,0.576271186440678,0.1073308556350705,1.1707252543021505,-0.1905060857627322,0
R1,1260,21,152,0.42105263157894735,0.42105263157894735,0.993421052631579,0.5657894736842105,0.743421052631579,0.8289473684210527,0.1122462207995798,1.1556262774718715,-0.19050608576273242,0
R1,1260,63,51,0.37254901960784315,0.37254901960784315,1.0,0.49019607843137253,0.7647058823529411,0.8235294117647058,0.11277307716470397,1.1460111019477184,-0.1905060857627322,0
R2,756,21,176,0.17045454545454544,0.17045454545454544,0.8806818181818182,0.5340909090909091,0.4602272727272727,0.7102272727272727,0.10425751818506579,1.0332474404664571,-0.18647361198328072,0
R2,756,63,59,0.15254237288135594,0.15254237288135594,0.8813559322033898,0.4915254237288136,0.4745762711864407,0.7288135593220338,0.10455084751482402,1.033063258994703,-0.18647361198328072,0
R2,1260,21,152,0.3223684210526316,0.3223684210526316,0.9342105263157895,0.6710526315789473,0.5921052631578947,0.7894736842105263,0.11179230549998942,1.113324039738886,-0.18647361198328072,0
R2,1260,63,51,0.35294117647058826,0.35294117647058826,0.9411764705882353,0.6862745098039216,0.6078431372549019,0.7843137254901961,0.11083123327967681,1.113625717998182,-0.18647361198328072,0
R3,756,21,176,0.29545454545454547,0.29545454545454547,1.0,0.6647727272727273,0.5170454545454546,1.0,0.14735342356519465,1.2219101640571362,-0.1997579695061551,0
R3,756,63,59,0.2711864406779661,0.2711864406779661,1.0,0.5932203389830508,0.5254237288135594,1.0,0.1473734356492038,1.2236604498242674,-0.199757969506155,0
R3,1260,21,152,0.7105263157894737,0.7105263157894737,1.0,1.0,0.7105263157894737,1.0,0.14606961051618905,1.2150775317511173,-0.1997579695061551,0
R3,1260,63,51,0.7254901960784313,0.7254901960784313,1.0,1.0,0.7254901960784313,1.0,0.14588308937024674,1.2121378336748367,-0.199757969506155,0
R4,756,21,176,0.13636363636363635,0.13636363636363635,0.9261363636363636,0.3977272727272727,0.5284090909090909,0.9431818181818182,0.1394493672340923,1.1845713260979212,-0.19432719349775107,0
R4,756,63,59,0.13559322033898305,0.13559322033898305,0.9322033898305084,0.3728813559322034,0.5423728813559322,0.9491525423728814,0.14072916421209758,1.2232544511652474,-0.19432719349775074,0
R4,1260,21,152,0.5526315789473685,0.5526315789473685,1.0,0.7894736842105263,0.7105263157894737,1.0,0.14165341411274357,1.1611982986608993,-0.19432719349775107,0
R4,1260,63,51,0.5882352941176471,0.5882352941176471,1.0,0.8235294117647058,0.7254901960784313,1.0,0.14172967696336358,1.137812249486075,-0.19432719349775074,0
V1,756,21,176,0.011363636363636364,0.011363636363636364,0.19886363636363635,0.011363636363636364,0.7045454545454546,0.17045454545454544,0.06787270951563851,0.7001236080570692,-0.13827818499624545,0
V1,756,63,59,0.0,0.0,0.22033898305084745,0.0,0.711864406779661,0.1694915254237288,0.06758269058417166,0.6934909409489897,-0.13827818499624522,0
V1,1260,21,152,0.02631578947368421,0.02631578947368421,0.17763157894736842,0.03289473684210526,0.6776315789473685,0.08552631578947369,0.06953550794953245,0.713742375163728,-0.13827818499624545,0
V1,1260,63,51,0.0196078431372549,0.0196078431372549,0.1568627450980392,0.0196078431372549,0.6862745098039216,0.09803921568627451,0.06855449642593081,0.7096837867829429,-0.13827818499624522,0
