book,H,s,n,share,share_S2,leg_sharpe,leg_halves,leg_dd,leg_cagr,med_CAGR,med_Sharpe,worst_MaxDD,spy_neg
K1,756,21,176,0.11363636363636363,0.11363636363636363,0.8181818181818182,0.3522727272727273,0.2215909090909091,0.7784090909090909,0.12445735948300629,1.056594284587868,-0.18308341446270238,0
K1,756,63,59,0.13559322033898305,0.13559322033898305,0.8135593220338984,0.3728813559322034,0.23728813559322035,0.7966101694915254,0.12410874987343812,1.071813465421966,-0.18308341446270215,0
K1,1260,21,152,0.3815789473684211,0.3815789473684211,0.9407894736842105,0.7302631578947368,0.4144736842105263,0.9276315789473685,0.1273021744657986,1.0755507676269072,-0.18308341446270238,0
K1,1260,63,51,0.4117647058823529,0.4117647058823529,0.9411764705882353,0.7843137254901961,0.43137254901960786,0.9215686274509803,0.12951053831053239,1.0822149624957509,-0.18308341446270215,0
K2,756,21,176,0.10795454545454546,0.10795454545454546,0.8409090909090909,0.4715909090909091,0.375,0.7840909090909091,0.12741092959844968,1.0904691663221202,-0.17244981000039894,0
K2,756,63,59,0.1016949152542373,0.1016949152542373,0.8305084745762712,0.4406779661016949,0.3728813559322034,0.7796610169491526,0.1254807855473452,1.0667641643940684,-0.17244981000039872,0
K2,1260,21,152,0.4342105263157895,0.4342105263157895,0.9407894736842105,0.743421052631579,0.5921052631578947,0.8421052631578947,0.1268945535439695,1.1501339908003467,-0.17244981000039894,0
K2,1260,63,51,0.43137254901960786,0.43137254901960786,0.9411764705882353,0.7254901960784313,0.5882352941176471,0.8235294117647058,0.1259142577590464,1.1579668975698154,-0.17244981000039872,0
K3,756,21,176,0.36363636363636365,0.36363636363636365,0.8465909090909091,0.4659090909090909,0.5511363636363636,0.7215909090909091,0.11275987568025958,1.1013376736872156,-0.12373929288434826,0
K3,756,63,59,0.3728813559322034,0.3728813559322034,0.847457627118644,0.4576271186440678,0.559322033898305,0.7288135593220338,0.11088373053810452,1.0650633563349907,-0.12373929288434826,0
K3,1260,21,152,0.5986842105263158,0.5986842105263158,0.9144736842105263,0.7039473684210527,0.6118421052631579,0.7631578947368421,0.11274804273844108,1.1461439490291268,-0.12373929288434826,0
K3,1260,63,51,0.6078431372549019,0.6078431372549019,0.9215686274509803,0.7254901960784313,0.6274509803921569,0.7647058823529411,0.1121497480271283,1.1767263847311658,-0.12373929288434826,0
K4,756,21,176,0.4431818181818182,0.4431818181818182,0.9375,0.5454545454545454,0.8636363636363636,0.8125,0.11072455618600374,1.1762269408217185,-0.15485495397692028,0
K4,756,63,59,0.4576271186440678,0.4576271186440678,0.9491525423728814,0.5423728813559322,0.8813559322033898,0.8305084745762712,0.11096108485342682,1.1755675120395566,-0.15485495397692028,0
K4,1260,21,152,0.6842105263157895,0.6842105263157895,1.0,0.8223684210526315,0.9276315789473685,0.875,0.1145323772327641,1.2170051430191062,-0.15485495397692028,0
K4,1260,63,51,0.7254901960784313,0.7254901960784313,1.0,0.8431372549019608,0.9411764705882353,0.8627450980392157,0.11462557289843778,1.2340475382074179,-0.15485495397692028,0
K5,756,21,176,0.3977272727272727,0.3977272727272727,0.9147727272727273,0.5170454545454546,0.8636363636363636,0.7272727272727273,0.106469268932735,1.1875404053358858,-0.15910990262744007,0
K5,756,63,59,0.3389830508474576,0.3389830508474576,0.9322033898305084,0.4915254237288136,0.8813559322033898,0.711864406779661,0.10629096716185571,1.1758972736700883,-0.15910990262743996,0
K5,1260,21,152,0.6513157894736842,0.6513157894736842,1.0,0.7828947368421053,0.9276315789473685,0.7960526315789473,0.11029715434240583,1.2128245443611299,-0.15910990262744007,0
K5,1260,63,51,0.6862745098039216,0.6862745098039216,1.0,0.8235294117647058,0.9411764705882353,0.7843137254901961,0.10962610593965039,1.2125041227338205,-0.15910990262744007,0
K6,756,21,176,0.2784090909090909,0.2784090909090909,0.9886363636363636,0.6875,0.3465909090909091,0.8806818181818182,0.1268016114981092,1.1914038896928991,-0.19419373034827192,0
K6,756,63,59,0.288135593220339,0.288135593220339,0.9830508474576272,0.6949152542372882,0.3559322033898305,0.864406779661017,0.1279675998465264,1.1815035174625172,-0.1941937303482718,0
K6,1260,21,152,0.506578947368421,0.506578947368421,1.0,0.9605263157894737,0.5131578947368421,0.9868421052631579,0.13391779462453735,1.2317146927071763,-0.19419373034827192,0
K6,1260,63,51,0.5098039215686274,0.5098039215686274,1.0,0.9411764705882353,0.5294117647058824,0.9803921568627451,0.13401805823137503,1.2330912993862695,-0.19419373034827192,0
K7,756,21,176,0.005681818181818182,0.005681818181818182,0.9659090909090909,0.7386363636363636,1.0,0.005681818181818182,0.05820479458045502,1.1337662442732928,-0.11133286588851288,0
K7,756,63,59,0.0,0.0,0.9830508474576272,0.7288135593220338,1.0,0.0,0.058134714737478665,1.1274289135258462,-0.11133286588851277,0
K7,1260,21,152,0.006578947368421052,0.006578947368421052,1.0,0.8552631578947368,1.0,0.006578947368421052,0.059330451467017986,1.1641070311945763,-0.11133286588851288,0
K7,1260,63,51,0.0,0.0,1.0,0.8431372549019608,1.0,0.0,0.05935981830957582,1.1663046380282727,-0.11133286588851277,0
K8,756,21,176,0.4147727272727273,0.4147727272727273,0.8295454545454546,0.5284090909090909,0.5909090909090909,0.9090909090909091,0.13656049597135722,1.3101332497563711,-0.1479115582684295,0
