knob,n_rungs,output,declared_class,mean_swing,max_swing,n_decisions_moving,seed_noise,ratio,cell,cell_B_matched
K_SEED,8,O_REACH,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_SEED,8,B_PPICK,BAR,0.03325,0.066,63,0.03325,1.0,2_NOISE_BOUND,
K_SEED,8,B_Q95,BAR,0.024420743796739464,0.09037905410672176,72,0.024420743796739464,1.0,2_NOISE_BOUND,
K_SEED,8,B_NULLMED,BAR,0.015339104645960853,0.0632325999594453,72,0.015339104645960853,1.0,2_NOISE_BOUND,
K_SEED,8,B_RECRANGE,BAR,0.035733922418406366,0.14295198016510957,72,0.035733922418406366,1.0,2_NOISE_BOUND,
K_SEED,8,B_BOOT95,BAR,0.007435036873822223,0.0588961447253018,72,0.007435036873822223,1.0,2_NOISE_BOUND,
K_SEED,8,B_PCTRANK,BAR,0.044111111111111115,0.07200000000000001,72,0.044111111111111115,1.0,2_NOISE_BOUND,
K_SEED,8,B_PMAX,BAR,0.03266666666666667,0.06999999999999995,63,0.03266666666666667,1.0,2_NOISE_BOUND,
K_SEED,8,B_MODALRUNG,BAR,0.25,5.0,11,0.25,1.0,2_NOISE_BOUND,
K_SEED,8,B_MODALMATCH,BAR,0.1388888888888889,1.0,10,0.1388888888888889,1.0,2_NOISE_BOUND,
K_SEED,8,B_SD,BAR,0.008956975241017415,0.032814870671467766,72,0.008956975241017415,1.0,2_NOISE_BOUND,
K_SEED,8,B_GAPEXCEEDS,BAR,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_SEED,8,B_RESOLVED,BAR,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_SEED,8,B_Q05,BAR,0.02645880448837564,0.09210616366462354,72,0.02645880448837564,1.0,2_NOISE_BOUND,
K_SEED,8,O_PICK,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_SEED,8,O_MARGIN,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_SEED,8,O_LEVEL,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_SEED,8,O_GAPRATIO,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_B,4,O_REACH,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_B,4,B_PPICK,BAR,0.023826388888888897,0.08400000000000002,63,0.03325,0.7165831244778615,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_Q95,BAR,0.01698305483227212,0.11142097691799857,72,0.024420743796739464,0.6954356089080143,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_NULLMED,BAR,0.010360292660788908,0.06768528260838447,72,0.015339104645960853,0.6754170402975259,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_RECRANGE,BAR,0.02516825045677061,0.1352568627082742,72,0.035733922418406366,0.7043237560678917,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_BOOT95,BAR,0.004613030648728391,0.02448729761646873,72,0.007435036873822223,0.620444891802791,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_PCTRANK,BAR,0.027708333333333335,0.07449999999999996,72,0.044111111111111115,0.6281486146095717,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_PMAX,BAR,0.022534722222222227,0.08400000000000002,63,0.03266666666666667,0.6898384353741497,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_MODALRUNG,BAR,0.19444444444444445,5.0,7,0.25,0.7777777777777778,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_MODALMATCH,BAR,0.08333333333333333,1.0,6,0.1388888888888889,0.6,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_SD,BAR,0.0065525627615050114,0.03481516497658327,72,0.008956975241017415,0.7315597715954735,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,B_GAPEXCEEDS,BAR,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_B,4,B_RESOLVED,BAR,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_B,4,B_Q05,BAR,0.01641773166043104,0.08921329807695938,72,0.02645880448837564,0.6205016431352359,2_NOISE_BOUND,2_NOISE_BOUND
K_B,4,O_PICK,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_B,4,O_MARGIN,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_B,4,O_LEVEL,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_B,4,O_GAPRATIO,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_DRAWKIND,4,O_REACH,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_DRAWKIND,4,B_PPICK,BAR,0.09122222222222222,0.318,65,0.03325,2.7435254803675853,3_KNOB_DEPENDENT,
K_DRAWKIND,4,B_Q95,BAR,0.04921716875850252,0.1978086824142229,72,0.024420743796739464,2.0153836905276306,3_KNOB_DEPENDENT,
K_DRAWKIND,4,B_NULLMED,BAR,0.026285635758068242,0.08345182161025733,72,0.015339104645960853,1.713635597693759,2_NOISE_BOUND,
K_DRAWKIND,4,B_RECRANGE,BAR,0.11436323218246056,0.4342382403698505,72,0.035733922418406366,3.2004108265358693,3_KNOB_DEPENDENT,
K_DRAWKIND,4,B_BOOT95,BAR,0.011347682303295978,0.09643269942931576,72,0.007435036873822223,1.5262442535086356,2_NOISE_BOUND,
K_DRAWKIND,4,B_PCTRANK,BAR,0.10247222222222223,0.31,72,0.044111111111111115,2.3230478589420653,3_KNOB_DEPENDENT,
K_DRAWKIND,4,B_PMAX,BAR,0.08008333333333334,0.274,65,0.03266666666666667,2.451530612244898,3_KNOB_DEPENDENT,
K_DRAWKIND,4,B_MODALRUNG,BAR,0.4583333333333333,5.0,17,0.25,1.8333333333333333,2_NOISE_BOUND,
K_DRAWKIND,4,B_MODALMATCH,BAR,0.2222222222222222,1.0,16,0.1388888888888889,1.5999999999999999,2_NOISE_BOUND,
K_DRAWKIND,4,B_SD,BAR,0.03440477192809058,0.12172886373188302,72,0.008956975241017415,3.8411149972300884,3_KNOB_DEPENDENT,
K_DRAWKIND,4,B_GAPEXCEEDS,BAR,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_DRAWKIND,4,B_RESOLVED,BAR,0.08333333333333333,1.0,6,0.0,inf,3_KNOB_DEPENDENT,
K_DRAWKIND,4,B_Q05,BAR,0.07790305666846696,0.2681700727398648,72,0.02645880448837564,2.9443150654328596,3_KNOB_DEPENDENT,
K_DRAWKIND,4,O_PICK,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_DRAWKIND,4,O_MARGIN,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_DRAWKIND,4,O_LEVEL,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_DRAWKIND,4,O_GAPRATIO,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_RECENTRE,4,O_REACH,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_RECENTRE,4,B_PPICK,BAR,0.37159722222222225,0.807,72,0.03325,11.175856307435255,3_KNOB_DEPENDENT,
K_RECENTRE,4,B_Q95,BAR,0.4662969510458349,1.3637865187310672,72,0.024420743796739464,19.094297656408507,3_KNOB_DEPENDENT,
K_RECENTRE,4,B_NULLMED,BAR,0.4662969510458349,1.3637865187310672,72,0.015339104645960853,30.399228756068357,3_KNOB_DEPENDENT,
K_RECENTRE,4,B_RECRANGE,BAR,1.5419764230904953e-17,2.220446049250313e-16,15,0.035733922418406366,4.3151613893252054e-16,2_NOISE_BOUND,
K_RECENTRE,4,B_BOOT95,BAR,0.018872640388088908,0.2482514495948286,72,0.007435036873822223,2.5383385056955086,3_KNOB_DEPENDENT,
K_RECENTRE,4,B_PCTRANK,BAR,0.5605694444444445,0.783,72,0.044111111111111115,12.708123425692694,3_KNOB_DEPENDENT,
