panel,signal,n,cost,gross,dSharpe,dMaxDD_pp,dCAGR_pp,v_gen,v_fake,mislabel
u56,COMP,10,10.0,0.2,-6.0317242455254494e-05,-0.07500820759072102,0.002611009506003903,0,0,0
u56,COMP,10,25.0,0.2,0.00165424106503953,0.00917117900842701,0.006484232995385142,0,0,0
u56,COMP,10,10.0,0.35,-0.0001369497019895194,-0.09413830264424217,0.0029549821212171423,0,0,0
u56,COMP,10,25.0,0.35,0.0009837668824159707,0.0104051209137479,0.007296115904220635,0,0,0
u56,COMP,10,10.0,0.5,-0.00015225804111618224,-0.08285946156516566,0.0022336615739693144,0,0,0
u56,COMP,10,25.0,0.5,0.0004567919297104872,0.008167496907596217,0.005487572628393167,0,0,0
u56,COMP,10,10.0,0.65,-9.026487163310559e-05,-0.04244337698907641,0.0009151269627860614,0,0,0
u56,COMP,10,25.0,0.65,0.00011274420931861595,0.003672614999283841,0.0022401122484971836,0,0,0
u56,COMP,10,10.0,0.9,0.00022825816794092013,0.08596916868948146,-0.0007433321444150209,0,0,0
u56,COMP,10,25.0,0.9,5.406036138599912e-05,-0.004745089065272268,-0.0018331889261480327,0,0,0
u56,COMP,10,10.0,1.05,0.0005716748515042225,0.19748048355243686,5.7261329344804324e-05,0,0,0
u56,COMP,10,25.0,1.05,0.0003863625688904637,-0.007044406202272313,8.917154326049115e-06,0,0,0
u56,COMP,10,10.0,1.2,0.001019426876613716,0.33348968349005137,0.003087288558623058,0,0,0
u56,COMP,10,25.0,1.2,0.0009696481118850464,-0.006857906029877903,0.007060499769973028,0,0,0
u56,COMP,10,10.0,1.35,0.0015593579648669476,0.4924776145402432,0.00893354481033004,0,0,0
u56,COMP,10,25.0,1.35,0.0017726070526647986,-0.0030880527660093193,0.020568922859531824,0,0,0
u56,COMP,20,10.0,0.2,-0.00017927747657375814,-0.07929997874911443,0.0037062425902067986,0,0,0
u56,COMP,20,25.0,0.2,0.0015087860338448555,-0.07910842272490504,0.0076060237938824216,0,0,0
u56,COMP,20,10.0,0.35,-0.00022935971933002453,-0.09927831678679944,0.004370406609610633,0,0,0
u56,COMP,20,25.0,0.35,0.0008702172054333435,-0.09909520798779825,0.008756394957298852,0,0,0
u56,COMP,20,10.0,0.5,-0.00021210146639571992,-0.08713435861033014,0.0035257573332003744,0,0,0
u56,COMP,20,25.0,0.5,0.0003848753654623893,-0.08697648324870189,0.006839233718580751,0,0,0
u56,COMP,20,10.0,0.65,-0.00011657520090080364,-0.0445209547190184,0.0015865050135621672,0,0,0
u56,COMP,20,25.0,0.65,7.976854159386093e-05,-0.04443538307054018,0.0029278619341654988,0,0,0
u56,COMP,20,10.0,0.9,0.00026365454149612777,0.08984707711968687,-0.0022447399852021377,0,0,0
u56,COMP,20,25.0,0.9,8.966733387261172e-05,0.08982931040543152,-0.003460813019184883,0,0,0
u56,COMP,20,10.0,1.05,0.0006448407979902093,0.2063791518120528,-0.0034940430347019102,0,0,0
u56,COMP,20,25.0,1.05,0.0004580812274652679,0.20717043922487965,-0.003795772717385404,0,0,0
u56,COMP,20,10.0,1.2,0.0011357149416327816,0.34791285482012047,-0.003030470739862068,0,0,0
u56,COMP,20,25.0,1.2,0.001084946684814403,0.3502733140903769,0.0006733117176915826,0,0,0
u56,COMP,20,10.0,1.35,0.0017232597212527567,0.5128952070602599,-0.00025080433530000334,0,0,0
u56,COMP,20,25.0,1.35,0.0019374406495440422,0.5177114002169247,0.011303195881784411,0,0,0
u56,COMP,40,10.0,0.2,7.895178986405682e-05,-0.05437462388966363,0.002722795389065169,0,0,0
u56,COMP,40,25.0,0.2,0.0013342206479536323,-0.054894316911857644,0.0053956444292291295,0,0,0
u56,COMP,40,10.0,0.35,-2.5326848147377845e-05,-0.06823541049540971,0.003218622998102383,0,0,0
u56,COMP,40,25.0,0.35,0.0007753927479638989,-0.06892544337964157,0.006209233197695951,0,0,0
u56,COMP,40,10.0,0.5,-7.063173915500265e-05,-0.060040563573615646,0.0026225923789757744,0,0,0
u56,COMP,40,25.0,0.5,0.0003551843128049015,-0.06064919011731229,0.004884772506685842,0,0,0
u56,COMP,40,10.0,0.65,-5.1542098114643053e-05,-0.030760194540468966,0.001216875890364122,0,0,0
u56,COMP,40,25.0,0.65,8.696886314774055e-05,-0.03106853450662861,0.0021597731710398804,0,0,0
u56,COMP,40,10.0,0.9,0.00014366855006087142,0.062327740285483824,-0.0018911887848416242,1,1,0
u56,COMP,40,25.0,0.9,2.7546693110336307e-05,0.06298369357040645,-0.0028670120595375437,0,0,0
u56,COMP,40,10.0,1.05,0.0003755079428473529,0.1434415202936523,-0.003349734071322885,1,1,0
u56,COMP,40,25.0,1.05,0.00026594323803807995,0.1452664900637446,-0.004019853267411833,1,1,0
u56,COMP,40,10.0,1.2,0.0007005921609837262,0.24257817630508605,-0.003765211611450603,0,0,0
u56,COMP,40,25.0,1.2,0.0007276245877154697,0.24632484261092324,-0.001964790343467193,0,0,0
u56,COMP,40,10.0,1.35,0.0011123310295704236,0.35870863462644786,-0.0026544934152106237,0,0,0
u56,COMP,40,25.0,1.35,0.0013957074004080638,0.36495982129916005,0.004456957916221249,0,0,0
u56,MOM,10,10.0,0.2,0.0025719786011448864,-0.0622573626668399,0.015359625089339524,0,0,0
u56,MOM,10,25.0,0.2,0.004206884032616598,-0.0617727048327521,0.020865468896524852,0,0,0
u56,MOM,10,10.0,0.35,0.0017712960133688949,-0.07849895602627388,0.019606494452184542,0,0,0
u56,MOM,10,25.0,0.35,0.002822921291404601,-0.07790335343096366,0.025708078734409945,0,0,0
u56,MOM,10,10.0,0.5,0.0010392515021424575,-0.06938838838741468,0.01746364180295057,0,0,0
u56,MOM,10,25.0,0.5,0.001601961336573754,-0.06887112863843692,0.021972040563889017,0,0,0
u56,MOM,10,10.0,0.65,0.00038609132766587173,-0.035705919698181265,0.00900312529972247,1,1,0
u56,MOM,10,25.0,0.65,0.0005695757770592946,-0.035455304967502155,0.010782883950044564,0,0,0
u56,MOM,10,10.0,0.9,-0.0004924124650009798,0.07307371306607413,-0.018058548108945693,0,0,0
u56,MOM,10,25.0,0.9,-0.0006443223943887189,0.07306935348014854,-0.01930318972500622,0,0,0
u56,MOM,10,10.0,1.05,-0.0008750885950887799,0.16874727424229796,-0.0409063098170126,0,0,0
u56,MOM,10,25.0,1.05,-0.0010221863388175656,0.16927157777081314,-0.039973006333005046,0,0,0
u56,MOM,10,10.0,1.2,-0.0011622772661206149,0.28629662375067033,-0.0681645735137737,0,0,0
