corpus,cost_bps,dial,group,n_books,mean_d,sd_d,p_sign_disagree,mean_abs_err,t_like
A,5,CADENCE,B136k40,16,0.054216376559263646,0.031864247188181566,0.05,0.02386787041702018,1.7014799137533365
A,5,CADENCE,B136k80,16,0.012427049372400694,0.009076052128702635,0.2625,0.006881305735119693,1.369213088996201
A,5,SLEEVE,ALL,53,0.0,0.0,0.0,0.0,0.0
A,5,SLEEVE,B136,48,0.0,0.0,0.0,0.0,0.0
A,5,SLEEVE,B136k20,16,0.0,0.0,0.0,0.0,0.0
A,5,SLEEVE,B136k40,16,0.0,0.0,0.0,0.0,0.0
A,5,SLEEVE,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,5,SLEEVE+,ALL,53,0.0009724986353286801,0.002496396608017512,0.3875,0.0019882811842940893,0.38956095029764487
A,5,SLEEVE+,B136,48,0.0023212731897719213,0.002348320097079866,0.1625,0.001830092929088965,0.9884824439691762
A,5,SLEEVE+,B136k20,16,-0.011560287512731096,0.010004190919610472,0.225,0.007871915523169307,1.1555444717588084
A,5,SLEEVE+,B136k40,16,0.0015567785300135417,0.001877225505270014,0.225,0.0015504970138738943,0.8292975589847008
A,5,SLEEVE+,B136k80,16,-0.006082190247431636,0.005400079250919182,0.05,0.002863641705163993,1.12631499718639
A,10,GROSS,ALL,53,-5.71090807596199e-05,5.392132534095505e-05,0.2375,5.262015499167031e-05,1.0591186203118976
A,10,GROSS,B136,48,-6.805460185369677e-05,5.65223783938856e-05,0.175,5.539439968073901e-05,1.204029316944479
A,10,GROSS,B136k20,16,-2.921585116836406e-05,2.940018013364259e-05,0.5,2.921585116836406e-05,0.9937303119174459
A,10,GROSS,B136k40,16,-0.00017494795439272626,0.00017605173792533562,0.5,0.00017494795439272626,0.9937303400730538
A,10,GROSS,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,10,N,ALL,53,0.004985099522205387,0.03902794285180498,0.3375,0.028330984550852374,0.12773154713808094
A,10,N,B136,48,-0.020976249221970545,0.05332639594637208,0.475,0.042117065635521415,0.39335583906086674
A,10,N,B136k20,16,0.03138474420491005,0.021410510466769866,0.075,0.017091248227764037,1.4658568861379937
A,10,N,B136k40,16,-0.032829249300713445,0.09666776636634695,0.275,0.08206145377564492,0.3396090603351596
A,10,N,B136k80,16,-0.04562373017818464,0.11921584157564855,0.2875,0.09585699108859813,0.3826985539405126
A,10,BAND,ALL,53,0.0005148970508499261,0.0027134504694810283,0.4375,0.0022155752264905884,0.18975730585517098
A,10,BAND,B136,48,0.00023704399605479343,0.0037639553105275783,0.4875,0.003122383820636366,0.06297736727341499
A,10,BAND,B136k20,16,-0.0026823270067985877,0.011251816305856333,0.375,0.009152924704994288,0.23839057923155949
A,10,BAND,B136k40,16,0.0,0.0,0.0,0.0,0.0
A,10,BAND,B136k80,16,0.003393458994962968,0.0021818681703420603,0.075,0.0020234260585759523,1.5552997378735591
A,10,BAND+,ALL,53,0.0050889242083180936,0.010007455683002351,0.35,0.008778492158970336,0.5085132893921389
A,10,BAND+,B136,48,0.008480030837078193,0.009624444304715273,0.175,0.007434014818193122,0.8810930343316035
A,10,BAND+,B136k20,16,0.017611344380924116,0.013391338917289417,0.075,0.010310616086197221,1.3151294645280887
A,10,BAND+,B136k40,16,-0.0026537116466623842,0.010113440703287162,0.325,0.0077895600243805,0.26239454249605243
A,10,BAND+,B136k80,16,0.008712046100139438,0.008126206075759451,0.1375,0.0054801777575534515,1.0720926860389943
A,10,CADENCE,ALL,53,0.02607265849208986,0.008865009209583132,0.0,0.007250826613089664,2.941075172371403
A,10,CADENCE,B136,48,0.028800779621560933,0.010620747105562626,0.0,0.008596436832820619,2.711747048733017
A,10,CADENCE,B136k20,16,0.03550191610903932,0.016336326784312863,0.025,0.013187342369569805,2.1731884147271856
A,10,CADENCE,B136k40,16,0.0483757473407708,0.03425036817498424,0.0125,0.01908711711973704,1.4124153963019594
A,10,CADENCE,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,10,SLEEVE,ALL,53,0.0,0.0,0.0,0.0,0.0
A,10,SLEEVE,B136,48,0.0,0.0,0.0,0.0,0.0
A,10,SLEEVE,B136k20,16,0.0,0.0,0.0,0.0,0.0
A,10,SLEEVE,B136k40,16,0.0,0.0,0.0,0.0,0.0
A,10,SLEEVE,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,10,SLEEVE+,ALL,53,0.0007063466434871325,0.0029784639412205965,0.425,0.0022551041055868764,0.23715131597682365
A,10,SLEEVE+,B136,48,0.0018492957060505636,0.0024543704097614583,0.2875,0.0020937065718474816,0.7534705022282384
A,10,SLEEVE+,B136k20,16,-0.007419774341386828,0.012642514660604154,0.4875,0.01210800753649999,0.5868907048944142
A,10,SLEEVE+,B136k40,16,0.0016468999732850709,0.002000176874789384,0.225,0.0016629231134290073,0.8233771688991806
A,10,SLEEVE+,B136k80,16,-0.0029659624204267424,0.011817800415998978,0.3625,0.011198553956037744,0.2509741504993127
A,15,GROSS,ALL,53,-3.6119983188709535e-05,3.456341599780521e-05,0.275,3.285475147932236e-05,1.0450350783026796
A,15,GROSS,B136,48,-4.587809560825893e-05,3.930763409798287e-05,0.2875,3.795982658815813e-05,1.1671548159510932
A,15,GROSS,B136k20,16,-2.7946831835649888e-05,2.8123154290381474e-05,0.5,2.7946831835649888e-05,0.9937303103826373
A,15,GROSS,B136k40,16,-0.00010968745498912691,0.00011037949627061025,0.5,0.00010968745498912691,0.9937303367147369
A,15,GROSS,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,15,N,ALL,53,-0.005386259828548996,0.039898261475723396,0.4875,0.028382662336079213,0.1349998628810264
A,15,N,B136,48,-0.01312460269527399,0.04614824348776528,0.4375,0.03629235568985419,0.284400915464294
A,15,N,B136k20,16,0.027202937574207435,0.023950144728418533,0.1625,0.0211717326739897,1.135815164440047
A,15,N,B136k40,16,-0.010825638286110485,0.12471605656881504,0.4375,0.11776462264780255,0.08680228178999853
A,15,N,B136k80,16,0.04896253099117578,0.1416230593909956,0.3375,0.1299250338977121,0.34572428530620414
A,15,BAND,ALL,53,0.0002822193324177576,0.0029587796928109474,0.45,0.002355435660981363,0.09538369247568255
A,15,BAND,B136,48,-4.519197403931675e-05,0.003215742726136212,0.5,0.002763323429388073,0.014053354970832065
A,15,BAND,B136k20,16,-0.0009417723136834616,0.010836073293029427,0.475,0.008781277729860506,0.08691084751174294
A,15,BAND,B136k40,16,0.0,0.0,0.0,0.0,0.0
A,15,BAND,B136k80,16,0.0008061963915655113,0.0008112828545890315,0.5,0.0008061963915655113,0.993730344492702
A,15,BAND+,ALL,53,0.0036009371993288193,0.010254652373830908,0.375,0.009078651267471366,0.3511515620136461
A,15,BAND+,B136,48,0.0065153969284353856,0.010610210489504363,0.275,0.00904083848959936,0.6140685836785573
A,15,BAND+,B136k20,16,0.01796816183604526,0.015575288300797884,0.1375,0.011999171152592598,1.153632696094053
A,15,BAND+,B136k40,16,-0.001626267963865701,0.012361427049561183,0.4,0.010156684727943784,0.13155988845089467
A,15,BAND+,B136k80,16,0.0032944312662469945,0.009707194093654467,0.375,0.008697469808166224,0.33938038470469684
A,15,CADENCE,ALL,53,0.022393980954596306,0.008781637042925254,0.0,0.007107255013768074,2.5500918385242834
A,15,CADENCE,B136,48,0.024650909136043415,0.01047565946140133,0.0125,0.008306887312081564,2.353160602873654
A,15,CADENCE,B136k20,16,0.028021305728314107,0.017076556014808782,0.1125,0.013355291797367714,1.6409225433028254
A,15,CADENCE,B136k40,16,0.045931421679816134,0.022642516991902797,0.05,0.017403072398540293,2.0285475194393428
A,15,CADENCE,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,15,SLEEVE,ALL,53,0.0,0.0,0.0,0.0,0.0
A,15,SLEEVE,B136,48,0.0,0.0,0.0,0.0,0.0
A,15,SLEEVE,B136k20,16,0.0,0.0,0.0,0.0,0.0
A,15,SLEEVE,B136k40,16,0.0,0.0,0.0,0.0,0.0
A,15,SLEEVE,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,15,SLEEVE+,ALL,53,0.002067729856351923,0.0045444067542734735,0.375,0.003595956038082841,0.4550054534516444
A,15,SLEEVE+,B136,48,0.0010462740496755,0.00861903101425113,0.275,0.003123045741590787,0.1213911456895964
A,15,SLEEVE+,B136k20,16,-0.007038383550961797,0.012632764074900367,0.45,0.011904631681926453,0.5571530908575252
A,15,SLEEVE+,B136k40,16,0.0008762483264756205,0.0021388982785453996,0.325,0.0016307944685055697,0.4096727436060484
A,15,SLEEVE+,B136k80,16,-0.0015166521349787195,0.012790104558652,0.5,0.01262687395828988,0.11858012011592071
A,20,GROSS,ALL,53,-3.1958654091419883e-05,2.9184135151596536e-05,0.3,2.7682683284972948e-05,1.0950693871975912
A,20,GROSS,B136,48,-3.771991143900616e-05,2.813843987110167e-05,0.1875,2.6603090552042182e-05,1.3405117793056085
A,20,GROSS,B136k20,16,-2.668037012871355e-05,2.6848702209498493e-05,0.5,2.668037012871355e-05,0.9937303087053608
A,20,GROSS,B136k40,16,-8.647936418830493e-05,8.70249807314244e-05,0.5,8.647936418830493e-05,0.9937303342986805
A,20,GROSS,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,20,N,ALL,53,-0.0024346629877676023,0.034040873511165276,0.4375,0.024920246397849816,0.07152175419051807
A,20,N,B136,48,0.005291481606131532,0.030826775406279146,0.425,0.023041125564383584,0.17165212826256396
A,20,N,B136k20,16,0.025155139413557424,0.024299740247252417,0.2375,0.02269746173276852,1.0352019880281036
A,20,N,B136k40,16,0.01887685468645555,0.11660354424152582,0.275,0.10113250498866484,0.1618892016454769
A,20,N,B136k80,16,0.05435200541238918,0.15921256266189074,0.3125,0.14181701590081425,0.34138013045786836
A,20,BAND,ALL,53,0.0027112208662204164,0.002567325693909679,0.125,0.002042572059395601,1.0560486624646195
A,20,BAND,B136,48,0.0025808070463287946,0.002933308955203328,0.2375,0.0023163865796442668,0.879827895684474
A,20,BAND,B136k20,16,0.006725151959167022,0.007424478250360378,0.2125,0.0057499203900468945,0.9058080219892597
A,20,BAND,B136k40,16,0.0,0.0,0.0,0.0,0.0
A,20,BAND,B136k80,16,0.001017269179819362,0.0010236873455693604,0.5,0.001017269179819362,0.9937303447468533
A,20,BAND+,ALL,53,0.0029434616312095973,0.010087798679514842,0.4625,0.008858630739246056,0.2917843351587756
A,20,BAND+,B136,48,0.006052693741013408,0.011950319874713072,0.35,0.01052266054565498,0.506488010694546
A,20,BAND+,B136k20,16,0.020058498523200078,0.015993784173582035,0.1,0.012770138869574227,1.2541433787182055
A,20,BAND+,B136k40,16,0.0007587737701444597,0.014405905726595267,0.575,0.012068637041907276,0.05267102148884598
A,20,BAND+,B136k80,16,0.001456954830424626,0.010770596439595086,0.475,0.009749800666536388,0.13527150872845514
A,20,CADENCE,ALL,53,0.023398681026648372,0.008096588825239243,0.0,0.006299600341704506,2.889943101818194
A,20,CADENCE,B136,48,0.025831069813904005,0.010956698949318113,0.0125,0.00913756992727565,2.357559510490524
A,20,CADENCE,B136k20,16,0.023408071358319363,0.01713332560461681,0.2625,0.013314763561867718,1.366230462032748
A,20,CADENCE,B136k40,16,0.04399375045052353,0.022373354071633378,0.025,0.018369024155448527,1.9663457838150329
A,20,CADENCE,B136k80,16,0.010091387632869132,0.010155056325246836,0.5,0.01009138763286913,0.9937303456197338
A,20,SLEEVE,ALL,53,0.0,0.0,0.0,0.0,0.0
A,20,SLEEVE,B136,48,0.0,0.0,0.0,0.0,0.0
A,20,SLEEVE,B136k20,16,0.0,0.0,0.0,0.0,0.0
A,20,SLEEVE,B136k40,16,0.0,0.0,0.0,0.0,0.0
A,20,SLEEVE,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,20,SLEEVE+,ALL,53,0.0009867213018257752,0.005801605914871277,0.5375,0.004735811228505619,0.17007727104083914
A,20,SLEEVE+,B136,48,0.0011848092613465154,0.007130208081601233,0.3625,0.003636428552193463,0.16616755747109624
A,20,SLEEVE+,B136k20,16,-0.008454204645734096,0.01483208528196917,0.4375,0.014168880768395547,0.5699943389242491
A,20,SLEEVE+,B136k40,16,0.0008778988972449747,0.002533829348472089,0.3375,0.0018940713827230026,0.34647120076491367
A,20,SLEEVE+,B136k80,16,0.004359983440764962,0.006611535450600949,0.05,0.003300633131587323,0.6594509660701002
A,25,GROSS,ALL,53,-3.047810091691513e-05,2.9279891174831293e-05,0.3125,2.7803074359088793e-05,1.0409225804155728
A,25,GROSS,B136,48,-3.615122565955864e-05,3.0327465690899745e-05,0.2875,2.8949879840559543e-05,1.1920291934705647
A,25,GROSS,B136k20,16,-2.5416514655290934e-05,2.5576872805406014e-05,0.5,2.5416514655290934e-05,0.9937303068648997
A,25,GROSS,B136k40,16,-8.303716232338498e-05,8.356106128913919e-05,0.5,8.303716232338498e-05,0.993730333825324
A,25,GROSS,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,25,N,ALL,53,0.0031468999389621917,0.04936210422596315,0.5,0.04567469374915522,0.06375133289482532
A,25,N,B136,48,-0.0043284725567711655,0.044532988364587814,0.375,0.03918479999116227,0.09719699296254564
A,25,N,B136k20,16,0.02968308566376151,0.02559943535859462,0.2,0.023956769041298388,1.1595211084464934
A,25,N,B136k40,16,0.03602063743475755,0.06734291324383145,0.0625,0.03682234765776486,0.5348838608125128
A,25,N,B136k80,16,0.08309691191060098,0.03322329151204054,0.0,0.027746670607979262,2.5011643376149064
A,25,BAND,ALL,53,0.0022220183097743547,0.002860704426903925,0.2125,0.0024805962725159914,0.7767381656421094
A,25,BAND,B136,48,0.001970199731191007,0.0027955085000470606,0.2375,0.0023607513238697773,0.7047732927490891
A,25,BAND,B136k20,16,0.004682150823153972,0.007479953088490871,0.3625,0.006388914292008172,0.6259599180818747
A,25,BAND,B136k40,16,0.0,0.0,0.0,0.0,0.0
A,25,BAND,B136k80,16,0.0012284483704190496,0.0012361989102103613,0.5,0.0012284483704190496,0.9937303449137299
A,25,BAND+,ALL,53,-0.0004801920599322115,0.00844084157513865,0.3,0.006453127043113976,0.05688912125654185
A,25,BAND+,B136,48,0.0023188943847993336,0.010086257022594816,0.5375,0.008601839079505642,0.22990633486483003
A,25,BAND+,B136k20,16,0.017334211005928864,0.013601759617440324,0.0875,0.01099233546338534,1.2744094508498989
A,25,BAND+,B136k40,16,0.0013906516243079262,0.01643033792609652,0.475,0.01498879701815356,0.08463925881977735
A,25,BAND+,B136k80,16,-0.002530116771498739,0.008725431396273055,0.3625,0.00752359586112201,0.28997039301569344
A,25,CADENCE,ALL,53,0.030818027930739244,0.011119498132657009,0.0,0.009201383783521932,2.7715304737951993
A,25,CADENCE,B136,48,0.03402726879686313,0.010460173882814913,0.0,0.008413690599831903,3.253030893636837
A,25,CADENCE,B136k20,16,0.022751282763169935,0.015858129291620168,0.2375,0.011944882112654867,1.434676331826706
A,25,CADENCE,B136k40,16,0.0508728138105639,0.06162721217547961,0.0625,0.036229149096408765,0.8254927006089658
A,25,CADENCE,B136k80,16,0.01699524164371639,0.010594790281102006,0.1875,0.007631220457565735,1.604113077389252
A,25,SLEEVE,ALL,53,0.0,0.0,0.0,0.0,0.0
A,25,SLEEVE,B136,48,0.0,0.0,0.0,0.0,0.0
A,25,SLEEVE,B136k20,16,0.0,0.0,0.0,0.0,0.0
A,25,SLEEVE,B136k40,16,0.0,0.0,0.0,0.0,0.0
A,25,SLEEVE,B136k80,16,0.0,0.0,0.0,0.0,0.0
A,25,SLEEVE+,ALL,53,0.004714052803120329,0.007259412856544355,0.325,0.0064593114358063725,0.6493710849109845
A,25,SLEEVE+,B136,48,0.004452472741070064,0.006415680203470043,0.325,0.005804216414775165,0.6939985471794339
A,25,SLEEVE+,B136k20,16,-0.008480362442188322,0.012741878251975858,0.3875,0.011885497722233015,0.6655504215171526
A,25,SLEEVE+,B136k40,16,-0.0008072696236602062,0.0020402092658423376,0.45,0.0017723102519069819,0.3956798142131907
A,25,SLEEVE+,B136k80,16,0.003035296805241401,0.0018908706420569985,0.1875,0.0013559149307897714,1.605237680529109
B,5,GROSS,ALL,115,-5.171264964944788e-05,6.235393918284729e-05,0.2125,4.885132318744559e-05,0.8293405276042736
B,5,GROSS,SMALL,48,-0.0001146290355082911,8.5611975705048e-05,0.1875,8.098557446755989e-05,1.3389369095309318
B,5,GROSS,SMALLk20,16,-8.074430649775491e-05,8.125373935264911e-05,0.5,8.074430649775491e-05,0.9937303334876253
B,5,GROSS,SMALLk40,16,-0.0002631428000271184,0.00026480302343700546,0.5,0.0002631428000271184,0.9937303419648743
B,5,GROSS,SMALLk80,16,0.0,0.0,0.0,0.0,0.0
B,5,GROSS,U56,32,0.00015930313042663292,0.00030209327648928066,0.2,0.00017284218562134613,0.5273309348377855
B,5,GROSS,U56k20,16,0.0002971620267366304,0.000227342553335626,0.1,0.00021427960223567647,1.3071113219653978
B,5,GROSS,U56k40,16,0.0005133041996071223,0.00037592168620351294,0.1625,0.0002985559393782636,1.3654551388763971
B,5,GROSS,ETF,32,-0.00011855744485576164,0.0001193054487735798,0.5,0.00011855744485576164,0.9937303373882942
B,5,GROSS,ETFk12,16,-0.00023711488971152328,0.0002386108975471596,0.5,0.00023711488971152328,0.9937303415529419
B,5,GROSS,ETFk24,16,0.0,0.0,0.0,0.0,0.0
B,5,N,ALL,115,0.01825284685540616,0.05017270788742761,0.1,0.0299526956100854,0.3638003134292897
B,5,N,SMALL,48,0.046871308242069476,0.0475698681977098,0.2,0.04062062790038916,0.9853150747922553
B,5,N,SMALLk20,16,0.002861248950749045,0.06170655124225859,0.4125,0.04955564347389404,0.04636864146676217
B,5,N,SMALLk40,16,0.021355857827971104,0.01376025395318515,0.0625,0.011703458466306703,1.5519959078571923
B,5,N,SMALLk80,16,-0.054476000603522236,0.053230357134767654,0.0625,0.030782333649202697,1.0234009977535465
B,5,N,U56,32,0.04051196475611444,0.06475494516779906,0.2875,0.050417755247288906,0.625619628748205
B,5,N,U56k20,16,-0.006313540339568319,0.1233871249992246,0.6,0.08039775552125794,0.05116855052386403
B,5,N,U56k40,16,0.045330479574899565,0.0508079227012573,0.075,0.028617796996560828,0.8921931298105525
B,5,N,ETF,32,-0.010926627500219869,0.07154492863263472,0.675,0.058654095029387385,0.152723997478181
B,5,N,ETFk12,16,-0.01345237084222376,0.08543664774786248,0.4875,0.06855336527052061,0.1574543383509902
B,5,N,ETFk24,16,0.009538160301198898,0.02852571139887801,0.275,0.023037707027520605,0.33437063733455874
B,5,BAND,ALL,115,0.005004545219865418,0.004711600363794111,0.1375,0.0036830163017125177,1.0621752339736283
B,5,BAND,SMALL,48,0.02269463460896901,0.010360785026732246,0.0625,0.006716287169739703,2.190435816226599
B,5,BAND,SMALLk20,16,0.015658489512747092,0.026051518665141882,0.2625,0.020461229523708057,0.6010586067328891
B,5,BAND,SMALLk40,16,-0.003484528497944567,0.056492038334815066,0.5625,0.05281218336167087,0.06168176260928844
B,5,BAND,SMALLk80,16,-0.003971212061006681,0.00685040008612944,0.3125,0.005633233112015247,0.5797051282402921
B,5,BAND,U56,32,-0.006204467739586071,0.0038265228677085285,0.075,0.0032985114133203485,1.6214375171577406
B,5,BAND,U56k20,16,-0.012408935479172142,0.007489975402362615,0.0625,0.006610319989111055,1.6567391494504997
B,5,BAND,U56k40,16,0.0,0.0,0.0,0.0,0.0
B,5,BAND,ETF,32,-0.012530094554191223,0.0064527197776468965,0.0125,0.005514336424081187,1.941831504237229
B,5,BAND,ETFk12,16,-0.00045181538138049093,0.004121601903755061,0.425,0.0032516149490722374,0.10962130545874284
B,5,BAND,ETFk24,16,-0.02033882368000546,0.026776037908227152,0.05,0.0149717101025412,0.7595904871719876
B,5,BAND+,ALL,115,0.004320049471964869,0.0070751459507587934,0.2375,0.005387807282459128,0.6105951031145808
B,5,BAND+,SMALL,48,0.019984166714035672,0.022813393792599723,0.1875,0.017194681317680788,0.8759839458714035
B,5,BAND+,SMALLk20,16,-0.042799470683438944,0.04812901713345318,0.1875,0.03573360622155962,0.8892654209803283
B,5,BAND+,SMALLk40,16,0.024654478533149612,0.08248693179303856,0.2625,0.06767868378560585,0.29888950888256244
B,5,BAND+,SMALLk80,16,0.004391966489496803,0.007521189699861559,0.2875,0.006156556523218118,0.5839457139332225
B,5,BAND+,U56,32,0.008458351190847785,0.00806311876976165,0.1375,0.006213496685534743,1.0490173134394747
B,5,BAND+,U56k20,16,0.012896610921954895,0.027201928221638687,0.225,0.015595428659362648,0.47410649776002817
B,5,BAND+,U56k40,16,0.004786677375428578,0.005395883234735115,0.1125,0.003853560399453211,0.8870980275718399
B,5,BAND+,ETF,32,-0.012808019288327654,0.025945163852038062,0.3375,0.021072606871458482,0.49365729046370593
B,5,BAND+,ETFk12,16,-0.01548037755167601,0.04959006581809354,0.35,0.04115275207462059,0.31216690875444736
B,5,BAND+,ETFk24,16,-0.003945886202821981,0.015119159555362515,0.425,0.012370509192779707,0.2609858165800925
B,5,CADENCE,ALL,115,0.02093643246757946,0.007223232640711865,0.0,0.006003880726419701,2.8984851390052477
B,5,CADENCE,SMALL,48,0.018129360822258404,0.010078106547492433,0.0625,0.008160209264502807,1.7988856076313604
B,5,CADENCE,SMALLk20,16,0.030916753918469642,0.05054358499397864,0.1125,0.03159430121064016,0.6116850223730892
B,5,CADENCE,SMALLk40,16,0.014079571328594604,0.013436882810870049,0.2,0.013338937538387797,1.0478301794934766
B,5,CADENCE,SMALLk80,16,0.0,0.0,0.0,0.0,0.0
B,5,CADENCE,U56,32,0.04804729688371927,0.021423271746229895,0.0,0.017619158128952248,2.242761864323173
B,5,CADENCE,U56k20,16,0.08788341621387412,0.07676411267532418,0.025,0.041602498850427286,1.1448502842003068
B,5,CADENCE,U56k40,16,0.0,0.0,0.0,0.0,0.0
B,5,CADENCE,ETF,32,0.0,0.0,0.0,0.0,0.0
B,5,CADENCE,ETFk12,16,0.0,0.0,0.0,0.0,0.0
B,5,CADENCE,ETFk24,16,0.0,0.0,0.0,0.0,0.0
B,5,SLEEVE,ALL,115,0.0030139599504069177,0.0010173423625569717,0.0,0.0008006659780820831,2.962581780109007
B,5,SLEEVE,SMALL,48,0.0025856801177695926,0.0017933345029676115,0.2375,0.0012361596666981142,1.4418281207710992
B,5,SLEEVE,SMALLk20,16,0.007757040353308778,0.005656058702595955,0.2625,0.00409405627182905,1.3714568323658098
B,5,SLEEVE,SMALLk40,16,0.0,0.0,0.0,0.0,0.0
B,5,SLEEVE,SMALLk80,16,0.0,0.0,0.0,0.0,0.0
B,5,SLEEVE,U56,32,0.0012739002341411246,0.0005897662077036003,0.05,0.00048670246592327597,2.160008856630425
B,5,SLEEVE,U56k20,16,0.002547800468282249,0.0010986804390086438,0.05,0.0008831327591016846,2.3189640731769146
B,5,SLEEVE,U56k40,16,0.0,0.0,0.0,0.0,0.0
B,5,SLEEVE,ETF,32,0.005679205939890554,0.002665411926066465,0.0,0.0021562852739346523,2.1307047823339826
B,5,SLEEVE,ETFk12,16,-0.005493069403630262,0.018883393939502304,0.5,0.01815234680784881,0.2908941804072825
B,5,SLEEVE,ETFk24,16,0.0,0.0,0.0,0.0,0.0
B,5,SLEEVE+,ALL,115,-0.018984075307842498,0.021916810317549853,0.15,0.01466575615063225,0.8661878727752114
B,5,SLEEVE+,SMALL,48,0.054416500120830234,0.012365278968096752,0.0,0.010026819409158146,4.400749894671014
B,5,SLEEVE+,SMALLk20,16,-0.03684135138997465,0.053695756896210034,0.275,0.043290869008111035,0.6861128982779807
B,5,SLEEVE+,SMALLk40,16,0.013855874433889337,0.03226759603654383,0.4625,0.030224696713180017,0.42940522801165043
B,5,SLEEVE+,SMALLk80,16,0.0,0.0,0.0,0.0,0.0
B,5,SLEEVE+,U56,32,-0.005546729152718923,0.0063398590449584265,0.0625,0.005668522999668621,0.8748978664210029
B,5,SLEEVE+,U56k20,16,0.0008999697601863865,0.0017624107374560958,0.325,0.0015266297267839206,0.5106470021708881
B,5,SLEEVE+,U56k40,16,-0.0005040751383729308,0.0007174427287259068,0.2125,0.0005934701017575837,0.7025998278155369
B,5,SLEEVE+,ETF,32,-0.004181814273650534,0.01528897851784444,0.5,0.009447668262141008,0.27351822546524196
B,5,SLEEVE+,ETFk12,16,-0.010493379915074949,0.0188187955156656,0.35,0.017251495312532304,0.557601038056989
B,5,SLEEVE+,ETFk24,16,0.0023558105830667974,0.0069456545488477735,0.2375,0.004784290492331234,0.33917762050495714
B,10,GROSS,ALL,115,-2.4074579404275067e-05,4.160177513451534e-05,0.3375,3.569287623382626e-05,0.5786911435327239
B,10,GROSS,SMALL,48,-0.00010624348901370576,8.557753583685091e-05,0.2375,8.180125494653521e-05,1.2414880462878175
B,10,GROSS,SMALLk20,16,-6.983495447763013e-05,7.027555793035699e-05,0.5,6.983495447763013e-05,0.9937303315771066
B,10,GROSS,SMALLk40,16,-0.00024889551256348716,0.00025046584683267924,0.5,0.00024889551256348716,0.9937303417500611
B,10,GROSS,SMALLk80,16,0.0,0.0,0.0,0.0,0.0
B,10,GROSS,U56,32,6.508611855524787e-05,8.936512777527099e-05,0.3,7.775363654821018e-05,0.7283167321217852
