sel,panel,cost,pick,f,n_admitted,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b,defensive,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,spy_OOS_Sharpe,v1_OOS_Sharpe,v1_OOS_CAGR,beat_ctl,beat_spy,beat_v1
S0,broad,10.0,S3-50/ebud-0.10,0.5,221,0.09031723070181474,1.0191681384213345,-0.11938461936188915,False,True,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.5762505378038233,0.05941502665859644,True,True,True
S1,broad,10.0,S3-50/band3-rw,0.5,167,0.10820086833949616,1.0472659965549593,-0.11819308813854568,True,False,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.5762505378038233,0.05941502665859644,True,True,True
S2,broad,10.0,S3-50/ebud-0.10,0.5,196,0.09031723070181474,1.0191681384213345,-0.11938461936188915,False,True,0.9301240819488711,0.14862653950160798,-0.2596966291762923,0.8820239235972316,0.5762505378038233,0.05941502665859644,True,True,True
S0,broad,25.0,S3-50/ebud-0.10,0.5,221,0.07563668552375513,0.8662836361483274,-0.12046323193927155,False,False,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.15539928865606328,0.011143568780353386,True,False,True
S1,broad,25.0,S3-50/band3-rw,0.5,37,0.09049807044507907,0.8910046145933636,-0.11970126503092626,False,False,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.15539928865606328,0.011143568780353386,True,True,True
S2,broad,25.0,S3-50/ebud-0.10,0.5,46,0.07563668552375513,0.8662836361483274,-0.12046323193927155,False,False,0.8066189970303554,0.1257100029253504,-0.26149610286554237,0.8820239235972316,0.15539928865606328,0.011143568780353386,True,False,True
S0,u56,10.0,S3-50/ebud-0.20,0.5,221,0.10304645179792016,1.240413812863652,-0.12245114090648035,False,True,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.747063834691694,0.07730300522922962,True,True,True
S1,u56,10.0,S3-25/control,0.25,102,0.13563825006048558,1.2019248169120222,-0.1708120355014453,True,False,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.747063834691694,0.07730300522922962,True,True,True
S2,u56,10.0,S3-50/ebud-0.20,0.5,138,0.10304645179792016,1.240413812863652,-0.12245114090648035,False,True,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.747063834691694,0.07730300522922962,True,True,True
S0,u56,25.0,S3-50/ebud-0.10,0.5,221,0.09134398998415083,1.135773590138181,-0.11193744789091276,False,True,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.39920030769495,0.037834702288707334,True,True,True
S1,u56,25.0,S3-25/control,0.25,27,0.12115740287102494,1.0861847896529095,-0.17211804810215392,True,False,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.39920030769495,0.037834702288707334,True,True,True
S2,u56,25.0,S3-50/ebud-0.10,0.5,52,0.09134398998415083,1.135773590138181,-0.11193744789091276,False,True,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.39920030769495,0.037834702288707334,True,True,True
