panel,delay,gross,cstar_full_bps,cstar_oos_bps,turn_y
U56,0,0.4,,,1.5748060614559385
U56,0,0.45,,,1.7624191284910462
U56,0,0.5,5.284563759232697,45.62866708711226,1.948709226341512
U56,0,0.55,50.471647564882005,89.95525724549225,2.1340357291428127
U56,0,0.6,88.11088831917004,126.85570629491849,2.318640466626771
U56,0,0.65,119.57474691098469,151.1472569030957,2.502844869567193
U56,0,0.7,119.95838330531114,151.72663621688116,2.686915003715214
U56,0,0.75,120.27815958845167,152.23083515320468,2.8712703514128126
U56,0,0.8,,,3.0564028738508293
U56,0,0.85,,,3.2423617078359976
U56,0,0.9,,,3.4297835359211444
U56,0,0.95,,,3.6191562244420434
U56,0,1.0,,,3.810804018632591
U56,1,0.4,,,1.5912312964425337
U56,1,0.45,,,1.7810918520586365
U56,1,0.5,,18.560930745843507,1.969714762895562
U56,1,0.55,34.46885094836034,62.665486136575055,2.1574145801460065
U56,1,0.6,71.5969059141571,99.34539370424318,2.344473794298507
U56,1,0.65,102.92588695647282,112.82289476312144,2.5311596422383986
U56,1,0.7,8.231629127294582,8.231629127294582,2.71782745880093
U56,1,0.75,,,2.9048972732132463
U56,1,0.8,,,3.092617428299478
U56,1,0.85,,,3.2813298987950454
U56,1,0.9,,,3.4716740271134214
U56,1,0.95,,,3.664037495247584
U56,1,1.0,,,3.8587081826886402
U56,2,0.4,,,1.5798210990091917
U56,2,0.45,,,1.7680302126555514
U56,2,0.5,,29.69423250415275,1.9549815328113322
U56,2,0.55,41.25136256316182,74.09741644678434,2.14096767261366
U56,2,0.6,78.70063659011066,111.04406834183465,2.3263159366571577
U56,2,0.65,110.30773131515161,131.26309373092226,2.5113576060396112
U56,2,0.7,111.49027986193687,131.71428343939624,2.696457732748293
U56,2,0.75,,,2.8819688666519676
U56,2,0.8,,,3.06828566027889
U56,2,0.85,,,3.255697989724667
U56,2,0.9,,,3.4447829839108657
U56,2,0.95,,,3.636006070775547
U56,2,1.0,,,3.8296824062576404
U56,3,0.4,,,1.605468097432134
U56,3,0.45,,6.8627722115707,1.796889414176559
U56,3,0.5,,60.91952433180268,1.9870431837006908
U56,3,0.55,40.11537476344529,105.13110743540892,2.1761959421476087
U56,3,0.6,76.89460380333912,123.74294176679541,2.364646363938455
U56,3,0.65,88.83090143372101,124.16443030033406,2.5526751265087637
U56,3,0.7,,,2.740633749597954
U56,3,0.75,,,2.9289258811478347
U56,3,0.8,,,3.118125490026206
U56,3,0.85,,,3.3086035532361855
U56,3,0.9,,,3.500872912093302
U56,3,0.95,,,3.6952524589205873
U56,3,1.0,,,3.8921344044905006
B136,0,0.4,,,1.7781100746477891
B136,0,0.45,,,1.9905717239866967
B136,0,0.5,14.129047637652548,14.55040985620144,2.201658715123181
B136,0,0.55,42.72976504707913,37.80929514668969,2.411686989674857
B136,0,0.6,43.090667269461846,37.91135486735584,2.620980410532765
B136,0,0.65,43.43740412787156,38.00118123417633,2.8298446857090904
B136,0,0.7,43.76665033396421,38.07893325592886,3.038731005858962
B136,0,0.75,,,3.2480549590542855
B136,0,0.8,,,3.4581138181701268
B136,0,0.85,,,3.669177154839062
B136,0,0.9,,,3.8816213811619833
B136,0,0.95,,,4.095979535701346
B136,0,1.0,,,4.312336912713957
B136,1,0.4,,,1.7972975122402066
B136,1,0.45,12.692374733705947,12.833919653166959,2.0119750583335057
B136,1,0.5,60.81936886457697,58.84067106035218,2.225302507205462
B136,1,0.55,91.07351541988464,68.49612591704499,2.4376099778266656
B136,1,0.6,91.55566353165341,68.69140052349394,2.649102640943447
B136,1,0.65,91.99917895803083,68.86120077779196,2.86018653430344
B136,1,0.7,92.40089345967135,69.00051089378394,3.0713075065410997
B136,1,0.75,91.0283945437186,69.10279951680423,3.282871817751706
B136,1,0.8,,,3.495369173177918
B136,1,0.85,,,3.708911307641187
B136,1,0.9,,,3.924004419448585
B136,1,0.95,,,4.140837307784702
B136,1,1.0,,,4.3597925030279825
B136,2,0.4,,,1.7645036390889046
B136,2,0.45,7.291030116721231,,1.9749547294355108
B136,2,0.5,56.281524295809504,6.884780201107787,2.1840808218391308
B136,2,0.55,74.61115476307896,6.884296497992182,2.392150453876286
B136,2,0.6,75.04397948196129,6.881004526621837,2.5995932213053443
B136,2,0.65,75.44508504852274,6.874808475004102,2.806667642276938
B136,2,0.7,2.4315853641383,2.4315853641383,3.013756845804621
B136,2,0.75,,,3.221330507486289
B136,2,0.8,,,3.4298720248309538
B136,2,0.85,,,3.6397245202008435
B136,2,0.9,,,3.8510984291951083
B136,2,0.95,,,4.064324108590086
B136,2,1.0,,,4.279767736861467
B136,3,0.4,,,1.7181798329592792
B136,3,0.45,,,1.9226958562783112
B136,3,0.5,26.063156239797536,3.424894615272933,2.125775576449606
B136,3,0.55,47.531863762378634,3.4196830662040156,2.3278077215794832
B136,3,0.6,47.86342027819046,3.4123838506275206,2.52910119262013
B136,3,0.65,,,2.729948781284836
B136,3,0.7,,,2.9307745907815366
B136,3,0.75,,,3.13225330316333
B136,3,0.8,,,3.3345890300389613
B136,3,0.85,,,3.5380266299260517
B136,3,0.9,,,3.742872200784771
B136,3,0.95,,,3.949603867577064
B136,3,1.0,,,4.158805261605031
SMALL,0,0.4,,,2.2451842160140325
SMALL,0,0.45,,,2.5174539788352073
SMALL,0,0.5,,,2.7887344927465034
SMALL,0,0.55,,,3.059343582048993
SMALL,0,0.6,,,3.3296727474839347
SMALL,0,0.65,,,3.5999634814115233
SMALL,0,0.7,,,3.8705323123908486
SMALL,0,0.75,,,4.141808192907767
SMALL,0,0.8,,,4.414160115566729
SMALL,0,0.85,,,4.687812273484548
SMALL,0,0.9,,,4.962921897340555
SMALL,0,0.95,,,5.239614054321017
SMALL,0,1.0,,,5.518728430746695
SMALL,1,0.4,,,2.2260331515751908
SMALL,1,0.45,,,2.4955995876588677
SMALL,1,0.5,,,2.7641992609720574
SMALL,1,0.55,,,3.0320630284790164
SMALL,1,0.6,,,3.299552615901867
SMALL,1,0.65,,,3.566982809293331
SMALL,1,0.7,,,3.834592762867533
SMALL,1,0.75,,,4.1027991590381925
SMALL,1,0.8,,,4.371883170355596
SMALL,1,0.85,,,4.6423745223885655
SMALL,1,0.9,,,4.91438722239783
SMALL,1,0.95,,,5.188063375830232
SMALL,1,1.0,,,5.463901891650936
SMALL,2,0.4,,,2.2425699820693525
SMALL,2,0.45,,,2.51408307307823
