cadence,phase,reb_per_yr,clipped_periods,n_rebalances
M,0,12.078307830783077,0,213
M,1,12.078307830783077,0,213
M,2,12.078307830783077,0,213
M,3,12.078307830783077,0,213
M,4,12.078307830783077,0,213
M,5,12.078307830783077,0,213
M,6,12.078307830783077,0,213
M,7,12.078307830783077,0,213
M,8,12.078307830783077,0,213
M,9,12.078307830783077,1,213
M,10,12.078307830783077,1,213
M,11,12.078307830783077,1,213
M,12,12.078307830783077,1,213
M,13,12.021602160216021,1,212
M,14,12.021602160216021,1,212
M,15,12.021602160216021,1,212
M,16,12.021602160216021,1,212
M,17,12.021602160216021,1,212
M,18,12.021602160216021,1,212
M,19,12.021602160216021,28,212
M,20,12.021602160216021,75,212
Q,0,4.026102610261026,0,71
Q,1,4.026102610261026,0,71
Q,2,4.026102610261026,0,71
Q,3,4.026102610261026,0,71
Q,4,4.026102610261026,0,71
Q,5,4.026102610261026,0,71
Q,6,4.026102610261026,0,71
Q,7,4.026102610261026,0,71
Q,8,4.026102610261026,0,71
Q,9,4.026102610261026,0,71
Q,10,4.026102610261026,0,71
Q,11,4.026102610261026,0,71
Q,12,4.026102610261026,0,71
Q,13,4.026102610261026,0,71
Q,14,4.026102610261026,0,71
Q,15,4.026102610261026,0,71
Q,16,4.026102610261026,0,71
Q,17,4.026102610261026,0,71
Q,18,4.026102610261026,0,71
Q,19,4.026102610261026,0,71
Q,20,4.026102610261026,0,71
Q,21,4.026102610261026,0,71
Q,22,4.026102610261026,0,71
Q,23,4.026102610261026,0,71
Q,24,4.026102610261026,0,71
Q,25,4.026102610261026,0,71
Q,26,4.026102610261026,0,71
Q,27,4.026102610261026,0,71
Q,28,4.026102610261026,0,71
Q,29,4.026102610261026,0,71
Q,30,4.026102610261026,0,71
Q,31,4.026102610261026,0,71
Q,32,4.026102610261026,0,71
Q,33,4.026102610261026,0,71
Q,34,4.026102610261026,0,71
Q,35,4.026102610261026,0,71
Q,36,4.026102610261026,0,71
Q,37,4.026102610261026,0,71
Q,38,4.026102610261026,0,71
Q,39,4.026102610261026,0,71
Q,40,4.026102610261026,0,71
Q,41,4.026102610261026,0,71
Q,42,4.026102610261026,0,71
Q,43,4.026102610261026,0,71
Q,44,4.026102610261026,0,71
Q,45,4.026102610261026,0,71
Q,46,4.026102610261026,0,71
Q,47,4.026102610261026,0,71
Q,48,4.026102610261026,0,71
Q,49,4.026102610261026,0,71
Q,50,4.026102610261026,0,71
Q,51,4.026102610261026,0,71
Q,52,4.026102610261026,1,71
Q,53,4.026102610261026,1,71
Q,54,3.969396939693969,1,70
Q,55,3.969396939693969,1,70
Q,56,3.969396939693969,1,70
Q,57,3.969396939693969,1,70
Q,58,3.969396939693969,1,70
Q,59,3.969396939693969,1,70
Q,60,3.969396939693969,3,70
Q,61,3.969396939693969,14,70
Q,62,3.969396939693969,25,70
