panel,book,family,is_null,basis,tau_pp,R0_CURRENT,R_FULL,R_IS,R_OOS,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,KEEP_4a_OOS,KEEP_4b_OOS
U56,BAND c=0.00,BAND,False,MEAN,0.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.00,BAND,False,MEAN,1.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.00,BAND,False,MEAN,2.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.00,BAND,False,MEAN,3.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.00,BAND,False,MEAN,5.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.00,BAND,False,DAILY,0.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.00,BAND,False,DAILY,1.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.00,BAND,False,DAILY,2.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.00,BAND,False,DAILY,3.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.00,BAND,False,DAILY,5.0,False,False,False,False,1.054776069169689,1.2550738924501,0.09033959987573437,-0.12011689731741948,False,False
U56,BAND c=0.03,BAND,False,MEAN,0.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.03,BAND,False,MEAN,1.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.03,BAND,False,MEAN,2.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.03,BAND,False,MEAN,3.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.03,BAND,False,MEAN,5.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.03,BAND,False,DAILY,0.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.03,BAND,False,DAILY,1.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.03,BAND,False,DAILY,2.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.03,BAND,False,DAILY,3.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.03,BAND,False,DAILY,5.0,False,False,False,False,1.1042698858397504,1.276620821629499,0.09455179369762767,-0.12054956914840886,False,False
U56,BAND c=0.06,BAND,False,MEAN,0.0,False,False,False,False,1.0554502553353313,1.201462639348762,0.09084046352253039,-0.13472550081233792,False,False
U56,BAND c=0.06,BAND,False,MEAN,1.0,False,False,False,False,1.0554502553353313,1.201462639348762,0.09084046352253039,-0.13472550081233792,False,False
