panel,book,gross,chooser,picked,is_uncapped,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4b,OOS_4a,unc_OOS_CAGR,unc_OOS_Sharpe,unc_OOS_MaxDD,dSharpe_vs_uncapped,dSharpe_vs_twin,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
B136,DEGROSS,0.75,C_SHARPE,capN=0.02/capG=inf,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403,False,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.0,0.0,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,DEGROSS,0.75,C_CALMAR,capN=0.02/capG=inf,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403,False,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.0,0.0,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,DEGROSS,0.75,C_TIGHT4b,none IS-4b,,,,,,,,,,,,,,,,,
B136,DEGROSS,1.0,C_SHARPE,capN=0.02/capG=inf,False,0.10473004292318322,1.1006130604666327,-0.16158091944280473,False,False,0.10473004292318322,1.1006130604666327,-0.16158091944280473,0.0,0.0,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,DEGROSS,1.0,C_CALMAR,capN=0.02/capG=inf,False,0.10473004292318322,1.1006130604666327,-0.16158091944280473,False,False,0.10473004292318322,1.1006130604666327,-0.16158091944280473,0.0,0.0,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,DEGROSS,1.0,C_TIGHT4b,capN=0.02/capG=inf,False,0.10473004292318322,1.1006130604666327,-0.16158091944280473,False,False,0.10473004292318322,1.1006130604666327,-0.16158091944280473,0.0,0.0,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,INBAND,0.75,C_SHARPE,capN=0.02/capG=inf,False,0.11176582005747382,1.0532937549769352,-0.17001877561284306,True,False,0.11820915048959102,1.0614591188950429,-0.18529125742034014,-0.008165363918107627,-0.008189542179514175,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,INBAND,0.75,C_CALMAR,capN=0.02/capG=inf,False,0.11176582005747382,1.0532937549769352,-0.17001877561284306,True,False,0.11820915048959102,1.0614591188950429,-0.18529125742034014,-0.008165363918107627,-0.008189542179514175,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,INBAND,0.75,C_TIGHT4b,capN=0.02/capG=inf,False,0.11176582005747382,1.0532937549769352,-0.17001877561284306,True,False,0.11820915048959102,1.0614591188950429,-0.18529125742034014,-0.008165363918107627,-0.008189542179514175,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,INBAND,1.0,C_SHARPE,capN=0.02/capG=inf,False,0.14788692143288085,1.0666178466873744,-0.2238138156091144,False,False,0.15766879996777572,1.0609586113116969,-0.24194240752120422,0.005659235375677474,0.0055830675628474324,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,INBAND,1.0,C_CALMAR,capN=0.02/capG=inf,False,0.14788692143288085,1.0666178466873744,-0.2238138156091144,False,False,0.15766879996777572,1.0609586113116969,-0.24194240752120422,0.005659235375677474,0.0055830675628474324,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,INBAND,1.0,C_TIGHT4b,none IS-4b,,,,,,,,,,,,,,,,,
SMALL,DEGROSS,0.75,C_SHARPE,capN=0.02/capG=inf,False,0.03635375722473366,0.5457504412853388,-0.14158634613008736,False,False,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.0,0.0,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL,DEGROSS,0.75,C_CALMAR,capN=0.02/capG=inf,False,0.03635375722473366,0.5457504412853388,-0.14158634613008736,False,False,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.0,0.0,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL,DEGROSS,0.75,C_TIGHT4b,none IS-4b,,,,,,,,,,,,,,,,,
SMALL,DEGROSS,1.0,C_SHARPE,capN=0.02/capG=inf,False,0.047609466601277406,0.5455169082679762,-0.18524928186754697,False,False,0.047609466601277406,0.5455169082679762,-0.18524928186754697,0.0,0.0,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL,DEGROSS,1.0,C_CALMAR,capN=0.02/capG=inf,False,0.047609466601277406,0.5455169082679762,-0.18524928186754697,False,False,0.047609466601277406,0.5455169082679762,-0.18524928186754697,0.0,0.0,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL,DEGROSS,1.0,C_TIGHT4b,none IS-4b,,,,,,,,,,,,,,,,,
SMALL,INBAND,0.75,C_SHARPE,capN=0.02/capG=inf,False,0.07512634324076894,0.5848813943734188,-0.34366741232040643,False,False,0.07467252369264665,0.5698717742644122,-0.36084562888798544,0.015009620109006638,0.015009892989294782,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL,INBAND,0.75,C_CALMAR,capN=0.02/capG=inf,False,0.07512634324076894,0.5848813943734188,-0.34366741232040643,False,False,0.07467252369264665,0.5698717742644122,-0.36084562888798544,0.015009620109006638,0.015009892989294782,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL,INBAND,0.75,C_TIGHT4b,none IS-4b,,,,,,,,,,,,,,,,,
SMALL,INBAND,1.0,C_SHARPE,capN=0.02/capG=inf,False,0.09759142837827683,0.5946030446446487,-0.4210279452499047,False,False,0.09577485693840604,0.5699040961065814,-0.4561254792829521,0.02469894853806731,0.024699066415872828,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL,INBAND,1.0,C_CALMAR,capN=0.02/capG=inf,False,0.09759142837827683,0.5946030446446487,-0.4210279452499047,False,False,0.09577485693840604,0.5699040961065814,-0.4561254792829521,0.02469894853806731,0.024699066415872828,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL,INBAND,1.0,C_TIGHT4b,none IS-4b,,,,,,,,,,,,,,,,,
U56,DEGROSS,0.75,C_SHARPE,capN=0.02/capG=0.30,False,0.09455179369762767,1.276620821629499,-0.12054956914840886,False,False,0.09455179369762767,1.276620821629499,-0.12054956914840886,0.0,0.0,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,DEGROSS,0.75,C_CALMAR,capN=0.02/capG=0.30,False,0.09455179369762767,1.276620821629499,-0.12054956914840886,False,False,0.09455179369762767,1.276620821629499,-0.12054956914840886,0.0,0.0,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,DEGROSS,0.75,C_TIGHT4b,none IS-4b,,,,,,,,,,,,,,,,,
U56,DEGROSS,1.0,C_SHARPE,capN=0.02/capG=0.45,False,0.12669164118494436,1.2759272265148862,-0.1591100739598581,True,False,0.12669164118494436,1.2759272265148862,-0.1591100739598581,0.0,0.0,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
