panel,book,cost,dial,selector,abstained,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,adopted_OOS_Sharpe,best_OOS_Sharpe,pass4b,pass4a_v2,v2_OOS_Sharpe,v2_OOS_CAGR,v2_OOS_MaxDD,v1_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,premium_vs_ctl,premium_vs_v2,premium_vs_spy,regret
broad,EWall,10.0,K,S0,False,150,0.07164662938892952,1.0711225013326497,-0.11859930596131962,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1257193251059632,1.130358358047668,False,False,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,-0.031080632580408496,-0.04738577823619283,0.18909857773541816,0.05923585671501819
broad,EWall,10.0,K,S1,True,nogate,0.13933574083806333,1.1022031339130582,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1257193251059632,1.130358358047668,False,False,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.0,-0.016305145655784337,0.22017921031582666,0.02815522413460969
broad,EWall,10.0,K,S2,True,nogate,0.13933574083806333,1.1022031339130582,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1257193251059632,1.130358358047668,False,False,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.0,-0.016305145655784337,0.22017921031582666,0.02815522413460969
broad,EWall,10.0,band,S0,False,8.0,0.08363493461181792,1.1094642338971092,-0.14813995230211774,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1185082795688426,1.138797395240515,False,False,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.007261099984051,-0.009044045671733336,0.22744031029987766,0.0293331613434058
broad,EWall,10.0,band,S1,True,nogate,0.13933574083806333,1.1022031339130582,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1185082795688426,1.138797395240515,False,False,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.0,-0.016305145655784337,0.22017921031582666,0.0365942613274568
broad,EWall,10.0,band,S2,True,nogate,0.13933574083806333,1.1022031339130582,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1185082795688426,1.138797395240515,False,False,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.0,-0.016305145655784337,0.22017921031582666,0.0365942613274568
broad,EWall,10.0,f,S0,False,0.6,0.07926623902592933,1.339569635776451,-0.10745980984952297,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1959065264189876,1.339569635776451,False,True,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.2373665018633928,0.22106135620760847,0.45754571217921947,0.0
broad,EWall,10.0,f,S1,False,0.4,0.10117486710336765,1.2616755764517076,-0.14554047348357868,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1959065264189876,1.339569635776451,False,False,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15947244253864934,0.143167296882865,0.379651652854476,0.07789405932474347
broad,EWall,10.0,f,S2,False,0.35,0.10629835302929247,1.2390828729053764,-0.15859211401184614,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1959065264189876,1.339569635776451,True,False,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.1368797389923182,0.12057459333653386,0.35705894930814486,0.10048676287107461
broad,EWall,10.0,gross,S0,False,1.0,0.13933574083806333,1.1022031339130582,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.103169433060587,1.1048021941886341,False,False,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.0,-0.016305145655784337,0.22017921031582666,0.002599060275575882
