share,cells,mean_d,frac_pos
0.2,26,0.004145444138028146,0.5769230769230769
0.225,34,0.0017797084172016323,0.5294117647058824
0.25,47,0.0050080954038091,0.574468085106383
0.275,69,0.002778559999663007,0.5797101449275363
0.3,89,-0.0016139065801719992,0.5168539325842697
0.325,105,-0.0030268104036322895,0.5142857142857142
0.35,119,-0.0014707313925697099,0.5294117647058824
0.375,124,-0.0010936327901917575,0.5403225806451613
0.4,125,-0.0005115856847023682,0.552
0.425,122,0.0004019493254227787,0.5409836065573771
0.45,111,0.005078649315661443,0.6036036036036037
0.475,92,0.00781492417126993,0.6521739130434783
0.5,77,0.007738113657653388,0.6883116883116883
0.525,71,0.011106485557948622,0.7183098591549296
0.55,72,0.01264642293085406,0.7083333333333334
0.575,70,0.01647385013565617,0.7857142857142857
0.6,54,0.01835924972923048,0.8333333333333334
0.625,63,0.02187147613466871,0.7301587301587301
0.65,59,0.024542076938238566,0.7457627118644068
0.675,74,0.020335919254419074,0.7297297297297297
0.7,72,0.019450285743004895,0.7222222222222222
0.725,53,0.017008414133332088,0.660377358490566
0.75,80,0.01252278055044547,0.6375
0.775,75,0.008879525386371647,0.6266666666666667
0.8,101,0.008930715744477537,0.6534653465346535
0.825,108,0.00880177083639231,0.6759259259259259
0.85,92,0.008184540763719014,0.6956521739130435
0.875,132,0.005759692433854531,0.5757575757575758
0.9,123,0.005695048995848658,0.5528455284552846
0.925,209,0.0026215281243152006,0.291866028708134
0.95,200,0.0017720830984214652,0.26
0.975,169,0.0009190654097060864,0.16568047337278108
1.0,163,0.0009592011498884526,0.147239263803681
