panel,book,gross,lam,turnover_yr,base_turnover_yr,heldset_fidelity,mean_names_in,stub_nav,stub_rb_nav,stub_share_of_risk,max_name_w,med_name_w,p99_name_w,mean_gross,mean_sweep_w,max_row_sum,lev_events
U56,CAP2,0.75,1.0,3.506382942083227,2.789877261919384,1.0,37.55662921348315,0.006327630544932279,0.0,0.011473229537298223,0.027381432403730484,0.017156209551694893,0.020652766870618088,1.0,0.34390745283940255,1.0000000000000009,0
U56,CAP2,0.75,0.85,3.1955586920751617,2.789877261919384,0.8713830439223698,44.63056179775281,0.008739020752910616,0.00260949176008067,0.016228284381416946,0.02751550164246403,0.01672490875003891,0.02054027354909932,1.0,0.3439402822256789,1.0000000000000009,0
U56,CAP2,0.75,0.7,2.9345917969687174,2.789877261919384,0.8311011235955056,46.84606741573034,0.011948964690123926,0.006077569430518601,0.02233624626856727,0.02773591929526426,0.01658193632418856,0.020550684710412492,1.0,0.3439852737186225,1.0000000000000009,0
U56,CAP2,0.75,0.55,2.659812190579146,2.789877261919384,0.7938100102145046,48.89707865168539,0.01646160929823214,0.010941163501174044,0.030681766229574345,0.028052597008448428,0.016428988647134317,0.02058894459829718,1.0,0.34404891312897995,1.0000000000000009,0
U56,CAP2,0.75,0.4,2.3424087303696113,2.789877261919384,0.7610868232890705,50.69685393258427,0.023372473549660048,0.018353484895420723,0.04310203789291562,0.028287618139630447,0.016259616132801285,0.02068435652470963,1.0,0.34414796783916823,1.0000000000000009,0
U56,CAP2,0.75,0.25,1.9249923036513124,2.789877261919384,0.7439591419816138,51.63887640449438,0.0357335944041899,0.03148968856198465,0.06450144690530744,0.030351548686363437,0.016015154795976858,0.02089738423010818,1.0,0.3443417470654403,1.0000000000000007,0
U56,CAP2,0.75,0.1,1.2372082501871826,2.789877261919384,0.7403350357507661,51.83820224719101,0.06733934442267776,0.06458007799148882,0.11551114473759268,0.037212664231723896,0.015297246893125793,0.021897568993412428,1.0,0.3451371891082635,1.0000000000000007,0
U56,CAP2,1.0,1.0,3.9918738682526254,2.789877261919384,1.0,37.55662921348315,0.006936696733515706,0.0,0.011473229537298223,0.02918030310500747,0.02,0.021174445442525953,1.0,0.24994770958895224,1.0000000000000009,9
U56,CAP2,1.0,0.85,3.6733619143985554,2.789877261919384,0.871370786516854,44.63123595505618,0.00961462874505657,0.0028757043008052433,0.01634373550628069,0.029099687905057472,0.019941864776632092,0.021111254530793194,1.0,0.25001710998032883,1.0000000000000009,0
U56,CAP2,1.0,0.7,3.393088080779857,2.789877261919384,0.8309948927477018,46.85191011235955,0.013200365227654288,0.006720316258336493,0.02259845437016232,0.02910595948089882,0.019892988383984005,0.0211662593259197,1.0,0.25011950596156707,1.0000000000000009,0
U56,CAP2,1.0,0.55,3.0926329124030096,2.789877261919384,0.7934954034729316,48.91438202247191,0.0182781326721011,0.012153642403357022,0.031155123517321602,0.0292141429682987,0.019822712448055554,0.021329828081166534,1.0,0.25027597520429656,1.0000000000000009,0
U56,CAP2,1.0,0.4,2.7438986070119498,2.789877261919384,0.7607395301327886,50.71595505617977,0.026123474032769396,0.02051514717638283,0.043912195989116456,0.030970547741178703,0.01970275949123125,0.021639985121499304,1.0,0.2505350662031381,1.0000000000000007,0
U56,CAP2,1.0,0.25,2.2795651275956024,2.789877261919384,0.7438651685393258,51.64404494382023,0.040299374253390946,0.03550818420615385,0.0659125266024644,0.03460478666576921,0.0194457041707264,0.022235142157767007,1.0,0.25105404049776214,1.0000000000000007,0
U56,CAP2,1.0,0.1,1.5004149853201374,2.789877261919384,0.7403350357507661,51.83820224719101,0.07675575981867123,0.07359999970469774,0.11796893025181755,0.04098267782377719,0.018061186601079273,0.024021447747493187,1.0,0.25309163581341715,1.0000000000000007,0
U56,CAND,0.75,1.0,4.394572810632719,2.789877261919384,1.0,37.55662921348315,0.008261181747372734,0.0,0.011473229537298223,0.16905762295184193,0.01715700329088208,0.05826084377834566,1.0,0.2692610694091358,1.0000000000000009,0
U56,CAND,0.75,0.85,3.9410073599064286,2.789877261919384,0.8711950970377936,44.64089887640449,0.011229190644726746,0.003320273807800745,0.015589465635968363,0.16142337623789027,0.016730167036510386,0.05494495792409374,1.0,0.26918933153554875,1.0000000000000009,0
U56,CAND,0.75,0.7,3.568238641785361,2.789877261919384,0.8305863125638406,46.87438202247191,0.015121015274534053,0.007651252609884328,0.020982703089076408,0.15214840837649304,0.016613165547407407,0.0508959845872088,1.0,0.2690867653803473,1.0000000000000009,0
U56,CAND,0.75,0.55,3.1796743920790727,2.789877261919384,0.7933115423901941,48.92449438202247,0.020503508696933515,0.013597487831325134,0.028434260301887407,0.1472053349789011,0.01648436566322895,0.04874895156895365,1.0,0.26892899624294486,1.0000000000000009,0
U56,CAND,0.75,0.4,2.7374509389134403,2.789877261919384,0.7607803881511747,50.71370786516854,0.028607003054418437,0.02245255866621409,0.0396359327638222,0.1496675762749114,0.01635003770306105,0.046757700765405294,1.0,0.2686542153392571,1.0000000000000009,0
U56,CAND,0.75,0.25,2.1811064808424856,2.789877261919384,0.7438488253319714,51.64494382022472,0.04285647603405393,0.03777702550705409,0.05928043965472869,0.17100510110733827,0.01617559686347328,0.043986999136883295,1.0,0.2680782524686217,1.0000000000000009,0
U56,CAND,0.75,0.1,1.3301481689749366,2.789877261919384,0.7403350357507661,51.83820224719101,0.07903032420030764,0.07581878537933955,0.1089034646997612,0.17151440112188981,0.01575566648674785,0.03896711522226181,1.0,0.2670521244303591,1.0000000000000009,0
U56,CAND,1.0,1.0,5.679032812388823,2.789877261919384,1.0,37.55662921348315,0.011057041548497185,0.0,0.011473229537298221,0.22277389017616123,0.022857536590229464,0.07761845822389737,1.0,0.025993260485716155,1.0000000000000009,25
U56,CAND,1.0,0.85,5.104960038775218,2.789877261919384,0.8711052093973443,44.64584269662922,0.015037461327529474,0.004448227366980877,0.01560644044733332,0.2127547933001362,0.022290210486780072,0.07290735523672613,1.0,0.026013180822087766,1.0000000000000009,3
U56,CAND,1.0,0.7,4.633146158913608,2.789877261919384,0.8297609805924413,46.919775280898875,0.02025834533568665,0.010253270290948583,0.02101922944253005,0.20065907841248992,0.02212873307444444,0.06776266879627496,1.0,0.026043077754932316,1.0000000000000009,10
U56,CAND,1.0,0.55,4.138497247317135,2.789877261919384,0.7924943820224719,48.96943820224719,0.027480014855602274,0.01822657044774171,0.02849515604408285,0.19567501570168508,0.021950780776658907,0.06501605295327947,1.0,0.02609196857924462,1.0000000000000009,4
U56,CAND,1.0,0.4,3.5698848237846486,2.789877261919384,0.7601838610827375,50.74651685393258,0.03834923786310152,0.030101108456092134,0.0397284231128963,0.19935829147068088,0.021758938925754312,0.06235018604933771,1.0,0.026180991232413544,1.0000000000000007,5
U56,CAND,1.0,0.25,2.8486483716005155,2.789877261919384,0.7436772216547497,51.65438202247191,0.05743129639948336,0.050627366297969,0.05940861627272704,0.2270302538385354,0.021501698425843548,0.05863589453599678,1.0,0.026412534941919263,1.0000000000000007,0
U56,CAND,1.0,0.1,1.7363358204942265,2.789877261919384,0.7403350357507661,51.83820224719101,0.1054752585073002,0.10119608960252292,0.10894539771010103,0.2273354744199699,0.02082563797015486,0.05188773228081935,1.0,0.02892432997551996,1.0000000000000009,0
B136,CAP2,0.75,1.0,4.6751254264368125,3.032322982069205,1.0,92.29361510791367,0.00917788729440379,0.0,0.013418969344253491,0.02502299341834478,0.007142857142857143,0.01989240651282207,1.0,0.27167498251814204,1.0000000000000007,0
B136,CAP2,0.75,0.85,4.221602996421938,3.032322982069205,0.8638505861977085,110.67378597122303,0.012517386770618477,0.0037249207281329607,0.018411578646304085,0.02568656998445588,0.006868503553645296,0.019290991584876543,1.0,0.2717021610387928,1.0000000000000009,0
B136,CAP2,0.75,0.7,3.8410320712407837,3.032322982069205,0.8220856648014921,116.31205035971223,0.01690099854804194,0.008593541042974417,0.024887187242890026,0.026269799992658167,0.006782755689372915,0.01887303309255508,1.0,0.2717298951545253,1.0000000000000007,0
B136,CAP2,0.75,0.55,3.438940352629657,3.032322982069205,0.7856215027977618,121.23471223021583,0.022951205704731036,0.01527513932206748,0.03371308992270664,0.026563294970244393,0.006711923040470738,0.018462247563405143,1.0,0.27176328822042617,1.0000000000000009,0
B136,CAP2,0.75,0.4,2.9679623503405277,3.032322982069205,0.7569727551292299,125.10229316546763,0.03196493582848334,0.02514885106854342,0.04668507024487143,0.02594533150532146,0.00665492161058697,0.017769731836167417,1.0,0.2718166144314722,1.0000000000000009,0
B136,CAP2,0.75,0.25,2.3523574151130076,3.032322982069205,0.7420247135624833,127.12027877697842,0.04733095904419636,0.04177474164624389,0.06849083544743881,0.024573170888797104,0.006606992057494652,0.016630279457835025,1.0,0.27195229157759915,1.0000000000000007,0
B136,CAP2,0.75,0.1,1.3905571635230565,3.032322982069205,0.7394567679189982,127.46695143884892,0.08314396343585313,0.07977563167144493,0.11852293360057814,0.022718945952192277,0.006460677177361381,0.014267546289213982,1.0,0.2728669351792707,1.0000000000000009,0
B136,CAP2,1.0,1.0,5.829629100658773,3.032322982069205,1.0,92.29361510791367,0.011795818665965834,0.0,0.013418969344253491,0.02502299341834478,0.009523809523809525,0.02013934107225428,1.0,0.04368454310594692,1.0000000000000007,7
B136,CAP2,1.0,0.85,5.306656149741871,3.032322982069205,0.8599986677324807,111.19379496402878,0.016153366968166143,0.004825678213724077,0.018593248199512594,0.0256868267633705,0.009145611836782405,0.020023614163190418,1.0,0.043854523502693386,1.0000000000000007,3
B136,CAP2,1.0,0.7,4.85871066743602,3.032322982069205,0.8204669597655209,116.53057553956835,0.021886184810938528,0.0111565394458811,0.02526888141091836,0.026277741167180665,0.00903425038636289,0.019948544873960323,1.0,0.04408174435194741,1.0000000000000007,3
B136,CAP2,1.0,0.55,4.381604215262987,3.032322982069205,0.7848221422861711,121.34262589928058,0.02981791562172106,0.019877290390051996,0.03433377012265637,0.026620761348384047,0.008934159499323873,0.01978702048116101,1.0,0.04441070722210855,1.0000000000000009,1
B136,CAP2,1.0,0.4,3.805713179651116,3.032322982069205,0.7564598321342926,125.17153776978417,0.04166423836961582,0.03281203351393018,0.047604047390270535,0.026177146043796576,0.00884980157423867,0.019424290883084915,1.0,0.04495499856327768,1.0000000000000009,1
B136,CAP2,1.0,0.25,3.0364978813491295,3.032322982069205,0.7419048094857448,127.13646582733813,0.06189166824617496,0.05465426697772877,0.06977464014195686,0.024926089145054876,0.008774929335416057,0.01862543358518018,1.0,0.046120598458254405,1.0000000000000009,0
B136,CAP2,1.0,0.1,1.8136593714939466,3.032322982069205,0.7394567679189982,127.46695143884892,0.10878513299186301,0.10439157934000422,0.11990527728631023,0.025554845839730993,0.008526882217524547,0.01686225714986091,1.0,0.051033117119474926,1.0000000000000007,0
B136,CAND,0.75,1.0,4.906022705624987,3.032322982069205,1.0,92.29361510791367,0.009835693077130496,0.0,0.013418969344253491,0.11161841122343945,0.007142857142857143,0.02136685377530474,1.0,0.25831247985201317,1.0000000000000007,0
B136,CAND,0.75,0.85,4.406096961380305,3.032322982069205,0.8638139488409272,110.67873201438849,0.013316191735252716,0.003922005248215592,0.01815284561965666,0.11137769691704158,0.006868777951728868,0.020325635741438093,1.0,0.2582366779685815,1.0000000000000009,0
B136,CAND,0.75,0.7,3.9836806322953278,3.032322982069205,0.82205069277911,116.31677158273381,0.01786850883652123,0.009019092995652242,0.024345265667516353,0.10952296697997983,0.006784136247055726,0.019908198387242813,1.0,0.25812685278791825,1.0000000000000007,0
B136,CAND,0.75,0.55,3.542662734018552,3.032322982069205,0.7856248334665601,121.23426258992805,0.024133655671396127,0.015980408611360807,0.032866290723039274,0.10555976088452894,0.006712919487462698,0.019515671036422412,1.0,0.25795592012275403,1.0000000000000009,0
B136,CAND,0.75,0.4,3.040448650280995,3.032322982069205,0.7569627631228351,125.10364208633094,0.03345805433994024,0.02623650254247879,0.045542034839281424,0.09928936558029608,0.006655987799308914,0.01907179511853465,1.0,0.2576582195988546,1.0000000000000007,0
