panel,family,rung,cadence,q,pick_a,pick_depth,p4a,p4b,fail4b,parent_4b,OOS_Sharpe,vs_nogate
SMALL439,QROLL,10,D,0.12,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.3185175678009708,0.025498591856493724
SMALL439,QROLL,10,D,0.17,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.33646550181360924,0.04344652586913217
SMALL439,QEXP,10,D,,0.17,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.29640123530167417,0.003382259357197104
SMALL439,ABS,10,D,,0.4,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.04110407064722363,-0.25191490529725347
SMALL439,QROLL,10,W,0.07,504.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.5474087922070625,0.25438981626258544
SMALL439,QROLL,10,W,0.12,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.28040387907725833,-0.012615096867218734
SMALL439,QROLL,10,W,0.17,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.3435369044129332,0.05051792846845615
SMALL439,QEXP,10,W,,0.07,0.25,False,False,"H1,H2,OOS,DD,CAGR",False,0.29301897594447707,0.0
SMALL439,ABS,10,W,,0.4,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.14589176978237062,-0.14712720616210645
SMALL439,QROLL,25,D,0.07,2016.0,0.25,False,False,"H1,H2,OOS,DD,CAGR",False,0.1472646707755725,0.009718217263295137
SMALL439,QROLL,25,D,0.12,1008.0,0.5,False,False,"H1,H2,OOS,DD,CAGR",False,0.13419719108303219,-0.0033492624292451867
SMALL439,QROLL,25,D,0.17,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.15321774300264857,0.015671289490371193
SMALL439,QEXP,25,D,,0.07,0.25,False,False,"H1,H2,OOS,DD,CAGR",False,0.13115371576271206,-0.006392737749565308
SMALL439,ABS,25,D,,0.4,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,-0.23628731687576238,-0.3738337703880398
SMALL439,QROLL,25,W,0.07,504.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.3835251682957751,0.24597871478349773
SMALL439,QROLL,25,W,0.12,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.113507254383065,-0.024039199129212374
SMALL439,QROLL,25,W,0.17,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.17925995366702333,0.04171350015474595
SMALL439,QEXP,25,W,,0.07,0.25,False,False,"H1,H2,OOS,DD,CAGR",False,0.13754645351227737,0.0
SMALL439,ABS,25,W,,0.4,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,-0.03236819939149682,-0.1699146529037742
