panel,family,rung,cadence,q,pick_a,pick_depth,p4a,p4b,fail4b,parent_4b,OOS_Sharpe,vs_nogate
U56,QROLL,0,D,0.07,504.0,1.0,False,True,-,True,1.3815924929618109,0.19198029972487185
U56,QROLL,0,D,0.12,504.0,1.0,False,True,-,True,1.3498613188252504,0.1602491255883114
U56,QROLL,0,D,0.17,504.0,1.0,False,True,-,True,1.3780626560643823,0.18845046282744327
U56,QEXP,0,D,,0.07,0.25,False,True,-,True,1.172241828993839,-0.01737036424310001
U56,ABS,0,D,,0.4,0.25,False,True,-,True,1.2449684341202871,0.05535624088334812
U56,QROLL,0,W,0.07,1008.0,0.5,False,True,-,True,1.2528235084471613,0.06321131521022227
U56,QROLL,0,W,0.12,504.0,1.0,False,False,CAGR,True,1.2778078982470802,0.08819570501014118
U56,QROLL,0,W,0.17,504.0,0.5,False,True,-,True,1.2806315757856124,0.09101938254867337
U56,QEXP,0,W,,0.17,0.25,False,True,-,True,1.2435313574816989,0.05391916424475984
U56,ABS,0,W,,0.3,1.0,False,True,-,True,1.2553720405641415,0.06575984732720253
U56,QROLL,10,D,0.07,504.0,1.0,False,False,CAGR,False,1.256914679446046,0.15023152317077715
U56,QROLL,10,D,0.12,504.0,1.0,False,False,CAGR,False,1.2268501668856442,0.12016701061037538
U56,QROLL,10,D,0.17,504.0,1.0,False,False,CAGR,False,1.2315587485985175,0.12487559232324874
U56,QEXP,10,D,,0.07,0.25,False,False,CAGR,False,1.0877681782544522,-0.018914978020816653
U56,ABS,10,D,,0.4,0.25,False,False,CAGR,False,1.1504903050399236,0.043807148764654746
U56,QROLL,10,W,0.07,1008.0,0.5,False,False,CAGR,False,1.1657510092298615,0.059067852954592714
U56,QROLL,10,W,0.12,504.0,0.5,False,False,CAGR,False,1.1880409959645075,0.08135783968923871
U56,QROLL,10,W,0.17,1008.0,1.0,False,False,CAGR,False,1.3907216263308477,0.2840384700555789
U56,QEXP,10,W,,0.07,0.25,False,False,CAGR,False,1.0920842274676483,-0.014598928807620482
U56,ABS,10,W,,0.3,1.0,False,False,CAGR,False,1.172857897734876,0.06617474145960722
U56,QROLL,25,D,0.07,504.0,0.5,False,False,CAGR,False,1.0636489805305833,0.0817396237508825
U56,QROLL,25,D,0.12,504.0,0.5,False,False,CAGR,False,1.0558765161460473,0.07396715936634646
U56,QROLL,25,D,0.17,504.0,0.5,False,False,CAGR,False,1.0498172895103899,0.06790793273068907
U56,QEXP,25,D,,0.07,0.25,False,False,"H1,CAGR",False,0.9606814833752634,-0.021227873404437436
U56,ABS,25,D,,0.4,0.25,False,False,"H1,CAGR",False,1.0083429653009222,0.02643360852122134
U56,QROLL,25,W,0.07,1008.0,0.25,False,False,"H1,CAGR",False,1.0120373564033829,0.030127999623682067
U56,QROLL,25,W,0.12,504.0,0.5,False,False,CAGR,False,1.0552118690191077,0.07330251223940687
U56,QROLL,25,W,0.17,1008.0,1.0,False,False,CAGR,False,1.2728344194522572,0.29092506267255636
U56,QEXP,25,W,,0.07,0.25,False,False,"H1,CAGR",False,0.9661831914083422,-0.015726165371358625
U56,ABS,25,W,,0.3,0.5,False,False,CAGR,False,1.0333152797300929,0.051405922950392036
B136,QROLL,0,D,0.07,504.0,0.25,False,True,-,True,1.165553635615893,0.06505418259033013
B136,QROLL,0,D,0.12,504.0,0.5,False,True,-,True,1.2536378541684048,0.15313840114284183
B136,QROLL,0,D,0.17,252.0,0.5,True,True,-,True,1.3255043404022977,0.22500488737673474
B136,QEXP,0,D,,0.07,0.25,False,True,-,True,1.100499453025563,0.0
B136,ABS,0,D,,0.4,0.25,False,True,-,True,1.128649183341016,0.02814973031545298
B136,QROLL,0,W,0.07,252.0,0.25,False,True,-,True,1.175070932255791,0.07457147923022811
B136,QROLL,0,W,0.12,1008.0,0.5,False,True,-,True,1.24861866526493,0.14811921223936708
B136,QROLL,0,W,0.17,504.0,0.5,False,True,-,True,1.2118918554462945,0.11139240242073156
B136,QEXP,0,W,,0.07,0.25,False,True,-,True,1.100499453025563,0.0
B136,ABS,0,W,,0.3,0.25,False,True,-,True,1.1110687132589834,0.010569260233420419
B136,QROLL,10,D,0.07,1008.0,0.25,False,True,-,True,1.0812388997121165,0.0626912334349834
B136,QROLL,10,D,0.12,504.0,0.5,False,False,CAGR,True,1.1457457308552723,0.1271980645781392
B136,QROLL,10,D,0.17,252.0,0.5,False,False,CAGR,True,1.2007058232095642,0.1821581569324311
B136,QEXP,10,D,,0.07,0.25,False,True,-,True,1.0185476662771331,0.0
B136,ABS,10,D,,0.4,0.25,False,False,CAGR,True,1.039187316154782,0.02063964987764888
B136,QROLL,10,W,0.07,2016.0,0.25,False,False,CAGR,True,1.0366465545540617,0.018098888276928626
B136,QROLL,10,W,0.12,1008.0,0.5,False,True,-,True,1.1610998421051557,0.1425521758280226
B136,QROLL,10,W,0.17,504.0,0.5,False,False,CAGR,True,1.1184020404415682,0.0998543741644351
B136,QEXP,10,W,,0.07,0.25,False,True,-,True,1.0185476662771331,0.0
B136,ABS,10,W,,0.3,0.25,False,False,CAGR,True,1.0278435411142866,0.00929587483715344
B136,QROLL,25,D,0.07,2016.0,0.25,False,False,"H2,CAGR",False,0.9107726117185936,0.015432693607156489
B136,QROLL,25,D,0.12,2016.0,0.25,False,False,CAGR,False,0.9681125914412337,0.07277267332979664
B136,QROLL,25,D,0.17,252.0,0.25,False,False,CAGR,False,0.9595443947680917,0.06420447665665463
B136,QEXP,25,D,,0.07,0.25,False,False,"H2,CAGR",False,0.8953399181114371,0.0
B136,ABS,25,D,,0.4,0.25,False,False,"H2,CAGR",False,0.9047669709307583,0.009427052819321213
B136,QROLL,25,W,0.07,2016.0,0.25,False,False,"H2,CAGR",False,0.909208988934384,0.01386907082294686
B136,QROLL,25,W,0.12,1008.0,1.0,False,False,CAGR,False,1.0943870388665686,0.19904712075513153
B136,QROLL,25,W,0.17,504.0,0.5,False,False,CAGR,False,0.9775630267640416,0.08222310865260452
B136,QEXP,25,W,,0.07,0.25,False,False,"H2,CAGR",False,0.8953399181114371,0.0
B136,ABS,25,W,,0.3,0.25,False,False,"H2,CAGR",False,0.9027003887422737,0.0073604706308365575
SMALL439,QROLL,0,D,0.07,504.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.6349949896211836,0.2382050342968316
SMALL439,QROLL,0,D,0.12,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.45074139647562217,0.05395144115127015
SMALL439,QROLL,0,D,0.17,1008.0,1.0,False,False,"H1,H2,OOS,CAGR",False,0.45857960451088875,0.06178964918653673
SMALL439,QEXP,0,D,,0.17,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.42926490918965726,0.032474953865305245
SMALL439,ABS,0,D,,0.4,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.22638173334098033,-0.1704082219833717
SMALL439,QROLL,0,W,0.07,504.0,1.0,False,False,"H1,H2,OOS,CAGR",False,0.6563932280301137,0.25960327270576167
SMALL439,QROLL,0,W,0.12,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.3916176507120551,-0.005172304612296896
SMALL439,QROLL,0,W,0.17,1008.0,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.45291812658254527,0.05612817125819325
SMALL439,QEXP,0,W,,0.07,0.25,False,False,"H1,H2,OOS,DD,CAGR",False,0.396789955324352,0.0
SMALL439,ABS,0,W,,0.4,1.0,False,False,"H1,H2,OOS,DD,CAGR",False,0.2647403183658456,-0.1320496369585064
SMALL439,QROLL,10,D,0.07,504.0,0.5,False,False,"H1,H2,OOS,DD,CAGR",False,0.40977956605482,0.11676059011034295
