panel,book,gross,vs,dCAGR_pp,dSharpe,dH1,dH2,dMaxDD_pp,dOOS_Sharpe,verdict_flip4b
B136,v1rules,,ZERO-INCL,0.02309103875122176,0.0034981930848184684,0.0,0.005874453279124392,0.16551629924307365,0.0057487159362112905,False
B136,v1rules,,DROP-INCL,-0.2465950500073033,-0.023922426806630925,0.01167393199655442,-0.05440937585843053,-0.3414698757471246,-0.029875252902093696,False
B136,v2band,0.5,ZERO-INCL,-0.03854281489492628,0.002045348958876758,0.002255171229567088,0.0017409998660048442,0.10287029541605763,0.0021161635502340292,False
B136,v2band,0.5,DROP-INCL,0.002387180894714014,0.0020166858586760927,0.0021781819594912655,0.0017086360237337228,0.04287104225692007,0.002104759138155332,False
B136,v2band,0.75,ZERO-INCL,-0.05770325209857319,0.00204522979317856,0.0022521680071334593,0.001740300458308086,0.15086479368016104,0.0021173299223697928,False
B136,v2band,0.75,DROP-INCL,0.0038806414641268105,0.0020147865650825825,0.002181635020275019,0.0016983564939891949,0.06266520904409933,0.0020961896124271906,False
B136,v2band,1.0,ZERO-INCL,-0.07663755095728142,0.002048445607545135,0.0022526406457823445,0.0017425424855711524,0.1965664679549617,0.0021219007222061936,True
B136,v2band,1.0,DROP-INCL,0.00559904371513209,0.0020136816064342256,0.0021859275512075005,0.0016886760811921642,0.08137204867517678,0.0020885135927062315,False
SMALL439,v1rules,,ZERO-INCL,-0.33121369438162684,-0.01482892611283293,-0.001365905731378514,-0.029388887228847138,-0.6090926832404975,-0.031008065757108627,False
SMALL439,v1rules,,DROP-INCL,0.7370195739741625,0.03806645114783169,-0.054002826123085046,0.12188853128257493,3.2886495073158994,0.08835522880462249,False
SMALL439,v2band,0.5,ZERO-INCL,-0.013969354508147624,-0.001449655944642747,-0.0015870581764372282,-0.0012899064783591374,0.013406147181305172,-0.0015706781924662572,False
SMALL439,v2band,0.5,DROP-INCL,-0.006582713005465202,-0.0014487487015700795,-0.0016326771761203673,-0.001284984599842054,-0.013520207129180672,-0.0015590370708213896,False
SMALL439,v2band,0.75,ZERO-INCL,-0.020746796090720387,-0.0014504850708143557,-0.00158705384270863,-0.001290065809146812,0.019778418840832312,-0.0015707869157189913,False
SMALL439,v2band,0.75,DROP-INCL,-0.010020807087562922,-0.001448898435110646,-0.0016287776113441677,-0.001288451525618628,-0.018965236467760604,-0.0015614559934981065,False
SMALL439,v2band,1.0,ZERO-INCL,-0.027348113522918105,-0.0014502923996067008,-0.0015858098830002776,-0.001289406082607858,0.025908922447170912,-0.001570110625593979,False
SMALL439,v2band,1.0,DROP-INCL,-0.013543834572260494,-0.0014482775525177516,-0.0016239931732994206,-0.0012912555245535584,-0.02361584996770638,-0.0015632637236260294,False
U56,v1rules,,ZERO-INCL,-0.004850255451893659,0.006651667519700588,6.853505686121864e-05,0.011631020225917221,0.0,0.012491837090757185,False
U56,v1rules,,DROP-INCL,0.011610619746815765,-0.00220125838052343,-0.01609489688577903,0.009574456916086604,-1.1102230246251565e-14,0.007156850658377789,False
U56,v2band,0.5,ZERO-INCL,-0.09304432161019172,0.007190879184831855,0.00533953164658274,0.008861972325904244,0.25099460577376886,0.008800586258271847,False
U56,v2band,0.5,DROP-INCL,0.013598395249458939,0.007108060972043528,0.00515704196155875,0.008765217722301877,0.1081622170886587,0.00877595142242904,False
U56,v2band,0.75,ZERO-INCL,-0.13960311637293277,0.007194239337626973,0.005332662017954126,0.00886950141676257,0.36837449173112713,0.0088118868171696,False
U56,v2band,0.75,DROP-INCL,0.021454427863654146,0.007104975877248343,0.005156195181673873,0.008755208799146041,0.15837732961416773,0.008770438376931144,False
U56,v2band,1.0,ZERO-INCL,-0.1858273300872293,0.007206104658624479,0.0053341884295865505,0.00888521900025041,0.4803539323055328,0.008831924292773907,False
U56,v2band,1.0,DROP-INCL,0.030087419309832164,0.007104249570539345,0.005157675655452998,0.008747283464177746,0.20603690945228958,0.008767380432093574,False
