chooser,q,w,mean_gross,twin_CAGR,twin_Sharpe,twin_MaxDD,twin_H1,twin_H2,twin_4b,gated_Sharpe,gated_MaxDD,gated_4b
C1,0.17,252,0.9171730812514067,0.1302536004190542,1.0211495530528905,-0.21328216121467047,1.150950443375872,0.8999207996637424,False,1.1537944792853247,-0.15106525419372918,True
C2,0.42,504,0.825793382849426,0.11731314153369143,1.0211524376907781,-0.1935180100318712,1.150522709141383,0.9002319026575518,True,0.9875332278409468,-0.14336138323770575,True
