panel,sweep,gross,cost_bps,arm,w,dTurn,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,gross_float,gross_fix,dgross,f4b,x4b
U56,SHY,0.75,50.0,FIX0.0150,0.015,-0.14429517984832196,-0.01556519360646269,-0.00610100661544033,0.02069689213944559,0.013218541941869999,0.6721168539325844,0.5758146067415734,-0.09630224719101099,False,False
U56,SHY,0.75,50.0,FIX0.0200,0.02,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.6721168539325844,0.6721168539325844,0.0,False,False
U56,SHY,0.75,50.0,FIX0.0250,0.025,0.0787626530784622,0.00189107526160881,-0.026049444136389432,-0.0056120277744750036,-0.025765066930387936,0.6721168539325844,0.6964325842696631,0.02431573033707879,False,False
U56,SHY,0.75,50.0,FIX0.0300,0.03,0.13045562572791058,0.0033372566528526715,-0.037815711960708986,-0.008269723013524466,-0.03574648121826174,0.6721168539325844,0.7113303370786519,0.03921348314606754,False,False
U56,SHY,1.0,0.0,FIX0.0125,0.0125,-0.3691663146658787,-0.04440885119519922,0.07622866947484574,0.06829379128039159,0.08567313700000523,0.7677528089887644,0.48062921348314613,-0.2871235955056183,True,False
U56,SHY,1.0,0.0,FIX0.0150,0.015,-0.24442750324542906,-0.029612071818285735,0.04261602822994348,0.04522720089235732,0.047866003435707905,0.7677528089887644,0.5767550561797756,-0.19099775280898879,True,False
U56,SHY,1.0,0.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,0.0,0.7677528089887644,0.7677528089887644,0.0,True,True
U56,SHY,1.0,0.0,FIX0.0250,0.025,0.11758993708843302,0.02225860880676045,0.014428017771700441,-0.020707849406741752,0.0006206077384935949,0.7677528089887644,0.881415730337079,0.11366292134831457,True,True
U56,SHY,1.0,0.0,FIX0.0300,0.03,0.18898650101144931,0.02776534928603036,-0.0018223345648880063,-0.0340635900910633,-0.025292000310793705,0.7677528089887644,0.915388764044944,0.14763595505617955,True,False
U56,SHY,1.0,10.0,FIX0.0125,0.0125,-0.3691663146658787,-0.042636192152116115,0.07587731712377743,0.06849510654169222,0.08556687474934876,0.7677528089887644,0.48062921348314613,-0.2871235955056183,True,False
U56,SHY,1.0,10.0,FIX0.0150,0.015,-0.24442750324542906,-0.028423445886567533,0.04232895313203078,0.04536019556030113,0.04767352645704448,0.7677528089887644,0.5767550561797756,-0.19099775280898879,True,False
U56,SHY,1.0,10.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,0.0,0.7677528089887644,0.7677528089887644,0.0,True,True
U56,SHY,1.0,10.0,FIX0.0250,0.025,0.11758993708843302,0.021630259878970604,0.015529109192222945,-0.020694063299216636,0.001962828092196167,0.7677528089887644,0.881415730337079,0.11366292134831457,True,True
U56,SHY,1.0,10.0,FIX0.0300,0.03,0.18898650101144931,0.02678251028402623,-0.001299966651577611,-0.03405303298469875,-0.024374766828266337,0.7677528089887644,0.915388764044944,0.14763595505617955,True,False
U56,SHY,1.0,25.0,FIX0.0125,0.0125,-0.3691663146658787,-0.039997104542503825,0.07534660459040232,0.06879694609321885,0.08540581546321735,0.7677528089887644,0.48062921348314613,-0.2871235955056183,True,False
U56,SHY,1.0,25.0,FIX0.0150,0.015,-0.24442750324542906,-0.026654802924101162,0.041896462317231764,0.04555959263107334,0.047384018219262414,0.7677528089887644,0.5767550561797756,-0.19099775280898879,True,False
U56,SHY,1.0,25.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.7677528089887644,0.7677528089887644,0.0,True,True
U56,SHY,1.0,25.0,FIX0.0250,0.025,0.11758993708843302,0.02069639246867827,0.017180644641440868,-0.020673355644210356,0.0039774239505299125,0.7677528089887644,0.881415730337079,0.11366292134831457,True,True
U56,SHY,1.0,25.0,FIX0.0300,0.03,0.18898650101144931,0.025322394542415694,-0.0005168946112901196,-0.03403714424207804,-0.022994515765399237,0.7677528089887644,0.915388764044944,0.14763595505617955,True,False
U56,SHY,1.0,50.0,FIX0.0125,0.0125,-0.3691663146658787,-0.03565129568775549,0.07445154091028705,0.0692996564703704,0.08513129722761659,0.7677528089887644,0.48062921348314613,-0.2871235955056183,True,False
U56,SHY,1.0,50.0,FIX0.0150,0.015,-0.24442750324542906,-0.023744882829294545,0.04117027484656077,0.04589166795706601,0.046898581587930144,0.7677528089887644,0.5767550561797756,-0.19099775280898879,True,False
U56,SHY,1.0,50.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,0.0,0.7677528089887644,0.7677528089887644,0.0,True,True
U56,SHY,1.0,50.0,FIX0.0250,0.025,0.11758993708843302,0.019162815366299046,0.019933692360583066,-0.020638766910243134,0.007338644044165399,0.7677528089887644,0.881415730337079,0.11366292134831457,True,True
U56,SHY,1.0,50.0,FIX0.0300,0.03,0.18898650101144931,0.022926220388775453,0.0007941796896508979,-0.03401052146295358,-0.020676744460967678,0.7677528089887644,0.915388764044944,0.14763595505617955,True,False
U56,ZERO,0.75,0.0,FIX0.0125,0.0125,-0.4108944456451532,-0.03609173562860368,-0.030620449691588503,0.04085322732880525,-0.012138130695694693,0.6721168539325844,0.48062921348314613,-0.19148764044943822,True,False
U56,ZERO,0.75,0.0,FIX0.0150,0.015,-0.29205108556905823,-0.019936660808208106,-0.029228659812217783,0.01947164258175882,-0.010085978438134413,0.6721168539325844,0.5758146067415734,-0.09630224719101099,True,False
U56,ZERO,0.75,0.0,FIX0.0200,0.02,0.0,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.6721168539325844,0.6721168539325844,0.0,True,True
U56,ZERO,0.75,0.0,FIX0.0250,0.025,0.14385520056953283,0.003833643003744225,-0.014026803607274374,-0.005168245568259122,-0.014973110615322804,0.6721168539325844,0.6964325842696631,0.02431573033707879,True,True
U56,ZERO,0.75,0.0,FIX0.0300,0.03,0.24173977520008672,0.006396457450303483,-0.019583453109347282,-0.005168245568259344,-0.01947061320640331,0.6721168539325844,0.7113303370786519,0.03921348314606754,True,True
U56,ZERO,0.75,10.0,FIX0.0125,0.0125,-0.4108944456451532,-0.03478918235941242,-0.025445707177361943,0.04103042300455184,-0.006864501755491803,0.6721168539325844,0.48062921348314613,-0.19148764044943822,True,False
U56,ZERO,0.75,10.0,FIX0.0150,0.015,-0.29205108556905823,-0.01901371589237133,-0.024130703921181107,0.019609438805133994,-0.004996158307942977,0.6721168539325844,0.5758146067415734,-0.09630224719101099,True,False
U56,ZERO,0.75,10.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,0.0,0.6721168539325844,0.6721168539325844,0.0,True,True
U56,ZERO,0.75,10.0,FIX0.0250,0.025,0.14385520056953283,0.003385838360454363,-0.016936506428037568,-0.005212732602157821,-0.017442647233761654,0.6721168539325844,0.6964325842696631,0.02431573033707879,True,True
U56,ZERO,0.75,10.0,FIX0.0300,0.03,0.24173977520008672,0.005641717369034849,-0.024533244368577067,-0.005212732602157599,-0.02353086479475497,0.6721168539325844,0.7113303370786519,0.03921348314606754,True,True
U56,ZERO,0.75,25.0,FIX0.0125,0.0125,-0.4108944456451532,-0.032845230180328144,-0.01766149967494468,0.041296124503326315,0.0010716970072337517,0.6721168539325844,0.48062921348314613,-0.19148764044943822,True,False
U56,ZERO,0.75,25.0,FIX0.0150,0.015,-0.29205108556905823,-0.017636842502695815,-0.01646184004017237,0.01981606104693867,0.0026639610448668805,0.6721168539325844,0.5758146067415734,-0.09630224719101099,True,False
U56,ZERO,0.75,25.0,FIX0.0200,0.02,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.6721168539325844,0.6721168539325844,0.0,True,True
U56,ZERO,0.75,25.0,FIX0.0250,0.025,0.14385520056953283,0.002718712830372283,-0.021315707434098163,-0.005279435742585603,-0.021163845412691895,0.6721168539325844,0.6964325842696631,0.02431573033707879,True,True
U56,ZERO,0.75,25.0,FIX0.0300,0.03,0.24173977520008672,0.004517657988589718,-0.031975219697209845,-0.005279435742585825,-0.02963821869380201,0.6721168539325844,0.7113303370786519,0.03921348314606754,True,True
U56,ZERO,0.75,50.0,FIX0.0125,0.0125,-0.4108944456451532,-0.02963151654456264,-0.0046389848406214185,0.04173871497746917,0.014357145331096666,0.6721168539325844,0.48062921348314613,-0.19148764044943822,False,False
U56,ZERO,0.75,50.0,FIX0.0150,0.015,-0.29205108556905823,-0.015362062216257133,-0.0036318718034700215,0.020160239213021902,0.015488538308332522,0.6721168539325844,0.5758146067415734,-0.09630224719101099,False,False
U56,ZERO,0.75,50.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.6721168539325844,0.6721168539325844,0.0,False,False
U56,ZERO,0.75,50.0,FIX0.0250,0.025,0.14385520056953283,0.0016189730881366327,-0.02864312932103741,-0.005390534553331272,-0.027402093271124084,0.6721168539325844,0.6964325842696631,0.02431573033707879,False,False
U56,ZERO,0.75,50.0,FIX0.0300,0.03,0.24173977520008672,0.002665545730192287,-0.044405235921620934,-0.006153428439912401,-0.039846707340194465,0.6721168539325844,0.7113303370786519,0.03921348314606754,False,False
U56,ZERO,1.0,0.0,FIX0.0125,0.0125,-0.3729060177134611,-0.04872259169120885,-0.0010270059295056644,0.06341097865720768,-0.0011455747430992869,0.7677528089887644,0.48062921348314613,-0.2871235955056183,True,False
U56,ZERO,1.0,0.0,FIX0.0150,0.015,-0.25079422692630327,-0.0325255303469143,-0.0012001634789455817,0.04202939391016125,-0.0015830040161621817,0.7677528089887644,0.5767550561797756,-0.19099775280898879,True,False
U56,ZERO,1.0,0.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,0.0,0.7677528089887644,0.7677528089887644,0.0,True,True
U56,ZERO,1.0,0.0,FIX0.0250,0.025,0.32345100711626285,0.023807120461496245,0.03023609322426868,-0.019588610792572347,0.017019871290498978,0.7677528089887644,0.881415730337079,0.11366292134831457,True,True
U56,ZERO,1.0,0.0,FIX0.0300,0.03,0.5212298624510028,0.03003829448323425,0.019896242142169562,-0.032298821621080887,-0.001996541610429281,0.7677528089887644,0.915388764044944,0.14763595505617955,True,False
U56,ZERO,1.0,10.0,FIX0.0125,0.0125,-0.3729060177134611,-0.047571278200808864,-0.0010829615132328385,0.06352409303243134,-0.0010844817998234557,0.7677528089887644,0.48062921348314613,-0.2871235955056183,True,False
U56,ZERO,1.0,10.0,FIX0.0150,0.015,-0.25079422692630327,-0.031741616071001566,-0.0011415424042842126,0.042103108833012826,-0.0014165253751492468,0.7677528089887644,0.5767550561797756,-0.19099775280898879,True,False
U56,ZERO,1.0,10.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,0.0,0.7677528089887644,0.7677528089887644,0.0,True,True
U56,ZERO,1.0,10.0,FIX0.0250,0.025,0.32345100711626285,0.022796625961133632,0.02647463322560295,-0.0196995186495158,0.013101148210053148,0.7677528089887644,0.881415730337079,0.11366292134831457,True,True
U56,ZERO,1.0,10.0,FIX0.0300,0.03,0.5212298624510028,0.028423097029596445,0.013386583536791896,-0.032512722023517404,-0.008120968995796396,0.7677528089887644,0.915388764044944,0.14763595505617955,True,False
U56,ZERO,1.0,25.0,FIX0.0125,0.0125,-0.3729060177134611,-0.045852605503470034,-0.001166986384816493,0.0636936960740574,-0.0009927096759201337,0.7677528089887644,0.48062921348314613,-0.2871235955056183,True,False
U56,ZERO,1.0,25.0,FIX0.0150,0.015,-0.25079422692630327,-0.03057179441383706,-0.0010533822715785846,0.042213632617669306,-0.0011663494745837166,0.7677528089887644,0.5767550561797756,-0.19099775280898879,True,False
U56,ZERO,1.0,25.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,0.0,0.7677528089887644,0.7677528089887644,0.0,True,True
U56,ZERO,1.0,25.0,FIX0.0250,0.025,0.32345100711626285,0.021291340960308158,0.020817769072072556,-0.019865802479441252,0.007206141073639261,0.7677528089887644,0.881415730337079,0.11366292134831457,True,True
U56,ZERO,1.0,25.0,FIX0.0300,0.03,0.5212298624510028,0.02601845357665855,0.0035923200564826896,-0.03283341171103715,-0.01734025780332127,0.7677528089887644,0.915388764044944,0.14763595505617955,True,False
U56,ZERO,1.0,50.0,FIX0.0125,0.0125,-0.3729060177134611,-0.043010170212701704,-0.0013073001579739785,0.06397618510348324,-0.0008395479713529941,0.7677528089887644,0.48062921348314613,-0.2871235955056183,True,False
U56,ZERO,1.0,50.0,FIX0.0150,0.015,-0.25079422692630327,-0.028638141078904944,-0.0009059651823632997,0.04239770933903608,-0.0007483986805718601,0.7677528089887644,0.5767550561797756,-0.19099775280898879,True,False
U56,ZERO,1.0,50.0,FIX0.0200,0.02,0.0,0.0,0.0,0.0,0.0,0.7677528089887644,0.7677528089887644,0.0,True,True
U56,ZERO,1.0,50.0,FIX0.0250,0.025,0.32345100711626285,0.018810226052426104,0.011357150273739514,-0.020142734331857204,-0.002657131332107765,0.7677528089887644,0.881415730337079,0.11366292134831457,True,True
U56,ZERO,1.0,50.0,FIX0.0300,0.03,0.5212298624510028,0.022058760367440478,-0.012796166774198925,-0.03336746544919933,-0.03277905377619028,0.7677528089887644,0.915388764044944,0.14763595505617955,True,False
B136,SHY,0.75,0.0,FIX0.0125,0.0125,-0.06415638843482796,-0.0049112030232569825,0.0028994261389183595,1.1102230246251565e-16,0.010618341566256184,0.7357823741007191,0.714694806654676,-0.02108756744604312,True,True
B136,SHY,0.75,0.0,FIX0.0150,0.015,-0.033605682552377836,-0.002085793766569255,0.006434523537307335,0.0,0.011031455396781631,0.7357823741007191,0.7246436600719423,-0.011138714028776864,True,True
B136,SHY,0.75,0.0,FIX0.0200,0.02,-2.220446049250313e-16,0.0,0.0,-1.1102230246251565e-16,0.0,0.7357823741007191,0.7357823741007192,1.1102230246251565e-16,True,True
B136,SHY,0.75,0.0,FIX0.0250,0.025,0.015727272021241134,0.000891138209584863,-0.00430989641510271,0.0,-0.00011487731714043825,0.7357823741007191,0.7400573291366903,0.004274955035971195,True,True
B136,SHY,0.75,0.0,FIX0.0300,0.03,0.025002368759625693,0.001042075635193207,-0.012439825075987399,-0.006501753973941704,-0.005904100125500911,0.7357823741007191,0.7427023381294962,0.006919964028777037,True,True
B136,SHY,0.75,10.0,FIX0.0125,0.0125,-0.06415638843482796,-0.004553154060278342,0.004024219187084066,0.0043261157506777614,0.01197052902658391,0.7357823741007191,0.714694806654676,-0.02108756744604312,True,True
B136,SHY,0.75,10.0,FIX0.0150,0.015,-0.033605682552377836,-0.0018999149123419823,0.006993757456539962,0.004326115750677539,0.01174327389962393,0.7357823741007191,0.7246436600719423,-0.011138714028776864,True,True
B136,SHY,0.75,10.0,FIX0.0200,0.02,-2.220446049250313e-16,0.0,0.0,0.0,-2.220446049250313e-16,0.7357823741007191,0.7357823741007192,1.1102230246251565e-16,True,True
B136,SHY,0.75,10.0,FIX0.0250,0.025,0.015727272021241134,0.0008039657587652904,-0.004560078947845492,0.0008338561629476215,-0.00027055077634252633,0.7357823741007191,0.7400573291366903,0.004274955035971195,True,True
B136,SHY,0.75,10.0,FIX0.0300,0.03,0.025002368759625693,0.0009053093867819051,-0.012711440144298036,-0.00305407430876814,-0.005877922724594642,0.7357823741007191,0.7427023381294962,0.006919964028777037,True,True
B136,SHY,0.75,25.0,FIX0.0125,0.0125,-0.06415638843482796,-0.004021623366885718,0.005708522952376782,0.01183562718902531,0.013988103106492566,0.7357823741007191,0.714694806654676,-0.02108756744604312,True,True
B136,SHY,0.75,25.0,FIX0.0150,0.015,-0.033605682552377836,-0.0016240225795751684,0.007829296067679348,0.011835627189025422,0.012804439472019036,0.7357823741007191,0.7246436600719423,-0.011138714028776864,True,True
B136,SHY,0.75,25.0,FIX0.0200,0.02,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.7357823741007191,0.7357823741007192,1.1102230246251565e-16,True,True
B136,SHY,0.75,25.0,FIX0.0250,0.025,0.015727272021241134,0.0006746141148279428,-0.004929195488965865,0.0006162886825985536,-0.0004978225114635748,0.7357823741007191,0.7400573291366903,0.004274955035971195,True,True
B136,SHY,0.75,25.0,FIX0.0300,0.03,0.025002368759625693,0.000702390048268775,-0.013109755877940277,0.000978130919638609,-0.005829338638171366,0.7357823741007191,0.7427023381294962,0.006919964028777037,True,True
B136,SHY,0.75,50.0,FIX0.0125,0.0125,-0.06415638843482796,-0.00315037055085865,0.008498073144718177,0.018066694288324303,0.0173094813836574,0.7357823741007191,0.714694806654676,-0.02108756744604312,False,False
B136,SHY,0.75,50.0,FIX0.0150,0.015,-0.033605682552377836,-0.0011719248733692567,0.009207413082674032,0.013962797385632997,0.014547675689043915,0.7357823741007191,0.7246436600719423,-0.011138714028776864,False,False
B136,SHY,0.75,50.0,FIX0.0200,0.02,-2.220446049250313e-16,0.0,0.0,0.0,-2.220446049250313e-16,0.7357823741007191,0.7357823741007192,1.1102230246251565e-16,False,False
B136,SHY,0.75,50.0,FIX0.0250,0.025,0.015727272021241134,0.0004627409130744109,-0.0055254665269101055,0.0002631448940288994,-0.0008576038066668845,0.7357823741007191,0.7400573291366903,0.004274955035971195,False,False
B136,SHY,0.75,50.0,FIX0.0300,0.03,0.025002368759625693,0.00037007539901900977,-0.013746058967060382,0.000629162269978889,-0.005721336550243095,0.7357823741007191,0.7427023381294962,0.006919964028777037,False,False
B136,SHY,1.0,0.0,FIX0.0125,0.0125,-0.09801690523448425,-0.009564213018704137,0.007133303532738333,0.010685576575977906,0.02158530593572583,0.9661915467625894,0.9224595323741002,-0.04373201438848928,False,False
B136,SHY,1.0,0.0,FIX0.0150,0.015,-0.05077891509038279,-0.006586778927152537,-0.00968569714162415,2.220446049250313e-16,-0.0013443289359018618,0.9661915467625894,0.94361285971223,-0.02257868705035948,False,False
B136,SHY,1.0,0.0,FIX0.0200,0.02,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,-2.220446049250313e-16,0.9661915467625894,0.9661915467625894,0.0,False,False
B136,SHY,1.0,0.0,FIX0.0250,0.025,0.028142853736468076,0.0022941464130636913,-0.004597874955678538,1.1102230246251565e-16,-0.008164490569170901,0.9661915467625894,0.9787207733812945,0.012529226618705036,False,False
B136,SHY,1.0,0.0,FIX0.0300,0.03,0.04217989373214581,0.0035900218528623906,-0.006375502680407541,1.1102230246251565e-16,-0.008803750489319473,0.9661915467625894,0.9843142985611506,0.018122751798561154,False,False
B136,SHY,1.0,10.0,FIX0.0125,0.0125,-0.09801690523448425,-0.008853970797100486,0.008656463895873934,0.010666567197257448,0.023024024297706447,0.9661915467625894,0.9224595323741002,-0.04373201438848928,False,False
B136,SHY,1.0,10.0,FIX0.0150,0.015,-0.05077891509038279,-0.006208422562949734,-0.00880951619602377,2.220446049250313e-16,-0.0003568557544229023,0.9661915467625894,0.94361285971223,-0.02257868705035948,False,False
B136,SHY,1.0,10.0,FIX0.0200,0.02,2.220446049250313e-16,0.0,0.0,0.0,2.220446049250313e-16,0.9661915467625894,0.9661915467625894,0.0,False,False
B136,SHY,1.0,10.0,FIX0.0250,0.025,0.028142853736468076,0.00209047321212652,-0.005016811930079745,2.220446049250313e-16,-0.008766684372533806,0.9661915467625894,0.9787207733812945,0.012529226618705036,False,False
B136,SHY,1.0,10.0,FIX0.0300,0.03,0.04217989373214581,0.0032831867190763475,-0.006990442764860827,2.220446049250313e-16,-0.009584400095297152,0.9661915467625894,0.9843142985611506,0.018122751798561154,False,False
B136,SHY,1.0,25.0,FIX0.0125,0.0125,-0.09801690523448425,-0.007801943674922374,0.010941423996414068,0.010638081374047537,0.0251672780169373,0.9661915467625894,0.9224595323741002,-0.04373201438848928,False,False
B136,SHY,1.0,25.0,FIX0.0150,0.015,-0.05077891509038279,-0.0056481035699924576,-0.007495000720783018,0.0,0.0011170302880207927,0.9661915467625894,0.94361285971223,-0.02257868705035948,False,False
B136,SHY,1.0,25.0,FIX0.0200,0.02,2.220446049250313e-16,0.0,-2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,0.9661915467625894,0.9661915467625894,0.0,False,False
B136,SHY,1.0,25.0,FIX0.0250,0.025,0.028142853736468076,0.0017890533867908065,-0.005642034118322092,3.3306690738754696e-16,-0.009664676510334647,0.9661915467625894,0.9787207733812945,0.012529226618705036,False,False
B136,SHY,1.0,25.0,FIX0.0300,0.03,0.04217989373214581,0.0028290973820821463,-0.0079071456482247,0.0,-0.010747362407627747,0.9661915467625894,0.9843142985611506,0.018122751798561154,False,False
B136,SHY,1.0,50.0,FIX0.0125,0.0125,-0.09801690523448425,-0.006083691004692415,0.014736675691947698,0.010590680315391454,0.02868570412198701,0.9661915467625894,0.9224595323741002,-0.04373201438848928,False,False
B136,SHY,1.0,50.0,FIX0.0150,0.015,-0.05077891509038279,-0.004733238485155944,-0.005310249560654623,0.0,0.003545869686044645,0.9661915467625894,0.94361285971223,-0.02257868705035948,False,False
B136,SHY,1.0,50.0,FIX0.0200,0.02,2.220446049250313e-16,0.0,0.0,0.0,-2.220446049250313e-16,0.9661915467625894,0.9661915467625894,0.0,False,False
B136,SHY,1.0,50.0,FIX0.0250,0.025,0.028142853736468076,0.001297451150594764,-0.0066717660336049756,-0.009122412710667605,-0.011141366201425806,0.9661915467625894,0.9787207733812945,0.012529226618705036,False,False
B136,SHY,1.0,50.0,FIX0.0300,0.03,0.04217989373214581,0.0020885024414827313,-0.009413406626084586,-0.012857663094762772,-0.01265527050898163,0.9661915467625894,0.9843142985611506,0.018122751798561154,False,False
B136,ZERO,0.75,0.0,FIX0.0125,0.0125,-0.12595417644297902,-0.004811992320899794,0.0024068428968559985,1.1102230246251565e-16,0.012938305801585948,0.7357823741007191,0.714694806654676,-0.02108756744604312,True,True
B136,ZERO,0.75,0.0,FIX0.0150,0.015,-0.06917270409148268,-0.0020063318875804814,0.006476994150861115,0.0,0.012516366443908966,0.7357823741007191,0.7246436600719423,-0.011138714028776864,True,True
B136,ZERO,0.75,0.0,FIX0.0200,0.02,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.7357823741007191,0.7357823741007192,1.1102230246251565e-16,True,True
B136,ZERO,0.75,0.0,FIX0.0250,0.025,0.0345113717918375,0.0009560305578553141,-0.0033768894179972975,0.0,0.001701411999328828,0.7357823741007191,0.7400573291366903,0.004274955035971195,True,True
B136,ZERO,0.75,0.0,FIX0.0300,0.03,0.05682288553497283,0.001201215208568529,-0.010370324795065944,-0.007499314337801932,-0.0019275345726241788,0.7357823741007191,0.7427023381294962,0.006919964028777037,True,True
B136,ZERO,0.75,10.0,FIX0.0125,0.0125,-0.12595417644297902,-0.004187256084630109,0.006126531168638261,0.0,0.015978333508198883,0.7357823741007191,0.714694806654676,-0.02108756744604312,True,True
B136,ZERO,0.75,10.0,FIX0.0150,0.015,-0.06917270409148268,-0.0016650050329611865,0.008505933672215082,-1.1102230246251565e-16,0.01422995779126901,0.7357823741007191,0.7246436600719423,-0.011138714028776864,True,True
B136,ZERO,0.75,10.0,FIX0.0200,0.02,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.7357823741007191,0.7357823741007192,1.1102230246251565e-16,True,True
B136,ZERO,0.75,10.0,FIX0.0250,0.025,0.0345113717918375,0.000785041836625755,-0.004395160530639153,-1.1102230246251565e-16,0.0006178452571146131,0.7357823741007191,0.7400573291366903,0.004274955035971195,True,True
B136,ZERO,0.75,10.0,FIX0.0300,0.03,0.05682288553497283,0.000920982914883961,-0.011974487960917601,-0.008309953697140382,-0.003716944626535268,0.7357823741007191,0.7427023381294962,0.006919964028777037,True,True
B136,ZERO,0.75,25.0,FIX0.0125,0.0125,-0.12595417644297902,-0.0032589058548289085,0.011717163498547567,0.0,0.02053002674002191,0.7357823741007191,0.714694806654676,-0.02108756744604312,True,False
B136,ZERO,0.75,25.0,FIX0.0150,0.015,-0.06917270409148268,-0.00115795689861109,0.011552932268082516,-3.3306690738754696e-16,0.016793152787782706,0.7357823741007191,0.7246436600719423,-0.011138714028776864,True,True
B136,ZERO,0.75,25.0,FIX0.0200,0.02,0.0,0.0,2.220446049250313e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,0.7357823741007191,0.7357823741007192,1.1102230246251565e-16,True,True
B136,ZERO,0.75,25.0,FIX0.0250,0.025,0.0345113717918375,0.0005311425073626364,-0.0059203968846432975,-0.0008796578266018207,-0.0009957709845019869,0.7357823741007191,0.7400573291366903,0.004274955035971195,True,True
