draw,dCAGR,dMaxDD,rate,dSharpe,CAGR,Sharpe,MaxDD,ctl_CAGR,ctl_MaxDD
0,-1.082772938294907,1.7642187157351996,-0.6137407616400243,0.07041568503989598,0.019665508475328775,0.20417753245407996,-0.3713193833468639,0.008837779092379705,-0.38896157050421587
1,0.013750221387853756,2.3159100657897724,0.0059372864218562174,-0.0006365667768792327,0.04892295972646776,0.38312399315511353,-0.39968538614845994,0.0490604619403463,-0.42284448680635767
2,-1.7199113207966743,0.9640603439678097,-1.7840286985750164,0.10899743012722818,0.03869828414064158,0.32690645188962447,-0.35950025406381514,0.021499170932674838,-0.36914085750349324
3,0.9122401629120702,-1.2048420712983177,,-0.0573096147870818,0.02225540682699978,0.21967252168511203,-0.4354236433628538,0.03137780845612048,-0.4233752226498706
4,0.44371794630690964,1.2189256929301617,0.3640237865855966,-0.029527579877109522,0.039427436944701855,0.3302762843548434,-0.3975172719894532,0.04386461640777095,-0.4097065289187548
5,-0.8929376185376148,-0.345828081888222,,0.05490579188909567,0.022884901488078535,0.22180450399290955,-0.451958457296444,0.013955525302702387,-0.4485001764775618
6,-0.34557665314947084,0.38195878323896704,-0.9047485443822502,0.0177629397396023,0.0690306300364667,0.5184117353170876,-0.3108187515758887,0.06557486350497199,-0.31463833940827834
7,-0.46780367401013656,-0.20827424817093654,,0.027915245264325178,0.0286327339054131,0.2579762724713501,-0.42577820461815863,0.023954697165311734,-0.42369546213644926
8,-0.6013204024943652,-0.8611306997217683,,0.03673701991555023,0.04779963950943733,0.37969879102175874,-0.3867202519479016,0.04178643548449368,-0.3781089449506839
9,-0.37304552883175024,5.808930799426748,-0.06421931018158523,0.023199151458414558,0.042125736453278106,0.339036919361805,-0.4017909501849253,0.038395281164960604,-0.45988025817919276
10,-0.8485416420901837,4.422049998849542,-0.19188874895375305,0.0533419610399436,0.0351584247625103,0.30416113986270266,-0.37508328064096497,0.026673008341608462,-0.4193037806294604
