sel,qmax,immunity,null,move_rate,mean_k,p_nonempty,exc_H1,exc_H2,exc_DD,exc_CAGR,lift,cls,pub_immunity
K_Calmar,0.75,0.6410014684820247,0.21481108623945958,0.3589985315179753,3.6517884660708138,0.7660972222222223,0.21457428542571458,0.2062922937077063,0.4925260074739925,0.26184223815776186,0.4261903822425651,RA,1.0
K_Sharpe,0.75,0.6342210699976432,0.21481108623945958,0.36577893000235684,3.6517884660708138,0.7660972222222223,0.017149088025376687,0.33634020618556704,0.4390364789849326,0.45524385408406026,0.4194099837581836,RA,1.0
K_MinHalf,0.75,0.5845464928660781,0.21481108623945958,0.4154535071339219,3.6517884660708138,0.7660972222222223,0.2588148018851458,0.061529062663641124,0.6538662942921976,0.15844824576714958,0.3697354066266185,RA,0.8571428571428571
K_CAGR,0.75,0.5296687757210972,0.21481108623945958,0.4703312242789027,3.6517884660708138,0.7660972222222223,0.09663493042439193,0.020776317311028022,0.9035577997918514,0.0,0.3148576894816376,NRA,0.5714285714285714
K_H2Sharpe,0.75,0.5073514748273174,0.21481108623945958,0.4926485251726826,3.6517884660708138,0.7660972222222223,0.3802899830720542,0.0,0.5719069698976963,0.21873850003679987,0.2925403885878578,RA,0.42857142857142855
K_RANDOM,0.75,0.2138001051505647,0.21481108623945958,0.7861998948494353,3.6517884660708138,0.7660972222222223,0.460752663376839,0.48323571461513626,0.4537656228381681,0.46963058617349995,-0.0010109810888948856,CTL,
K_MaxDD,0.75,0.2011095197519897,0.21481108623945958,0.7988904802480102,3.6517884660708138,0.7660972222222223,0.2804429719057777,0.6802296555167249,0.0,0.8769119048699677,-0.013701566487469868,NRA,0.2857142857142857
K_NegVol,0.75,0.02851755833136931,0.21481108623945958,0.9714824416686305,3.6517884660708138,0.7660972222222223,0.4686485276004927,0.8675027059306535,0.0,0.9234314933004889,-0.18629352790809026,NRA,0.0
K_Calmar,1.0,0.676131902643287,0.16165309358498697,0.3238680973567129,2.7481025909447787,0.4245555555555556,0.2678787878787879,0.18595959595959596,0.4696969696969697,0.2678787878787879,0.5144788090583001,RA,1.0
K_Sortino,1.0,0.6726642240251242,0.16165309358498697,0.3273357759748757,2.7481025909447787,0.4245555555555556,0.07525484709174496,0.2877273635818509,0.5496701978812712,0.3022186687987208,0.5110111304401372,RA,1.0
K_Sharpe,1.0,0.6522834336561109,0.16165309358498697,0.3477165663438891,2.7481025909447787,0.4245555555555556,0.058236899049769496,0.3312635243202559,0.38686612098974504,0.48781635149120334,0.4906303400711239,RA,1.0
K_MinHalf,1.0,0.6218921748233447,0.16165309358498697,0.37810782517665525,2.7481025909447787,0.4245555555555556,0.3043779200553729,0.09352829209205744,0.5984599411662918,0.17096383457345563,0.4602390812383577,RA,0.8571428571428571
K_H2Sharpe,1.0,0.5488746401465585,0.16165309358498697,0.45112535985344154,2.7481025909447787,0.4245555555555556,0.4374909354604786,0.0,0.5438723712835388,0.23306744017403916,0.38722154656157154,RA,0.42857142857142855
K_CAGR,1.0,0.5115480240774666,0.16165309358498697,0.4884519759225333,2.7481025909447787,0.4245555555555556,0.25028464268970596,0.06777844752528296,0.8411358917688032,0.0,0.3498949304924796,NRA,0.5714285714285714
K_MaxDD,1.0,0.23262889295995812,0.16165309358498697,0.7673711070400419,2.7481025909447787,0.4245555555555556,0.3085646075798269,0.6873001662616703,0.0,0.8833610436117151,0.07097579937497114,NRA,0.2857142857142857
K_RANDOM,1.0,0.1632098926982465,0.16165309358498697,0.8367901073017534,2.7481025909447787,0.4245555555555556,0.5164783611556355,0.5370421048516361,0.45998670784628015,0.5052191250635287,0.0015567991132595382,CTL,
K_NegVol,1.0,0.026203873331588586,0.16165309358498697,0.9737961266684114,2.7481025909447787,0.4245555555555556,0.5140591930661471,0.8749286122215877,0.02714415292101992,0.9304263110155542,-0.1354492202533984,NRA,0.0
