sel,qmax,immunity,null,move_rate,mean_k,p_nonempty,exc_H1,exc_H2,exc_DD,exc_CAGR,lift,cls,pub_immunity
K_Calmar,0.25,0.792611111111111,0.572579248366013,0.20738888888888887,9.733847222222222,1.0,0.13507902491293866,0.4687918564157514,0.39612911867130995,0.20044200375033486,0.220031862745098,RA,1.0
K_Sortino,0.25,0.7925694444444444,0.572579248366013,0.20743055555555556,9.733847222222222,1.0,0.0,0.4686976899899565,0.5313023100100436,0.2041513223970539,0.2199901960784314,RA,1.0
K_Sharpe,0.25,0.7885694444444444,0.572579248366013,0.21143055555555554,9.733847222222222,1.0,0.0,0.6588714445247323,0.2584904420941996,0.33429678775537014,0.2159901960784314,RA,1.0
K_MinHalf,0.25,0.7625416666666667,0.572579248366013,0.2374583333333333,9.733847222222222,1.0,0.4064455752471194,0.0,0.5799263028601509,0.054921916125636086,0.18996241830065363,RA,0.8571428571428571
K_CAGR,0.25,0.7231666666666666,0.572579248366013,0.2768333333333333,9.733847222222222,1.0,0.10119405980333132,0.0,0.8988059401966687,0.0,0.15058741830065359,NRA,0.5714285714285714
K_H2Sharpe,0.25,0.6500555555555556,0.572579248366013,0.34994444444444445,9.733847222222222,1.0,0.47241625654865854,0.0,0.5183362438482298,0.03726782028893476,0.07747630718954257,RA,0.42857142857142855
K_RANDOM,0.25,0.5728611111111112,0.572579248366013,0.4271388888888889,9.733847222222222,1.0,0.3575795018534174,0.34366261299343176,0.4045002276126683,0.34336996813422643,0.00028186274509811593,CTL,
K_MaxDD,0.25,0.40725,0.572579248366013,0.59275,9.733847222222222,1.0,0.13824452879703827,0.7469890810253527,0.0,0.7268616148835465,-0.16532924836601304,NRA,0.2857142857142857
K_NegVol,0.25,0.09716666666666668,0.572579248366013,0.9028333333333332,9.733847222222222,1.0,0.29027444464956004,0.7681373453941296,0.0,0.8474555411974648,-0.47541258169934636,NRA,0.0
K_Sortino,0.5,0.6925760751818348,0.34296498526536007,0.30742392481816516,5.8304047495111195,0.9872361111111112,0.0,0.32733845872231376,0.6618616144975288,0.24318140215998535,0.34961108991647477,RA,1.0
K_Sharpe,0.5,0.6736399319086676,0.34296498526536007,0.3263600680913324,5.8304047495111195,0.9872361111111112,0.0,0.4366755754806449,0.4301232864902147,0.43046814380550047,0.3306749466433075,RA,1.0
K_Calmar,0.5,0.656603030345662,0.34296498526536007,0.34339696965433797,5.8304047495111195,0.9872361111111112,0.24691712073415542,0.2930476463599492,0.4503666680322832,0.21717399319922978,0.31363804508030196,RA,1.0
K_MinHalf,0.5,0.6003432703535403,0.34296498526536007,0.3996567296464597,5.8304047495111195,0.9872361111111112,0.3750704027034638,0.0,0.61521402421853,0.13193466629118558,0.2573782850881802,RA,0.8571428571428571
K_CAGR,0.5,0.5547051954812116,0.34296498526536007,0.4452948045187884,5.8304047495111195,0.9872361111111112,0.14245545305193985,0.0,0.8575445469480601,0.0,0.2117402102158515,NRA,0.5714285714285714
K_H2Sharpe,0.5,0.479664045244158,0.34296498526536007,0.5203359547558419,5.8304047495111195,0.9872361111111112,0.4639322987076191,0.0,0.513221218839561,0.18147407127021034,0.13669905997879794,RA,0.42857142857142855
K_RANDOM,0.5,0.3402174983469563,0.34296498526536007,0.6597825016530438,5.8304047495111195,0.9872361111111112,0.4133438526163163,0.4224913642372809,0.43080728389270334,0.4053904217663866,-0.002747486918403763,CTL,
K_MaxDD,0.5,0.23914970245213205,0.34296498526536007,0.760850297547868,5.8304047495111195,0.9872361111111112,0.21264006508635036,0.6761954069745941,0.0,0.8529825080433416,-0.10381528281322802,NRA,0.2857142857142857
K_NegVol,0.5,0.039532364485586856,0.34296498526536007,0.960467635514413,5.8304047495111195,0.9872361111111112,0.417629740299688,0.8505954211890847,0.0,0.8979801086845073,-0.30343262077977323,NRA,0.0
K_Sortino,0.75,0.6701898148987472,0.21481108623945958,0.32981018510125276,3.6517884660708138,0.7660972222222223,0.0190193491644679,0.27424142480211083,0.6359388742304309,0.26978891820580475,0.45537872865928763,RA,1.0
