panel,pick_L,pick_band,is_sharpe,oos_pick,oos_pick_cagr,oos_pick_mdd,oos_mean,oos_worst,oos_best,oos_anchor,oos_spy,pick_pass4b,anchor_pass4b,is_oos_rank_corr,n_pass4b,n_cells
U56,100,0.01,1.2722021208602075,1.056726606928756,0.14974773027765154,-0.189024148122507,1.1036713018953155,0.9298112761646311,1.1939851005084328,1.1759465345181017,0.8685843027246067,True,True,-0.3746153846153847,12,25
B136,200,0.1,1.3828008314895364,1.149746367153554,0.20015854649947085,-0.25288616139845743,1.0582744713153611,0.9885792338015175,1.215493441383512,1.024015074035567,0.8769078511614361,False,False,0.1876923076923077,13,25
SMALL663,100,0.0,0.689579291949846,0.402975181743584,0.06000674839942044,-0.3432406080278233,0.4391355161536676,0.402975181743584,0.454033472287862,0.4534302580652866,0.8768940791478297,False,False,-0.5403578797383078,0,25
