file,col,n,nrows,ncols,status,best_def,best_resid,best_form,d_PAIR,d_PAIRABS,d_PAIRPP,d_GRPMAX,deff,form,tol,is_metric
2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.walkforward.csv,regret,4,4,11,REPRODUCED,PAIR,9.999999999998899e-05,OOS_Sharpe - best_OOS_Sharpe,9.999999999998899e-05,9.999999999998899e-05,0.19779999999993692,0.06870599999999999,PAIR,OOS_Sharpe - best_OOS_Sharpe,1e-04,True
2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.walkforward.csv,regret,8,8,16,REPRODUCED,PAIR,2.220446049250313e-16,OOS_Sharpe - ctrl_OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.12891862664465847,0.1270469932713172,PAIR,OOS_Sharpe - ctrl_OOS_Sharpe,1e-12,True
2026-09-06_audit-gross-normalisation-across-the-book_cloud.walkforward.csv,regret,84,84,16,REPRODUCED,PAIR,2.220446049250313e-16,best_OOS_Sharpe - OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.40132718293754976,0.2456515294552457,PAIR,best_OOS_Sharpe - OOS_Sharpe,1e-12,True
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.walkforward.csv,regret,26,26,8,UNREPRODUCED,GRPMAX,0.11548642792549102,max(OOS_Sharpe|WHOLE) - OOS_Sharpe,0.2707198198849184,0.423859935045901,0.8893345540275855,0.11548642792549102,,,,True
2026-09-06_does-every-regime-conditional-dial-lose-its-own-regime_C.walkforward.csv,regret,18,18,13,REPRODUCED,PAIR,2.220446049250313e-16,pick_OOS_S - ctl_OOS_S,2.220446049250313e-16,2.220446049250313e-16,0.17645031112838439,0.14980786273416588,PAIR,pick_OOS_S - ctl_OOS_S,1e-12,True
2026-09-06_does-reach-belong-beside-every-instrument-price_C.walkforward.csv,regret,96,96,7,REPRODUCED,PAIR,8.881784197001252e-16,OOS_max - OOS_at_IS_pick,8.881784197001252e-16,4.700816616647696,6.663864245158635,6.663864245158657,PAIR,OOS_max - OOS_at_IS_pick,1e-12,True
2026-09-06_does-the-CORR-ordering-hold-off-q-0.5_cloud.walkforward.csv,regret,234,234,10,UNREPRODUCED,GRPMAX,0.20426756791312,max(vs_anchor|WHOLE) - vs_anchor,0.29269678382994324,0.44047637924276545,0.9057218732689165,0.20426756791312,,,,True
2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud.walkforward.csv,regret,8,8,12,REPRODUCED,PAIR,0.0,best_OOS_Sharpe - OOS_Sharpe,0.0,0.0,0.18795079425921735,0.09333195636879289,PAIR,best_OOS_Sharpe - OOS_Sharpe,EXACT,True
2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.walkforward.csv,regret,12,12,9,UNREPRODUCED,PAIR,0.31763161341916124,oSharpe - isSharpe,0.31763161341916124,0.31763161341916124,0.7181727925295811,0.48832619197504057,,,,True
2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.walkforward.csv,regret_vs_oracle,32,32,26,REPRODUCED,PAIR,2.220446049250313e-16,pick_OOS_Sharpe - oracle_OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.1685813930214941,0.062102468852091905,PAIR,pick_OOS_Sharpe - oracle_OOS_Sharpe,1e-12,True
2026-09-06_drawdown-instrument-exchange-rate_cloud.walkforward.csv,regret,25,40,17,REPRODUCED,PAIR,1.1102230246251565e-16,OOS_xrate - best_OOS_xrate,1.1102230246251565e-16,0.44677353621840155,1.0393301939650712,0.5188792431731856,PAIR,OOS_xrate - best_OOS_xrate,1e-12,True
2026-09-06_ew-all-broad-as-the-simple-book_B.walkforward.csv,regret,12,12,13,REPRODUCED,PAIR,3.3306690738754696e-16,ctrl_Sharpe - OOS_Sharpe,3.3306690738754696e-16,3.3306690738754696e-16,0.19274516439384826,0.04032879046454767,PAIR,ctrl_Sharpe - OOS_Sharpe,1e-12,True
2026-09-06_is-breadth-a-small-cap-dummy-everywhere-in-the-record_cloud.walkforward.csv,regret,2,2,11,REPRODUCED,PAIR,1.1102230246251565e-16,OOS_Sharpe - OOS_best,1.1102230246251565e-16,1.1102230246251565e-16,0.0017660493472515526,0.0017660493472529,PAIR,OOS_Sharpe - OOS_best,1e-12,True
2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.walkforward.csv,regret_oSharpe,4,4,10,UNREPRODUCED,GRPMAX,0.03769689571277586,isSharpe - max(isSharpe|WHOLE),0.059572152106261,0.059572152106261,0.07225750045209423,0.03769689571277586,,,,True
2026-09-06_is-the-negative-exposure-timing-residual-a-general-property-of-gates_B.walkforward.csv,regret,12,12,10,UNREPRODUCED,GRPMAX,0.1316048814299282,pick_band - max(pick_band|WHOLE),0.1680869504388826,0.1680869504388826,0.18795079425921735,0.1316048814299282,,,,True
2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.walkforward.csv,regret,12,12,15,REPRODUCED,PAIR,1.1102230246251565e-16,best_OOS_Sharpe - OOS_Sharpe,1.1102230246251565e-16,1.1102230246251565e-16,0.13656187737680625,0.0654357186037918,PAIR,best_OOS_Sharpe - OOS_Sharpe,1e-12,True
2026-09-06_is-within-stratum-CORR-a-SECTOR-concentration-proxy_C.walkforward.csv,regret,34,34,9,UNREPRODUCED,GRPMAX,0.11548642792549102,max(OOS_Sharpe|WHOLE) - OOS_Sharpe,0.2707198198849184,0.4323742164013642,0.8893345540275855,0.11548642792549102,,,,True
2026-09-06_keep-candidate-universe-robustness_cloud.walkforward.csv,med_regret,2,2,13,REPRODUCED,PAIR,9.999999999998899e-05,med_OOS_Sharpe - best_med_OOS,9.999999999998899e-05,9.999999999998899e-05,0.06899999999916417,0.0565,PAIR,med_OOS_Sharpe - best_med_OOS,1e-04,True
2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.walkforward.csv,regret,21,30,20,REPRODUCED,PAIR,1.1102230246251565e-16,OOS_xrate - OOS_best_xrate,1.1102230246251565e-16,0.3988948131001391,0.8507756168398606,0.2575821968667245,PAIR,OOS_xrate - OOS_best_xrate,1e-12,True
2026-09-06_quote-every-n-argmax-with-its-saturation-share_cloud.q2.csv,regret,14,14,8,REPRODUCED,PAIR,2.220446049250313e-16,OOS_Sharpe - best_OOS,2.220446049250313e-16,2.220446049250313e-16,0.3558162228305184,0.08727140025309221,PAIR,OOS_Sharpe - best_OOS,1e-12,True
2026-09-06_small-cap-slower-trend_B.walkforward.csv,regret,6,8,6,REPRODUCED,PAIR,1.1102230246251565e-16,oSharpe - best_oSharpe,1.1102230246251565e-16,1.1102230246251565e-16,0.07225750045209423,0.03769689571277586,PAIR,oSharpe - best_oSharpe,1e-12,True
2026-09-06_stop-only-in-crashes_B.walkforward.csv,regret,12,12,16,REPRODUCED,PAIR,2.220446049250313e-16,OOS_Sharpe - ctrl_OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.021629447350313136,0.02161629093536543,PAIR,OOS_Sharpe - ctrl_OOS_Sharpe,1e-12,True
2026-09-06_vol20-gate-in-isolation_cloud.walkforward.csv,regret,4,4,17,REPRODUCED,PAIR,0.0,OOS_Sharpe - best_OOS_Sharpe,0.0,0.0,0.13656187737680625,0.102905208636664,PAIR,OOS_Sharpe - best_OOS_Sharpe,EXACT,True
2026-09-07_S3-arm-cost-breakeven_B.rule8.csv,regret,1464,1464,12,REPRODUCED,PAIR,4.440892098500626e-16,star_OOS_Sharpe - OOS_Sharpe,4.440892098500626e-16,4.440892098500626e-16,0.16768369777354075,0.12363667908392618,PAIR,star_OOS_Sharpe - OOS_Sharpe,1e-12,True
2026-09-07_back-fill-the-153-UNATTRIB-band-rows_C.walkforward.csv,regret,6,6,9,REPRODUCED,PAIR,1.1102230246251565e-16,best_OOS - OOS_Sharpe,1.1102230246251565e-16,1.1102230246251565e-16,0.03270730198179361,0.03269414556684603,PAIR,best_OOS - OOS_Sharpe,1e-12,True
2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B.walkforward.csv,regret,51,51,10,REPRODUCED,PAIR,3.3306690738754696e-16,OOS_Sharpe - best_OOS_Sharpe,3.3306690738754696e-16,3.3306690738754696e-16,0.41136157313069743,0.321489455515419,PAIR,OOS_Sharpe - best_OOS_Sharpe,1e-12,True
2026-09-07_book-size-floor-INSTRUMENT-CLASS-replication_cloud.walkforward.csv,regret,45,63,6,UNREPRODUCED,GRPMAX,0.16707461657086684,max(OOS_CAGR|WHOLE) - OOS_CAGR,0.28596991847009434,0.26615161167187507,0.2859699184700304,0.16707461657086684,,,,True
2026-09-07_breadth-gate-on-v2_B.walkforward.csv,regret,18,18,15,REPRODUCED,PAIR,1.1102230246251565e-16,OOS_Sharpe - best_OOS,1.1102230246251565e-16,0.1640693277634396,0.4879620238540383,0.10215712088536982,PAIR,OOS_Sharpe - best_OOS,1e-12,True
2026-09-07_broad-25bps-is-the-wall_cloud.walkforward.csv,regret,10,10,22,REPRODUCED,PAIR,2.220446049250313e-16,best_OOS_Sharpe - OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.07387498241955281,0.041704681256342,PAIR,best_OOS_Sharpe - OOS_Sharpe,1e-12,True
2026-09-07_cadence-as-a-pre-registered-rule-parameter_cloud.walkforward.csv,regret,196,196,16,REPRODUCED,PAIR,2.220446049250313e-16,best_oos - r8_oos,2.220446049250313e-16,2.220446049250313e-16,0.312457528037724,0.2677933112090776,PAIR,best_oos - r8_oos,1e-12,True
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.walkforward.csv,regret,186,186,20,REPRODUCED,PAIR,2.220446049250313e-16,best_OOS_Sharpe - OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.22418803593495795,0.1980609898313299,PAIR,best_OOS_Sharpe - OOS_Sharpe,1e-12,True
2026-09-07_census-how-many-band-rows-are-CONCENTRATION-changes_C.walkforward.csv,regret,21,21,18,REPRODUCED,PAIR,1.1102230246251565e-16,best_OOS_Sharpe - OOS_Sharpe,1.1102230246251565e-16,1.1102230246251565e-16,0.11231242633158445,0.0865736945957917,PAIR,best_OOS_Sharpe - OOS_Sharpe,1e-12,True
2026-09-07_correlation-as-the-sleeve-design-variable_B.walkforward.csv,regret,12,12,16,REPRODUCED,PAIR,2.220446049250313e-16,OOS_Sharpe - best_OOS_in_grid,2.220446049250313e-16,2.220446049250313e-16,0.26395255920251826,0.1435216371292791,PAIR,OOS_Sharpe - best_OOS_in_grid,1e-12,True
2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud.walkforward.csv,regret,36,36,21,REPRODUCED,PAIR,2.220446049250313e-16,OOS_Sharpe - best_OOS_in_cell,2.220446049250313e-16,2.220446049250313e-16,0.5277456765625355,0.1548787359401948,PAIR,OOS_Sharpe - best_OOS_in_cell,1e-12,True
2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud.walkforward.csv,regret_vs_anchor,4,4,15,REPRODUCED,PAIR,2.220446049250313e-16,anchor_OOS_Sharpe - OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.5027324187290683,0.484734857516138,PAIR,anchor_OOS_Sharpe - OOS_Sharpe,1e-12,True
2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud.walkforward.csv,regret_vs_best,4,4,15,REPRODUCED,PAIR,2.220446049250313e-16,best_OOS_Sharpe - OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.5122093026286689,0.4951985444451715,PAIR,best_OOS_Sharpe - OOS_Sharpe,1e-12,True
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.walkforward.csv,ALL_regret,18,18,25,REPRODUCED,PAIR,2.220446049250313e-16,ALL_best_OOS_Sharpe - ALL_OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.288786105367822,0.1853459398787256,PAIR,ALL_best_OOS_Sharpe - ALL_OOS_Sharpe,1e-12,True
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.walkforward.csv,LEVEL_regret,18,18,25,REPRODUCED,PAIR,2.220446049250313e-16,LEVEL_best_OOS_Sharpe - LEVEL_OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.16000189290031885,0.15998873648537543,PAIR,LEVEL_best_OOS_Sharpe - LEVEL_OOS_Sharpe,1e-12,True
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.walkforward.csv,SPEED_regret,18,18,25,REPRODUCED,PAIR,2.220446049250313e-16,SPEED_best_OOS_Sharpe - SPEED_OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.20455841412590492,0.2009359000640323,PAIR,SPEED_best_OOS_Sharpe - SPEED_OOS_Sharpe,1e-12,True
2026-09-07_does-a-band-on-the-EXIT-ONLY-beat-a-band-on-both-sides_C.walkforward.csv,regret,9,9,11,UNREPRODUCED,GRPMAX,0.0584737472523123,vs_anchor - max(vs_anchor|WHOLE),0.1375379267631078,0.1434350740519705,0.19868311208242062,0.0584737472523123,,,,True
2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.walkforward.csv,regret,3,3,13,REPRODUCED,PAIR,2.220446049250313e-16,oosbest_OOS - OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.26557163088227753,0.2342071885388753,PAIR,oosbest_OOS - OOS_Sharpe,1e-12,True
2026-09-07_does-the-BAND-rescue-the-B136-H2-bar_C.walkforward.csv,regret,3,3,11,REPRODUCED,PAIR,1.1102230246251565e-16,oosbest_OOS - OOS_Sharpe,1.1102230246251565e-16,1.1102230246251565e-16,0.2492652347801938,0.2254967557216358,PAIR,oosbest_OOS - OOS_Sharpe,1e-12,True
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.walkforward.csv,regret,9,9,16,REPRODUCED,PAIR,2.220446049250313e-16,best_OOS - OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.2538870025582507,0.1478728439081429,PAIR,best_OOS - OOS_Sharpe,1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.corpus_filelevel.csv,regret,255,255,13,REPRODUCED,PAIR,1.1102230246251565e-16,OOS_best - OOS_pick,1.1102230246251565e-16,1.1102230246251565e-16,0.8884030392437126,0.6846754240459537,PAIR,OOS_best - OOS_pick,1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.corpus_filelevel.csv,dd_regret_pp,255,255,13,REPRODUCED,PAIRPP,5.551115123125783e-15,100*(OOS_MaxDD_best - OOS_MaxDD_pick),40.621993385655315,41.206727847800494,5.551115123125783e-15,47.873782830739415,PAIRPP,100*(OOS_MaxDD_best - OOS_MaxDD_pick),1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.corpus_stratified.csv,regret,6307,6307,12,REPRODUCED,PAIR,1.1102230246251565e-16,OOS_best - OOS_pick,1.1102230246251565e-16,0.522926410494125,0.9663078808798242,0.7344740467677892,PAIR,OOS_best - OOS_pick,1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.corpus_stratified.csv,dd_regret_pp,6307,6307,12,REPRODUCED,PAIRPP,1.0755285551056204e-14,100*(OOS_MaxDD_best - OOS_MaxDD_pick),59.63611872100371,60.42906998290563,1.0755285551056204e-14,58.0824028307281,PAIRPP,100*(OOS_MaxDD_best - OOS_MaxDD_pick),1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.rule8.csv,regret,54,54,12,REPRODUCED,PAIR,2.220446049250313e-16,OOS_best - OOS_pick,2.220446049250313e-16,2.220446049250313e-16,0.26252324251991865,0.14833775202665903,PAIR,OOS_best - OOS_pick,1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.rule8.csv,dd_regret_pp,54,54,12,REPRODUCED,PAIRPP,8.326672684688674e-15,100*(OOS_MaxDD_best - OOS_MaxDD_pick),20.270657547630258,20.724210427793263,8.326672684688674e-15,24.713956132774634,PAIRPP,100*(OOS_MaxDD_best - OOS_MaxDD_pick),1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.cells.csv,regret_S,12724,12724,24,REPRODUCED,PAIR,1.1102230246251565e-16,OOS_Sharpe_pick - OOS_Sharpe_best,1.1102230246251565e-16,1.1551213488699659,1.356695560850607,0.9281241322792083,PAIR,OOS_Sharpe_pick - OOS_Sharpe_best,1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.cells.csv,regret_D_pp,12724,12724,24,REPRODUCED,PAIRPP,1.1102230246251565e-14,100*(OOS_MaxDD_best - OOS_MaxDD_pick),50.49555450558725,51.32951616975779,1.1102230246251565e-14,45.32951616975779,PAIRPP,100*(OOS_MaxDD_best - OOS_MaxDD_pick),1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.livecells.csv,regret_S,72,72,39,REPRODUCED,PAIR,2.220446049250313e-16,OOS_Sharpe_pick - OOS_Sharpe_best,2.220446049250313e-16,2.220446049250313e-16,0.12000798526753953,0.11999482885259344,PAIR,OOS_Sharpe_pick - OOS_Sharpe_best,1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.livecells.csv,regret_D_pp,72,72,39,REPRODUCED,PAIRPP,8.326672684688674e-15,100*(OOS_MaxDD_best - OOS_MaxDD_pick),6.86508621825676,7.86508621825676,8.326672684688674e-15,10.822015741554116,PAIRPP,100*(OOS_MaxDD_best - OOS_MaxDD_pick),1e-12,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.perfile.csv,regret_S,169,169,7,UNREPRODUCED,PAIR,0.2438010190388868,share_below_001 - share_below_001,0.2438010190388868,0.2438010190388868,0.2438010190388868,0.7561989809611132,,,,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.perfile.csv,regret_D_pp,169,169,7,UNREPRODUCED,GRPMAX,19.937045931768345,max(share_below_001|WHOLE) - share_below_001,20.09494066861045,20.09494066861045,20.93704593176824,19.937045931768345,,,,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.separation.csv,rho_spread_regretS,3,3,13,UNREPRODUCED,PAIR,0.10571618994312354,flip_rate - rho_spread_rankS,0.10571618994312354,0.10571618994312354,0.44498958699383806,0.2274396637987553,,,,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.separation.csv,rho_spread_regretD,3,3,13,UNREPRODUCED,PAIR,0.2452383579792421,flip_rate - rho_rankS_rankD,0.2452383579792421,0.2452383579792421,0.5502851277951915,0.4903270013257244,,,,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.separation.csv,mean_regret_S,3,3,13,UNREPRODUCED,GRPMAX,0.030635748987176407,goodS - max(goodS|WHOLE),0.0569326085293691,0.0569326085293691,0.05693260845873738,0.030635748987176407,,,,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.separation.csv,mean_regret_D_pp,3,3,13,UNREPRODUCED,PAIR,2.68103964501905,goodS - rho_spread_flip,2.68103964501905,2.8634999221752158,3.6492595249796977,3.2706573158073597,,,,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.walkforward.csv,regret_S,72,72,18,UNREPRODUCED,PAIR,0.0780702407339962,OOS_v2_CAGR - OOS_SPY_CAGR,0.0780702407339962,0.0780702407339962,0.12000798526753953,0.11999482885259344,,,,True
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.walkforward.csv,regret_D_pp,72,72,18,UNREPRODUCED,PAIRPP,7.80702407339962,100*(OOS_SPY_CAGR - OOS_v2_CAGR),11.453902991161238,11.791062524235167,7.80702407339962,10.822015741554116,,,,True
2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud.walkforward.csv,regret,20,20,15,REPRODUCED,PAIR,2.220446049250313e-16,best_OOS - OOS_Sharpe,2.220446049250313e-16,2.220446049250313e-16,0.0709327058201259,0.0669712380223549,PAIR,best_OOS - OOS_Sharpe,1e-12,True
