panel,cadence,book,cost_bps,cal,chooser,pick_phi,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,base_OOS_Sharpe,beats_spy,beats_base,full4b
U56,W,CAP0.015,0.0,SELF,C_ISSHARPE,0.0,0.75,0.11475474286793097,1.3841465671576898,-0.12696806901781443,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
U56,W,CAP0.015,0.0,SELF,C_ISCALMAR,0.0,0.75,0.11475474286793097,1.3841465671576898,-0.12696806901781443,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
U56,W,CAP0.015,0.0,PANEL,C_ISSHARPE,0.0,0.75,0.11475474286793097,1.3841465671576898,-0.12696806901781443,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
U56,W,CAP0.015,0.0,PANEL,C_ISCALMAR,0.0,0.75,0.11475474286793097,1.3841465671576898,-0.12696806901781443,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
U56,W,CAP0.015,10.0,SELF,C_ISSHARPE,1.0,0.75,0.11129629996312351,1.3458302422473065,-0.12714095699848071,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
U56,W,CAP0.015,10.0,SELF,C_ISCALMAR,1.0,0.75,0.11129629996312351,1.3458302422473065,-0.12714095699848071,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
U56,W,CAP0.015,10.0,PANEL,C_ISSHARPE,0.0,0.75,0.11135745615956005,1.3463218433742863,-0.12740581901796721,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
U56,W,CAP0.015,10.0,PANEL,C_ISCALMAR,1.0,0.75,0.11071414865959728,1.3393651221447276,-0.12717010839521914,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
U56,W,CAP0.015,25.0,SELF,C_ISSHARPE,1.0,0.75,0.1061283342148609,1.288283048963875,-0.1274002464606634,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
U56,W,CAP0.015,25.0,SELF,C_ISCALMAR,1.0,0.75,0.1061283342148609,1.288283048963875,-0.1274002464606634,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,True,False
