stat,h,m_min,cells,R2_LOO,R2_LOO_dialFE,min_local_d,max_local_d,rho_x_d
SHARE,0.05,8,560,0.11179844848488385,0.11145173253218643,-0.003448904393572904,0.02547659989877874,-0.0456932092884728
SHARE,0.05,12,560,0.11179844848488385,0.11145173253218643,-0.003448904393572904,0.02547659989877874,-0.0456932092884728
SHARE,0.05,20,210,0.11943900111182992,0.13908196784363613,0.0008674958061432786,0.03647893426806194,-0.10631648370471188
SHARE,0.05,40,140,0.30793899773440725,0.3114306442367355,0.0004049411236519633,0.049310001652504216,-0.23382554702093142
SHARE,0.075,8,560,0.11213538596431816,0.1082137774936982,-0.0030268104036322873,0.024542076938238594,-0.0456932092884728
SHARE,0.075,12,560,0.11213538596431816,0.1082137774936982,-0.0030268104036322873,0.024542076938238594,-0.0456932092884728
SHARE,0.075,20,210,0.07819170482053173,0.08793755162085182,0.0008674958061432786,0.025644279132154585,-0.10631648370471188
SHARE,0.075,40,140,0.2879375972973989,0.2515774331505577,0.0004049411236519633,0.04635346380579316,-0.23382554702093142
SHARE,0.1,8,560,0.12649150897677452,0.12762189055489337,-0.001514077718763902,0.020322858684476718,-0.0456932092884728
SHARE,0.1,12,560,0.12649150897677452,0.12762189055489337,-0.001514077718763902,0.020322858684476718,-0.0456932092884728
SHARE,0.1,20,210,0.08461717362747478,0.09964399242850142,0.0008674958061432786,0.022531526278799424,-0.10631648370471188
SHARE,0.1,40,140,0.2605747985663893,0.22859032811167102,0.0005110098314569509,0.03636449533060968,-0.23382554702093142
ENT,0.05,8,560,0.1089159270630019,0.1124066686513635,-0.008820972417269505,0.020214321308487965,0.06260303340334979
ENT,0.05,12,560,0.1089159270630019,0.1124066686513635,-0.008820972417269505,0.020214321308487965,0.06260303340334979
ENT,0.05,20,210,0.13374355931610515,0.08782413820855306,-0.005754075937193244,0.020214321308487965,0.10749877503149112
ENT,0.05,40,140,0.24515655570641148,0.19557986052882403,-0.00374262935987733,0.03587061728261083,0.21727384489313778
ENT,0.075,8,560,0.08034935816530087,0.07268979073435733,-0.0031498817224316546,0.020214321308487965,0.06260303340334979
ENT,0.075,12,560,0.08034935816530087,0.07268979073435733,-0.0031498817224316546,0.020214321308487965,0.06260303340334979
ENT,0.075,20,210,0.08635801687815647,0.060823214952620885,-0.000698742485202044,0.020214321308487965,0.10749877503149112
ENT,0.075,40,140,0.1779459722016321,0.12267563341714383,-0.0006256949436470685,0.029451866791684947,0.21727384489313778
ENT,0.1,8,560,0.06891025664230832,0.059880172901883966,-0.0021036158390846022,0.020214321308487965,0.06260303340334979
ENT,0.1,12,560,0.06891025664230832,0.059880172901883966,-0.0021036158390846022,0.020214321308487965,0.06260303340334979
ENT,0.1,20,210,0.040077781173787574,0.02680843556677126,0.0008674958061432786,0.020214321308487965,0.10749877503149112
ENT,0.1,40,140,0.1196973159628737,0.06439567524387779,0.0004049411236519633,0.026789606824056015,0.21727384489313778
ENTn,0.05,8,560,0.08732409385924111,0.07970455521478226,-0.0037958209942831594,0.02167587982499335,0.12264789289269597
ENTn,0.05,12,560,0.08732409385924111,0.07970455521478226,-0.0037958209942831594,0.02167587982499335,0.12264789289269597
ENTn,0.05,20,210,0.08322497700721498,-0.01828551485924379,-0.0006369239324938535,0.021955569013196605,0.21140528317308283
ENTn,0.05,40,140,0.14603686856484688,0.013329849191931031,-3.0636839235449157e-05,0.029001683927776904,0.3259323101700044
ENTn,0.075,8,560,0.08768642958653716,0.07608328043065771,-0.0015729579227898186,0.02167587982499335,0.12264789289269597
ENTn,0.075,12,560,0.08768642958653716,0.07608328043065771,-0.0015729579227898186,0.02167587982499335,0.12264789289269597
