stat,h,m_min,cells,R2_LOO,R2_LOO_dialFE,min_local_d,max_local_d,rho_x_d
ENTn,0.075,20,210,0.11255010816919608,-0.0023523333666155555,-0.00038896303980800865,0.023242803865487268,0.21140528317308283
ENTn,0.075,40,140,0.12378480619392651,-0.021539726583506447,-3.0636839235449157e-05,0.027234834978989195,0.3259323101700044
ENTn,0.1,8,560,0.08661486456994005,0.07745452648375506,0.0003045087310279375,0.02167587982499335,0.12264789289269597
ENTn,0.1,12,560,0.08661486456994005,0.07745452648375506,0.0003045087310279375,0.02167587982499335,0.12264789289269597
ENTn,0.1,20,210,0.10701555930149642,0.0012101921809669625,0.0010091482613330254,0.02167587982499335,0.21140528317308283
ENTn,0.1,40,140,0.11625821115105794,-0.026666153119004665,0.0004049411236519633,0.021936304081899356,0.3259323101700044
ENT_MM,0.05,8,560,0.07414932670724739,0.07847134275816814,-0.006747745877411132,0.040188119935805684,0.048619123861276106
ENT_MM,0.05,12,560,0.07414932670724739,0.07847134275816814,-0.006747745877411132,0.040188119935805684,0.048619123861276106
ENT_MM,0.05,20,210,0.12116597836817167,0.09275306336577926,-0.0009485201929502522,0.040188119935805684,0.10119324812818974
ENT_MM,0.05,40,140,0.24520214643413296,0.18595723750726845,0.0,0.040188119935805684,0.2165947156331192
ENT_MM,0.075,8,560,0.08311081548511567,0.08875948670221578,-0.0049664465735244035,0.040188119935805684,0.048619123861276106
ENT_MM,0.075,12,560,0.08311081548511567,0.08875948670221578,-0.0049664465735244035,0.040188119935805684,0.048619123861276106
ENT_MM,0.075,20,210,0.08761158950635317,0.05763600216194642,0.0010091482613330254,0.040188119935805684,0.10119324812818974
ENT_MM,0.075,40,140,0.18114546704095935,0.10696320765667033,0.0004049411236519633,0.040188119935805684,0.2165947156331192
ENT_MM,0.1,8,560,0.07540342769932928,0.078661839666197,-0.0034290860006541226,0.014345093472597418,0.048619123861276106
ENT_MM,0.1,12,560,0.07540342769932928,0.078661839666197,-0.0034290860006541226,0.014345093472597418,0.048619123861276106
ENT_MM,0.1,20,210,0.04095504636335279,0.03589065920116796,0.0010091482613330254,0.019869088772543977,0.10119324812818974
ENT_MM,0.1,40,140,0.09806885312167679,0.03948923977529306,0.0004049411236519633,0.025052023984597282,0.2165947156331192
DIST,0.05,8,560,0.056785579063420855,0.048319615221270484,-0.007201839238295358,0.024245513237213637,0.08728252402512295
DIST,0.05,12,560,0.056785579063420855,0.048319615221270484,-0.007201839238295358,0.024245513237213637,0.08728252402512295
DIST,0.05,20,210,0.015781440349453613,0.01650037159305151,-0.007201839238295358,0.024245513237213637,0.10965025149228713
DIST,0.05,40,140,0.05525202009689534,0.06443649320059763,-0.007201839238295358,0.024245513237213637,0.16654049960991005
DIST,0.075,8,560,0.062450904906423466,0.04226180239747612,-0.0035443821994872635,0.024245513237213637,0.08728252402512295
DIST,0.075,12,560,0.062450904906423466,0.04226180239747612,-0.0035443821994872635,0.024245513237213637,0.08728252402512295
DIST,0.075,20,210,0.011593796932084732,-0.019779855148501113,-0.0035443821994872635,0.024245513237213637,0.10965025149228713
DIST,0.075,40,140,0.05379499102587726,0.024227799996180965,-0.003017542486707189,0.024245513237213637,0.16654049960991005
DIST,0.1,8,560,0.025631074629772987,0.015106410670894466,-0.002136670392751147,0.024245513237213637,0.08728252402512295
DIST,0.1,12,560,0.025631074629772987,0.015106410670894466,-0.002136670392751147,0.024245513237213637,0.08728252402512295
DIST,0.1,20,210,-0.00900295577153698,6.0725236318392994e-05,-0.002136670392751147,0.024245513237213637,0.10965025149228713
DIST,0.1,40,140,0.030182909208546604,0.02006815116463001,-0.0005278894008662447,0.024245513237213637,0.16654049960991005
DISTn,0.05,8,560,0.044124401939575786,0.00567391716855814,-4.7434835168656245e-05,0.0190982194116049,0.24069894428005045
DISTn,0.05,12,560,0.044124401939575786,0.00567391716855814,-4.7434835168656245e-05,0.0190982194116049,0.24069894428005045
DISTn,0.05,20,210,0.12275697184689749,0.12098040446309744,-4.69480682165614e-05,0.01974238165039327,0.3630275868525154
DISTn,0.05,40,140,0.2171043731528718,0.1874695623623266,-4.336759938460139e-05,0.027520922104027346,0.4322202335378528
DISTn,0.075,8,560,0.039380281864927036,0.018787727254465425,-4.549078454699002e-05,0.0190982194116049,0.24069894428005045
DISTn,0.075,12,560,0.039380281864927036,0.018787727254465425,-4.549078454699002e-05,0.0190982194116049,0.24069894428005045
DISTn,0.075,20,210,0.07398038518895478,0.0830722817448345,-3.9436377301911576e-05,0.0190982194116049,0.3630275868525154
DISTn,0.075,40,140,0.12251833801036638,0.09170371160108193,-4.336759938460139e-05,0.0190982194116049,0.4322202335378528
DISTn,0.1,8,560,0.018219326348509868,-0.004808948745534725,-4.549078454699002e-05,0.0190982194116049,0.24069894428005045
DISTn,0.1,12,560,0.018219326348509868,-0.004808948745534725,-4.549078454699002e-05,0.0190982194116049,0.24069894428005045
DISTn,0.1,20,210,0.04912488632485845,0.05210248836045295,-3.9436377301911576e-05,0.0190982194116049,0.3630275868525154
DISTn,0.1,40,140,0.08932906796526285,0.05379636996865522,-4.336759938460139e-05,0.0190982194116049,0.4322202335378528
