panel,fam,frac,th,CAGR,Sharpe,MaxDD,H1,H2,keep4a,keep4b,oCAGR,oSharpe,oMaxDD,keep4a_oos,keep4b_oos,X_EXP,X_CAGR,X_TURN,leg_H1,leg_H2,leg_DD,leg_CAGR,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR
U56,STOP,1.0,0.05,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,False,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,0.7503303576852957,0.1580277627432507,2.871270351412812,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.075,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,False,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,0.7503303576852957,0.1580277627432507,2.871270351412812,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.1,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,False,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,0.7503303576852957,0.1580277627432507,2.871270351412812,True,True,True,True,True,True,True,True
U56,STOP,0.75,0.05,0.1425639810231083,1.16018794436959,-0.16538160500050125,1.18660571108488,1.1449725515590032,False,True,0.15895057354858633,1.2205232110758448,-0.16538160500050159,False,True,0.6996554392650104,0.1425639810231083,3.2673494505213814,True,True,True,True,True,True,True,True
U56,STOP,0.75,0.075,0.14840789639045138,1.1552965101031758,-0.1768508518739652,1.1973787910201037,1.1291387295373183,False,True,0.16418669534328556,1.200573894729005,-0.1768508518739651,False,True,0.719668629973493,0.14840789639045138,3.0721850307367684,True,True,True,True,True,True,True,True
U56,STOP,0.75,0.1,0.1469427618641148,1.1142435833916093,-0.18301245725829185,1.159823212512468,1.0833982434096991,False,True,0.16115581150544123,1.1552014388455325,-0.18301245725829185,False,True,0.7338313720855241,0.1469427618641148,3.07673137759208,True,True,True,True,True,True,True,True
U56,STOP,0.5,0.05,0.11849061205166778,1.0986571421030906,-0.1392849707308178,1.1264292672680163,1.0771297427393198,False,True,0.13205462686619507,1.1723252478579524,-0.1392849707308178,False,True,0.6297301689024781,0.11849061205166778,3.7716902280749185,True,True,True,True,True,True,True,True
U56,STOP,0.5,0.075,0.13794459969977102,1.1438735316953657,-0.1726731638688841,1.189394846919213,1.1125391841262562,False,True,0.15231915940550422,1.1918489892846154,-0.17267316386888398,False,True,0.6773434365394218,0.13794459969977102,3.1953391016297146,True,True,True,True,True,True,True,True
U56,STOP,0.5,0.1,0.13377595693822175,1.0682046402448442,-0.17267316386888387,1.1290279491686712,1.0213514949818252,False,True,0.14486314255728572,1.1026690473544098,-0.17267316386888365,False,True,0.6920986707142421,0.13377595693822175,3.174325181536113,True,True,True,True,True,True,True,True
U56,STOP,0.25,0.05,0.055866718725609,0.727195306915649,-0.11718552097539259,0.9410581941221905,0.5265943961332199,False,False,0.05394558657917092,0.6817266537360602,-0.11718552097539325,False,False,0.39987148947134926,0.055866718725609,3.7028710030931355,False,False,True,False,False,False,True,False
U56,STOP,0.25,0.075,0.10245417014005898,1.0055078642225268,-0.18527240214453344,1.1563885199628763,0.853790610534661,False,False,0.09798720252434556,0.9777705378852198,-0.18527240214453355,False,False,0.5503779343642268,0.10245417014005898,3.2991793666039944,True,True,True,False,False,True,True,False
U56,STOP,0.25,0.1,0.09030421452094473,0.8054441513857618,-0.20360870968394473,1.0004783693064212,0.62216950763894,False,False,0.0832142439660648,0.7438717499573746,-0.20360870968394507,False,False,0.6033568322511408,0.09030421452094473,3.2076058526983733,True,False,False,False,False,False,False,False
U56,STOP,0.0,0.05,0.01054103935684192,0.36520070576060504,-0.06614646811065195,0.5166085172661938,,False,False,0.0,,0.0,False,False,0.043702385847996524,0.01054103935684192,0.24114075804513602,False,False,True,False,False,False,True,False
U56,STOP,0.0,0.075,0.00946441983429347,0.3173014381022557,-0.0839286868887944,0.4488216637324803,,False,False,0.0,,0.0,False,False,0.045391123487443154,0.00946441983429347,0.24799010801524696,False,False,True,False,False,False,True,False
U56,STOP,0.0,0.1,0.009610392254791877,0.2473037179444629,-0.12902279266160366,0.34978271976886455,,False,False,0.0,,0.0,False,False,0.06259865016950039,0.009610392254791877,0.2905829362433687,False,False,True,False,False,False,True,False
U56,MAGATE,1.0,0.0,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,False,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,0.7503303576852957,0.1580277627432507,2.871270351412812,True,True,True,True,True,True,True,True
U56,MAGATE,1.0,0.03,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,False,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,0.7503303576852957,0.1580277627432507,2.871270351412812,True,True,True,True,True,True,True,True
U56,MAGATE,1.0,0.06,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,False,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,0.7503303576852957,0.1580277627432507,2.871270351412812,True,True,True,True,True,True,True,True
U56,MAGATE,0.75,0.0,0.1491298213294716,1.1789524543094432,-0.1801731290125519,1.2196634843119791,1.1533881477350445,False,True,0.1647480190685131,1.2252294780843191,-0.18017312901255256,False,True,0.7177223899063334,0.1491298213294716,3.202322036570439,True,True,True,True,True,True,True,True
U56,MAGATE,0.75,0.03,0.1494252896043058,1.150796288261553,-0.1862354434795217,1.2138749959108794,1.1085687003074134,False,True,0.16335094722111765,1.1798394207980922,-0.1862354434795217,False,True,0.7291405531310647,0.1494252896043058,3.105530478421923,True,True,True,True,True,True,True,True
U56,MAGATE,0.75,0.06,0.1497981784357294,1.1371660194191706,-0.18724900961663593,1.181034274358023,1.109410843384769,False,True,0.16520466826868518,1.1794708853462215,-0.1872490096166357,False,True,0.7373638687856467,0.1497981784357294,3.0096631002038245,True,True,True,True,True,True,True,True
U56,MAGATE,0.5,0.0,0.1398166757658723,1.1828578051381406,-0.16973017790464207,1.211376609536415,1.1654422019810076,False,True,0.1557611973191404,1.2438718502447053,-0.16973017790464262,False,True,0.6850954276540413,0.1398166757658723,3.6073393634833737,True,True,True,True,True,True,True,True
U56,MAGATE,0.5,0.03,0.14051729932615786,1.1306408729882111,-0.1818615491522303,1.2048574820087947,1.0784942240046356,False,True,0.1531071243628983,1.1559043603065475,-0.1818615491522303,False,True,0.7079370834409954,0.14051729932615786,3.4276931641817976,True,True,True,True,True,True,True,True
U56,MAGATE,0.5,0.06,0.14134557064293518,1.1074423210401063,-0.18347893785143743,1.1443043085848528,1.083979089114554,False,True,0.15686869447602736,1.1588358960165739,-0.18347893785143776,False,True,0.7243790445277044,0.14134557064293518,3.241269255907229,True,True,True,True,True,True,True,True
U56,MAGATE,0.25,0.0,0.13018832953818005,1.15577174870891,-0.15960075188377298,1.1752348868595506,1.144613692372415,False,True,0.14637354144189985,1.229592519722776,-0.15960075188377287,False,True,0.6524464730628056,0.13018832953818005,4.008955252146516,True,True,True,True,True,True,True,True
U56,MAGATE,0.25,0.03,0.13141312853857978,1.0906603517543538,-0.1788431679123169,1.1767200365364792,1.027981335772451,False,True,0.14263841589066573,1.1114898565281672,-0.17884316791231714,False,True,0.6867179401061696,0.13141312853857978,3.7490178691340423,True,True,True,True,True,True,True,True
U56,MAGATE,0.25,0.06,0.132781297573082,1.0641684119850852,-0.19344948724268762,1.0966110011671286,1.043341811273133,False,True,0.1483710186130509,1.1228789098609273,-0.17970886608624004,False,True,0.7113743997332308,0.132781297573082,3.473209932245992,True,True,True,True,True,True,True,True
U56,MAGATE,0.0,0.0,0.12025653663420077,1.0916636545694531,-0.16384542017669224,1.1077707685136187,1.082666728003971,False,True,0.13659853287300683,1.1738666886869837,-0.16384542017669257,False,True,0.6197725499586154,0.12025653663420077,4.40579225623732,True,True,True,True,True,True,True,True
U56,MAGATE,0.0,0.03,0.12211974256112912,1.0299348431580893,-0.191115000105052,1.1281323839368145,0.9565662503835576,False,True,0.13195364052115943,1.0457924468594464,-0.19111500010505278,False,True,0.6654811080285233,0.12211974256112912,4.067954234650179,True,True,True,True,True,True,True,True
U56,MAGATE,0.0,0.06,0.12410862119614352,1.0075088250544253,-0.21528287657973166,1.0384327442266132,0.9873505560897441,False,False,0.13971584111119695,1.071245505724476,-0.17938714004727097,False,True,0.6983484400818483,0.12410862119614352,3.7047382952805625,True,True,False,True,True,True,True,True
U56,VOLTGT,1.0,0.1,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,False,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,0.7503303576852957,0.1580277627432507,2.871270351412812,True,True,True,True,True,True,True,True
U56,VOLTGT,1.0,0.15,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,False,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,0.7503303576852957,0.1580277627432507,2.871270351412812,True,True,True,True,True,True,True,True
U56,VOLTGT,1.0,0.2,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,False,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,0.7503303576852957,0.1580277627432507,2.871270351412812,True,True,True,True,True,True,True,True
U56,VOLTGT,0.75,0.1,0.13319293395899723,1.1555768804148177,-0.16538160500050114,1.198616007552866,1.1235272309858881,False,True,0.1444838508309476,1.1956651544570298,-0.16538160500050136,False,True,0.6632560482329926,0.13319293395899723,3.3970817385669148,True,True,True,True,True,True,True,True
U56,VOLTGT,0.75,0.15,0.15197706141840284,1.1909795530657086,-0.1636620101767826,1.2537229013660172,1.1434087617182844,False,True,0.16280880376658957,1.2162443161584284,-0.1636620101767826,False,True,0.7250041051910839,0.15197706141840284,3.140781418576865,True,True,True,True,True,True,True,True
U56,VOLTGT,0.75,0.2,0.15558264599310023,1.1676329258376996,-0.18876875194594323,1.2339084877324527,1.1207440831019644,False,True,0.16776648687720552,1.1895381801864537,-0.18876875194594367,False,True,0.7426468886860043,0.15558264599310023,2.9952341850430413,True,True,True,True,True,True,True,True
