date,idea,MaxDD,verdict,script,monthly_strict,monthly_wide,dd_margin_pp
2026-09-04,68 universe.json blend-v1 n=30 1d 50bps,-0.16899999999999998,"KILL 4a / KILL 4b (H1,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,3.3303411700389587
2026-09-04,68 universe.json blend-v1 n=30 1w 5bps,-0.18,KILL 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,2.2303411700389573
2026-09-04,68 universe.json blend-v1 n=30 1w 10bps,-0.18,KILL 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,2.2303411700389573
2026-09-04,68 universe.json blend-v1 n=30 1w 15bps,-0.18100000000000002,KILL 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,2.1303411700389545
2026-09-04,68 universe.json blend-v1 n=30 1w 25bps,-0.18100000000000002,"KILL 4a / KILL 4b (H1,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,2.1303411700389545
2026-09-04,68 universe.json blend-v1 n=30 1w 50bps,-0.182,"KILL 4a / KILL 4b (H1,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,2.030341170038957
2026-09-04,68 universe.json blend-v1 n=20 1d 5bps,-0.183,KILL 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.9303411700389572
2026-09-04,68 universe.json blend-v1 n=20 1d 10bps,-0.183,KILL 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.9303411700389572
2026-09-04,68 universe.json blend-v1 n=20 1d 15bps,-0.184,KILL 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.8303411700389571
2026-09-04,68 universe.json blend-v1 n=20 1d 25bps,-0.184,KILL 4a / KILL 4b (H1),research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.8303411700389571
2026-09-04,68 universe.json blend-v1 n=20 1d 50bps,-0.187,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.5303411700389569
2026-09-04,68 universe.json blend-v1 n=20 1w 5bps,-0.183,KILL 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.9303411700389572
2026-09-04,68 universe.json blend-v1 n=20 1w 10bps,-0.183,KILL 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.9303411700389572
2026-09-04,68 universe.json blend-v1 n=20 1w 15bps,-0.184,KILL 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.8303411700389571
2026-09-04,68 universe.json blend-v1 n=20 1w 25bps,-0.184,KILL 4a / KILL 4b (H1),research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.8303411700389571
2026-09-04,68 universe.json blend-v1 n=20 1w 50bps,-0.185,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.730341170038957
2026-09-04,68 universe_broad.json 12-1 n=30 1d 5bps,-0.201,KEEP 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.13034117003895562
2026-09-04,68 universe_broad.json 12-1 n=30 1d 10bps,-0.20199999999999999,KEEP 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.03034117003895831
2026-09-04,68 universe_broad.json 12-1 n=30 1d 15bps,-0.20199999999999999,KEEP 4a / KILL 4b (H2),research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.03034117003895831
2026-09-04,68 universe_broad.json 12-1 n=30 1d 25bps,-0.203,"KEEP 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json 12-1 n=30 1d 50bps,-0.205,"KEEP 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.26965882996104196
2026-09-04,68 universe_broad.json 12-1 n=30 1w 5bps,-0.226,"KILL 4a / KILL 4b (H2,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.3696588299610437
2026-09-04,68 universe_broad.json 12-1 n=30 1w 10bps,-0.22699999999999998,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.469658829961041
2026-09-04,68 universe_broad.json 12-1 n=30 1w 15bps,-0.228,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.569658829961044
2026-09-04,68 universe_broad.json 12-1 n=30 1w 25bps,-0.23,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.769658829961044
2026-09-04,68 universe_broad.json 12-1 n=30 1w 50bps,-0.23600000000000002,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-3.3696588299610446
2026-09-04,68 universe_broad.json 12-1 n=20 1d 5bps,-0.21,KEEP 4a / KILL 4b (DD),research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.7696588299610424
2026-09-04,68 universe_broad.json 12-1 n=20 1d 10bps,-0.21,KEEP 4a / KILL 4b (DD),research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.7696588299610424
2026-09-04,68 universe_broad.json 12-1 n=20 1d 15bps,-0.21100000000000002,"KEEP 4a / KILL 4b (H2,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.8696588299610453
2026-09-04,68 universe_broad.json 12-1 n=20 1d 25bps,-0.21100000000000002,"KEEP 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.8696588299610453
2026-09-04,68 universe_broad.json 12-1 n=20 1d 50bps,-0.213,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-1.0696588299610426
2026-09-04,68 universe_broad.json 12-1 n=20 1w 5bps,-0.23,"KILL 4a / KILL 4b (H2,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.769658829961044
2026-09-04,68 universe_broad.json 12-1 n=20 1w 10bps,-0.231,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.869658829961044
2026-09-04,68 universe_broad.json 12-1 n=20 1w 15bps,-0.23199999999999998,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.9696588299610416
2026-09-04,68 universe_broad.json 12-1 n=20 1w 25bps,-0.23399999999999999,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-3.1696588299610418
2026-09-04,68 universe_broad.json 12-1 n=20 1w 50bps,-0.24,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-3.7696588299610423
2026-09-04,68 universe_broad.json blend-v1 n=30 1d 5bps,-0.203,KEEP 4a / KILL 4b (DD),research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json blend-v1 n=30 1d 10bps,-0.203,"KEEP 4a / KILL 4b (H2,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json blend-v1 n=30 1d 15bps,-0.203,"KEEP 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json blend-v1 n=30 1d 25bps,-0.204,"KEEP 4a / KILL 4b (H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.16965882996104187
2026-09-04,68 universe_broad.json blend-v1 n=30 1d 50bps,-0.214,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-1.1696588299610426
2026-09-04,68 universe_broad.json blend-v1 n=30 1w 5bps,-0.217,"KILL 4a / KILL 4b (H2,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-1.469658829961043
2026-09-04,68 universe_broad.json blend-v1 n=30 1w 10bps,-0.218,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-1.569658829961043
2026-09-04,68 universe_broad.json blend-v1 n=30 1w 15bps,-0.21899999999999997,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-1.6696588299610404
2026-09-04,68 universe_broad.json blend-v1 n=30 1w 25bps,-0.221,"KILL 4a / KILL 4b (H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-1.8696588299610433
2026-09-04,68 universe_broad.json blend-v1 n=30 1w 50bps,-0.226,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.3696588299610437
2026-09-04,68 universe_broad.json blend-v1 n=20 1d 5bps,-0.2,KEEP 4a / KEEP 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.2303411700389557
2026-09-04,68 universe_broad.json blend-v1 n=20 1d 10bps,-0.201,KEEP 4a / KILL 4b (H2),research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.13034117003895562
2026-09-04,68 universe_broad.json blend-v1 n=20 1d 15bps,-0.201,"KEEP 4a / KILL 4b (H2,OOS)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.13034117003895562
2026-09-04,68 universe_broad.json blend-v1 n=20 1d 25bps,-0.20199999999999999,"KEEP 4a / KILL 4b (H2,OOS)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.03034117003895831
2026-09-04,68 universe_broad.json blend-v1 n=20 1d 50bps,-0.21899999999999997,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-1.6696588299610404
2026-09-04,68 universe_broad.json blend-v1 n=20 1w 5bps,-0.228,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.569658829961044
2026-09-04,68 universe_broad.json blend-v1 n=20 1w 10bps,-0.22899999999999998,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.6696588299610413
2026-09-04,68 universe_broad.json blend-v1 n=20 1w 15bps,-0.231,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.869658829961044
2026-09-04,68 universe_broad.json blend-v1 n=20 1w 25bps,-0.233,"KILL 4a / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-3.0696588299610443
2026-09-04,68 universe_broad.json blend-v1 n=20 1w 50bps,-0.239,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-3.669658829961042
2026-09-04,68 SPY buy & hold (universe.json sample) - reference,-0.337,-,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-13.469658829961045
2026-09-04,68 RULES v1 live @10bps (universe.json) - baseline,-0.138,-,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,6.430341170038956
2026-09-04,68 universe.json WF plain-Sharpe 1d 5bps: 12-1 n=20 OOS,-0.187,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.5303411700389569
2026-09-04,68 universe.json WF 4b-aware 1d 5bps: 12-1 n=20 OOS,-0.187,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.5303411700389569
2026-09-04,68 universe.json WF plain-Sharpe 1d 10bps: 12-1 n=20 OOS,-0.188,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.4303411700389568
2026-09-04,68 universe.json WF 4b-aware 1d 10bps: blend-v1 n=20 OOS,-0.183,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.9303411700389572
2026-09-04,68 universe.json WF plain-Sharpe 1d 15bps: 12-1 n=20 OOS,-0.188,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.4303411700389568
2026-09-04,68 universe.json WF plain-Sharpe 1d 25bps: 12-1 n=20 OOS,-0.18899999999999997,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.3303411700389596
2026-09-04,68 universe.json WF plain-Sharpe 1d 50bps: 12-1 n=20 OOS,-0.192,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.0303411700389564
2026-09-04,68 universe.json WF plain-Sharpe 1w 5bps: 12-1 n=20 OOS,-0.195,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.7303411700389562
2026-09-04,68 universe.json WF 4b-aware 1w 5bps: blend-v1 n=20 OOS,-0.183,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.9303411700389572
2026-09-04,68 universe.json WF plain-Sharpe 1w 10bps: 12-1 n=20 OOS,-0.196,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.6303411700389561
2026-09-04,68 universe.json WF 4b-aware 1w 10bps: blend-v1 n=20 OOS,-0.183,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,1.9303411700389572
2026-09-04,68 universe.json WF plain-Sharpe 1w 15bps: 12-1 n=20 OOS,-0.196,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.6303411700389561
2026-09-04,68 universe.json WF plain-Sharpe 1w 25bps: 12-1 n=20 OOS,-0.196,beats SPY OOS; clears OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.6303411700389561
2026-09-04,68 universe.json WF plain-Sharpe 1w 50bps: 12-1 n=20 OOS,-0.19699999999999998,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,0.5303411700389588
2026-09-04,68 universe_broad.json WF plain-Sharpe 1d 5bps: blend-v1 n=30 OOS,-0.203,beats SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json WF 4b-aware 1d 5bps: blend-v1 n=30 OOS,-0.203,beats SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json WF plain-Sharpe 1d 10bps: blend-v1 n=30 OOS,-0.203,beats SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json WF 4b-aware 1d 10bps: blend-v1 n=30 OOS,-0.203,beats SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json WF plain-Sharpe 1d 15bps: blend-v1 n=30 OOS,-0.203,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json WF 4b-aware 1d 15bps: blend-v1 n=30 OOS,-0.203,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.06965882996104455
2026-09-04,68 universe_broad.json WF plain-Sharpe 1d 25bps: blend-v1 n=30 OOS,-0.204,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.16965882996104187
2026-09-04,68 universe_broad.json WF plain-Sharpe 1d 50bps: 12-1 n=30 OOS,-0.205,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-0.26965882996104196
2026-09-04,68 universe_broad.json WF plain-Sharpe 1w 5bps: 12-1 n=30 OOS,-0.226,beats SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.3696588299610437
2026-09-04,68 universe_broad.json WF 4b-aware 1w 5bps: blend-v1 n=30 OOS,-0.217,beats SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-1.469658829961043
2026-09-04,68 universe_broad.json WF plain-Sharpe 1w 10bps: 12-1 n=30 OOS,-0.22699999999999998,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.469658829961041
2026-09-04,68 universe_broad.json WF plain-Sharpe 1w 15bps: 12-1 n=30 OOS,-0.228,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.569658829961044
2026-09-04,68 universe_broad.json WF plain-Sharpe 1w 25bps: 12-1 n=30 OOS,-0.23,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-2.769658829961044
2026-09-04,68 universe_broad.json WF plain-Sharpe 1w 50bps: 12-1 n=30 OOS,-0.23600000000000002,loses to SPY OOS; misses OOS 4b,research/backtests/2026-09-04_lookback-candidate-cost-and-lag_cloud.py,False,False,-3.3696588299610446
2026-09-04,"66 universe.json ew-band3 g=0.75 (turn 4.9x, OOS 1.23)",-0.151,"KEEP 4b (idea 57 arm, reproduced)",research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,5.130341170038958
2026-09-04,"66 universe.json ew-band3 g=0.85 (turn 5.5x, OOS 1.23)",-0.171,KEEP 4b,research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,3.1303411700389554
2026-09-04,"66 universe.json ew-band3 g=0.90 (turn 5.8x, OOS 1.23)",-0.18,KEEP 4b — PARK (rule 8 does not select it),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,2.2303411700389573
2026-09-04,"66 universe.json ew-band3 g=1.00 (turn 6.4x, OOS 1.23)",-0.19899999999999998,KEEP 4b (Sharpe identical to g=0.75),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,0.3303411700389586
2026-09-04,"66 universe.json ew-band3 g=1.00 + 25% SPY core (turn 4.8x, OOS 1.17)",-0.217,KILL 4b (DD) — core worse at matched investment,research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-1.469658829961043
2026-09-04,"66 universe.json top20-200d g=0.75 (turn 9.6x, OOS 1.17)",-0.183,"KEEP 4b (idea 2 arm, reproduced)",research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,1.9303411700389572
2026-09-04,"66 universe.json top20-200d g=1.00 (turn 12.8x, OOS 1.17)",-0.24,KILL 4b (DD),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-3.7696588299610423
2026-09-04,"66 universe.json top20-band3 g=0.75 (turn 9.0x, OOS 1.22)",-0.18,KEEP 4b,research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,2.2303411700389573
2026-09-04,"66 universe.json top20-band3 g=1.00 (turn 12.0x, OOS 1.22)",-0.23600000000000002,KILL 4b (DD),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-3.3696588299610446
2026-09-04,"66 universe_broad.json ew-band3 g=0.75 (turn 5.2x, OOS 1.07)",-0.168,KEEP 4a + 4b,research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,3.4303411700389557
2026-09-04,"66 universe_broad.json ew-band3 g=0.90 (turn 6.2x, OOS 1.07)",-0.2,KEEP 4a + 4b — PARK (rule 8 does not select it),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,0.2303411700389557
2026-09-04,"66 universe_broad.json ew-band3 g=1.00 (turn 6.8x, OOS 1.07)",-0.221,KILL 4b (DD),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-1.8696588299610433
2026-09-04,"66 universe_broad.json ew-band3 g=1.00 + 25% SPY core (turn 5.2x, OOS 1.05)",-0.233,KILL 4b (DD),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-3.0696588299610443
2026-09-04,"66 universe_broad.json top20-200d g=0.75 (turn 13.8x, OOS 0.89)",-0.201,KILL 4b (H2) — H2 flat 0.814->0.815 across g,research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,0.13034117003895562
2026-09-04,"66 universe_broad.json top20-200d g=1.00 (turn 18.4x, OOS 0.90)",-0.262,"KILL 4b (H2,DD) — gross does not fix H2",research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-5.969658829961045
2026-09-04,"66 universe_broad.json top20-200d g=1.00 + 25% SPY core (turn 13.9x, OOS 0.94)",-0.263,"KILL 4b (DD) — core DOES move H2 (+0.047, t<1)",research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-6.069658829961044
2026-09-04,"66 universe_broad.json top20-band3 g=0.75 (turn 13.7x, OOS 0.90)",-0.201,KILL 4b (H2),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,0.13034117003895562
2026-09-04,"66 universe_broad.json top20-band3 g=1.00 (turn 18.3x, OOS 0.90)",-0.262,"KILL 4b (H2,DD)",research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-5.969658829961045
2026-09-04,66 WF universe.json R1 max-IS-Sharpe -> ew-band3 g=1.00 core=0.25 OOS,-0.217,OOS 4b FAIL (MaxDD),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-1.469658829961043
2026-09-04,66 WF universe.json R2 4b-aware -> ew-band3 g=0.95 core=0.25 OOS,-0.20600000000000002,OOS 4b FAIL (MaxDD),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-0.3696588299610448
2026-09-04,66 WF universe_broad.json R1 max-IS-Sharpe -> ew-band3 g=1.00 core=0.00 OOS,-0.221,OOS 4b FAIL (MaxDD),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-1.8696588299610433
2026-09-04,66 WF universe_broad.json R2 4b-aware -> ew-band3 g=0.95 core=0.00 OOS,-0.21100000000000002,OOS 4b FAIL (MaxDD),research/backtests/2026-09-04_gross-exposure-is-the-error_B.py,False,False,-0.8696588299610453
2026-09-04,"10 U56/v1 (names 56, turn 23.6x, OOS 0.75)",-0.138,"KILL 4b (H1,H2,OOS,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,6.430341170038956
2026-09-04,"10 U56/EWall (names 56, turn 8.2x, OOS 1.11)",-0.159,KILL 4b (CAGR),research/backtests/2026-09-04_sector-only-universe_C.py,False,False,4.330341170038957
2026-09-04,"10 U56/CAND-n5 (names 56, turn 17.6x, OOS 1.00)",-0.21600000000000003,"KILL 4b (H1,DD)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,-1.3696588299610457
2026-09-04,"10 U56/CAND-n10 (names 56, turn 13.9x, OOS 0.98)",-0.175,KILL 4b (H1),research/backtests/2026-09-04_sector-only-universe_C.py,False,False,2.730341170038958
2026-09-04,"10 U56/CAND-n20 (names 56, turn 9.6x, OOS 1.17)",-0.183,KEEP-cand 4b,research/backtests/2026-09-04_sector-only-universe_C.py,False,False,1.9303411700389572
2026-09-04,"10 ETF36/v1 (names 36, turn 18.0x, OOS 0.44)",-0.179,"KILL 4b (H1,H2,OOS,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,2.330341170038958
2026-09-04,"10 ETF36/EWall (names 36, turn 8.5x, OOS 0.67)",-0.218,"KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,-1.569658829961043
2026-09-04,"10 ETF36/CAND-n5 (names 36, turn 15.0x, OOS 0.59)",-0.23399999999999999,"KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,-3.1696588299610418
2026-09-04,"10 ETF36/CAND-n10 (names 36, turn 11.6x, OOS 0.77)",-0.185,"KILL 4b (H1,H2,OOS,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,1.730341170038957
2026-09-04,"10 ETF36/CAND-n20 (names 36, turn 6.7x, OOS 0.94)",-0.152,"KILL 4b (H1,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,5.030341170038957
2026-09-04,"10 ETF24/v1 (names 24, turn 16.3x, OOS 0.55)",-0.21600000000000003,"KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,-1.3696588299610457
2026-09-04,"10 ETF24/EWall (names 24, turn 9.6x, OOS 0.73)",-0.294,"KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,-9.169658829961042
2026-09-04,"10 ETF24/CAND-n5 (names 24, turn 13.1x, OOS 0.62)",-0.23399999999999999,"KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,-3.1696588299610418
2026-09-04,"10 ETF24/CAND-n10 (names 24, turn 9.3x, OOS 0.73)",-0.215,"KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,-1.2696588299610427
2026-09-04,"10 ETF24/CAND-n20 (names 24, turn 4.0x, OOS 0.89)",-0.152,"KILL 4b (H1,H2,CAGR)",research/backtests/2026-09-04_sector-only-universe_C.py,False,False,5.030341170038957
2026-09-04,"10 STK20/v1 (names 20, turn 15.2x, OOS 1.14)",-0.193,KEEP-cand 4b,research/backtests/2026-09-04_sector-only-universe_C.py,False,False,0.9303411700389563
2026-09-04,"10 STK20/EWall (names 20, turn 9.1x, OOS 1.44)",-0.308,KILL 4b (DD),research/backtests/2026-09-04_sector-only-universe_C.py,False,False,-10.569658829961043
